报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
负债合计(万元),58855,54448,39834,26383,21005,16735,15655,14610,14396,12368,11607,19968,18388,16756,12200,13231,
实收资本(或股本)(万元),22384,22384,22384,22384,11192,11192,11192,10000,10000,10000,10000,10000,7500,7500,7500,7500,
资本公积(万元),51361,51361,51361,51361,62552,62552,62552,14228,14228,14228,14228,14228,1668,1668,1668,1668,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2658,2658,1976,1976,1976,1976,1625,1625,1625,1625,1270,1270,1270,971,712,427,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),22912,21774,20353,18230,17290,16563,15965,15030,13970,14442,13931,13105,11456,8530,6378,3842,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),99322,98169,96059,93928,92981,92251,91313,40865,39813,40283,39423,38605,21895,18670,16258,13437,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),99322,98169,96059,93928,92981,92251,91313,40865,39813,40283,39423,38605,21895,18670,16258,13437,
负债和所有者权益(或股东权益)总计(万元),158177,152616,135893,120311,113985,108986,106968,55475,54209,52651,51030,58572,40283,35426,28458,26668,		
  
