报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,93,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),31173,30672,31050,30116,30457,30807,31186,31555,16174,16428,16669,12712,12895,13082,13289,13396,11926,11876,11960,12014,--,12190,12319,12596,12843,8295,
开发支出(万元),20589,16043,15381,9758,583,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),400,1128,--,--,155,155,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),895,1330,1330,1330,1275,1420,1565,1710,1855,2000,2195,570,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),5087,4918,4748,4000,3518,3207,3091,2607,2276,1833,1537,1538,978,1095,1027,1064,968,690,645,603,--,498,453,527,482,419,
其他非流动资产(万元),420,435,425,442,7803,7738,9636,7456,526,543,559,581,597,614,631,690,707,724,741,809,--,842,927,1045,1163,384,
非流动资产合计(万元),427214,419002,419066,410483,399731,396061,395773,392351,261850,259037,255558,249001,248094,241880,240372,238141,232910,224675,224341,215272,--,209253,201486,171797,141890,128181,
资产总计(万元),733197,712758,688606,678447,675233,646878,659396,639436,551663,628168,494496,493685,491897,493262,452436,443923,452944,430136,454509,375172,375951,355359,331958,310205,245216,231752,
短期借款(万元),288765,275288,264746,261401,266112,233302,254291,246801,146979,173595,165787,195098,164827,167736,151205,158148,163732,148400,189640,197484,--,164123,144473,92345,92428,76595,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,9498,7026,7146,16037,14105,4654,6526,17014,21278,14032,13024,19071,21802,11812,9561,25424,18106,12939,15396,--,11309,14528,32239,25488,38518,
应付账款(万元),--,26989,16365,18074,10272,14458,12434,11457,14943,15822,14590,15430,15907,15951,16141,18936,15524,14352,17408,13710,--,13575,12346,20993,13271,9965,
预收账款(万元),4221,3379,4185,1983,488,489,434,516,253,247,307,297,640,567,605,626,540,554,555,575,--,1100,445,258,274,622,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),5408,4636,5707,3845,2904,4362,3902,4195,4034,3329,2446,3052,3406,3223,3061,2797,2267,3859,2650,2932,--,2030,2979,3676,3269,2301,
应交税费(万元),1962,1937,341,2038,1225,1117,1299,1325,1649,2224,1840,1280,1448,1647,1095,1189,2160,2167,2212,1583,--,1210,-2007,-627,-2506,-1326,
应付利息(万元),--,1099,1334,1431,757,740,571,470,366,376,376,353,338,411,347,325,408,243,423,359,--,369,336,271,170,122,
应付股利(万元),--,--,--,--,--,--,--,--,251,--,--,--,--,2160,--,--,--,3280,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),3163,2436,2500,2798,2295,2158,2067,2082,770,615,551,555,699,724,559,663,692,677,999,615,--,630,775,651,7451,1487,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),10000,13700,13700,15700,26900,28900,26900,28400,4500,17692,16579,29462,42439,46120,32282,30982,9427,7099,4071,4317,--,25657,26923,11925,4628,15286,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),348519,338961,315904,314417,326990,299632,306551,301771,190758,235178,216508,258551,248775,260339,217106,223226,220174,198737,230898,236970,--,220003,200799,161731,144473,143572,
长期借款(万元),71755,64055,64055,64055,48855,48855,56968,46968,70968,102318,73782,37382,47582,38095,41995,28795,42295,46995,40495,15609,--,21009,23823,54636,37450,19150,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,192,395,562,646,877,900,1244,--,1146,3051,7007,7856,2360,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),14645,15053,15032,10155,9712,7884,8119,5880,5900,5275,5302,5472,4455,4572,4688,4895,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),560,529,516,626,558,608,577,616,592,495,525,483,448,537,444,441,419,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4661,2491,2549,2697,--,1865,2025,2256,2486,2779,
非流动负债合计(万元),86959,79637,79603,74836,59124,57347,65664,53464,77460,108088,79608,43337,52485,43396,47522,34694,48022,50364,43945,19550,--,24020,28899,63899,47792,24288,
负债合计(万元),435479,418597,395506,389253,386113,356978,372215,355235,268218,343265,296116,301888,301260,303735,264628,257920,268196,249101,274843,256520,--,244023,229699,225630,192265,167860,
实收资本(或股本)(万元),43375,43375,43375,43375,43375,43375,43375,43375,43375,43375,40001,40001,40001,40001,40001,40001,40001,40001,40001,32000,--,32000,32000,32000,28887,28887,
资本公积(万元),156857,156857,157852,156857,156857,156857,156857,156857,156857,156857,75580,75580,75580,75580,75580,75580,75580,75580,75580,25738,--,25738,25738,25738,1297,14899,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),1691,1518,1363,1181,904,772,673,561,469,410,410,323,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),5683,5683,6223,5683,5354,5354,5354,5354,4909,4909,4909,4909,4341,4341,4341,4341,--,3781,3781,3781,--,2933,2933,2009,3658,2708,
一般风险准备(万元),--,--,3337,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),75805,74535,73852,70661,71701,72311,69844,66708,66830,68434,66478,64287,64236,62390,61230,59514,58704,57123,55841,52725,--,46266,37301,20682,14937,13020,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-117,-113,-109,-125,--,-124,-82,-86,-9,-25,
归属于母公司股东权益合计(万元),287805,284804,286002,282092,281436,282199,279476,276461,275832,276809,190323,187814,186633,185228,183563,181800,180326,176372,175095,114119,113803,106813,97890,80343,48771,59490,
少数股东权益(万元),9913,9356,7098,7102,7683,7700,7705,7740,7612,8094,8057,3983,4003,4299,4245,4202,4422,4664,4572,4533,--,4523,4369,4232,4180,4401,
所有者权益(或股东权益)合计(万元),297718,294160,293100,289194,289119,289899,287181,284201,283444,284903,198379,191797,190637,189527,187808,186003,184748,181035,179666,118652,113803,111336,102259,84575,52951,63892,
负债和所有者权益(或股东权益)总计(万元),733197,712758,688606,678447,675233,646878,659396,639436,551663,628168,494496,493685,491897,493262,452436,443923,452944,430136,454509,375172,375951,355359,331958,310205,245216,231752,		
  
