报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
负债合计(万元),1857615600,1789074500,1786065900,1789810800,1738891700,1666179700,1639260200,1618096400,1563701200,1545799200,1536295700,1503144400,1474716300,1406795400,1438170000,1446264000,1409299800,1291282200,1269913200,1236987300,1233990800,1181907300,1191595600,1203397300,1209791300,1107417200,1080412500,1078037300,1053470400,978371500,950449000,911849600,914818300,820654900,781800200,770827800,741607800,646179300,611652000,602345100,587087400,554056000,556981600,540842900,517429300,491470000,486207300,484048000,448018600,403770500,375048900,329994400,314052800,300454900,275554000,
实收资本(或股本)(万元),29438800,29438800,29438800,29438800,29438800,29438800,29438800,29438800,29438800,29438800,29438800,29438800,29438800,28873100,27953500,27936500,27936500,27936500,27914800,27914800,27914700,27914700,27914700,27914700,27914700,27914700,27914700,27914700,27914700,27914700,25383900,25383900,25383900,25383900,25383900,25383900,25383900,25383900,25383900,25383900,25383900,25383900,25383900,25383900,25383900,25383900,25383900,25383900,20942700,18639000,18639000,14210000,14210000,10450000,10450000,
资本公积(万元),14206400,14188000,14180200,14221900,14221800,14197200,14170800,14170800,14009400,14009800,14010300,14022500,14022500,13079700,12328500,12316200,11985300,11777300,11893700,11943200,12336700,12272700,12197300,12231800,12035800,11900100,11642900,11997000,12005900,11900300,9126200,8827500,8254200,8146000,8061400,8127300,8205100,8340900,7350200,7268900,7641200,7652400,7651300,7648700,7648400,7654900,7654500,7654500,397800,--,4340800,1295700,6841200,5438200,3945800,
减:库存股(万元),2700,10200,4900,12300,6200,5300,2000,2600,2900,8600,6000,10600,2200,2500,2900,3900,4200,2800,500,10400,2800,1500,1300,3300,6900,2500,2500,10400,7600,13800,6600,6000,4100,4300,1200,800,0,1700,2200,1100,1200,4500,1200,6100,9900,21600,--,0,--,--,0,--,--,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,--,--,0,--,--,0,--,--,0,--,
盈余公积(万元),14102300,14133400,12597100,12567000,12574800,12571400,11174000,11166200,11160400,11151100,9640800,9639300,9617800,9610500,8040400,8033400,8027100,8022500,6557400,6555000,6541100,6536200,5228000,5226500,5219400,5216500,4039300,4037600,4025900,4022700,3051800,3051800,3046100,3039100,2334900,2335100,2353400,2342900,1570000,1569100,1560500,1544800,1080300,1064200,1056400,1038000,809500,809500,598700,314000,0,4929100,--,0,--,
一般风险准备(万元),20791500,20781700,19432100,19403200,19368100,19346200,17890000,17875500,17991500,17948500,16028600,16017600,16009800,15934100,14497400,14492800,14480900,14445000,13235100,13217500,13206800,13190900,8150800,8143100,8132500,8124300,7229500,7210600,7135000,7119500,6090700,6070000,6058500,6032800,4123600,4107900,4097600,4097300,2527600,2523500,2511000,2491100,1431700,1418000,1404100,1393400,943000,939800,510900,41900,0,--,--,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,--,--,0,--,--,0,--,--,0,--,
未分配利润(万元),65255000,64655800,64850200,61250600,60519200,56033900,55911200,52273900,52674600,48218100,47729500,44152500,45285000,40783600,39918900,35794200,36860000,32367300,31371000,27430200,28250600,24289900,27332000,23865000,24652800,20981600,20265600,17305400,18160800,14835500,14317400,11616600,12660200,10075800,10812500,8723300,9775100,7934900,9842900,8131800,8649800,6522300,7007800,5451900,4709600,3518600,3632300,2383700,1258500,1737300,-2662400,1033100,790800,458000,442400,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,--,--,0,--,--,0,--,--,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2198400,-1995900,-2031400,-2154200,-2045600,-2052500,-1841500,-1735200,-1651200,-1758300,-1801100,-1818500,-1683400,-1471100,-1401800,-1362400,-1317900,-1305400,-1202800,-1174100,-1180200,-1207300,-1300200,-1271000,-1269000,-1349800,-1166800,-890500,-591800,-589600,-464400,-368900,-301900,-211900,-186400,34400,0,474700,--,0,--,
归属于母公司股东权益合计(万元),150427700,149601600,148123300,145137800,145144800,141168200,138959500,134823600,134815700,130494600,125884700,122008500,122750900,114085900,100537400,96573300,97254200,92391600,88925900,84997800,86405600,82467700,79170300,75619500,76147200,72316200,69406100,66983800,67832900,64416500,56645500,53638400,54196000,51499200,49534900,47469400,48514900,46827200,45403400,43526300,44415100,42476600,42070700,40020900,39866500,38728600,37834900,35764100,23384200,20535100,20375200,21942600,21842000,16346200,14838200,
少数股东权益(万元),7939300,8066300,8054600,7649400,7718400,7541000,7530600,7206700,5480000,5265900,5021400,4706400,4453300,4256900,4088300,4072300,3982700,3756100,3640200,3635500,3841400,3686500,3602600,3542200,3463000,3273200,3172600,3328700,3321000,3198500,3149000,3093200,3153000,3040200,2898500,2828700,2638200,2562900,2606100,2859900,2958700,3022700,2968600,2995300,3067900,3003900,2842400,2881200,2877800,2738700,2572400,1679900,267100,0,--,
所有者权益(或股东权益)合计(万元),158367000,157667900,156177900,152787200,152863200,148709200,146490100,142030300,140295700,135760500,130906100,126714900,127204200,118342800,104625700,100645600,101236900,96147700,92566100,88633300,90247000,86154200,82772900,79161700,79610200,75589400,72578700,70312500,71153900,67615000,59794500,56731600,57349000,54539400,52433400,50298100,51153100,49390100,48009500,46386200,47373800,45499300,45039300,43016200,42934400,41732500,40677300,38645300,26262000,23273800,22947600,23622500,22109100,16346200,14838200,
负债和所有者权益(或股东权益)总计(万元),2015982600,1946742400,1942243800,1942598000,1891754900,1814888900,1785750300,1760126700,1703996900,1681559700,1667201800,1629859300,1601920500,1525138200,1542795700,1546909600,1510536700,1387429900,1362479300,1325620600,1324237800,1268061500,1274368500,1282559000,1289401500,1183006600,1152991200,1148349800,1124624300,1045986500,1010243500,968581200,972167300,875194300,834233600,821125900,792760900,695569400,659661500,648731300,634461200,599555300,602020900,583859100,560363700,533202500,526884600,522693300,474280600,427044300,397996500,353616900,336161900,316801100,290392200,		
  
