报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,1800,0,0,0,
其他流动负债(万元),166,166,166,166,166,166,166,166,128,170,150,174,166,161,142,144,70,104,105,142,108,108,108,108,--,0,--,--,--,--,33,--,--,0,0,0,0,
流动负债合计(万元),105517,104332,101214,93121,106402,108968,97174,106155,92394,64585,68338,65293,51266,55796,48585,48037,53611,58453,56665,67518,76386,78182,45576,32009,33224,31495,33736,31116,34073,37845,34265,33925,29327,42122,42090,38497,27410,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,5000,1800,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
长期递延收益(万元),2055,2282,2524,2751,3621,1649,1732,1736,2028,1867,1920,1902,2044,2053,2104,1884,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
递延所得税负债(万元),134,134,135,135,264,264,227,265,132,184,127,155,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,78,288,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1910,1942,1930,1930,1411,1953,2127,2019,1464,1442,1464,1464,1233,1395,1401,1408,1402,154,162,0,0,
非流动负债合计(万元),2190,2417,2659,2886,3885,1914,1960,2001,2160,2050,2048,2057,2044,2053,2104,1884,1910,1942,1930,1930,1411,1953,2127,2019,1464,1442,1464,1464,1233,1395,1401,1408,1402,5154,1962,78,288,
负债合计(万元),107707,106749,103873,96007,110287,110881,99133,108156,94554,66635,70385,67351,53310,57850,50690,49920,55520,60394,58595,69447,77796,80134,47703,34028,34688,32937,35200,32580,35305,39240,35667,35332,30729,47276,44052,38575,27698,
实收资本(或股本)(万元),33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,33499,22333,22333,22333,22333,13958,13958,13958,10458,10458,8738,7550,
资本公积(万元),82083,82079,82079,82079,82079,82079,82079,82079,82361,82330,82086,82086,78949,82086,82086,82086,82083,82083,82083,82083,82083,82083,82083,82083,82086,82080,93246,93246,90110,90110,98484,98484,97915,17179,17179,12455,10061,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
盈余公积(万元),8781,8781,8781,8781,7601,7601,7601,7601,7348,7348,7375,7375,5366,5366,5366,5366,5012,5012,4849,5012,4223,4223,4223,4223,3651,3651,3651,3651,2774,2774,2774,2774,1894,1894,1894,894,519,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
未分配利润(万元),56868,53734,55398,56460,48672,51431,55607,56216,55494,54755,54639,54770,57461,53541,52660,52593,53437,51011,48847,48850,46644,42105,39107,39301,39702,36724,35352,34515,36956,28472,29786,27603,26252,21275,19360,12679,6385,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
归属于母公司股东权益合计(万元),181233,178094,179758,180821,171852,174611,178787,179396,178703,177932,177599,177730,175276,174492,173611,173544,174032,171606,169278,169445,166450,161911,158913,159106,158938,155954,154582,153745,152173,143688,145002,142819,140020,50806,48892,34766,24515,
少数股东权益(万元),3330,3449,3326,3227,3283,3361,3709,3813,4764,4635,2705,2284,1680,900,1024,1107,588,624,670,745,723,921,871,911,1309,980,956,960,1023,4390,4351,3768,3594,3531,3429,3144,2813,
所有者权益(或股东权益)合计(万元),184563,181543,183085,184047,175135,177972,182495,183209,183467,182567,180305,180013,176956,175392,174635,174651,174620,172231,169948,170190,167173,162832,159784,160017,160247,156934,155538,154705,153195,148078,149353,146587,143613,54337,52321,37910,27328,
负债和所有者权益(或股东权益)总计(万元),292270,288292,286958,280054,285423,288853,281628,291366,278021,249203,250690,247364,230265,233241,225325,224571,230140,232625,228543,239638,244969,242966,207487,194045,194934,189871,190738,187285,188501,187318,185020,181919,174342,101613,96373,76485,55025,		
  
