报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,2004-12-31,
固定资产(万元),197646,172661,172718,177778,181345,179408,184893,189403,194837,181352,186482,191869,198039,191355,142660,147552,150776,150675,149700,151294,152640,154360,158689,157449,162104,168269,173069,178263,175444,176269,180603,181108,185246,183220,175920,180165,183570,164794,118969,100155,102487,94253,95214,96445,97484,53899,54197,55085,55998,38613,22710,
在建工程(万元),--,159991,130058,100769,72752,52465,31217,11607,4185,18682,16865,13851,11717,15382,13028,12291,10083,9249,11091,10196,10136,4336,3159,9298,6814,10278,7278,5895,11973,13394,9332,7405,4347,5960,12802,6953,3729,23301,57519,67001,56115,41063,30106,22731,12581,38180,26320,11754,6411,11717,11680,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,2,--,0,0,0,0,--,0,56,58,74,136,148,133,1336,885,723,173,869,468,157,217,311,94,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,5095,--,--,--,--,--,--,--,--,--,1750,1085,2504,2527,1823,1823,1823,1799,1799,1799,1799,1799,2144,2144,2177,2231,4947,4947,4940,4940,0,0,--,--,--,0,--,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
无形资产(万元),22094,22191,22157,22308,22166,22006,22081,18730,18881,19011,19142,19251,20830,19477,9882,9951,10019,10088,10152,10211,10279,11053,11085,11151,11216,12260,12261,12266,12331,12398,12466,12533,12601,12544,12615,12813,12884,12959,13034,13109,13184,11411,8748,8797,8846,8892,8941,8964,9012,4115,2268,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
商誉(万元),1009,1039,1039,1039,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
长期待摊费用(万元),5344,2008,2057,2106,1506,--,--,--,--,205,97,51,29,47,44,51,58,68,74,81,88,97,109,121,133,124,88,124,160,47,53,59,65,71,77,69,89,109,120,135,123,52,62,70,83,93,104,116,292,197,76,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
递延所得税资产(万元),851,2367,2339,2429,2270,1551,1560,1826,1486,818,743,1116,816,386,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,183,4383,810,1074,246,294,303,471,474,540,836,2577,671,694,679,683,134,109,190,98,125,83,
其他非流动资产(万元),2421,3006,384,921,3840,598,158,1217,3853,--,--,--,--,--,--,--,--,--,--,--,--,1275,682,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
非流动资产合计(万元),396309,365329,332822,309422,286045,258162,242046,224923,225386,222067,225328,233233,234186,227411,165615,169844,170936,170080,171018,171781,173142,173641,177486,183599,186215,196662,198485,202437,204391,207172,212001,207011,207798,207039,206818,202536,203032,206659,195265,186325,179559,148786,135709,129444,119848,102068,90139,76267,72028,55078,36910,
资产总计(万元),651975,706904,705583,619664,550331,530290,523528,459022,412253,402690,383462,387279,367576,362952,267869,248518,239184,264403,293867,283277,285612,289078,286898,302684,294829,328362,348315,405760,362064,373136,419516,418298,407853,361084,371576,353667,293892,311312,282713,280224,242056,275779,308097,299920,246218,240119,167849,135896,126860,88758,63195,
短期借款(万元),189243,217218,206253,211128,152275,149161,136706,119508,86200,129090,127914,121780,125526,130190,97000,96487,98441,103630,118209,125263,121990,109025,99650,109335,118696,121211,117785,140703,152105,109310,101618,87478,88295,75800,70800,67800,47200,61950,50950,56000,52000,73300,81600,73600,43100,37800,35870,33870,37770,14770,9600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,--,--,--,--,0,--,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
应付票据(万元),--,--,104132,115067,96567,76503,81314,67919,32937,33628,32810,37472,34718,29024,16214,21249,13668,21204,26415,19037,20335,28932,31281,38239,22985,42360,65101,89451,47751,55050,41618,39428,29595,30035,29810,22724,16291,19061,28001,26981,14199,13184,17800,21780,14160,10000,16830,17320,10460,12080,5000,
应付账款(万元),--,--,68328,72055,66337,61062,61770,61480,60120,62494,55720,54793,54332,52881,40363,41900,43243,41865,46947,45245,41236,43992,46118,50833,43587,62346,67695,60923,55674,73338,100523,83855,60467,51786,76257,66760,47453,54278,38742,33777,30526,34842,39838,42443,32677,17897,16938,18845,19901,20751,14644,
预收账款(万元),9201,8851,16475,12822,9749,19339,31266,12066,43281,23169,13774,24006,8462,14687,12813,10992,5234,12661,15524,10334,12969,10638,13710,9449,15911,11065,9984,19309,8075,5536,25052,11569,17044,20342,12708,13123,3387,7121,3387,3428,981,2382,4490,2819,2167,6183,3552,3134,2923,1254,1105,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
应付职工薪酬(万元),6831,6521,6606,6011,6455,5660,6752,6129,8011,7326,5949,5638,6816,5783,3529,2916,3155,2590,2260,2701,3181,2242,2884,3203,2601,2310,2587,2509,2517,2442,2649,2060,2789,1679,1999,1988,2622,1515,1559,1932,1546,1338,1475,1272,1337,2293,2059,1948,2008,1467,1023,
应交税费(万元),1506,1828,2007,1839,2388,2110,4051,1644,3049,1903,1464,1605,1280,641,627,258,230,776,918,-4717,-3891,-5921,-6542,-8659,-6919,-7352,-6748,-7600,-8429,-9891,-17607,-5065,-3394,258,-5590,-1840,-3061,-5202,-3758,-546,175,-1391,-4263,-3613,-2625,2547,3637,2064,526,787,616,
应付利息(万元),436,--,554,487,231,271,153,190,122,409,268,286,361,423,437,375,444,430,499,476,485,458,397,489,468,283,292,436,987,357,230,184,174,228,202,198,150,639,381,276,156,32,43,191,90,146,191,90,89,26,23,
应付股利(万元),450,--,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,570,570,570,570,650,950,950,950,950,1050,1050,1050,1350,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,2600,150,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
其他应付款(万元),--,12735,13373,14800,31212,38938,38118,36963,28941,7131,20038,9093,5593,2810,1710,2041,1281,799,1738,993,817,1724,4801,5145,3103,4796,5252,4138,3045,2103,3400,2482,1150,1112,1251,1306,1363,2136,1827,3059,2951,2430,3025,2644,2511,7620,7149,7002,6578,2490,4029,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
一年内到期的非流动负债(万元),6131,557,1114,4114,4672,557,557,1114,4114,--,--,--,1500,--,--,--,--,--,--,--,--,8000,8000,8000,10000,9000,9000,8600,10000,--,6000,12000,13000,2000,3800,3800,7000,3000,3000,3280,3280,--,--,--,--,--,0,--,0,700,2300,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
流动负债合计(万元),370429,422024,419293,438773,370336,354053,361137,307463,267225,265599,258387,255122,239038,236889,173143,176668,166145,184405,212961,199901,197692,199660,200871,216684,211382,246970,271898,319419,272774,239295,264533,235341,209120,183240,191237,175859,122405,144498,124089,128188,105814,126117,144008,141135,93416,84487,86227,86873,80407,54325,38340,
长期借款(万元),72239,70184,76222,7185,3000,6000,3000,3000,3000,6000,6000,7500,6000,7500,--,--,--,--,--,--,--,--,--,1000,--,8000,8000,10000,10000,20000,20000,20000,20000,32000,32000,32000,33000,40000,39000,36000,20000,13280,12280,4800,400,20400,20400,400,400,1500,1700,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
长期应付款(万元),--,2323,2289,2249,2209,3279,3234,3184,3134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,200,200,200,200,200,200,200,200,200,200,200,200,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,3162,2974,--,--,320,--,--,--,330,0,--,0,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,418,810,810,810,810,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
长期递延收益(万元),4092,4312,4531,4754,5576,5114,5015,--,5203,--,3815,--,4094,3886,3961,4137,4315,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,4984,--,3632,--,3905,--,--,--,--,--,3989,4083,4257,4431,4615,4794,4625,4898,4960,5659,5340,5993,5673,5268,4766,4749,4914,4376,4141,2753,2758,2760,4529,2773,100,100,100,100,100,320,320,320,2164,2032,
非流动负债合计(万元),79256,76819,83041,14188,10785,14392,11249,11168,11337,9632,9815,11405,10512,12197,4771,4947,5125,3989,4083,4257,4431,4615,4794,5625,4898,12960,13659,15340,15993,25673,25268,24766,24749,36914,36376,36141,35753,45920,44733,40729,22973,13900,12580,5100,700,21030,20920,920,920,3864,3932,
负债合计(万元),449684,498843,502334,452961,381121,368445,372386,318630,278562,275231,268203,266527,249550,249085,177914,181615,171271,188394,217044,204159,202124,204275,205666,222309,216280,259930,285557,334760,288766,264969,289801,260106,233869,220154,227613,212000,158158,190418,168822,168916,128787,140017,156588,146235,94116,105517,107147,87793,81327,58189,42272,
实收资本(或股本)(万元),77648,77648,77648,70641,73534,73534,73349,73349,73349,69486,69488,69488,69488,69488,57473,55935,55935,56265,56265,56582,56582,56582,55622,55622,55622,55622,55622,55622,55622,55622,55622,55622,55622,52200,52200,34800,34800,34800,34800,34800,34800,34800,34800,17400,17400,17400,13000,13000,13000,6500,6500,
资本公积(万元),115161,114859,115329,85317,98961,95109,94362,89437,89669,69709,69709,79210,79210,80451,65597,46645,46645,46262,46262,46765,46765,46567,45041,45041,45041,43981,43981,43981,43981,43981,43981,43981,53389,28302,28302,46382,46421,46421,46421,46421,46421,46421,46421,60341,60341,60341,1664,1664,1664,510,510,
减:库存股(万元),1240,--,--,--,17304,23011,23101,23101,23101,--,2,--,--,810,810,810,810,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,5450,5450,5450,3217,4058,2099,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
未分配利润(万元),-8423,-6627,-7059,-6910,-9122,-7533,-14925,-18639,-24587,-30439,-41082,-47207,-50512,-56474,-51332,-54403,-53725,-48284,-47851,-46529,-43298,-41664,-42820,-43726,-45389,-51760,-56919,-50897,-48955,-19254,-31,23476,20624,17850,19446,16333,10578,-749,-5099,-6777,-5532,9766,22717,29172,28444,21159,15246,7605,9846,8508,4667,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,--,
