报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),5451,6238,5805,4981,4296,4577,3114,2973,1948,956,1407,510,173,198,1282,909,5706,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,2010,--,--,
流动负债合计(万元),33331,42252,41060,32373,30441,35317,28410,24782,21774,22751,21739,18668,16889,17493,23640,17666,27030,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,3500,3500,12000,12000,15500,18000,12896,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),4996,5064,5131,5199,5266,3624,3692,3759,3470,3530,3327,3378,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,3429,3480,3125,3279,2364,
非流动负债合计(万元),4996,5064,5131,5199,5266,3624,3692,3759,3470,3530,6827,6878,15429,15480,18625,21279,15261,
负债合计(万元),38328,47316,46192,37572,35707,38941,32102,28540,25244,26280,28566,25546,32318,32973,42265,38945,42291,
实收资本(或股本)(万元),48412,48412,48412,48412,48412,48412,48412,48412,48412,48412,48412,24206,18154,18154,18154,18154,18000,
资本公积(万元),32885,32885,32885,32885,32885,32885,32885,32885,32885,32885,32885,57091,12363,12363,12363,12363,11942,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),8621,8621,6086,6086,6086,6086,4144,4144,4144,4144,2766,2766,2766,2766,1890,962,215,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),71941,69139,64519,57680,53329,50837,47602,41540,38220,36650,34681,30147,26965,29835,24165,15496,7920,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),161859,159057,151902,145063,140712,138252,133044,126981,123662,122092,118744,114211,60249,63118,56572,46974,38076,
少数股东权益(万元),3980,3987,3994,3996,3996,--,--,--,--,--,--,--,--,--,--,490,2157,
所有者权益(或股东权益)合计(万元),165839,163044,155896,149059,144708,138252,133044,126981,123662,122092,118744,114211,60249,63118,56572,47464,40233,
负债和所有者权益(或股东权益)总计(万元),204167,210360,202088,186631,180415,177193,165146,155522,148906,148372,147310,139757,92567,96091,98837,86409,82524,		
  
