报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
应收股利(万元),--,--,--,71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,100,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
其他应收款(万元),7991,13756,8295,8639,11402,7226,6511,11143,9066,7304,6571,7035,6481,7542,6505,12768,11800,9883,6843,7372,7443,6886,6100,1500,2146,1823,899,1071,1579,1574,873,595,501,843,518,664,798,697,432,968,1378,622,536,5505,14300,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
存货(万元),56387,58763,63250,55991,45120,42974,38033,38245,36364,32928,40296,35892,20813,24196,30210,28117,27350,26021,29322,27678,25093,21343,21782,20972,20169,19666,19440,17640,19196,16633,19259,16106,12551,9117,8902,5935,6593,5836,5479,5957,5238,4313,4980,3814,3081,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
其他流动资产(万元),16054,33684,5057,89896,32212,15330,93664,282,417,15619,1260,2733,83,102,424,39,70,99,99,72,30,22,35,43,7,17,37,52,21,21,22,33,13,13,13,32,38,51,18,18,54,105,157,86,21,
流动资产合计(万元),403789,422220,410595,405806,406544,427971,463389,460177,458234,205702,182035,190576,220691,173597,159042,159977,156366,141313,127906,128221,125402,119757,108322,98361,95721,89818,86777,85429,86748,74648,70751,68790,65266,37137,33867,32390,30489,27690,27077,30850,33223,14767,15134,26588,22836,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
可供出售金融资产(万元),10728,10503,10503,8998,8748,7748,7478,5478,5378,5378,5378,5228,5228,28,28,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
长期股权投资(万元),11311,11043,10758,13240,13247,4071,3330,3286,3397,3392,3400,6722,609,669,669,479,485,480,78,73,72,72,77,78,158,1305,663,457,461,498,492,471,452,496,507,2512,27,540,42,13,21,24,41,69,129,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
投资性房地产(万元),662,687,712,809,829,955,1083,1147,1269,1391,1514,1597,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,191,195,199,576,585,594,603,220,224,228,232,227,231,235,239,255,271,
固定资产原值(万元),103512,--,102570,--,98652,--,80397,--,78610,--,78173,--,56590,--,56197,--,53983,--,52754,--,42495,--,41085,--,38308,--,37347,--,32953,--,28326,--,28836,--,24086,--,15292,--,12680,--,10021,--,9149,5804,--,
累计折旧(万元),48590,--,46245,--,43725,--,35770,--,33928,--,32086,--,17434,--,15741,--,14063,--,12667,--,11287,--,10129,--,8809,--,7302,--,6135,--,5098,--,4454,--,3606,--,2373,--,1811,--,1489,--,1128,638,--,
固定资产净值(万元),54921,--,56325,--,54927,--,44627,--,44681,--,46087,--,39157,--,40457,--,39920,--,40087,--,31209,--,30956,--,29500,--,30045,--,26818,--,23228,--,24382,--,20480,--,12919,--,10869,--,8532,--,8021,5165,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,
固定资产(万元),54921,55177,56325,55159,54927,51913,44627,44055,44681,45414,46087,43820,39157,39728,40457,39345,39920,39698,40087,31132,31209,31604,30956,29632,29500,29728,30045,27389,26818,23837,23228,22121,24382,21103,20480,19201,12919,12842,10869,9215,8532,8040,8021,5165,1572,
在建工程(万元),42324,34180,31861,19788,11905,9000,6713,1289,1289,241,239,2691,2583,2451,2442,2804,3019,3716,2994,7987,8131,5210,5083,7259,5820,4655,3436,5801,3356,5089,4069,3597,850,895,925,338,5361,4209,3188,1580,84,72,32,790,736,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
无形资产(万元),60437,60772,61447,54844,55205,52745,40973,41327,41540,41784,42037,42319,27705,6852,6896,6399,6433,6476,6498,6381,6414,6446,6478,11462,11430,11462,6494,6527,5100,5125,5150,5176,5203,5229,5256,3632,3707,3230,3247,3265,3282,3299,3314,6357,6337,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,367,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
商誉(万元),74105,74124,74138,77217,77171,74835,7995,7997,7997,7997,7997,5955,2163,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,2120,1901,1443,1443,1443,1443,1443,1443,1475,1475,1475,1475,392,0,--,--,--,--,0,--,--,--,
长期待摊费用(万元),2707,2514,2877,2685,2001,2109,1699,1829,1824,1132,1017,1376,1249,1338,1235,888,970,1071,1210,696,644,563,669,583,706,811,500,500,494,559,615,272,305,342,395,304,267,329,223,254,260,265,249,39,20,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
递延所得税资产(万元),3703,3356,3645,3744,3802,3617,3301,3143,3103,3006,2883,1364,1381,1298,1123,920,887,798,627,473,574,588,458,510,514,400,331,456,491,458,401,414,421,386,323,141,130,103,69,146,142,139,102,83,82,
其他非流动资产(万元),--,--,--,13408,7399,--,154,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
非流动资产合计(万元),260900,252358,252266,249892,235234,206994,117354,109551,110478,109736,110552,111439,80075,54302,54788,52774,53652,54176,53432,48680,48982,46422,45660,51643,50028,49805,42913,42573,38353,37205,35599,34103,33672,30522,29962,26740,22634,21481,17869,14701,12552,12074,11998,12758,9146,
资产总计(万元),664688,674578,662861,655698,641777,634965,580743,569728,568712,315438,292587,302014,300767,227899,213830,212751,210018,195490,181338,176901,174384,166179,153982,150005,145749,139623,129690,128002,125101,111853,106350,102893,98938,67659,63829,59130,53123,49172,44945,45551,45775,26842,27132,39346,31982,
短期借款(万元),16761,5399,5000,5217,5326,6114,5285,15045,15251,15130,19770,9200,15000,5000,5000,5000,5000,300,300,300,300,300,300,400,400,400,--,3400,3400,400,2400,2580,2300,2300,2815,7000,4000,--,--,1500,2500,6000,8000,12500,4500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,1100,2000,1510,910,300,--,--,--,--,--,--,--,--,--,--,--,18545,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
应付账款(万元),47055,33672,42376,43445,46344,35474,35255,30264,36582,28910,29352,32120,29216,23804,24489,26685,29140,21910,19521,23830,26020,18945,16973,1896,19900,17431,14933,13514,17994,13106,12327,12967,11163,7970,6919,4977,5621,5877,4010,4484,4809,4466,4149,2878,4676,
预收账款(万元),11996,10133,8705,7993,8331,5672,7357,6218,6108,7217,6507,4741,1606,1909,2385,1006,1621,1670,2022,1635,1883,1421,1604,--,1933,1005,1170,1843,1554,1485,1878,1282,1989,850,1460,576,568,523,435,351,893,701,521,254,167,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
应付职工薪酬(万元),2777,2659,3509,2775,2529,2152,2467,2364,2645,2264,2649,4844,812,707,455,643,614,443,284,291,267,266,335,353,297,186,95,170,137,179,76,254,323,202,99,111,331,153,210,110,116,159,154,336,258,
应交税费(万元),11426,9511,4379,5348,8391,8015,2747,5510,6186,6759,1096,3306,5916,4824,298,3884,4648,4512,1976,--,2644,4368,2139,1773,2153,2091,1384,2007,216,1053,-81,-580,61,644,457,296,-76,-95,-396,473,268,584,415,3944,1597,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2176,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
应付股利(万元),15099,62,62,62,62,62,62,62,62,62,62,62,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,892,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
其他应付款(万元),8512,9374,7832,10626,5670,15643,10553,5946,4722,4398,7210,6522,1296,1329,1760,960,444,2540,2573,1536,1487,1818,1229,1161,445,869,959,447,513,511,637,518,756,809,799,681,458,26,117,22,20,112,191,3124,6410,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
一年内到期的非流动负债(万元),--,10000,10000,10000,10000,--,--,--,2000,2000,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
其他流动负债(万元),321,439,552,23,46,89,91,23,46,69,91,23,46,69,91,--,--,--,--,--,--,--,--,--,0,--,150,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
流动负债合计(万元),113947,81249,82416,85487,86698,73221,63817,66532,75600,68318,69646,61117,53891,37642,34479,38179,41468,31374,26675,29768,32601,27118,22581,24128,25126,21982,18691,21382,23815,16733,17237,17020,16591,12774,12550,13642,10902,6483,4377,6941,8606,12023,13430,23927,17608,
长期借款(万元),--,--,0,--,--,5000,5000,--,--,--,--,29500,44000,2000,2000,2000,2000,2000,2000,--,--,--,--,--,0,--,--,875,875,875,875,2000,2000,2000,2000,--,0,--,--,--,--,0,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,23,23,105,130,600,741,--,0,--,--,--,--,0,--,--,--,
预计非流动负债(万元),--,--,--,--,--,320,--,--,--,--,--,416,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
长期递延收益(万元),17212,17212,17212,13786,13787,13393,13783,11517,11517,13866,4172,950,950,950,950,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),3664,3746,3820,3381,3425,3387,2295,2506,2506,2507,2507,237,237,238,238,239,239,239,240,248,249,250,251,266,264,267,266,264,265,265,268,270,267,270,287,--,0,--,--,--,--,0,--,--,7,
其他非流动负债(万元),--,--,--,--,--,70,--,--,--,--,--,70,--,--,--,672,692,733,733,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
非流动负债合计(万元),23058,23278,23357,19714,19762,25166,23811,17063,17064,19413,9719,31172,45187,3187,3188,2910,2931,2972,2972,248,249,250,251,266,264,267,266,1139,1140,1163,1166,2375,2398,2870,3028,--,0,--,--,--,--,0,--,--,7,
负债合计(万元),137005,104527,105773,105202,106460,98387,87628,83595,92663,87730,79366,92289,99078,40830,37667,41089,44398,34345,29647,30016,32850,27368,22831,24394,25390,22249,18957,22521,24955,17896,18403,19395,18989,15645,15578,13642,10902,6483,4377,6941,8606,12023,13430,23927,17615,
实收资本(或股本)(万元),100248,100248,100248,100248,100248,66832,66832,66832,66832,58477,58477,58477,58477,53161,53161,53161,53161,53161,53161,53161,53161,53161,53161,53161,53161,40893,40893,40893,40893,25558,25558,25558,25558,15450,15450,15450,15450,10300,10300,10300,10300,7700,7700,5081,5081,
资本公积(万元),177979,212505,212844,212540,212540,245956,245956,245955,245956,1610,1610,1610,1610,6926,6926,6926,6926,6926,6926,6926,6926,6926,6926,6926,6926,19194,19194,19194,19194,34528,34528,34528,34528,19546,19546,19546,19546,23666,23666,23666,23666,3540,3540,79,106,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),26104,26104,26325,21398,21398,21399,21398,15365,15365,15365,15365,12102,12102,12102,12102,9559,9559,9559,9559,7628,7628,7628,7628,5301,5301,5301,5301,3495,3495,3495,3495,1886,1886,1886,1886,881,881,881,881,262,262,262,262,1139,431,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
未分配利润(万元),215701,205111,183743,182629,169688,175181,156608,155818,145757,150254,136007,136039,128028,113723,102835,100914,94892,90440,80995,78126,72786,70093,62436,59239,54029,51069,44442,41035,35709,29609,23607,20745,17194,14418,10673,8843,6212,7838,5744,4386,2950,3349,2239,8131,5685,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,11,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,--,
归属于母公司股东权益合计(万元),520802,544861,524095,517615,504556,509525,490962,484110,474060,225834,211587,208228,200216,185911,175024,170559,164537,160085,150640,145840,140500,137807,130150,124626,119416,116457,109830,104616,99290,93190,87188,82718,79166,51300,47555,44720,42089,42685,40591,38614,37178,14851,13742,14430,11302,
少数股东权益(万元),6882,25189,32993,32882,30762,27053,2154,2023,1989,1873,1634,1498,1472,1158,1139,1103,1083,1059,1051,1045,1033,1004,1000,984,942,917,903,865,856,766,758,781,782,714,696,768,133,3,-22,-4,-9,-33,-40,988,3065,
所有者权益(或股东权益)合计(万元),527684,570051,557088,550496,535317,536579,493116,486132,476049,227708,213222,209725,201688,187070,176164,171662,165620,161144,151691,146885,141534,138811,131150,125611,120358,117374,110733,105481,100146,93957,87947,83498,79949,52014,48251,45488,42221,42688,40569,38610,37169,14819,13701,15418,14367,
负债和所有者权益(或股东权益)总计(万元),664688,674578,662861,655698,641777,634965,580743,569728,568712,315438,292587,302014,300767,227899,213830,212751,210018,195490,181338,176901,174384,166179,153982,150005,145749,139623,129690,128002,125101,111853,106350,102893,98938,67659,63829,59130,53123,49172,44945,45551,45775,26842,27132,39346,31982,		
  
