报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
资产总计(万元),1508619,1638128,1633601,1355002,1240748,1323449,1346359,1117444,1046938,1131763,1149800,982217,930606,993760,1100059,840855,789633,783197,672212,475347,489760,611020,465163,394642,400591,
短期借款(万元),1340,1340,--,500,1340,1739,--,--,--,--,--,--,--,--,--,--,5350,--,--,--,--,--,--,--,6310,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),6557,2314,114,2717,2733,2330,2827,2791,2444,901,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),56082,69791,55491,47833,42610,49044,54693,48344,46016,47953,58483,48088,47063,44825,59925,44903,39516,40428,46385,32397,31461,31505,30418,27235,30398,
预收账款(万元),90673,98021,267869,92879,66176,54242,180925,41638,29002,21161,111887,27376,25510,31497,202208,30272,24366,37210,173622,37700,25629,164857,78493,72305,71161,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),44354,36053,32650,31675,29350,23138,30339,23198,23425,19553,27593,23588,22977,20637,26574,21954,19552,17697,22571,19131,19497,17145,13402,12603,10972,
应交税费(万元),39505,54013,31983,31142,37213,36640,26219,23304,30384,27759,27110,22184,25859,21196,14113,16000,16116,21295,14450,11919,15004,12382,12257,9422,8601,
应付利息(万元),--,--,--,3,3,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,
应付股利(万元),--,--,--,--,--,--,--,--,--,162375,--,--,--,127804,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),82750,65517,62652,68346,54561,51075,44824,53865,47049,51926,44608,37346,36871,34863,31960,30107,32914,24456,21870,20789,19496,18016,21539,19830,15273,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),748,748,659,1192,609,533,533,1174,774,735,679,556,606,139,93,233,35,130,256,166,105,159,279,157,--,
流动负债合计(万元),322008,327797,451418,276288,234596,218745,340361,194313,179094,332363,270361,159137,158887,280961,334873,143469,137849,141216,279154,122102,111191,244064,156387,141552,142797,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,11394,11587,11587,11587,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),13593,13649,5766,4982,4510,4566,4622,4159,4215,4271,4327,4476,4768,5255,4807,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5008,3745,2619,1010,1285,267,357,101,21,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,335,586,701,604,644,742,707,118,144,--,
非流动负债合计(万元),13593,13649,5766,4982,4510,4566,4622,4159,4215,4271,4327,15870,16355,16842,16395,5343,4331,3320,1614,1928,1009,1064,219,165,0,
负债合计(万元),335602,341446,457184,281270,239106,223310,344982,198472,183309,336634,274688,175007,175242,297803,351268,148812,142179,144536,280768,124030,112200,245128,156606,141717,142797,
实收资本(或股本)(万元),270121,270121,270121,270495,270495,270495,270495,270495,270625,270625,270625,270625,270644,150358,150358,149700,149700,74850,71100,71100,71100,71100,71100,71100,18507,
资本公积(万元),129399,129278,129157,132325,132204,132140,132014,132569,134744,133927,133388,132765,132011,251355,250395,239741,238864,313714,133672,133672,133672,133672,133672,133672,46989,
减:库存股(万元),3470,3717,3717,7365,7365,7562,7562,9309,10312,10312,10918,11394,11587,11587,11587,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),130812,130098,129122,104173,104173,104173,104173,82737,82737,82737,82737,49552,49552,49552,49552,32783,32783,32783,32783,22102,22102,22102,13384,6306,69479,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),638137,763809,644508,570192,498617,597580,499884,440707,385090,317474,398779,365044,314438,254277,309166,270187,226452,217757,154332,124899,151195,139461,90843,42241,103500,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-441,-441,-443,-443,-455,-509,-442,-442,-392,--,
归属于母公司股东权益合计(万元),1171852,1295549,1175334,1072692,1000665,1099162,1001377,918971,863629,795129,875113,807210,755364,695956,748791,691969,647357,638661,391444,351317,377559,365893,308557,252926,238475,
少数股东权益(万元),1165,1133,1083,1040,977,976,--,--,--,--,--,--,--,--,--,74,96,--,--,--,--,--,--,--,19319,
所有者权益(或股东权益)合计(万元),1173017,1296682,1176417,1073732,1001642,1100138,1001377,918971,863629,795129,875113,807210,755364,695956,748791,692043,647453,638661,391444,351317,377559,365893,308557,252926,257794,
负债和所有者权益(或股东权益)总计(万元),1508619,1638128,1633601,1355002,1240748,1323449,1346359,1117444,1046938,1131763,1149800,982217,930606,993760,1100059,840855,789633,783197,672212,475347,489760,611020,465163,394642,400591,		
  
