报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
商誉(万元),14336,14336,14336,14336,14336,14336,14336,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,14166,11665,10958,0,0,
长期待摊费用(万元),2487,1815,849,954,937,826,2200,789,813,843,856,893,954,401,728,446,499,570,594,648,717,770,494,523,565,651,1361,1402,695,885,774,706,702,774,727,559,757,703,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
递延所得税资产(万元),92368,93315,88019,96483,97241,98479,99006,97682,98492,99485,101323,101949,102334,103571,104332,105189,102130,102969,103190,104054,103630,105749,105783,106956,99207,100645,101641,102634,103609,104612,101396,102954,101503,102206,98728,101622,17759,20881,
其他非流动资产(万元),15374,19558,16216,15914,15490,12151,--,--,--,--,--,8347,--,--,--,--,--,--,19665,5000,--,--,--,9856,9503,9503,9453,--,3759,3759,0,0,307,0,0,40200,0,60819,
非流动资产合计(万元),5028880,5040710,5036868,4891702,4676183,4614291,4781179,4044215,3995300,3973482,3885953,3756746,3748088,3715927,3591557,3569430,3594055,3530731,3454980,3434652,3352472,3135539,2948279,2903948,2788393,2742999,2593439,2450461,2435378,2382864,2233851,2196298,2092256,2094872,1912308,1659969,1246358,1052162,
资产总计(万元),6304892,6220587,6173828,6077632,5908688,5814792,5855678,4933007,4782905,4784388,4821541,4678764,4550379,4490861,4370011,4299028,4238903,4162340,4146539,4132731,3959407,3607845,3661020,3653270,3468566,3341744,3345056,3397472,3331333,3448328,3509157,2716273,2544559,2531796,2375620,2173155,1719981,1450952,
短期借款(万元),621003,635609,610319,438990,404936,392567,450053,257929,87948,200647,61194,45919,40882,48546,68023,95477,113736,84875,98019,88058,41746,30317,37405,43004,24392,24836,20122,26544,23536,29464,171434,388417,306594,360187,294145,283790,31334,41506,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
吸收存款及同业存放(万元),525416,489229,410498,399722,347767,372997,361239,346928,219387,263115,279439,252774,66813,222008,154918,219606,166654,188050,203335,221659,75608,48424,85606,44647,47936,44850,48975,41871,48462,59912,60375,0,--,0,0,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
应付票据(万元),22117,29207,22190,9946,16419,11877,--,--,6524,10696,15130,12504,15301,22733,2426,3156,700,1700,2200,316,1515,1390,1080,2200,--,--,1250,1250,--,--,0,0,--,0,0,--,0,0,
应付账款(万元),106667,104293,113450,117658,129646,106413,105148,97950,94021,117997,108632,114222,66738,63603,61438,70753,67550,69886,61928,60579,50260,49536,38050,42113,27511,34667,43076,39160,34148,38084,44214,29047,27033,23131,26086,31098,11733,69966,
预收账款(万元),24208,16105,17151,14251,24825,13941,39687,28457,36828,39371,38619,46581,55405,50100,34834,26029,52304,22420,14131,12853,11731,13846,16670,14671,12511,13707,19021,14171,9101,11472,16204,9437,10838,11188,87076,97275,99007,78646,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
应付职工薪酬(万元),17676,9687,35002,22920,13339,10650,19378,10300,9386,7271,7159,5578,8094,7519,5630,4475,2499,5507,5210,4483,1878,4685,4123,4605,3673,3420,3465,3035,3502,3459,4573,4134,3293,3239,1660,6230,6289,22869,
应交税费(万元),29720,29567,25901,20203,23375,21891,16899,17874,15217,18002,19680,16628,19185,16789,24376,24038,17374,19736,25815,24544,29863,27654,30398,32028,45583,24125,49911,49202,52219,55129,52740,52585,53648,51828,59806,58112,117838,106293,
应付利息(万元),3043,2436,3056,7307,5645,3969,6010,4042,3856,7359,9520,9696,8856,11373,6963,4125,5028,9126,4837,2514,4647,3283,--,--,--,--,--,--,--,--,141,0,182,0,64,--,0,0,
应付股利(万元),5764,9157,9340,9315,2906,9051,15269,3801,3801,1718,4729,5069,801,801,2497,2497,801,801,896,1144,233,197,243,84771,--,--,75,38547,127,127,126,475,230,93863,665,127,127,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
其他应付款(万元),153440,164422,185414,175660,207125,181052,203557,107382,81653,97590,108453,88978,74528,82675,94785,109539,89370,104610,114604,136066,136354,112996,141317,126594,145890,146521,118060,95957,106317,104267,100565,140131,77570,237553,193065,215423,76715,37647,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,110000,10000,10000,--,--,--,--,--,--,--,--,--,--,154061,152992,305734,303517,151669,--,0,0,--,103143,0,
一年内到期的非流动负债(万元),83313,65243,32157,57002,50091,57238,49843,54835,66064,160154,125767,139767,220500,132500,129740,133182,52505,51980,42700,71480,63020,49620,73970,75620,79164,37050,90470,81964,12364,14721,8561,16191,11692,15078,11887,10462,2553,37648,
其他流动负债(万元),--,--,--,300000,300000,300000,201515,200000,300000,100000,300447,300500,300669,150257,30000,5200,--,1521,--,--,--,--,--,--,--,--,--,--,--,--,0,0,4082,0,60,--,0,0,
流动负债合计(万元),1592366,1554954,1464478,1572974,1526075,1481646,1468597,1129496,924686,1023917,1078770,1038214,877770,808903,725630,708076,578521,560211,573676,623695,416854,341948,428860,470253,386659,329176,394424,545762,442768,622369,762452,792085,495161,796066,674514,702517,448737,394575,
长期借款(万元),591340,626816,679230,659030,562083,588821,643241,317745,328013,294527,329099,314116,311815,294453,319104,350343,315528,337948,364347,389371,410194,331797,352082,372522,362424,388961,393438,367761,440711,432711,445311,375150,353300,232957,153443,17330,0,9844,
应付债券(万元),--,--,--,--,--,--,--,--,--,10000,10000,10000,10000,110000,110000,110000,210000,200000,200000,200000,200000,100000,100000,100000,--,--,--,--,--,--,0,0,150000,0,0,--,0,0,
长期应付款(万元),47068,48524,50875,52573,55966,55966,54898,47053,33915,28410,15863,--,--,--,--,--,--,--,4000,4000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12282,12211,12483,12414,12098,12619,12808,13014,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1345,0,2014,0,7938,--,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
长期递延收益(万元),2579,2579,2610,2610,2635,2635,2069,1964,1964,1964,2170,2374,2579,2784,7515,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
递延所得税负债(万元),36539,37722,37750,39731,19891,20070,20281,20273,20740,20770,21015,22128,22212,22224,21788,21417,21841,21822,22134,22020,15025,15094,14781,15011,15448,15496,16382,16641,16753,16713,15377,15630,16466,16431,21638,22791,14700,17971,
其他非流动负债(万元),264,270,276,282,288,295,--,--,--,--,--,--,--,--,--,6086,1397,1778,2157,2161,2288,2486,4305,4581,4805,4904,5476,5546,5802,4034,4041,4062,--,1265,0,--,0,0,
非流动负债合计(万元),677789,715911,770740,754226,640863,667787,720488,387035,384632,355671,378147,348618,346607,429461,458407,487846,548766,561549,592638,617552,639506,461376,483168,504114,394678,421362,427296,401948,475267,465458,478357,407052,534263,263068,195118,52740,27507,40829,
负债合计(万元),2270155,2270865,2235218,2327200,2166937,2149433,2189085,1516531,1309317,1379588,1456917,1386832,1224377,1238364,1184037,1195922,1127287,1121760,1166314,1241248,1056360,803324,912028,974367,781337,750538,821720,947711,920762,1087827,1240808,1199137,1029424,1059134,869631,755257,476244,435405,
实收资本(或股本)(万元),1317285,1317285,1317285,1317285,1317285,1317285,1317285,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1080000,1080000,1080000,1080000,1080000,0,0,
资本公积(万元),861939,861939,862895,862895,862895,862895,888520,787390,787363,787363,785559,785559,785559,785559,785559,783683,783250,784980,785700,784054,786491,792800,780643,782677,784193,770874,761059,760574,759473,759477,732386,208472,207288,206871,185961,171219,0,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
专项储备(万元),13926,12217,13444,13119,11989,10723,10756,10003,9279,8354,8020,7495,7078,5960,5020,4276,3679,2599,2227,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
盈余公积(万元),203354,203354,189375,189375,181538,181538,166907,164042,155502,155502,146018,146018,133455,133455,123260,123260,109580,109580,99164,99164,89961,89961,65295,65295,65295,65295,44580,44580,44580,44580,25199,25199,25199,25199,11754,7829,0,0,
一般风险准备(万元),18943,18943,15703,19543,15703,15703,11672,11672,10149,10149,8827,8827,8610,8610,6650,6650,6132,6132,4017,4017,208,208,118,118,118,118,21,21,21,21,0,0,--,0,0,--,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
未分配利润(万元),1291952,1217072,1198251,1100475,1132223,1064038,1048644,966739,1033217,967395,945814,874198,919601,843101,811120,737059,759704,693831,650978,570165,609830,546752,527041,457204,468110,388331,350542,286275,253170,200721,163655,175749,174882,133368,203372,127509,0,0,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,0,
归属于母公司股东权益合计(万元),3715052,3637055,3606325,3510826,3529592,3459011,3451718,3226003,3282595,3216656,3177957,3112651,3143655,3075712,3012321,2934928,2942345,2877121,2822086,2737400,2766490,2709721,2653097,2585295,2597716,2504618,2436201,2371450,2337244,2284799,2201240,1489420,1487368,1445438,1481088,1386557,1210740,987941,
少数股东权益(万元),319685,312667,332285,239606,212160,206347,214875,190472,190993,188144,186667,179281,182348,176786,173653,168179,169271,163459,158139,154083,136557,94800,95895,93608,89513,86588,87135,78312,76054,75702,67109,27715,27767,27224,24901,31342,32997,27606,
所有者权益(或股东权益)合计(万元),4034737,3949722,3938610,3750432,3741751,3665358,3666593,3416476,3473588,3404800,3364624,3291932,3326002,3252498,3185974,3103106,3111616,3040580,2980225,2891483,2903046,2804521,2748992,2678903,2687229,2591206,2523336,2449762,2413298,2360501,2268349,1517135,1515135,1472662,1505989,1417899,1243736,1015547,
负债和所有者权益(或股东权益)总计(万元),6304892,6220587,6173828,6077632,5908688,5814792,5855678,4933007,4782905,4784388,4821541,4678764,4550379,4490861,4370011,4299028,4238903,4162340,4146539,4132731,3959407,3607845,3661020,3653270,3468566,3341744,3345056,3397472,3331333,3448328,3509157,2716273,2544559,2531796,2375620,2173155,1719981,1450952,		
  
