报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
应付利息(万元),5711,4293,2530,773,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),128,128,128,128,--,--,--,--,--,--,--,--,--,1033,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),36756,38001,36891,43266,19358,1302,717,379,470,453,858,1031,256,26,44,604,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),1000,1217,1221,1211,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),147195,142985,123807,118102,55507,36170,33242,33248,32362,28712,30029,29694,26326,21938,20400,19295,
长期借款(万元),12101,6120,6293,6450,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),95259,94469,771,764,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),1885,2115,2135,2135,2924,2724,2874,2548,2998,2988,2988,2594,2733,2389,1900,920,
预计非流动负债(万元),3589,3621,3250,3026,3429,3430,3046,3403,3627,3463,4074,3636,3218,2471,2220,1703,
长期递延收益(万元),1620,1573,1658,1591,1599,1608,1617,1626,1635,1643,1652,1661,1679,1714,1749,--,
递延所得税负债(万元),6020,6020,6904,6466,70,70,124,124,--,124,--,--,182,--,--,--,
其他非流动负债(万元),--,--,93700,93700,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),123042,116498,117209,115687,8022,7832,7661,7700,8260,8218,8715,7891,7811,6574,5870,2623,
负债合计(万元),270237,259483,241016,233788,63529,44002,40902,40948,40623,36930,38744,37585,34137,28512,26269,21918,
实收资本(或股本)(万元),10492,10493,10493,10493,10493,10000,10000,10000,10000,10000,10000,10000,7500,7500,7500,3752,
资本公积(万元),120185,120185,117895,117898,116731,99233,99233,99233,99233,99233,99233,99233,34448,34448,34720,11613,
减:库存股(万元),18289,18290,18290,18290,18290,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),8410,8410,7335,7335,7290,7335,5858,5858,5849,5849,4125,4125,4125,2609,1284,2989,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),47871,43766,40561,38046,37919,34435,34118,31262,37215,34951,35217,31485,26603,17649,9617,24304,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),169891,165798,157597,155122,153908,151015,149109,146240,152128,150019,148582,144867,72700,62198,53121,42657,
少数股东权益(万元),2733,1653,2057,2062,2058,1428,1406,1410,1424,1120,1456,1453,1415,103,1574,1557,
所有者权益(或股东权益)合计(万元),172623,167451,159653,157185,155966,152444,150516,147651,153552,151139,150038,146320,74115,62300,54695,44214,
负债和所有者权益(或股东权益)总计(万元),442860,426934,400670,390973,219495,196445,191418,188599,194175,188069,188782,183905,108252,90812,80964,66132,		
  
