报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
资本公积(万元),6752300,6752300,6752300,6752300,6752300,6752300,6752300,6752300,6752300,6752300,6752300,6752300,6752300,6752300,6752300,6752300,6752300,6732200,6666400,6446100,6197600,6539000,3718100,3878000,3754500,3759200,3958300,3807200,3766500,3434200,3555300,3625300,3619700,4025500,3923600,3570300,1816900,1805600,1954500,2010800,2167700,2778600,2745600,2753100,2707400,2731000,2745000,2742000,2773100,2582152,937577,968747,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,15294,10769,--,
盈余公积(万元),5368200,4615900,4615900,4615900,4615900,3970800,3970800,3970800,3970800,3400900,3400900,3400900,3400900,2869000,2869000,2869000,2869000,2350200,2350200,2350200,2350200,1861800,1861800,1861800,1861800,1432500,1432500,1432500,1432500,1088000,1088000,1088000,1088000,841800,841800,841800,841800,665300,665300,665800,665300,461200,461200,461200,461200,308800,308800,308800,308800,237716,237716,237716,
一般风险准备(万元),7854200,7081000,7083500,7075100,7092100,6803900,6808100,6795700,6783800,6468900,6460600,6466600,6467900,5393800,5398100,5404300,5397900,4647300,4642200,4644500,4634700,3939500,3936100,3926300,3919500,1886100,1883200,1878200,1879400,1689200,1689400,1686200,1681200,1512700,1506700,1501800,1497600,1086800,1082200,1080600,1079300,950000,950000,950000,950000,650000,650000,650000,650000,300000,300000,300000,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,0,0,0,--,0,0,--,--,0,0,--,
未分配利润(万元),27436100,27774900,25543600,25499900,24106300,23905100,21946300,21896800,19911000,19801900,18119100,18165200,16328900,17020600,15461500,15571800,13856200,14114900,12585500,12595400,11110700,11062400,9743100,9785300,8502500,9916800,8778500,8552400,7350800,7111400,6132400,5782300,4906300,4802600,4070400,3798900,3212300,3283900,3248100,2991000,2571900,2697500,2122100,1841200,1209300,1134400,749400,560000,313800,506085,560231,506075,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1689700,--,--,--,--,--,--,--,1359300,1359300,--,--,--,--,--,--,--,625700,0,0,453100,0,0,0,588300,588300,0,0,411700,411700,0,0,176400,176400,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-151600,-125100,-149600,-173600,-156500,-152700,-132300,-126500,-114400,-98600,-114200,-115000,-104300,-80500,-62000,-52600,-29500,-16100,-4100,-2200,-3000,-2300,-1800,-3400,0,0,0,--,0,0,--,--,0,0,--,
归属于母公司股东权益合计(万元),54011800,52563600,50071500,49614600,48021000,43803500,41937700,42063400,40235000,39641100,37817700,37914000,36080600,34896200,33207500,33131500,31440400,30191500,28593600,28333500,26546500,25712700,21234300,21439700,20043400,19088300,18134700,17725500,16499700,15384800,14543200,14277700,13400600,13310800,12484100,11821400,9278300,8750500,8418500,8217100,7951500,8358000,7749600,7476200,6798400,6294600,5923600,5731100,5516000,5089503,3274276,3240471,
少数股东权益(万元),348700,325300,333600,333700,318200,260500,244700,119000,101200,102300,101100,91100,95200,100300,84300,80000,65600,48300,42800,50700,49100,14700,15500,16000,7300,7100,1500,1800,1300,--,--,--,--,--,0,--,0,0,0,--,26600,643200,0,0,--,0,0,--,--,0,0,--,
所有者权益(或股东权益)合计(万元),54360500,52888900,50405100,49948300,48339200,44064000,42182400,42182400,40336200,39743400,37918800,38005100,36175800,34996500,33291800,33211500,31506000,30239800,28636400,28384200,26595600,25727400,21249800,21455700,20050700,19095400,18136200,17727300,16501000,15384800,14543200,14277700,13400600,13310800,12484100,11821400,9278300,8750500,8418500,8217100,7978100,9001200,7749600,7476200,6798400,6294600,5923600,5731100,5516000,5089503,3274276,3240471,
负债和所有者权益(或股东权益)总计(万元),674572900,650868100,653734000,625223800,629763800,616923900,619969000,600067400,594231100,556399000,553729800,543204200,547497800,522229200,522122100,490894400,473182900,472264800,503312200,440454900,401639900,388537200,381062900,351342600,340821900,314461800,332270100,296357900,279497100,263327800,264320500,258472300,240250700,235956400,228248200,219927500,206794100,201690100,197276800,180083900,157179700,154724900,139579100,137378600,131055200,121936600,110877600,98469300,93410200,87400911,82431588,76576023,		
  
