报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),11632,11762,9214,7951,6966,7070,6801,6890,6984,4618,4640,4668,4710,4765,4820,4914,1188,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),14695,14695,14695,14695,14695,14695,15143,15143,15135,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1359,1391,1327,1445,1515,1436,1538,1598,886,941,1017,1093,1245,153,190,264,327,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),347,347,402,347,341,339,347,362,385,377,387,386,403,225,136,171,114,
其他非流动资产(万元),1769,1679,2226,1893,1773,1614,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),69049,68856,65468,63560,62063,60989,52965,52305,50877,29163,28553,28456,28258,23818,21377,13084,5238,
资产总计(万元),142321,146511,160933,167290,159509,155103,152942,146015,144423,112361,122251,133832,83236,89563,66832,72012,50183,
短期借款(万元),--,--,--,--,--,--,--,--,1500,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),4841,11598,22163,17273,11527,16386,14106,6214,2363,2904,4008,5069,23627,11211,12483,20539,11480,
应付账款(万元),11358,5920,8969,17664,16392,9102,10030,12166,8982,2483,9647,15305,3214,14611,1288,3764,2707,
预收账款(万元),3918,1857,992,1841,3545,2616,1244,1755,3480,1627,768,2500,1021,1921,2646,6313,4060,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),315,923,783,649,499,935,808,718,628,822,733,658,893,687,755,670,681,
应交税费(万元),175,639,869,251,106,200,-584,-539,-457,-1295,-353,-1771,-1553,2008,256,425,1157,
应付利息(万元),283,222,167,119,72,60,--,3,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),6703,9335,9241,12603,12432,12326,9600,12561,16775,186,199,580,114,108,73,155,113,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,400,--,--,--,--,--,--,--,--,
流动负债合计(万元),27594,30494,43185,50400,44573,41625,35203,32879,33671,6727,15003,22340,27315,30546,17501,31866,20198,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),781,954,898,925,776,782,830,876,965,875,897,841,861,901,909,1138,757,
长期递延收益(万元),1710,1437,1484,1531,1403,1449,1496,1543,1606,1636,1683,1730,--,--,--,--,--,
递延所得税负债(万元),266,281,280,311,323,344,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,1823,1870,--,--,--,
非流动负债合计(万元),2757,2672,2662,2767,2502,2576,2326,2419,2571,2512,2580,2571,2684,2771,909,1138,757,
负债合计(万元),30350,33166,45847,53167,47075,44201,37529,35297,36242,9239,17583,24911,30000,33317,18410,33004,20955,
实收资本(或股本)(万元),26196,26196,26196,20151,20156,20156,20156,20000,20000,20000,20000,20000,15000,15000,15000,15000,15000,
资本公积(万元),54234,54110,53972,60419,60364,60364,59935,57459,57459,57459,57459,57459,12713,12713,12713,12713,12713,
减:库存股(万元),2907,2907,2880,2880,2970,2970,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),1285,1230,1181,1139,1068,1029,973,909,851,799,751,701,603,500,400,159,--,
盈余公积(万元),5931,5931,5772,5772,5772,5772,5486,5486,5486,5486,4692,5276,4692,4203,3431,1914,152,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),22156,23573,26227,25125,23860,22413,24627,23024,21267,19377,21766,25484,20228,23831,16879,9223,1364,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),106896,108134,110468,109725,108250,106763,111177,106878,105063,103122,104668,108920,53236,56246,48422,39008,29228,
少数股东权益(万元),5075,5211,4618,4399,4185,4139,4236,3840,3118,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),111970,113345,115086,114124,112435,110902,115413,110718,108180,103122,104668,108920,53236,56246,48422,39008,29228,
负债和所有者权益(或股东权益)总计(万元),142321,146511,160933,167290,159509,155103,152942,146015,144423,112361,122251,133832,83236,89563,66832,72012,50183,		
  
