报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
应交税费(万元),724,839,259,273,59,127,16,10,185,283,501,190,619,522,270,184,
应付利息(万元),38,42,38,34,163,119,76,47,17,33,26,22,51,43,39,21,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),255,255,198,131,121,278,174,137,177,453,430,643,83,157,133,7039,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,5110,--,7900,--,
其他流动负债(万元),--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),54184,53785,58252,62217,63039,32346,27908,28188,19409,25256,21167,20966,27050,23022,27538,22027,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,5250,9250,--,8950,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),162,164,63,65,66,68,38,38,38,38,35,36,38,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),162,164,63,65,66,68,38,38,38,38,35,36,5288,9250,0,8950,
负债合计(万元),54346,53949,58315,62282,63106,32414,27946,28226,19447,25294,21202,21002,32338,32272,27538,30977,
实收资本(或股本)(万元),22970,22970,22970,22970,22970,22970,22970,22970,9188,9188,9188,9188,6888,6888,6888,6888,
资本公积(万元),8563,8563,8563,8633,8633,8633,8633,8633,22415,22415,22415,22415,2027,2027,2027,2027,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2715,2715,2501,2501,2501,2501,2102,2102,2102,2102,1678,1678,1678,1184,839,489,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),18444,18954,19419,19319,19208,17846,17423,16696,19645,19107,18665,17166,16477,11470,8217,4562,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-5,
归属于母公司股东权益合计(万元),52835,53439,53695,53434,53320,51956,51123,50396,53344,52806,51943,50443,27066,21565,17966,13962,
少数股东权益(万元),528,508,453,-63,-54,-40,-6,-17,-3,-3,15,-3,-3,-2,-2,-2,
所有者权益(或股东权益)合计(万元),53363,53947,54148,53371,53266,51916,51117,50379,53341,52803,51958,50440,27063,21563,17964,13960,
负债和所有者权益(或股东权益)总计(万元),107710,107896,112463,115653,116372,84331,79063,78604,72789,78097,73160,71442,59401,53834,45502,44937,		
  
