报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),67452,60795,66978,48792,19809,16969,7778,5648,3047,2947,1874,1881,170,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),919,929,875,924,939,954,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,68614,--,58066,--,45504,--,43640,--,41409,--,37666,37700,40262,--,--,
累计折旧(万元),--,25558,--,22818,--,20998,--,19392,--,17605,--,15155,13883,12971,--,--,
固定资产净值(万元),--,43056,--,35248,--,24506,--,24249,--,23804,--,22511,23817,27292,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),43706,43056,33232,35248,29800,24506,23653,24249,23407,23804,23763,22511,23817,27292,25259,24218,
在建工程(万元),770,919,9043,8439,10867,13402,6096,5014,3922,4277,697,818,663,284,1701,1574,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,12,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),46643,47018,21283,19036,18106,17861,10954,9647,6379,6376,6467,5061,5125,5252,5380,5508,
开发支出(万元),6287,4171,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),637466,637361,272264,272067,271876,244364,244364,244364,11610,11610,11610,--,--,--,--,--,
长期待摊费用(万元),982,843,1020,1052,1095,1162,1252,1314,1428,1640,1853,2066,2088,2132,171,233,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),299,467,273,326,228,270,230,219,81,81,92,71,123,74,60,273,
其他非流动资产(万元),33042,16115,15678,10907,10626,7689,11420,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),889718,862566,472651,441774,409065,370432,340114,321742,49874,50735,46356,32407,31986,35035,32570,31807,
资产总计(万元),1121328,1072860,603648,569700,556020,536170,521048,539949,87731,87671,82113,73936,65754,59742,54465,58550,
短期借款(万元),63938,43700,27700,12300,--,--,2500,7750,50,1000,2000,3800,10400,3200,1900,6546,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,77,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),7495,4530,4725,4970,4996,4326,3373,4403,4369,3233,2939,2341,3209,2343,--,--,
应付账款(万元),14564,11904,10453,10800,7214,9588,7342,5167,2581,2869,3336,2615,2540,4129,4199,5576,
预收账款(万元),1010,1226,992,2295,2039,2963,436,173,586,580,197,64,191,94,127,56,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1986,3908,1597,1473,1183,1775,936,858,418,499,307,252,281,211,232,191,
应交税费(万元),3211,3540,1793,3262,3421,3706,3358,2767,436,902,977,365,216,427,163,173,
应付利息(万元),115,103,87,17,--,--,--,9,--,1,3,9,27,21,22,41,
应付股利(万元),430,8553,--,14,--,14,--,14,535,535,535,1060,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),12416,13166,18917,10054,20522,5394,7852,33583,10761,12329,7768,502,184,234,295,95,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,2500,7000,1000,11800,3000,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),105164,90630,66263,45184,39376,27765,25797,54723,19735,21948,18062,13508,24125,11658,18738,15678,
长期借款(万元),17716,17716,17716,--,--,--,--,--,--,--,--,--,--,10000,1000,12927,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),5731,5731,--,6000,--,3235,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),225,310,422,359,280,310,340,369,--,429,358,383,433,535,636,--,
递延所得税负债(万元),4088,4138,4226,3847,4047,3995,3636,3465,--,--,--,--,--,--,3,44,
其他非流动负债(万元),--,--,--,--,--,--,--,--,399,--,--,--,--,--,--,737,
非流动负债合计(万元),27760,27895,22364,10206,4327,7541,3975,3834,399,429,358,383,433,10535,1639,13708,
负债合计(万元),132925,118525,88627,55391,43704,35306,29773,58557,20134,22377,18420,13890,24559,22193,20377,29386,
实收资本(或股本)(万元),197123,197123,158126,158126,158126,158126,158126,52709,26500,26500,26500,10600,7950,7950,7950,7950,
资本公积(万元),666796,666891,286638,295573,295599,295599,295599,401017,16227,16227,16227,32127,17225,17225,17225,17225,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),239,277,260,321,303,319,301,301,310,274,221,145,111,82,150,172,
盈余公积(万元),2744,2744,2212,2212,2212,2212,1647,1647,1647,1647,1369,1369,1369,908,517,245,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),99031,69982,60495,51536,46431,35865,29603,22646,19904,18050,17152,15805,14540,11383,8246,3571,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),970571,941967,512979,510393,507008,496097,486733,478580,64587,62697,61469,60046,41195,37549,34088,29164,
少数股东权益(万元),17832,12367,2043,3916,5309,4767,4542,2812,3009,2597,2224,-0,--,--,--,--,
所有者权益(或股东权益)合计(万元),988403,954334,515022,514309,512316,500864,491275,481391,67596,65294,63693,60045,41195,37549,34088,29164,
负债和所有者权益(或股东权益)总计(万元),1121328,1072860,603648,569700,556020,536170,521048,539949,87731,87671,82113,73936,65754,59742,54465,58550,		
  
