报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
其他流动资产(万元),7686,27,13802,16001,23997,15947,10543,15714,18080,16980,14880,6600,7760,7500,7000,6000,--,--,--,--,--,--,--,
流动资产合计(万元),87376,76481,73493,74096,74489,72924,64760,74304,73884,71420,76135,72584,72238,82924,85206,84914,83903,39985,37405,33330,27398,17708,9968,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),7640,7640,6597,6686,6148,6148,6712,6712,6599,6599,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),304,321,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),2353,2385,2417,2450,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,43896,--,43031,--,43270,--,41976,--,30037,--,29394,--,23342,--,21721,--,21250,20863,--,--,--,--,
累计折旧(万元),--,13683,--,12462,--,11508,--,10176,--,9173,--,8147,--,6769,--,6124,--,5591,4961,--,--,--,--,
固定资产净值(万元),--,30212,--,30568,--,31763,--,31800,--,20864,--,21247,--,16572,--,15597,--,15658,15902,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),29563,30212,30431,30568,31590,31763,31349,31800,23001,20864,21190,21247,19326,16572,16636,15597,15507,15658,15902,5673,5379,4680,5017,
在建工程(万元),--,--,--,--,1117,1097,1097,1097,8680,8939,8933,5751,6679,4666,1656,1729,141,140,80,9075,4890,--,1174,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),28006,27210,27034,27853,28433,29238,29266,30097,30966,31721,32436,33288,33938,1593,995,1022,886,884,908,1050,865,818,528,
开发支出(万元),2260,3090,2734,2499,1191,1176,1473,1432,1476,1466,1398,580,399,383,133,--,--,--,--,--,--,--,--,
商誉(万元),39720,39720,39720,39720,39720,39720,39720,39720,39720,39720,39676,39676,39646,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),342,80,74,75,79,51,3,2,--,--,--,3,46,32,38,44,148,56,68,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),229,232,232,243,218,216,221,233,269,264,422,422,462,344,251,251,177,190,238,153,54,31,22,
其他非流动资产(万元),1064,978,996,910,1481,900,1412,439,650,2031,979,3144,--,--,--,1116,--,--,--,--,--,--,--,
非流动资产合计(万元),111481,111868,110235,111005,110008,110310,111253,111531,111360,111604,105035,104111,100495,23591,19709,19760,16859,16928,17196,15952,11187,5530,7040,
资产总计(万元),198858,188349,183728,185101,184496,183234,176012,185835,185244,183024,181170,176694,172733,106514,104914,104674,100763,56913,54601,49282,38586,23237,17008,
短期借款(万元),10000,10000,10000,3600,10000,10000,10000,10000,10000,10000,10000,6000,43,115,72,--,--,--,--,--,--,--,1800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2742,5000,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,2574,295,1703,3101,2739,702,1017,1945,3063,--,--,2004,982,1215,926,2220,1953,2250,2388,1804,--,--,
应付账款(万元),--,6173,4412,6409,6340,6163,4671,5209,5962,5611,5216,5148,5829,4034,2091,2174,2429,3067,4402,4276,2869,3507,1912,
预收账款(万元),4275,4631,5037,3922,3607,3705,4140,3255,2725,3027,2693,2577,1890,1583,2272,2128,2589,1996,1785,2054,1156,440,541,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),706,530,2941,3487,412,491,1447,3093,614,491,1035,1894,207,383,191,1648,146,910,1055,684,605,431,238,
应交税费(万元),1537,2263,3058,1556,1314,1556,1033,2340,1229,1394,1434,2444,1285,869,533,937,664,754,1247,540,998,607,392,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,10456,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),671,1567,446,768,408,381,250,553,311,280,236,700,27965,276,133,292,163,233,206,50,38,130,1771,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),4250,4250,5000,5000,1200,1200,450,6950,5750,5750,5000,5000,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),35843,31987,31189,36900,26382,26236,22693,32418,28535,29616,25613,23763,39223,8242,6506,8105,8212,8913,10945,12735,12470,5116,6654,
长期借款(万元),--,--,--,--,4250,4250,5000,8500,12200,12200,15450,15450,450,450,450,450,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,3,3,610,610,33,33,95,95,111,162,195,176,--,--,--,
长期递延收益(万元),2786,2828,2902,2924,3003,2959,3055,3232,3433,3614,3675,3782,3866,3998,3998,3982,--,--,--,--,--,--,--,
递延所得税负债(万元),3565,3684,3709,3842,3846,3930,3968,4080,4176,4270,4378,4495,4608,73,60,60,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3451,3503,3553,2788,955,592,609,
非流动负债合计(万元),6352,6512,6611,6766,11098,11139,12023,15812,19812,20087,24113,24337,8957,4554,4603,4586,3562,3665,3748,2964,955,592,609,
负债合计(万元),42195,38499,37800,43667,37481,37375,34716,48230,48346,49703,49726,48099,48180,12797,11109,12692,11774,12577,14694,15699,13425,5708,7263,
实收资本(或股本)(万元),27603,27603,15335,15335,15335,15335,15335,15335,15335,15335,15335,15335,15335,15335,6134,6134,6134,4600,4600,4600,4600,4600,3000,
资本公积(万元),28727,28727,40995,40995,40995,40995,40995,40995,40995,40995,40995,40995,40995,40995,50196,50196,50196,9792,9792,9792,9792,9792,146,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),6877,6877,6877,6877,5115,5115,5115,5115,4088,4088,4088,4088,3067,3067,3067,3067,2850,2850,2850,1915,1075,314,937,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),71594,65973,63107,59655,58177,53791,50486,47744,45232,42502,41554,39324,37160,34320,34408,32585,29808,27094,22666,17276,9694,2824,5237,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),135514,129894,126998,123621,119925,115538,111982,109240,105650,102921,101972,99743,96558,93718,93805,91982,88989,44336,39908,33583,25161,17530,9320,
少数股东权益(万元),21149,19956,18931,17813,27091,30321,29315,28365,31247,30400,29471,28852,27995,--,--,--,--,--,--,--,--,--,425,
所有者权益(或股东权益)合计(万元),156663,149850,145928,141434,147016,145859,141297,137605,136898,133321,131444,128595,124553,93718,93805,91982,88989,44336,39908,33583,25161,17530,9744,
负债和所有者权益(或股东权益)总计(万元),198858,188349,183728,185101,184496,183234,176012,185835,185244,183024,181170,176694,172733,106514,104914,104674,100763,56913,54601,49282,38586,23237,17008,		
  
