报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),21001,21814,21292,23355,22186,20011,27383,32282,32737,35058,34616,40826,35162,37122,31464,32285,26055,25750,24273,24713,19527,23222,20740,21369,17060,17684,16491,17596,18710,18343,14409,13794,12886,9261,9833,8577,6647,4925,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),88214,86638,103074,100321,56706,13654,27522,29249,30466,28574,30653,33468,32480,28309,23266,24195,13608,8180,8286,8637,8984,10284,1413,1632,1478,--,0,--,--,--,--,--,--,78,72,0,0,0,
流动资产合计(万元),232149,236681,261166,275721,285849,429084,233915,257609,270763,218637,223127,250231,232291,241329,221173,192581,150434,168895,162615,167430,169641,171269,139170,139339,134526,130693,129321,130523,128925,131432,124622,123928,122127,51764,46502,50382,32709,34799,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5000,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,200,200,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),785,806,377,390,403,416,429,443,456,469,482,495,509,521,534,548,562,575,413,421,430,391,399,407,414,422,430,438,446,453,461,477,477,0,0,0,0,0,
固定资产原值(万元),238463,--,217938,--,217590,--,422122,--,418247,--,416806,--,356215,--,302924,--,181570,--,130925,--,118056,--,69958,--,69702,--,66454,--,62651,--,57336,--,54668,0,54186,54788,0,0,
累计折旧(万元),75716,--,70139,--,64392,--,88104,--,77908,--,67422,--,57708,--,50307,--,43498,--,39192,--,35812,--,29417,--,26907,--,24524,--,22472,--,20317,--,18255,0,18244,17171,0,0,
固定资产净值(万元),162747,--,147799,--,153198,--,334018,--,340339,--,349384,--,298507,--,252617,--,138073,--,91733,--,82244,--,40541,--,42795,--,41930,--,40179,--,37019,--,36413,0,35942,37617,0,0,
固定资产减值准备(万元),1,--,1,--,1,--,1,--,1,--,1,--,1,--,30,--,30,--,30,--,37,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),162746,146136,147798,150463,153197,135488,334017,335159,340338,344816,349383,334360,298506,282937,252586,228579,138042,115365,91703,80421,82207,80251,40541,41636,42795,42132,41930,40433,40179,36474,37019,35793,36413,35492,35942,37617,40081,35994,
在建工程(万元),--,18835,19730,18407,17945,28717,17924,19895,19900,4014,3956,19174,47364,3299,3092,4639,6570,907,14692,7089,5993,7055,10804,10047,8518,9086,7944,10264,7938,7911,6209,5520,3081,1406,1852,578,197,2973,
工程物资(万元),--,--,--,--,--,--,2370,3343,3343,5459,5203,1569,1569,--,--,--,12666,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,17,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),1643,2122,1997,1867,1841,2811,2563,2254,2209,2090,1654,1084,1065,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),17125,17258,17241,17352,17507,17610,27164,25736,25984,26320,26358,25082,25101,17202,15237,14924,15085,14455,14079,13942,14076,14170,6020,6068,6127,4796,4852,4903,4955,5891,5007,5012,5029,5046,5021,5382,5071,4844,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),3523,3523,3523,3523,3523,19544,19544,19544,19544,20282,20282,20282,20282,20282,17942,17346,7635,7478,5334,5334,4701,4701,973,973,973,973,973,973,973,--,--,--,--,0,0,0,26,26,
长期待摊费用(万元),3276,2902,3038,3213,3327,3435,5477,5013,5235,5133,5710,5646,5642,4906,2351,1796,1559,289,195,60,74,--,--,--,--,--,0,--,--,--,--,--,--,0,0,45,58,77,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),5780,5433,6579,7795,8040,8452,8944,10259,9127,8199,6688,7234,6674,3874,3793,3229,2544,2039,1809,1869,2036,1609,1554,1184,827,659,689,685,557,652,552,510,581,453,459,472,642,320,
其他非流动资产(万元),6605,530,945,1014,765,1404,1102,1417,1340,8958,7004,6894,15563,9115,5917,12811,9911,18281,7639,7402,5768,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),201688,197545,201228,204025,206548,217878,419535,423063,427475,425740,426720,421821,422274,342136,301454,283872,194574,159388,135863,116539,115286,108176,65291,60315,59654,58068,56819,57696,55048,51382,49249,47311,45580,42397,43275,44095,46275,44451,
资产总计(万元),433836,434225,462394,479746,492398,646962,653449,680673,698238,644377,649848,672052,654564,583465,522627,476453,345008,328283,298478,283969,284927,279445,204461,199654,194180,188762,186139,188219,183972,182814,173870,171239,167707,94161,89777,94476,78984,79250,
短期借款(万元),--,--,--,100,3800,44050,55450,39725,44920,90900,76900,78000,72000,70000,70000,63841,28200,25000,20000,15000,15000,15000,--,--,--,--,0,--,--,--,--,--,--,27380,25980,27017,27012,19194,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,--,10497,14688,13714,20984,27477,54111,37527,19753,37252,48187,60041,64778,67185,53864,40068,32878,17209,6315,5630,5485,4371,5180,4258,4515,5238,5931,6189,5186,5860,5310,5750,3450,3100,12350,6079,9385,
应付账款(万元),--,--,28998,30117,43812,32723,42425,51236,59005,63108,66267,66721,65769,75717,67431,95163,37763,27832,26853,24285,25787,24518,22712,19567,18039,17030,17785,17166,15974,20465,13203,12768,11604,10201,10783,9136,5358,4251,
预收账款(万元),384,235,433,755,733,502,367,445,287,379,325,10520,10642,4973,700,208,9001,15886,11428,443,219,713,699,641,503,816,776,927,568,466,499,325,551,917,415,240,130,132,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),4720,4387,3870,3341,4712,4320,4114,3258,4632,3567,3091,2373,3974,3092,3197,2694,4332,2653,2403,2396,2882,2452,2035,1540,1875,1525,1170,1167,1145,702,540,619,934,721,307,689,397,359,
应交税费(万元),3215,2701,3250,7012,7329,4626,4818,5585,6669,4945,5216,4384,4629,3242,3812,4273,2550,2665,2317,2319,2608,2915,2770,1318,1245,80,160,830,208,103,944,551,326,780,656,711,455,2085,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,68,37,42,48,40,
应付股利(万元),--,--,--,--,--,--,72,--,--,374,374,--,--,--,--,688,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,5996,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),--,1768,1525,5840,5841,6774,5935,11570,13017,12478,12948,18025,21933,3611,4802,14940,4973,3375,4610,49371,52006,51267,1951,1968,1760,1268,1566,1607,1725,1102,993,989,1759,1860,2948,3036,4545,6240,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,744,7223,26994,37145,60324,85178,88822,56109,60219,21723,13926,4900,4300,5705,5890,1064,1018,1276,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,9,--,--,--,--,--,--,--,--,13859,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),50672,46679,48573,61853,80693,221554,167652,203074,226381,280682,291196,284319,299206,260994,231055,240571,131187,115995,90710,101193,105150,103626,34538,30213,27680,25235,26694,27628,25810,28025,22040,20562,20924,45376,44226,53221,44025,47682,
长期借款(万元),--,--,--,--,--,23000,91789,95568,97086,102260,101813,104253,89220,94975,70350,27275,23000,25000,25000,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,744,8635,17380,53280,41818,20665,8088,--,--,300,300,300,509,1005,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),613,641,667,706,744,782,4938,5034,5131,5225,5325,5989,5563,1164,1435,185,190,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,13980,--,--,195,199,203,208,192,93,95,118,--,0,--,--,--,--,--,--,0,0,0,0,0,
非流动负债合计(万元),666,641,667,706,744,23782,96727,100603,102960,116120,124518,163522,136601,116804,93854,27460,23190,25495,25499,503,717,1197,93,95,118,0,0,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),51338,47320,49240,62560,81437,245337,264379,303677,329341,396802,415714,447840,435807,377798,324908,268031,154376,141490,116209,101696,105867,104824,34631,30308,27798,25235,26694,27628,25810,28025,22040,20562,20924,45376,44226,53221,44025,47682,
实收资本(或股本)(万元),150239,150239,150239,150239,150239,150341,150341,150341,150341,132435,132435,66218,66218,66218,66250,26500,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,20000,20000,15000,15000,15000,15000,15000,
资本公积(万元),114086,114130,114130,114770,114556,114270,113579,113909,112910,14607,12965,71582,70920,71934,71156,109682,96494,96494,96494,96494,96494,96494,96494,96494,96494,96494,96494,96494,96494,96494,96494,101494,101086,10737,10737,10360,10360,9762,
减:库存股(万元),8610,3569,0,3842,3842,4027,4027,9500,9500,9571,9571,13859,13859,13859,13980,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),15795,11871,11871,9052,9052,7920,7920,7920,7920,7672,7672,7672,7672,7021,7021,7021,7021,6178,6178,6178,6178,4858,4858,4858,4858,3632,3632,3632,3632,2630,2630,2630,2630,1531,1531,954,440,49,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),107588,110509,133066,143097,136039,127465,115754,108749,101696,96925,85117,86484,81745,74682,67756,63800,59915,56476,52395,51948,48906,47133,42634,41839,38964,37363,33436,34717,32272,29960,27630,26590,23103,21551,18316,13405,7908,4454,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,-44,-45,-45,-46,-46,-45,-45,-45,-45,-44,-44,-41,-37,-37,-34,-32,-30,-29,-8,
归属于母公司股东权益合计(万元),379097,383180,409305,413317,406044,395969,383566,371413,363361,242062,228614,218092,212690,205992,198196,206995,188423,184147,180067,179576,176533,173440,168940,168145,165272,162443,158516,159797,157353,154040,151713,150677,146782,48785,45551,39688,33679,29256,
少数股东权益(万元),3401,3725,3849,3870,4917,5657,5505,5583,5536,5514,5519,6120,6067,-325,-477,1427,2209,2646,2202,2697,2527,1181,890,1201,1110,1084,929,794,810,749,117,--,--,0,0,1567,1280,2311,
所有者权益(或股东权益)合计(万元),382498,386906,413155,417186,410960,401625,389071,376996,368897,247576,234133,224212,218758,205667,197719,208422,190632,186793,182269,182273,179060,174621,169830,169346,166382,163527,159445,160591,158162,154789,151830,150677,146782,48785,45551,41255,34959,31567,
负债和所有者权益(或股东权益)总计(万元),433836,434225,462394,479746,492398,646962,653449,680673,698238,644377,649848,672052,654564,583465,522627,476453,345008,328283,298478,283969,284927,279445,204461,199654,194180,188762,186139,188219,183972,182814,173870,171239,167707,94161,89777,94476,78984,79250,		
  
