报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
应付股利(万元),--,1568,--,--,--,784,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),8493,6889,5166,9775,11871,12223,12840,9354,8505,8281,6338,6568,13491,8622,8306,8206,1870,1162,482,2058,1592,1949,6,1209,1409,643,236,845,639,612,34,749,1625,573,1638,1152,980,2494,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),15098,15094,15089,15126,400,444,131,117,140,164,0,33,157,157,163,132,63,112,168,112,--,--,--,--,--,--,--,--,473,473,473,473,1148,1148,1148,1148,6675,0,
其他流动负债(万元),--,--,--,--,46,92,183,183,491,103,168,259,54,109,--,234,501,592,492,372,479,84,204,172,80,--,504,--,--,--,35,--,--,0,10,0,0,0,
流动负债合计(万元),199779,163493,156312,152244,124018,121110,112185,106733,100336,77563,76695,80527,96919,88539,82015,97394,78284,61384,64303,85037,53332,37610,50765,54377,40291,31125,37279,28517,24436,5945,10270,30918,11688,28305,29818,39455,47557,40217,
长期借款(万元),16534,15946,12822,19799,34475,19567,20055,18106,3022,2920,2985,3030,2954,2865,3065,2965,3008,3035,3061,6869,10000,10000,12500,12500,12500,12500,12500,12500,12500,12500,12500,12500,12973,12973,12973,12973,1620,10295,
应付债券(万元),23863,23845,23828,23811,23795,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),5747,5279,1976,4,79,37,70,83,--,88,136,137,39,45,--,181,--,--,123,233,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),1222,1264,1305,1346,1354,1555,1568,1354,1565,1565,1485,1485,1251,1681,1674,1680,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),--,--,--,1117,1118,1118,1118,1118,1043,1112,1110,1111,1115,1112,1043,1112,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,71,71,73,73,1772,1673,1678,1471,1571,1505,1421,1341,1279,1058,1087,930,943,843,886,885,849,839,945,813,846,686,
非流动负债合计(万元),47366,46334,39932,46077,60820,22276,22811,20661,5630,5685,5716,5762,5431,5775,5855,6012,4780,4708,4862,8572,11571,11505,13921,13841,13779,13558,13587,13430,13443,13343,13386,13385,13821,13811,13917,13785,2466,10981,
负债合计(万元),247145,209828,196244,198322,184838,143386,134996,127394,105966,83247,82411,86289,102350,94313,87870,103406,83065,66092,69165,93609,64903,49115,64686,68218,54070,44683,50866,41947,37879,19288,23656,44303,25509,42116,43735,53240,50023,51198,
实收资本(或股本)(万元),78435,78435,78435,78385,78385,78385,78385,77838,77838,35381,35381,35381,35381,35380,35351,35347,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,35200,32000,32000,32000,24000,24000,24000,24000,11223,
资本公积(万元),60168,60168,60168,60031,59144,59144,59144,57415,57415,99872,99872,99872,99872,99871,99726,99706,105810,105440,105440,105440,98548,98548,98548,98548,98548,98548,98548,98548,98548,98548,101748,101748,100879,571,571,571,571,8488,
减:库存股(万元),1874,1874,2463,2276,2276,2276,2276,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),7387,7387,7387,7387,6476,6476,6476,6476,6155,6155,6155,6155,5997,5997,5997,5997,4874,4874,4874,4874,3746,3746,3746,3746,3746,3746,3746,3746,3606,3606,3606,3606,2829,2829,2829,2829,1907,1530,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),72978,66736,61147,51541,49262,45124,40642,38822,36038,32609,31435,31730,30973,26656,28472,30672,12262,11275,10900,9295,7400,5206,3902,4774,18147,20380,24371,27324,28618,25220,25957,26293,23881,17856,17751,19193,10512,8127,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-58,-190,-199,-253,-178,-130,-103,-11,40,37,-16,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),217876,210899,203811,194889,191069,187309,183178,181449,177904,174418,173064,173317,172329,167708,169531,171496,158089,156599,156215,154556,144717,142571,141294,142258,155682,157912,161850,164819,165972,162574,163311,163647,159588,45256,45151,46592,36991,29368,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6350,6349,6359,6359,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),217876,210899,203811,194889,191069,187309,183178,181449,177904,174418,173064,173317,172329,167708,169531,171496,164439,162949,162574,160915,144717,142571,141294,142258,155682,157912,161850,164819,165972,162574,163311,163647,159588,45256,45151,46592,36991,29368,
负债和所有者权益(或股东权益)总计(万元),465022,420727,400055,393211,375907,330695,318174,308843,283870,257666,255475,259606,274679,262021,257402,274902,247504,229041,231739,254524,209620,191686,205980,210476,209752,202595,212716,206766,203852,181862,186967,207950,185098,87372,88886,99832,87013,80566,		
  
