报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
应收利息(万元),284,225,--,--,--,--,--,23,10,--,--,--,--,--,--,--,--,--,--,--,--,--,34,35,13,35,130,512,394,377,282,--,--,0,--,0,--,0,1,1,1,1,--,0,--,0,0,0,0,0,0,
应收股利(万元),1610,1610,--,1610,943,1773,943,942,406,406,406,406,--,--,--,--,--,0,--,--,--,923,923,923,923,923,923,923,923,923,1484,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,--,0,0,0,0,
其他应收款(万元),--,9153,3705,2487,1477,2500,1988,2730,2595,2554,2218,2439,2173,3676,2335,2659,3259,2172,3090,1693,1937,1652,2212,1570,1323,1286,1880,1858,1224,1033,1420,1148,624,625,750,675,547,670,1084,928,791,408,367,271,197,148,156,107,115,29,44,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
存货(万元),28380,30646,31935,28094,35359,35165,31280,29386,26833,24166,17817,18244,16471,15378,17213,15780,15746,15173,16316,14470,13612,12468,17544,16916,15553,14541,17481,14367,13741,12728,13357,11512,8809,8410,10546,9465,9912,8602,11142,9182,6311,5722,5017,4754,4754,4372,3748,3119,2900,2542,2265,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
其他流动资产(万元),1823,1294,2212,2452,1597,1442,1404,1397,1634,2259,63,61,355,370,256,322,494,1526,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
流动资产合计(万元),79697,87981,80066,79172,90052,91592,79391,81790,77592,81531,85014,64808,71390,74093,70122,68561,66821,79147,78004,70081,65691,66727,75099,84267,80157,96837,98672,95853,88254,91732,105274,117646,48469,53821,43395,42586,42560,43483,43552,43464,38556,42597,34424,35878,37444,42416,34924,16501,16307,14450,12559,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
可供出售金融资产(万元),--,33463,33463,33463,33463,33463,34036,30570,30270,30270,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,500,500,500,1800,--,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
长期股权投资(万元),52771,50282,76044,78186,65323,58126,56479,56052,56365,55790,70366,69951,65633,65035,48331,47646,45850,38985,36720,36991,43144,42767,41428,40802,34239,33334,30806,27494,27751,23459,13696,3545,3547,2623,2213,2268,2255,2263,1102,1027,1019,1023,985,1015,1007,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,--,
投资性房地产(万元),8211,8233,5874,5940,5043,5098,3347,3383,3420,3456,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
固定资产原值(万元),--,35884,--,43346,--,32132,--,33997,--,33772,--,38321,--,38401,--,38065,--,37774,--,35403,--,35185,--,34108,--,32917,--,25968,--,24534,--,21463,--,12068,--,11670,--,11483,--,11242,--,9866,--,6400,--,6275,--,0,4381,0,--,
累计折旧(万元),--,18215,--,17455,--,16850,--,16681,--,15623,--,15792,--,15022,--,12932,--,11658,--,9689,--,8481,--,7269,--,6178,--,5296,--,4423,--,4094,--,3516,--,3042,--,2605,--,2147,--,1729,--,1438,--,1233,--,0,848,0,--,
固定资产净值(万元),--,17669,--,25891,--,15281,--,17316,--,18149,--,22529,--,23378,--,25134,--,26116,--,25714,--,26704,--,26838,--,26739,--,20672,--,20111,--,17368,--,8553,--,8628,--,8878,--,9096,--,8137,--,4962,--,5042,--,0,3534,0,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,0,--,
固定资产(万元),--,17669,24277,25891,14819,15281,16944,17316,17789,18149,22147,22529,22893,23378,24191,25134,25479,26116,25641,25714,26160,26704,26310,26838,26306,26739,21270,20672,19951,20111,16718,17368,10679,8553,8658,8628,8722,8878,8903,9096,8050,8137,6722,4962,4978,5042,5050,3485,3534,2334,1929,
在建工程(万元),--,--,16,--,--,--,52,258,12,55,--,--,--,--,--,--,--,--,542,--,--,--,232,232,71,43,4060,1734,585,412,234,--,4336,6010,4876,3559,2418,2122,3231,2765,2283,1195,2138,2612,1971,30,0,0,0,351,11,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
无形资产(万元),13270,13495,13919,13945,14029,14568,14768,14620,16411,16426,22219,21416,18325,18437,14403,14689,14813,15024,13082,12718,12928,13196,10823,11017,11152,11216,2474,2523,2602,2522,1603,1475,1526,1578,1631,1665,1710,1755,183,198,208,223,238,254,67,71,75,79,88,176,193,
开发支出(万元),1072,1075,1079,1024,1307,1095,888,1145,957,570,486,1356,1525,995,7856,4730,3963,3724,5176,2795,2754,2725,5759,4981,4592,4050,3569,2810,2278,1902,2404,2042,1743,1591,1384,1103,917,711,1166,944,783,697,595,463,346,233,125,0,0,0,0,
商誉(万元),1415,1415,5716,5716,5716,5716,5716,5716,5716,5716,5716,5716,5716,5716,7692,6053,6053,9318,8173,4205,4205,4205,4205,4205,4205,4205,4576,1265,1265,1265,919,3704,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2986,2986,5,5,0,0,0,0,0,
长期待摊费用(万元),131,141,112,128,145,111,172,100,135,177,219,176,200,229,258,288,317,346,373,402,427,450,561,563,565,553,7,13,13,7,22,22,15,15,6,8,9,5,5,6,6,6,32,19,7,0,0,1,1,1,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,--,
递延所得税资产(万元),1507,1716,1400,1969,1336,1213,1104,1117,1028,1181,1362,1287,1169,1119,961,882,884,886,1271,944,1032,781,849,809,733,695,680,568,748,740,695,701,617,603,321,310,302,324,244,272,245,209,160,134,108,114,124,89,98,66,51,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
非流动资产合计(万元),130396,127940,161901,166260,141181,134671,133506,130277,132103,131790,122515,122432,115461,114909,103693,99422,97360,94398,90978,83768,90651,90828,90166,89447,81863,80835,67441,57080,55193,50419,36292,28856,25445,23955,22069,20523,19315,19038,17816,17289,16074,14971,14357,14244,8489,5495,5373,3654,3721,2929,2184,
资产总计(万元),210093,215920,241967,245433,231232,226263,212898,212067,209695,213321,207529,187239,186852,189002,173815,167983,164181,173545,168982,153849,156342,157555,165265,173714,162020,177672,166114,152933,143447,142151,141565,146503,73914,77775,65464,63109,61875,62521,61367,60753,54631,57567,48780,50122,45933,47911,40297,20155,20028,17379,14743,
短期借款(万元),25283,35383,42664,40593,39834,33168,33199,29506,29760,29771,29203,7799,6194,8287,9445,6800,2300,5300,6000,800,4800,4800,8300,13500,6000,25900,13200,9200,--,--,8,4500,4800,7700,4170,2670,4000,4000,7020,6000,1500,5500,1700,4500,--,0,0,0,0,1000,1010,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,--,
应付票据(万元),--,573,--,951,1640,1716,1543,1639,2150,2829,2356,1783,1928,2072,2745,1637,1329,1810,1350,589,362,377,709,554,--,123,465,445,220,158,--,--,16,16,--,323,323,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
应付账款(万元),--,12407,--,10203,8673,10376,6681,7089,5125,6570,6099,6489,6363,5946,5405,4229,5349,5888,5701,5585,3994,4455,5541,5729,5675,5171,6308,4027,3274,3496,7040,7442,4910,5492,3742,4015,3684,4169,3127,3619,2613,2273,1484,847,999,2526,1646,1899,1759,2448,1898,
预收账款(万元),2098,1977,2167,1764,1306,1640,2760,3361,2540,1861,2317,2286,2624,2815,2685,2484,2662,2669,2471,1610,1975,1506,1234,904,1539,1245,530,361,313,319,412,334,310,271,303,292,426,406,689,431,360,224,240,447,206,154,241,156,32,23,751,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
应付职工薪酬(万元),1315,1457,1236,1215,1185,1701,1287,2214,1265,1360,1451,1316,877,936,789,447,631,735,573,91,256,172,72,24,68,89,38,29,24,46,81,22,41,39,19,15,20,30,15,4,23,24,11,13,5,17,8,6,227,193,122,
应交税费(万元),2390,1362,644,584,496,981,393,519,-199,876,-22,229,-47,1263,477,533,472,2171,1548,703,532,1334,1544,1449,1463,1316,1592,949,781,1077,649,914,1721,2707,618,881,192,1012,205,975,671,974,683,553,314,1106,198,296,700,253,477,
应付利息(万元),39,45,--,20,21,6,154,132,23,5,55,--,8,--,--,--,--,--,--,--,--,--,--,--,--,--,59,42,24,6,123,87,50,25,207,148,85,27,221,156,92,28,214,150,86,21,0,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,235,--,--,--,--,--,--,663,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,--,0,0,0,4,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,--,
其他应付款(万元),--,14081,22962,28626,6313,6595,3663,3751,3367,3129,2807,2985,2770,2168,1107,1355,981,1424,2430,92,150,78,237,239,233,142,331,158,1399,1687,806,1843,355,363,215,253,171,147,136,133,453,478,55,68,118,139,33,24,143,41,144,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
流动负债合计(万元),56404,67285,82661,83955,59469,56181,49681,48446,44032,46400,44266,22886,20717,23487,23314,17484,13725,19997,20072,9469,12069,12723,17637,22399,14979,33986,22523,15211,6035,6790,9132,15140,12202,16613,9275,8597,8901,9791,11412,11319,5713,9500,4388,6579,1728,3963,2127,2381,2861,3957,4406,
长期借款(万元),5252,5252,4888,4678,4470,238,261,243,275,284,319,307,322,308,377,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,3000,3000,1500,311,380,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1342,1335,1327,1319,2659,2650,2640,2630,4416,4402,4388,4375,4434,4407,4380,4352,4334,4309,4284,4259,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
预计非流动负债(万元),--,--,17,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,0,0,0,0,0,
长期递延收益(万元),1742,1795,2082,2122,2162,2336,2487,2517,2547,2577,922,801,921,1340,1252,790,828,872,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,
递延所得税负债(万元),538,483,496,487,484,455,377,377,382,376,558,545,546,444,368,387,488,503,499,4,4,4,4,5,5,6,15,15,8,8,20,11,11,11,--,0,--,0,--,0,--,--,--,0,--,0,40,33,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1185,907,342,627,830,1216,820,700,593,190,298,459,393,592,849,1335,345,330,307,305,133,120,350,350,350,350,450,615,565,560,550,565,465,
非流动负债合计(万元),7532,7530,7483,7297,7116,3030,3126,3137,3204,3237,1799,1652,1788,2092,1996,1176,1316,1375,1684,911,346,630,834,1220,825,706,1950,1540,1633,1786,3072,3252,3499,3976,4761,4732,4696,4680,4567,4527,4730,4702,4684,4659,4734,4874,3605,3593,2050,876,845,
负债合计(万元),63936,74815,90144,91252,66585,59210,52807,51583,47236,49636,46065,24539,22506,25579,25310,18660,15040,21373,21756,10380,12415,13353,18471,23619,15804,34692,24473,16751,7667,8577,12204,18392,15701,20589,14036,13329,13597,14471,15979,15846,10442,14202,9072,11237,6461,8837,5732,5974,4911,4834,5251,
实收资本(或股本)(万元),73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,73976,36988,36988,36988,36988,33384,25680,25680,25680,25680,25680,25680,25680,12840,12840,12840,12840,6420,6420,6420,4810,4810,4810,4810,
资本公积(万元),42981,43852,38138,38737,49857,49781,46069,45945,45818,45698,46123,46123,46123,46123,32079,32079,32079,32079,32079,32079,32079,32079,31915,31915,31915,31915,31720,31746,68734,68734,68734,68734,5497,5497,5124,5085,5085,5085,5145,5145,12849,12849,12854,12854,19274,19274,19331,889,889,562,178,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,
盈余公积(万元),7265,7265,7269,7269,7269,7269,7012,7012,7012,7012,6769,6769,6769,6769,5991,5991,5991,5991,5604,5604,5604,5604,5238,5238,5238,5238,4028,4028,4028,4028,3207,3207,3207,3207,2403,2403,2403,2403,1933,1933,1933,1933,1434,1434,1434,1434,1198,1198,762,886,484,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
未分配利润(万元),21138,15972,31448,32907,31546,33796,31245,31730,33320,34863,31774,32986,34078,33924,33323,33908,33777,33494,30313,28555,29223,29706,32889,36415,32737,29866,29620,25068,24742,22588,19232,16648,14015,20687,15725,14049,12537,12370,10661,10107,14494,13684,10911,10136,12176,11810,7515,7180,8532,5405,3041,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-8,-8,-9,-30,-9,2,1,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),145484,140421,150541,152533,162637,164840,158059,158342,159746,160940,158406,159659,160828,160260,144948,145491,145366,145126,141887,140206,140874,141356,143987,147535,143868,140996,139343,134818,134492,132337,128161,125577,56103,55071,48932,47218,45706,45539,43419,42864,42115,41306,38039,37264,39304,38937,34464,14077,14993,11664,8513,
