报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
流动负债合计(万元),927672,901529,836622,792034,773972,780449,791891,760318,773665,781044,824872,807841,736283,777352,795345,765376,816802,801374,814469,811852,879067,886639,905858,899561,929791,904953,841771,739470,691404,701108,666811,614992,595817,579970,549823,379932,
长期借款(万元),30000,30000,30000,30000,24793,24793,24793,23500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1503,--,--,--,--,--,--,2000,2000,5000,2000,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),253,--,203,199,183,182,399,393,393,378,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1507,1662,1627,1627,1627,507,507,507,507,507,507,507,507,506,506,
预计非流动负债(万元),2518,2524,3181,2253,2455,2244,2581,2623,2427,2428,1134,787,752,931,17993,17624,16447,15812,1027,997,1138,1181,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),14869,15170,16544,14831,15106,15409,16115,15705,15937,15923,15268,15150,15140,15143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),1290,1131,1214,1386,1300,1127,1224,1226,1206,1301,2016,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,14247,14190,14526,14652,12223,10937,10727,10844,10772,10731,10977,10889,10283,10672,10698,10888,9244,9327,9092,5048,3818,2983,
非流动负债合计(万元),55745,55639,60269,57795,52964,52882,57319,55655,32171,32237,35523,32773,31762,31078,33746,33321,32480,31970,14756,13440,13371,13532,12434,13860,12604,12516,10790,11179,11205,11394,11751,11833,14599,7554,4324,3489,
负债合计(万元),983417,957168,896891,849829,826937,833331,849210,815972,805835,813282,860395,840614,768045,808430,829091,798697,849282,833344,829225,825292,892438,900171,918292,913421,942395,917469,852561,750648,702609,712502,678563,626825,610416,587524,554146,383421,
实收资本(或股本)(万元),163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,163877,109251,109251,109251,109251,98326,98326,42751,42751,
资本公积(万元),186040,186185,186202,186194,186180,186181,183552,183540,183514,183514,180005,179967,179934,179934,172508,172497,172493,172488,172489,166509,166509,166509,166400,163341,163341,163341,163341,163341,217967,217967,216885,216885,66044,66044,121620,121620,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),6678,6268,6050,5829,5536,5165,4839,4607,4277,4052,3797,3459,2961,2684,2502,2319,2043,1762,1422,1365,1013,691,424,239,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),99290,99290,95937,95937,95937,95937,92991,92991,92991,92991,87151,87151,87151,87151,81552,81552,81552,81552,71208,71208,71208,71208,62005,62005,62005,62005,54411,54411,54411,54411,48529,48529,48529,48529,40258,32083,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),159220,151250,155732,143658,160785,155076,154866,152017,177027,166840,166215,156066,188002,177792,160458,149833,139820,188378,182468,162943,129817,164518,158868,129838,153235,128447,122630,97450,126515,107394,103018,76999,60540,46809,54115,33386,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),616228,607918,608151,595973,612385,606361,600077,596962,622046,611232,601859,590519,621925,611438,580897,570079,559784,608057,591464,565902,532424,566804,551574,519300,542457,517669,504259,479079,508143,489023,477684,451664,273439,259708,258744,229839,
少数股东权益(万元),27321,26751,26051,25903,25011,25055,26231,26077,26236,26264,28826,21136,21214,21189,20826,20599,20512,20318,20157,20026,12585,10079,91,89,83,79,75,69,65,59,52,46,40,37,30,27,
所有者权益(或股东权益)合计(万元),643549,634670,634202,621875,637396,631416,626308,623039,648283,637496,630684,611655,643139,632627,601724,590677,580296,628375,611621,585928,545010,576883,551665,519389,542540,517748,504333,479148,508209,489082,477736,451711,273479,259745,258774,229866,
负债和所有者权益(或股东权益)总计(万元),1626966,1591838,1531093,1471704,1464333,1464747,1475518,1439011,1454118,1450777,1491079,1452269,1411184,1441057,1430814,1389374,1429578,1461719,1440846,1411220,1437447,1477054,1469957,1432810,1484935,1435217,1356894,1229796,1210817,1201585,1156299,1078536,883895,847269,812920,613287,		
  
