报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),12390,12676,9537,9673,9816,6210,5892,5791,3456,3640,3459,3366,3557,3582,3579,3881,4044,4078,3981,4015,4109,4252,4301,4361,4256,4448,4577,2822,1106,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),2985,2095,1909,1930,3072,616,626,637,647,657,667,677,687,697,672,683,694,715,695,664,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,221695,--,204883,--,--,--,186313,--,160286,--,157747,--,153141,--,143065,--,113075,--,44878,--,44636,--,41341,40592,39264,38331,28329,20389,
累计折旧(万元),--,51686,--,45448,--,--,--,35624,--,31330,--,26577,--,22277,--,18380,--,15477,--,15527,--,14292,--,12783,11447,10053,8792,6786,5219,
固定资产净值(万元),--,170009,--,159435,--,--,--,150689,--,128956,--,131170,--,130863,--,124685,--,97599,--,29351,--,30344,--,28557,29145,29211,29539,21543,15170,
固定资产减值准备(万元),--,109,--,109,--,--,--,109,--,109,--,110,--,110,--,110,--,110,--,151,--,151,--,109,109,113,113,113,109,
固定资产(万元),166942,169900,158777,159326,159654,148786,149026,150580,130741,128847,129626,131060,131440,130753,124469,124575,98507,97489,28890,29200,29530,30193,27905,28449,29037,29098,29426,21430,15061,
在建工程(万元),44241,35326,26113,22916,18877,29277,25888,22714,42953,39999,32101,26464,22505,20921,22990,22140,47841,41729,105591,95589,88704,78261,68705,56874,41076,25770,13506,6034,6346,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),19,19,--,0,16,16,86,0,0,--,--,2,--,--,--,697,800,800,--,--,--,--,--,--,--,0,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),21235,20987,21128,21325,21309,21387,21586,21797,21846,21833,21959,22056,22182,21582,21555,20199,21002,21067,22822,22929,23115,23299,23473,23656,23983,24345,24709,25337,15406,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),400,405,874,748,829,991,518,403,291,138,155,158,169,189,191,203,203,225,264,289,238,273,312,354,377,450,504,220,2,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),5597,5650,5162,5172,5182,4399,4128,4113,4051,4040,3148,3125,2939,2989,2540,2531,2430,2558,1979,1981,2023,2118,1879,1877,1648,947,1053,526,406,
其他非流动资产(万元),736,338,--,40,40,--,--,--,24,--,--,--,--,7,60,162,109,152,37,7,7,52,--,--,--,--,--,--,--,
非流动资产合计(万元),254846,247696,223799,221430,219094,211983,208050,206336,204309,199453,191416,187207,183779,181020,176358,175071,175631,168812,164259,154674,147726,138448,126575,115571,100377,85058,73773,56370,38328,
资产总计(万元),531753,517180,485496,483102,481430,475457,454953,434666,436820,445167,412067,412092,419011,415721,406313,402312,409860,397050,368100,378019,375076,364404,355729,353568,197520,203492,217418,162309,102450,
短期借款(万元),0,500,500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,1000,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),22101,20575,10845,10873,12129,10177,10477,6133,2584,4828,9333,10837,9484,6974,13708,25614,14463,3895,5947,14354,10604,2181,3485,3333,10860,38213,47954,27768,11921,
应付账款(万元),22550,17311,12515,13505,11279,8813,8969,8231,9563,11388,8986,9705,11645,11700,12843,14817,14773,12279,13894,12316,12910,11380,16386,16586,16086,15397,7283,12422,5391,
预收账款(万元),14990,22034,13395,11847,17391,19838,10014,8977,8995,14672,8818,8676,11890,15900,10330,10823,24184,28174,15342,25703,30356,34073,32168,35322,38936,35179,33342,14263,5424,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1469,1225,1337,1247,1019,948,849,981,717,695,699,608,546,839,791,676,845,913,813,951,1698,711,963,995,579,2158,1420,2065,2471,
应交税费(万元),2463,4221,3092,1502,1594,3597,2167,1287,1793,5941,378,1234,1952,3868,2031,-56,555,4753,1442,1775,1576,2478,348,1114,1531,-844,3604,3204,1017,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),270,270,270,270,270,270,270,319,123,245,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,5,196,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),6614,4759,7529,6475,6070,6580,7039,6568,5360,5428,4468,3793,5269,4321,3684,6243,3485,4681,5949,6168,4532,5678,5071,4995,3077,3504,24994,23871,4303,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),70456,70895,49483,45719,49752,50223,39786,32496,29135,43197,32681,34853,40785,43602,43387,58116,58304,54695,43388,61266,61676,56501,58421,62345,72070,93608,118626,83598,30723,
长期借款(万元),283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,0,1501,1277,1306,1391,3623,2127,2307,2451,3783,4566,4089,4167,5477,6068,8545,5874,6923,7084,6536,6834,5947,6184,5384,4887,2853,3163,4061,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),19942,19111,19867,18110,18528,19067,17802,15226,15523,15588,7986,8411,7761,8344,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),290,290,353,353,353,353,850,850,857,857,698,701,707,708,1169,1171,1270,1271,1988,1990,1992,1994,2017,2026,2058,2068,2124,2183,2249,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,7144,5474,5474,5474,5478,5478,4978,4978,4987,4987,5230,5418,5575,580,870,
非流动负债合计(万元),20515,19684,22004,20023,20470,21095,22558,18486,18969,19179,12750,13961,12839,13502,14072,12995,15571,12902,14672,14835,13789,14088,12951,13197,12671,12372,10551,5926,7180,
负债合计(万元),90971,90579,71487,65742,70222,71318,62344,50982,48104,62376,45431,48814,53624,57103,57459,71111,73875,67598,58059,76101,75465,70590,71372,75542,84741,105980,129177,89524,37903,
实收资本(或股本)(万元),97013,96118,96118,96118,96118,96118,96118,96118,96118,96118,96118,96118,64079,64079,64079,64079,64079,64079,64079,64079,64079,64079,64079,64079,44879,44879,44879,36632,36632,
资本公积(万元),145590,141141,141179,141141,141141,141141,141141,141141,141141,141141,141141,141141,160365,160365,160365,160365,160365,160365,160365,160365,160365,160365,160365,160365,28514,25007,25007,19786,19725,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),21723,21723,17963,17963,17963,18004,14802,14802,14802,14802,11712,11712,11712,11712,7902,7902,7902,7902,4235,4235,4235,4235,2202,2202,2202,1207,917,1182,558,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),174831,166122,154169,160477,154192,146904,135994,126987,131577,125533,112088,108139,123624,116759,110493,93740,98475,92044,75970,67879,65643,59900,52753,46427,32154,21882,13428,11990,5091,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),439158,425104,409429,415699,409414,402167,388055,379047,383637,377594,361059,357111,359779,352914,342838,326085,330821,324389,304648,296558,294322,288579,279399,273072,107749,92974,84231,69591,62006,
少数股东权益(万元),1624,1497,4580,1661,1794,1973,4554,4637,5079,5197,5577,6167,5607,5704,6015,5115,5164,5063,5393,5359,5289,5235,4958,4953,5030,4537,4010,3194,2541,
所有者权益(或股东权益)合计(万元),440782,426601,414009,417360,411208,404140,392609,383684,388716,382791,366636,363278,365386,358618,348853,331200,335985,329452,310041,301917,299611,293814,284357,278026,112779,97512,88241,72785,64548,
负债和所有者权益(或股东权益)总计(万元),531753,517180,485496,483102,481430,475457,454953,434666,436820,445167,412067,412092,419011,415721,406313,402312,409860,397050,368100,378019,375076,364404,355729,353568,197520,203492,217418,162309,102450,		
  
