报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,
无形资产(万元),757554,760393,764557,762944,765600,759193,752837,752840,741744,739616,1380078,1347086,1380488,1374472,1346504,1354902,1264422,1168308,1096089,979656,871594,764843,682066,596314,534449,455939,377037,300737,221926,172683,93517,83258,62946,66807,73656,74385,75172,75834,76186,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
长期待摊费用(万元),3206,2863,3058,3067,3647,4181,4847,5566,6111,6501,5632,7204,7361,7682,9516,9441,8344,8770,8333,8841,9349,9857,10345,10851,11357,11801,12206,12495,10850,11255,11517,11835,11548,134,731,116,53,84,88,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
递延所得税资产(万元),26080,26607,25884,25633,24989,25664,25306,23989,16442,15819,13238,19871,12758,14428,13606,19199,11259,11941,12402,11652,12947,13246,10043,7163,10030,9517,7953,6328,8131,8143,7954,7911,6320,5406,9140,6718,0,0,8088,
其他非流动资产(万元),9299,8196,8503,8890,8345,8641,8923,8705,7138,7101,7643,7398,7666,13063,8405,8389,2109,2375,1758,1939,3262,3310,2748,2810,2598,2697,2901,2946,1345,1467,695,926,573,707,660,868,944,0,1004,
非流动资产合计(万元),1272809,1292046,1271715,1288037,1320272,1347451,1292707,1324383,1355967,1367839,1940317,2021813,2002687,2013374,1963407,1982343,1992095,1864212,1752395,1584922,1432527,1245685,1165924,1059288,974782,897044,849736,793835,677969,633666,550998,616014,508368,390464,423227,318977,296106,295476,343706,
资产总计(万元),6230849,6202873,6131335,6366265,6105199,6145958,5858571,6089955,5900832,5699546,5580756,5671415,5749481,5822006,5489161,5491428,5343243,5146867,4911277,4649672,4345868,4283143,3715981,3753713,3319107,3442618,2859164,2825208,2803021,2388179,2285129,2128339,1921561,1684409,1492199,1186236,1044620,998448,1187736,
短期借款(万元),954681,966058,852130,945310,1014270,1025650,985950,992512,918342,831103,876603,837900,861129,844115,891005,930956,927236,877767,860072,778292,774385,696382,618950,640000,511144,502294,390794,408422,410852,338876,307841,259511,243046,202297,162873,208118,219845,182075,150249,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
应付票据(万元),99778,77131,75300,73086,78340,85504,93430,113296,162679,127051,126977,134483,149324,112694,127926,164982,146022,133305,186022,190554,180650,137433,153757,119016,72726,53872,59559,36295,46370,60625,85483,106475,148299,163743,87052,73896,50475,47177,60044,
应付账款(万元),2111259,2117847,2014999,2370963,2044074,2088326,1785709,2076868,1838217,1760970,1437091,1711153,1422183,1479655,1318906,1420817,1394502,1283933,1295300,1182860,928263,1155138,705462,914334,492939,732128,596718,479634,418159,461163,342004,426959,303306,316186,318324,139641,173079,128019,285972,
预收账款(万元),607958,575360,621817,535023,621891,603563,622183,517478,626678,566269,573503,429571,877714,818375,918987,748656,723753,724738,609107,575728,567497,455980,610275,610753,693763,613587,496279,549789,564041,216120,361710,222393,186530,176502,188942,149248,38953,95642,121766,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
应付职工薪酬(万元),1424,1376,929,2074,1647,3083,1356,2012,723,1064,470,1105,312,648,480,1772,351,446,512,549,1035,1139,3978,3631,4197,4615,4540,4933,5398,7758,6694,8512,8840,8698,10558,19121,977,7273,24605,
应交税费(万元),58123,62548,64146,75495,83088,81975,113646,123149,118140,116472,105683,113251,102094,92298,93449,92445,88023,80034,69722,63914,70659,70690,66848,57694,58008,48397,49514,49822,53583,51616,42788,45421,46181,44480,41515,42630,38350,37233,32703,
应付利息(万元),7919,6447,18213,22117,15242,10504,24689,27096,17539,10862,22818,21019,13945,10685,10258,13065,5706,2913,4191,6733,3589,1578,--,--,1613,987,461,100,2058,1395,870,345,1057,1419,2611,2600,2265,964,708,
应付股利(万元),1237,1237,1460,1460,1460,1460,1046,1350,1350,1550,782,782,782,7314,537,537,537,6552,231,231,231,498,268,268,1181,88,1930,120,101,998,4612,5015,3084,3455,1325,2381,1973,1669,1249,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
其他应付款(万元),929654,929806,900007,817019,784487,785715,694914,687787,677038,681314,599245,606080,580687,667798,527158,498321,470469,441493,358996,393046,406233,409772,384971,374418,458411,440125,266994,432028,432640,396385,382755,292878,272218,272674,220029,151721,139547,160479,165430,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
一年内到期的非流动负债(万元),153150,158630,364780,350730,330575,336150,153175,130075,114606,145440,26611,81808,101000,101850,85300,106800,11330,80500,67500,77500,81900,94600,106100,114850,51350,105400,29500,50548,11000,14900,13400,53000,10850,3200,150327,13000,0,0,20800,
其他流动负债(万元),110483,104470,84550,77325,--,--,60000,51000,50000,86400,26000,50800,147,20905,22912,14053,6650,8125,21665,31010,73702,107740,30400,40400,50157,50000,50535,--,50000,50000,50111,50000,3000,0,45000,40,100,65,0,
流动负债合计(万元),5035666,5000910,4998331,5270600,4975074,5021930,4536097,4722622,4525311,4328495,3795783,3987953,4109316,4156336,3996916,3992404,3774578,3639807,3473318,3300417,3088143,3130951,2681008,2875364,2395487,2551492,1946824,2011691,1994202,1599836,1598267,1470508,1226412,1192654,1228556,802397,678075,660596,863526,
长期借款(万元),622180,630780,572880,513180,555610,530650,520790,514390,539685,526246,951335,908485,897585,923285,898149,881989,968789,931789,917187,844197,708794,620104,583374,516454,556134,512338,546456,453200,474150,472350,385600,367950,394950,306977,109800,209927,202267,180601,175951,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130000,--,60000,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,1154,875,1329,1649,1978,2678,3257,5894,4855,9011,7613,7442,4812,11495,7359,11413,10124,13543,11962,14658,12862,13826,7138,8204,7725,5573,8370,5754,4893,4746,1132,560,
专项应付款(万元),816,1070,2632,959,2307,4278,7867,921,927,991,3290,1014,1624,1170,1662,1435,2584,5191,3871,1884,375,1344,5544,6412,11315,8174,8032,11312,8525,5159,7688,7091,7685,7884,3901,9442,9604,11440,3035,
预计非流动负债(万元),2382,2573,2573,2647,214,214,32,32,32,32,--,32,--,150,--,593,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,63,63,63,0,
长期递延收益(万元),3630,3679,3728,2506,1062,1064,1066,1068,1070,1073,14019,14137,--,--,--,10185,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,0,0,0,0,0,
递延所得税负债(万元),510,512,579,560,519,473,490,565,387,1421,470,429,354,345,336,378,--,--,--,--,--,--,480,--,--,3622,4125,4975,2093,2093,2024,2024,878,0,0,0,0,0,0,
其他非流动负债(万元),--,--,--,80000,80000,80000,300000,360000,360000,360000,410000,330000,341494,341597,190096,180000,189260,180095,130097,130100,210,130105,108,108,--,--,0,--,0,0,0,--,0,0,0,0,0,2000,0,
非流动负债合计(万元),672530,682172,626439,644213,686066,663154,877255,925140,902976,891092,1380763,1299020,1243735,1269805,1096137,1118259,1169644,1124688,1058598,980992,850874,758912,660919,533099,580992,536095,573271,482349,498594,486740,403516,384789,409086,323231,119455,224326,216680,195236,179545,
负债合计(万元),5708196,5683081,5624769,5914813,5661140,5685083,5413351,5647761,5428287,5219587,5176545,5286972,5353052,5426140,5093053,5110662,4944222,4764495,4531915,4281409,3939016,3889864,3341927,3408464,2976479,3087587,2520095,2494040,2492796,2086576,2001783,1855298,1635498,1515884,1348011,1026722,894755,855832,1043071,
实收资本(或股本)(万元),181450,181450,181450,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,163300,156928,156928,156928,108716,108716,108716,108716,108716,108716,
资本公积(万元),115030,115030,114875,79229,78610,78610,78195,78195,78590,78590,73101,103281,71441,69385,68693,101352,64423,64299,66912,69528,70471,70740,77263,74486,67525,89723,83366,97335,81883,81886,61077,64328,46447,7097,4404,7097,7097,7097,14859,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
专项储备(万元),24563,25567,22701,26611,27236,25352,23734,23080,27987,29837,22549,22120,25165,22989,22640,22798,33604,30518,20991,22561,29337,27255,--,14461,21062,18672,15219,9872,10865,9896,5549,3498,385,0,143,0,0,0,77,
盈余公积(万元),14255,14255,14255,14255,14937,14937,13460,13416,13144,13144,11459,11372,9768,9768,9768,9696,6924,6924,7313,6986,4199,4199,21551,4163,4545,1329,1304,1303,0,25,3723,3748,1590,387,1815,33,778,778,1482,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4199,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
未分配利润(万元),167468,162878,152880,148879,140738,162365,149443,144749,174042,170424,116435,68718,113125,117055,118513,71413,116980,105520,107933,94954,103334,91983,71766,52849,50988,47201,41346,24986,20028,12864,1938,-6465,31168,30446,8588,23988,14652,7818,1510,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,
归属于母公司股东权益合计(万元),497621,494911,482145,427042,420342,437853,422658,419753,455274,463344,388854,369509,382799,382497,382915,368097,385231,370561,366448,357329,370641,357477,338080,309259,307419,320225,304535,296796,276076,267971,229215,222036,236519,146645,123665,139834,131243,124409,126643,
少数股东权益(万元),25033,24881,24420,24409,23717,23022,22562,22441,17270,16614,15357,14934,13631,13368,13194,12669,13790,11811,12913,10934,36210,35802,35974,35990,35209,34805,34535,34372,34148,33632,54131,51005,49544,21879,20523,19679,18621,18207,18022,
所有者权益(或股东权益)合计(万元),522654,519791,506565,451451,444059,460875,445219,442193,472545,479959,404210,384443,396429,395865,396108,380766,399021,382372,379362,368263,406851,393280,374053,345249,342628,355031,339069,331168,310224,301603,283345,273041,286063,168525,144188,159514,149865,142616,144665,
负债和所有者权益(或股东权益)总计(万元),6230849,6202873,6131335,6366265,6105199,6145958,5858571,6089955,5900832,5699546,5580756,5671415,5749481,5822006,5489161,5491428,5343243,5146867,4911277,4649672,4345868,4283143,3715981,3753713,3319107,3442618,2859164,2825208,2803021,2388179,2285129,2128339,1921561,1684409,1492199,1186236,1044620,998448,1187736,		
  
