报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
长期股权投资(万元),1968,1985,373,--,--,--,--,--,146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),331,340,333,339,340,363,377,394,406,409,412,413,402,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,35081,--,34352,--,34718,--,44958,--,44938,--,43726,--,42716,--,41375,--,41762,--,41279,--,40737,--,43930,--,31399,--,30764,--,20883,--,16872,--,16772,11464,--,
累计折旧(万元),--,20839,--,19393,--,18295,--,26893,--,25525,--,23111,--,20506,--,18262,--,16220,--,14069,--,11763,--,10022,--,6801,--,5142,--,3494,--,2947,--,2456,1634,--,
固定资产净值(万元),--,14242,--,14958,--,16424,--,18065,--,19413,--,20615,--,22210,--,23112,--,25543,--,27209,--,28973,--,33907,--,24599,--,25622,--,17389,--,13920,--,14317,9830,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),--,14242,14496,14958,15563,16424,17227,18065,18738,19413,19521,20615,21470,22210,21977,23112,24315,25543,26359,27209,28593,28973,31296,33907,24281,24599,25243,25622,17231,17389,14549,13920,14159,14317,9830,8699,
在建工程(万元),--,38925,36078,34441,27347,27412,25162,24894,25277,24203,30834,28632,24807,21647,16109,14326,13954,13758,14758,5098,--,--,3704,3554,--,353,714,1148,776,558,2626,1610,89,16,1279,443,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
无形资产(万元),53076,53091,52557,41928,41942,41956,41557,41565,41570,41581,41603,41630,41650,41660,41639,35654,35663,35671,30992,31215,31466,31428,609,609,613,618,622,627,631,636,640,645,649,654,666,667,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
商誉(万元),2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,2458,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
长期待摊费用(万元),569,501,391,260,365,450,595,760,886,971,162,184,208,133,24,16,9,12,31,35,39,43,47,50,54,58,66,48,51,54,57,--,--,--,--,9,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3353,3275,2558,2763,2667,2631,2123,1704,1697,2079,1366,1194,880,606,1113,837,593,724,462,573,743,745,929,827,739,738,172,168,171,160,153,137,134,116,112,180,
其他非流动资产(万元),3210,3248,3793,14578,12376,12653,14622,14864,14897,14799,15049,14992,14511,14331,13245,13912,13769,14625,9097,6159,8028,7003,--,--,--,0,--,--,9311,9801,--,--,--,--,--,--,
非流动资产合计(万元),120181,119796,114973,113950,105497,106981,107005,107715,109203,109112,114741,113603,109941,106677,100636,94370,94884,97178,88588,78167,77971,77644,44695,47635,34544,35307,32411,30589,28171,28598,18025,16312,15032,15102,11887,9997,
资产总计(万元),537110,508891,507260,506458,429971,389207,359811,338065,311992,277526,239704,222118,210520,213675,202034,193335,153654,143700,125801,120694,118733,118890,121661,119118,114955,104948,89141,89258,82940,85949,76135,78862,32911,33817,25170,27540,
短期借款(万元),59455,27517,22000,23000,39300,34300,14556,14556,10300,10300,10300,9100,6600,5600,6600,7800,7300,7300,5800,7500,7500,7500,8500,6000,7500,15000,10500,9500,10000,13000,5000,8500,6000,6500,7000,3839,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,19739,--,25220,32304,31216,7442,12241,16662,13669,7622,7578,17453,18385,21946,18844,2532,93,576,576,564,533,1587,1270,1998,2178,614,652,1048,1292,1741,1378,603,1567,2504,10396,
应付账款(万元),--,122484,--,141600,119297,108465,111503,98167,85121,69344,59040,49098,39438,29307,29015,20102,16257,10893,8160,3904,5187,3219,3379,3580,4213,3932,4705,5717,4419,3900,3742,3975,3226,3314,3361,3991,
预收账款(万元),13694,13761,7,7,7,45,77,55,55,55,71,58,63,4616,47,86,136,84,106,72,70,58,129,112,224,62,159,139,113,94,202,83,219,104,90,663,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),298,444,259,249,233,403,224,216,216,323,206,195,191,333,176,179,269,389,176,172,163,163,155,149,222,139,127,121,115,185,104,97,87,242,75,47,
应交税费(万元),8157,8585,8584,9299,9354,7478,6089,4424,3046,985,7758,7654,6917,5311,1233,3778,2663,2527,1340,659,420,101,-521,-276,-122,451,344,912,547,614,338,648,526,423,391,536,
应付利息(万元),4839,3317,--,425,106,48,41,39,41,34,19,17,14,1749,1311,885,438,1790,1315,864,414,1766,1316,861,462,49,24,24,29,32,16,20,--,20,21,4,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,629,629,629,715,--,--,--,--,--,--,--,--,--,2800,--,--,0,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,90420,88776,83983,16395,416,12910,5851,2775,3730,3162,3175,4028,3345,351,575,1688,1792,2238,2627,2208,3615,6765,6428,22,18,7,6,6,6,14,51,16,14,24,232,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),9550,9624,2897,2972,2996,2996,3162,4162,5662,5662,2898,2898,298,298,6000,6000,6589,7216,595,805,1780,1577,--,--,--,--,--,0,--,--,--,--,--,--,--,800,
其他流动负债(万元),25,29,23,13,17,14,--,--,--,350,--,--,--,--,298,298,110,110,110,110,111,110,13,15,--,--,--,0,--,--,--,--,--,--,--,--,
流动负债合计(万元),324291,295920,278940,286767,220009,185381,156004,139710,123878,104453,91077,80401,75630,69572,67693,58547,37982,32193,20415,17289,18416,18641,21323,18139,17321,21829,16481,17071,16277,19124,11156,14753,10678,12184,13466,20508,
长期借款(万元),--,--,10500,10500,11500,11500,12500,11500,13500,11500,--,--,2700,2700,2800,2800,2900,2900,10511,10928,8544,8961,10117,10647,10611,13328,6744,7161,2300,3200,3300,3300,3300,3300,3300,1160,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,19899,19888,19877,19866,19855,19845,19835,19825,19815,19806,19797,19788,--,--,0,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,167,708,2798,3543,--,--,--,0,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
预计非流动负债(万元),953,953,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,
长期递延收益(万元),--,--,--,--,50,124,198,273,347,422,496,570,645,719,794,868,348,376,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,45,112,222,331,441,553,665,777,889,1028,1077,1117,1126,--,0,--,--,--,--,--,--,8,8,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,5013,5013,5013,5013,7161,7161,7161,7161,403,431,458,485,600,626,652,679,705,732,758,785,811,838,864,890,996,--,
非流动负债合计(万元),953,953,10500,10500,11550,11624,12698,11773,13847,11922,5509,5583,8358,28376,30754,30927,30606,30733,31312,31859,29771,30858,34349,35690,32168,15133,7450,7893,3058,3985,4111,4138,4164,4190,4307,1168,
负债合计(万元),325244,296873,289440,297267,231559,197005,168702,151483,137725,116374,96585,85984,83987,97947,98447,89474,68588,62926,51727,49147,48187,49500,55672,53829,49489,36962,23931,24964,19335,23109,15267,18891,14842,16374,17773,21676,
实收资本(或股本)(万元),74948,74948,76553,76553,76553,76553,76653,76653,76653,76653,76653,76653,76653,76653,76653,30661,30197,30197,28492,28492,28492,28492,28492,28000,14000,14000,14000,14000,7000,7000,7000,7000,5250,5250,4000,4000,
资本公积(万元),20777,20777,21028,21028,21028,21028,21012,20881,20750,20619,8337,8027,7718,7409,6232,34577,30553,30238,29443,29434,29434,29433,29459,27560,41505,41343,40318,40318,47318,47318,47240,47240,8711,8660,46,43,
减:库存股(万元),--,--,1605,1605,1605,1605,1705,1705,1705,1705,2984,2984,2984,2984,4263,1705,1705,1705,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
专项储备(万元),1111,1106,1036,967,895,824,758,691,623,557,483,409,333,259,220,183,142,101,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
盈余公积(万元),9890,9890,8812,8812,8812,8812,7814,7814,7814,7814,5670,5670,5670,5670,2236,2236,2236,2236,1475,1475,1475,1475,1271,1271,1475,1271,913,913,913,913,412,412,422,412,648,367,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),109329,108903,117093,110087,100726,91179,90075,83816,70719,58762,56600,50912,44241,35628,32967,42773,29083,22367,16727,13703,12659,12174,8881,9271,8563,11385,9988,9064,8375,7609,6216,5319,3686,3121,2704,1433,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2371,-1571,-1274,-1694,-1462,-738,-77,-13,-8,0,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),210147,210576,216312,207653,196871,190575,189487,184906,172569,159474,141567,135036,125854,115222,103146,103202,85210,80545,73766,71534,70787,69881,66642,65364,65466,67986,65210,64295,63605,62840,60868,59971,18069,17443,7398,5844,
少数股东权益(万元),1720,1443,1508,1538,1541,1627,1622,1676,1698,1677,1551,1098,679,506,442,659,-145,230,308,13,-241,-491,-653,-75,--,--,--,0,--,--,--,--,--,--,--,20,
所有者权益(或股东权益)合计(万元),211866,212018,217820,209191,198412,192202,191109,186582,174267,161151,143118,136134,126533,115728,103588,103861,85065,80775,74074,71547,70546,69390,65989,65289,65466,67986,65210,64295,63605,62840,60868,59971,18069,17443,7398,5864,
负债和所有者权益(或股东权益)总计(万元),537110,508891,507260,506458,429971,389207,359811,338065,311992,277526,239704,222118,210520,213675,202034,193335,153654,143700,125801,120694,118733,118890,121661,119118,114955,104948,89141,89258,82940,85949,76135,78862,32911,33817,25170,27540,		
  
