报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
非流动资产合计(万元),1551743,1512329,1417408,1409785,1358463,1363612,1324422,1346892,1302384,1282402,1268633,1196909,1110463,1034534,996553,977947,887069,855782,850033,829666,643136,613685,594079,570650,512513,467146,443736,431126,340089,317131,286355,282790,235811,212767,184105,150950,
资产总计(万元),3059572,3026552,2980122,3002048,3244845,3101877,2936861,2938029,2802292,2654444,2653434,2532061,2546379,2344377,2248426,2084154,1882604,1839062,1678697,1757849,1515449,1542594,1475615,1404952,1315111,1105810,1037090,1078909,1054521,900146,886194,1014946,649097,585540,509087,404136,
短期借款(万元),1158512,1114703,1123437,1091904,1360187,1361472,1196382,1259925,806919,762271,783965,1023022,739969,498629,547466,574359,405243,375956,349995,375482,299113,339462,245680,223144,151840,193073,136662,140279,101740,66550,19650,43489,39700,40910,68471,40367,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
交易性金融负债(万元),--,--,--,--,1262,--,--,--,--,76,364,1339,159,159,211,148,1388,2256,1550,334,--,3,--,--,715,458,--,--,--,--,--,--,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付票据(万元),--,366842,292927,284502,258623,161875,227814,175244,524486,424683,474765,179966,574486,468843,360029,265927,268182,221283,151016,118589,197434,226447,188188,164526,196241,125839,131982,169632,86740,39452,58190,80948,103820,85587,103089,65601,
应付账款(万元),--,251759,253682,249140,250630,250854,202435,244507,215881,189849,112512,220924,179178,180478,201894,225334,191179,245896,185494,255633,185710,186341,201461,195570,182428,190539,160203,156394,242428,209655,186680,170258,135161,121992,101113,105545,
预收账款(万元),37146,37016,38588,81725,47367,70417,70035,68361,44047,35891,28984,42188,43869,32558,23462,37357,21007,22142,24949,38566,21801,24780,36934,58885,30819,28521,35785,49261,31876,35926,31434,57263,13160,27349,17330,17202,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付职工薪酬(万元),995,1206,1128,1481,888,656,651,1577,645,605,617,1917,1087,901,994,1877,1259,1035,945,1678,1073,918,1228,729,767,820,713,866,844,808,726,773,714,897,992,2000,
应交税费(万元),10922,7428,7080,12961,5803,9607,10295,11549,7885,6308,10444,10365,6006,6765,6272,10041,5428,4224,3186,6978,-8819,-5327,-6992,-34,-4685,-930,-1552,-675,-4970,2168,292,4047,5669,6865,725,13434,
应付利息(万元),8028,5179,3604,13050,8891,9212,4552,14954,9130,10912,5646,4591,1196,11339,9797,7164,2164,11231,7753,4564,1008,11170,7455,4489,202,519,364,492,--,--,--,--,0,0,--,--,
应付股利(万元),47,--,--,--,--,6282,--,--,--,12564,--,--,--,25152,--,--,--,2575,--,--,--,2062,--,--,--,1846,--,--,--,--,--,--,0,0,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
其他应付款(万元),--,30369,28995,35440,33334,33503,42701,44416,45174,45626,54600,49405,19273,26701,16186,15189,16411,12618,12601,16510,12958,15373,15533,14547,12954,12713,11489,11142,10839,15876,16816,16548,14818,17002,14865,19375,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
一年内到期的非流动负债(万元),265251,204442,202405,203613,129619,176190,162667,141799,81912,96070,106694,148597,145597,242972,172906,214560,5230,11197,10459,39935,--,--,--,--,16024,22017,11959,11972,--,--,20000,38000,60000,30000,--,50000,
其他流动负债(万元),2519,315,327,339,29236,--,422,422,20169,22021,25011,5794,12390,12725,12725,12725,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
流动负债合计(万元),2137975,2019260,1952174,1974155,2125839,2080067,1917955,1962755,1756247,1606875,1603602,1688106,1723209,1507221,1351942,1364683,917491,910413,747948,858270,710278,801229,689487,661855,587306,575415,487605,539363,469496,370435,333787,411326,373042,330601,306585,313525,
长期借款(万元),24730,84730,84730,60000,191313,100618,89416,52570,51546,49475,52462,60433,44043,58251,97776,97575,183085,156493,138042,119462,81415,40470,75706,41170,30754,30676,40527,40559,93110,62296,62583,124383,98000,78000,32500,--,
应付债券(万元),52775,52733,52691,89472,199013,198934,198857,198782,268552,268440,268329,69731,69693,69658,69715,69575,189140,189005,188873,188743,188610,188485,188362,188271,188329,--,--,--,--,--,--,--,0,0,--,--,
长期应付款(万元),75156,101913,125330,119902,10438,9854,9791,8972,11414,11770,10671,12652,--,--,40,506,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
预计非流动负债(万元),1699,2078,2488,2644,2292,2345,2762,3057,2425,2169,2384,2680,1829,1858,1993,2474,2255,2795,3117,3834,2554,2331,3021,2765,2191,1736,1963,1843,1597,1469,993,1394,1226,1190,807,676,
长期递延收益(万元),1477,1560,1686,1763,1988,2302,1870,2198,2906,3139,2685,2604,1079,1079,1079,1079,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
递延所得税负债(万元),6901,8312,6363,6350,3541,3556,2977,2923,2344,2331,2242,2228,2746,2570,2442,2405,1718,1474,1464,1533,647,601,698,746,623,629,632,805,837,691,601,601,601,601,601,666,
其他非流动负债(万元),--,--,18800,18800,18800,19127,23632,23321,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
非流动负债合计(万元),162739,251326,292087,298931,427385,336736,329305,291822,339187,337323,338774,150328,119421,133416,173046,173614,376198,349767,331496,313573,273225,231887,267787,232951,221898,33041,43122,43207,95543,64455,64178,126378,99827,79791,33908,1342,
负债合计(万元),2300714,2270587,2244261,2273087,2553225,2416803,2247259,2254577,2095435,1944198,1942376,1838435,1842629,1640637,1524987,1538297,1293688,1260180,1079444,1171843,983503,1033116,957274,894806,809204,608456,530727,582570,565039,434890,397965,537704,472868,410392,340493,314867,
实收资本(或股本)(万元),130684,130684,130684,130684,123663,125635,125635,125635,125635,125635,125635,125635,125635,125762,125762,101477,101039,101039,101039,101039,101039,95145,95145,95145,95145,95145,95145,95145,95145,95145,95145,95145,75145,75145,75145,65000,
资本公积(万元),505800,504100,502274,500323,474329,477487,477487,477487,477487,477487,477487,477487,482848,482366,481628,338895,334803,333139,327751,329835,330441,317709,317386,316991,316270,316270,316270,316270,319906,316165,316165,316165,56706,56706,65109,15352,
减:库存股(万元),--,--,--,--,--,5794,5794,5794,5794,5794,5794,5794,12390,12725,12725,12725,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
盈余公积(万元),39414,39414,39414,39414,33157,33157,33157,33157,31179,31179,31179,31179,25967,24467,24467,24467,20056,20056,20056,20056,13095,13095,13095,13095,9701,9701,9701,9701,7711,7711,7711,7711,3013,3013,740,73,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
未分配利润(万元),148706,147762,141471,135302,140864,136503,136323,130688,143038,145987,151884,140757,133514,128505,145036,133245,131124,122876,135929,124308,73295,66416,75924,67772,67716,58628,67353,58053,51640,41609,64094,54317,41048,40361,26271,7014,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-3427,-3707,-2983,-3816,-705,-1258,-1818,-2023,-2401,-2052,-2356,-2492,-1592,-1977,-1668,-1587,-1060,-579,-477,-182,
归属于母公司股东权益合计(万元),749155,746278,726151,719101,682053,675351,679438,673280,679492,684240,684458,687012,698935,699600,718983,540807,583596,573403,581792,571422,517165,491106,499731,490980,486430,477692,486112,476676,472809,458653,481447,471751,174852,174646,166788,87257,
少数股东权益(万元),9704,9687,9711,9861,9567,9723,10164,10172,27366,26006,26599,6614,4815,4140,4455,5051,5320,5478,17461,14583,14781,18372,18610,19166,19477,19662,20251,19663,16673,6603,6781,5492,1377,501,1807,2012,
所有者权益(或股东权益)合计(万元),758858,755965,735862,728962,691620,685074,689602,683452,706858,710246,711058,693626,703750,703740,723438,545858,588916,578881,599253,586006,531946,509478,518341,510146,505907,497354,506363,496339,489482,465256,488229,477242,176229,175147,168595,89269,
负债和所有者权益(或股东权益)总计(万元),3059572,3026552,2980122,3002048,3244845,3101877,2936861,2938029,2802292,2654444,2653434,2532061,2546379,2344377,2248426,2084154,1882604,1839062,1678697,1757849,1515449,1542594,1475615,1404952,1315111,1105810,1037090,1078909,1054521,900146,886194,1014946,649097,585540,509087,404136,		
  
