报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
长期应收款(万元),84402,104600,112626,89168,86150,76759,58127,49029,57199,60244,59349,80925,51559,42767,42722,51314,30215,30357,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),--,--,--,--,--,718,7744,7631,7631,7485,7026,6963,6963,6668,6668,8526,8380,8222,9027,8769,8769,2768,2000,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产原值(万元),185947,--,149383,--,132852,--,126764,--,123994,--,120546,--,119446,--,95468,--,93110,--,91860,--,87079,--,78848,--,72285,--,27355,--,21590,--,17079,--,17089,--,16353,14868,0,0,
累计折旧(万元),40416,--,36356,--,32872,--,29498,--,26277,--,23261,--,20135,--,19193,--,16896,--,14667,--,12546,--,9730,--,7513,--,6528,--,5785,--,5171,--,5203,--,4712,4137,0,0,
固定资产净值(万元),145531,--,113027,--,99980,--,97266,--,97717,--,97285,--,99312,--,76275,--,76214,--,77193,--,74534,--,69119,--,64773,--,20827,--,15806,--,11908,--,11886,--,11640,10731,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产(万元),145531,113592,113027,98625,99980,96959,97266,96669,97717,96623,97285,98066,99312,78832,76275,75762,76214,77058,77193,75353,74534,71559,69119,66191,64773,24324,20827,16112,15806,12759,11908,11888,11886,11434,11640,10731,10736,10794,
在建工程(万元),1843,11386,10052,18306,16212,8419,6970,6023,4255,2251,1722,1103,--,12737,11511,13303,7062,2679,2629,4235,3909,6429,6291,5268,3658,24742,21996,19428,19284,18895,11803,5538,2292,136,15,31,381,213,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,14,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
无形资产(万元),6100,6151,6202,4627,4665,4699,4719,--,--,4675,4709,4713,4744,4718,4748,4926,4809,4839,4870,4900,4931,4962,4993,5023,5053,5066,5108,5135,5154,4905,4931,4957,4984,1811,1826,1848,493,10,
开发支出(万元),--,--,--,--,--,--,--,4758,4615,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期待摊费用(万元),213,48,40,58,49,110,63,46,74,50,85,94,104,55,39,40,40,41,41,42,43,76,68,69,45,13,13,13,14,14,14,14,14,15,15,15,16,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税资产(万元),732,996,1165,1359,1334,564,556,688,609,529,535,377,484,336,609,319,334,269,280,282,262,121,119,115,115,99,103,98,98,55,54,54,54,50,50,48,143,25,
其他非流动资产(万元),12265,27937,34042,22794,15591,14978,14030,8678,8678,1470,1470,1470,1470,--,2670,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
非流动资产合计(万元),251086,264711,277154,234937,223982,203206,189475,173522,180778,173327,172180,193712,164636,146112,145241,154190,127054,123466,94040,93582,92448,85916,82589,76665,73642,54244,48048,40787,40356,36628,28711,22452,19230,13446,13546,12672,11769,11057,
资产总计(万元),379630,387315,422747,441591,433061,448526,436100,411414,443776,447053,453568,455612,418416,382241,391523,383908,377925,210323,185523,166039,175572,157718,150050,132396,143824,125241,112368,108399,118781,100378,90253,82187,86503,97255,41787,34726,31208,26577,
短期借款(万元),81727,93512,121928,126997,123477,146711,137706,126722,126402,130479,140860,154360,125633,96285,112220,111734,118092,79366,56863,39904,57928,46555,37845,26000,44264,26000,16000,15929,19797,9247,3000,--,4000,13665,10171,11700,7200,3800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8035,12006,11969,7857,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付票据(万元),--,--,1648,1648,1076,--,--,--,20000,20000,20000,--,--,--,--,--,--,--,--,--,137,433,295,41,--,--,--,--,--,--,--,--,--,5300,5300,250,2800,0,
应付账款(万元),17692,--,17999,20155,17815,14237,10675,6605,9305,6773,5551,8755,6731,3620,3516,3098,4325,5552,4971,5459,4815,5518,15791,11538,5615,5214,5779,5677,13066,8717,7189,1200,1469,1718,1365,2879,6790,1259,
预收账款(万元),8505,12517,12272,17739,20549,18847,13741,6014,10629,4374,4311,3551,3189,1796,1598,1588,1237,3926,1889,1243,1535,3031,1756,2521,2161,4086,3751,2447,2924,2534,2230,2051,1901,1329,6719,2092,409,349,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付职工薪酬(万元),4602,3788,4027,2873,3186,1877,4569,3439,3474,2815,2852,2615,2907,2509,2312,1213,509,1227,1112,1038,488,958,725,437,397,854,776,471,472,553,822,685,418,354,370,497,927,334,
应交税费(万元),2530,2771,2382,4157,1750,581,456,1029,1649,1404,1466,3841,2715,3435,2431,2789,1744,1300,1651,1785,888,1702,804,974,1097,773,818,258,943,-213,29,962,965,409,567,1151,1139,400,
应付利息(万元),97,--,59,605,528,145,102,250,187,176,172,310,297,415,224,--,268,--,--,--,66,--,--,--,6,--,--,--,84,--,--,--,--,--,0,0,0,0,
应付股利(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1095,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应付款(万元),--,3924,3990,3677,3893,2604,2863,2629,2523,1715,1233,1219,1060,1335,300,275,301,329,405,339,368,559,543,436,547,633,572,543,584,744,439,2031,2046,845,488,448,289,12274,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动负债(万元),148,--,--,--,--,--,--,--,7631,12528,12440,10188,10242,4897,4897,--,--,--,--,--,--,74,--,--,--,--,--,--,--,--,--,--,--,--,0,700,200,100,
其他流动负债(万元),22,22,22,22,22,21,21,--,4,--,--,--,--,--,--,--,--,180,180,180,180,--,74,74,74,98,50,60,60,50,50,50,50,--,0,0,0,0,
流动负债合计(万元),119378,131975,164326,177872,172297,185025,170135,146688,181803,180265,188885,184840,152774,114293,127498,120697,126474,99916,80172,61916,74263,58828,57834,42021,54161,37659,27747,25386,37931,21632,13759,6979,10850,23621,24981,19717,19754,18515,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,7107,7143,10978,11469,16527,9647,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,700,900,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),256,584,599,435,415,468,212,376,436,474,611,867,510,708,663,937,598,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期递延收益(万元),1449,1492,1562,1592,1703,1277,1384,1391,1448,1505,1562,1619,1676,1733,1790,1847,1904,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税负债(万元),1091,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1333,1378,1423,1468,1649,667,686,694,545,608,614,630,622,634,660,660,652,665,670,710,0,
非流动负债合计(万元),2796,2076,2161,2028,2118,1745,1596,1767,1884,1979,2173,9594,9329,13420,13923,19311,12150,1333,1378,1423,1468,1649,667,686,694,545,608,614,630,622,634,660,660,652,665,670,1410,900,
负债合计(万元),122174,134051,166488,179900,174415,186770,171731,148455,183688,182244,191058,194433,162102,127713,141421,140008,138625,101249,81550,63339,75731,60477,58501,42706,54855,38204,28355,26000,38561,22254,14394,7639,11509,24273,25645,20386,21164,19415,
实收资本(或股本)(万元),124339,126339,126339,126339,126339,126339,126339,126339,126339,126339,126339,126339,126339,50536,50536,50536,50536,43200,43200,43200,43200,43200,21600,21600,21600,21600,21600,12000,12000,12000,12000,12000,6000,6000,4500,4500,4500,4419,
资本公积(万元),54612,61718,61718,61718,61718,61687,61687,61687,61687,61699,61699,61699,61699,137503,137503,137503,137503,18314,18314,18314,18314,18314,39914,39914,39914,39914,39914,49514,49514,49514,49514,49514,55514,55514,1735,1735,1735,50,
减:库存股(万元),--,9137,9137,2824,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
盈余公积(万元),9546,8206,8206,8206,8206,8010,8010,8010,8010,7652,7652,7652,7652,5637,5637,5637,5637,4179,4179,4179,4179,3042,3042,3042,3042,2110,2110,2110,2110,1402,1402,1402,1402,864,864,864,435,257,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未分配利润(万元),70249,67413,70383,69551,63663,66951,69564,68138,65223,70063,67719,66273,61152,60852,56427,50225,45625,43381,38280,37007,34148,32685,26993,25133,24413,23413,20389,18775,16596,15208,12944,11633,12078,10603,9043,7241,3375,2435,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),258746,254539,257509,262990,259927,262987,265599,264173,261259,265753,263409,261963,256842,254528,250102,243901,239301,109074,103973,102700,99841,97241,91549,89690,88969,87037,84013,82399,80220,78124,75860,74549,74993,72982,16141,14340,10045,7162,
少数股东权益(万元),-1290,-1275,-1250,-1299,-1280,-1230,-1230,-1214,-1171,-944,-899,-784,-529,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
所有者权益(或股东权益)合计(万元),257456,253264,256259,261691,258646,261757,264369,262960,260088,264810,262510,261179,256314,254528,250102,243901,239301,109074,103973,102700,99841,97241,91549,89690,88969,87037,84013,82399,80220,78124,75860,74549,74993,72982,16141,14340,10045,7162,
负债和所有者权益(或股东权益)总计(万元),379630,387315,422747,441591,433061,448526,436100,411414,443776,447053,453568,455612,418416,382241,391523,383908,377925,210323,185523,166039,175572,157718,150050,132396,143824,125241,112368,108399,118781,100378,90253,82187,86503,97255,41787,34726,31208,26577,		
  
