报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
持有至到期投资(万元),38637800,35962500,34341200,33748300,29689200,26238500,24984600,24982800,24699100,23120700,21399300,20680200,20301200,20109300,19782300,19779000,18548300,15485200,12294600,11765500,10473700,8070600,7765200,6919900,5301600,4781400,3658800,3276400,2546000,2962500,3366646,3428994,3157018,3303765,4126065,4235424,4814769,5075150,5507835,5553989,5678620,5903649,6089064,6159268,6162121,6127137,5675880,4971437,4326214,0,--,--,
长期应收款(万元),11015500,11663200,10602400,10349500,9793100,9669900,9292500,8983900,8709400,8260300,7748300,7414600,6964200,6641500,6234600,5825400,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
长期股权投资(万元),322200,319800,308000,300800,294600,285400,297700,241800,267500,250200,247400,191800,188600,176800,175400,170400,164700,185200,182400,168200,165000,160400,156100,149400,132800,126200,121800,115900,110100,106600,100749,77072,48127,45527,43186,41621,41180,39689,40316,38770,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
固定资产原值(万元),--,--,--,2259400,--,--,--,2285100,--,--,--,1756500,--,--,--,1508000,--,--,--,1161600,--,--,--,1032000,--,--,--,827200,0,--,--,645100,--,604548,0,576558,0,538236,0,516777,0,480149,0,446404,0,497790,0,439362,442234,422120,386171,373505,
累计折旧(万元),--,--,--,771700,--,--,--,726700,--,--,--,619400,--,--,--,516100,--,--,--,433700,--,--,--,366100,--,--,--,302900,0,--,--,260100,--,238296,0,213901,0,198281,0,178099,0,162428,0,146609,0,141974,0,147948,140947,127246,100904,80996,
固定资产净值(万元),--,--,--,1487700,--,--,--,1558400,--,--,--,1137100,--,--,--,991900,--,--,--,727900,--,--,--,665900,--,--,--,524300,0,--,--,385000,--,366252,0,362656,0,339955,0,338678,0,317721,0,299795,0,355816,0,291415,301287,294875,285267,292509,
固定资产减值准备(万元),--,--,--,300,--,--,--,300,--,--,--,300,--,--,--,300,--,--,--,300,--,--,--,300,--,--,--,300,0,--,--,300,--,278,0,278,0,278,0,278,0,278,0,278,0,278,0,0,0,0,--,--,
固定资产(万元),1509100,1488300,1475800,1487400,1811200,1798500,1627900,1558100,1142800,1091200,1129500,1136800,1043500,1039500,1042000,991600,749200,741400,727100,727600,677600,653300,658300,665600,528700,508200,514300,524000,507900,456300,380362,384711,366089,365974,358504,362378,340697,339677,340885,338400,329371,317442,300266,299517,378843,355538,339383,291415,301287,294875,285267,292509,
在建工程(万元),893500,750200,748000,712400,778000,748300,717000,639000,648000,642500,653800,646100,454800,448100,417900,425300,566500,509100,474400,348100,301700,329100,306500,273100,267700,280700,277100,266400,245900,252500,318673,308009,242219,224266,207095,192475,195527,173717,160631,153395,132064,115143,119090,112220,0,0,0,70746,0,0,1414,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
无形资产(万元),55700,54100,53800,55100,54100,55000,54400,55600,52900,52800,52800,51900,51800,52200,49000,49200,48700,48900,50700,53000,53200,23500,23300,25000,24000,25200,26800,28100,29400,28900,30823,31901,32146,33581,34931,35961,35428,36663,37547,39150,38796,39890,40481,42098,41964,43398,44990,41202,42988,44246,47950,2957,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
商誉(万元),53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,44600,44600,44600,44600,44600,44600,44600,44600,44600,44600,44600,44600,44600,44600,44600,44592,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
递延所得税资产(万元),2999600,2778300,2824900,2729700,2479400,2311500,2312500,2345600,1823300,1891500,1509600,1453200,1294600,1219100,1138000,1135700,996200,933100,949600,1010700,795300,632100,509400,493600,402000,325100,339100,236300,243500,222700,216508,238955,199809,166090,171120,183818,152961,149389,183377,199332,124538,113445,101440,104950,86681,75849,99432,102645,109903,85442,84565,70289,
其他非流动资产(万元),3340700,3434700,4401600,3685800,4771000,4182300,3846400,3156800,3308700,5325300,5007500,4735100,5129500,4444400,3164600,1864800,1689100,1336900,1373300,1104200,1134500,1387400,1584000,1032600,2058700,950000,1141300,840000,1020400,692600,663476,637280,800315,757339,562980,466748,407545,327846,299746,221174,775613,832326,223674,193972,297022,281572,232473,112998,255177,129822,115110,77867,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,104086871,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
资产总计(万元),654322900,656322100,643700600,641684200,640699300,638465800,622917100,608589500,581690400,570969200,547078300,529888000,528939800,512590300,451303600,440639900,399557700,394820000,379314500,367743500,363365000,357727800,346961100,325097500,296468600,278045100,262939800,240879800,209210900,208990600,191699043,184967338,181026724,171480374,149406972,133216155,126631162,121363497,109723676,102089882,92531263,91696391,86616963,85133527,85761510,81555498,71142663,61770434,53221955,47509410,34006471,25906032,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
向中央银行借款(万元),29950000,25350000,26600000,24500000,23250000,23150000,22650000,19800000,13700000,14420000,10090000,6770000,5180000,4000000,7000000,3000000,--,--,--,--,--,--,--,--,--,--,--,--,0,30000,22719,36474,24287,30669,10359,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,30000,
吸收存款及同业存放(万元),459526700,465781900,460443700,453295200,450748600,455893300,450176000,441575900,411505000,422412600,411462200,424963600,429927200,423150100,363029200,353592800,332879100,329442100,319226900,317788900,315027000,307519100,296300900,270770200,247942800,232096700,211455200,197211000,173668800,167716200,158395166,155042193,147896046,136211029,121303745,113789751,106649690,101443098,89829522,81534024,72062310,71094558,68107994,69649363,64469865,65563790,57816898,52896091,46424280,42064807,31413574,23601288,
拆入资金(万元),19874500,24934500,19419100,18792900,20666700,19387300,17751900,13000400,13058300,12075200,11299000,10367200,9580300,10025000,7658300,8108000,9163300,8352100,7742700,7827200,7349700,6520300,7207000,8838900,6963600,3975500,5728500,5275200,5714600,5784600,3034306,2613708,2661402,2103051,1715512,176258,1548199,358923,1113858,1271762,779840,702016,463686,99140,919466,245247,156854,71610,1438,40351,90350,120000,
交易性金融负债(万元),306800,445400,576500,656300,4346700,2079500,124500,49400,32900,15400,38300,100,100,1100,31400,190300,--,--,94800,121600,--,102200,--,--,--,--,6900,1000,0,39900,35965,0,60954,0,66853,--,0,26238,0,64423,0,0,0,0,0,0,0,0,0,0,--,--,
衍生金融负债(万元),3987200,3378700,4960100,2951400,2547000,1624000,1075100,1647900,872200,1697400,1394100,1056300,1009000,784000,560100,449800,565300,337000,472000,686400,340800,515600,360700,299600,298700,254700,164300,301300,255700,226100,231667,231725,213435,169782,133997,160181,179310,221581,310079,394128,188290,146587,189925,134187,41938,28584,7948,11593,86144,10242,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
应付账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
卖出回购金融资产款(万元),15565300,16663100,7944500,22979400,14506400,14328500,10347200,16747700,15201500,10168000,15397000,4801600,7131200,11911100,12453200,9857100,13628300,16206400,13000700,8178100,8109300,10479800,11003300,16186200,15559700,17061500,21710200,14142600,9352800,14825300,10873999,8958532,12560552,15930916,11384112,4591048,3853936,6108837,4956403,5829630,5768333,8117055,6363131,4314219,9143044,5057358,2867046,2320532,2493261,1912305,552577,1021358,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
应付职工薪酬(万元),1343100,1196200,1133600,1403700,1289100,1090900,1120200,1391600,1132000,1010300,929800,1126200,1005200,928100,769100,992500,830800,809500,793000,921300,800100,710600,662400,743500,675700,673700,623000,608500,452700,403000,358009,454537,482643,432362,407392,417675,387227,361031,331512,347211,367066,312058,374297,311419,303061,259981,205938,153958,146224,116929,71172,42000,
应交税费(万元),864700,512900,1061400,812800,715200,514600,1021800,1148800,1314800,1150600,1411600,1080200,1149300,933000,1098700,1087300,979100,811000,1064000,1210300,1096600,917600,967800,955600,781500,658100,621800,506600,404900,360700,365432,348623,315325,253386,289303,226391,118727,132002,293686,316222,214079,168578,214140,181474,54642,45788,103342,87931,61595,65779,70207,44842,
应付利息(万元),4918000,4400300,4669600,4129300,4443900,4014000,3916100,3590000,3575300,3408100,3551300,3644300,3843100,3595000,3604000,3571000,3385800,3256800,3053400,2631700,2580200,2409100,2200800,1889500,1815800,1841500,1745100,1480300,1278400,1208500,941862,859124,797712,793557,617648,573232,610278,649320,613944,630391,625184,470600,376633,335537,405379,349815,284292,206351,275965,188809,79315,56909,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
应付债券(万元),67945900,65825100,69035600,66295800,73410600,73294500,71988400,71396600,84098000,68665900,55606400,41483400,37044700,25621300,24473600,18578700,12337800,10485300,8257700,6790100,6490300,6897900,6897400,6896900,6896400,6895900,6895500,8101300,5903200,6994300,6493847,6493497,6493108,6492725,6493133,6892786,7193962,6195152,6249630,6494139,7494032,5996790,5996523,5996261,5995812,5995718,5995440,4100000,2100000,1600000,600000,300000,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,900,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,45,0,--,0,7925,--,0,7862,5329,4952,10,1124,0,1938,2811,3175,54,5398,25618,33352,8422,3070,
其他非流动负债(万元),3955100,3729300,3660700,3592200,3375600,3234000,3071500,2800200,2399300,2719200,2534700,2857400,2485800,2498600,2989000,15102800,2096600,2794200,3865900,1470800,1990000,3099600,3114600,1453600,1646500,1521800,1503300,1644200,1451400,1244600,1196920,729397,630520,670750,806142,425045,505054,550333,820498,300796,363292,298819,328624,220282,725850,544428,57816898,297003,193399,198298,112464,80007,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
负债合计(万元),608237300,612217400,599504800,599409000,599299800,598610600,583242700,573148500,546889300,537742700,513714400,498150300,498355900,483447300,423667500,414530300,375866100,372494400,357571100,347626400,343784000,339171800,328714900,308034000,282580700,264979400,250453800,229272000,198482500,198833200,181949938,175767809,172135983,163088226,143236121,127256409,121046383,116054377,104524462,97187678,87862435,87308185,82414954,81243819,82061869,78093883,67830590,60150468,51807923,46230872,32998081,25299474,
