报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
其他流动资产(万元),164396,147281,157099,153907,157831,162856,113480,71347,72889,57517,45972,21523,39333,39370,94313,60544,70468,1232,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),243668,252740,237426,240937,250194,259233,217991,211220,173692,242273,227372,239522,243276,247047,241485,205901,233407,226790,226673,234245,233361,233617,217776,210554,78629,63569,57843,11955,5924,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),12139,12490,13620,13620,9945,8838,9106,9106,1875,1875,4236,4443,7559,6157,8633,8448,5910,6560,3005,3005,5,5,--,--,--,--,--,--,--,
持有至到期投资(万元),5,6,1183,1500,6,5225,24406,36959,74334,1953,2059,2053,5,2005,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),44493,45474,43338,39349,20103,20236,19878,18943,18221,11322,9712,2865,2585,2550,68,2734,2734,2734,4813,2813,2813,950,950,1150,1150,1150,1150,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,33803,--,34105,--,32927,--,32375,--,31110,--,26520,--,24999,--,17833,--,16602,--,15011,--,12742,--,11271,8906,7662,7072,--,--,
累计折旧(万元),--,20185,--,18719,--,17221,--,15315,--,13420,--,12382,--,10646,--,8831,--,7628,--,6827,--,5856,--,5035,4267,3554,2950,--,--,
固定资产净值(万元),--,13618,--,15386,--,15707,--,17060,--,17690,--,14139,--,14353,--,9002,--,8974,--,8184,--,6886,--,6236,4638,4107,4122,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),12825,13618,14660,15386,15664,15707,16306,17060,17366,17690,13575,14139,14053,14353,9815,9002,8780,8974,8571,8184,6973,6886,6348,6236,4638,4107,4122,3191,2506,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1790,1908,4076,4342,8299,8495,8509,8781,8678,8652,8831,9383,9736,10050,9986,9590,5690,5629,1431,1509,1606,1578,1182,1162,1292,1204,1110,1092,1170,
开发支出(万元),--,--,--,--,--,--,--,117,247,247,--,--,--,--,--,--,--,--,--,--,--,--,270,160,--,--,--,--,--,
商誉(万元),--,--,--,--,13504,13504,20798,20798,20798,37627,37627,39874,39874,38879,22042,19802,19752,19752,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),3587,3914,2683,2965,3670,3605,3699,3795,4777,4821,1248,798,1354,692,875,682,773,666,897,899,974,1084,814,784,791,610,619,706,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),227,227,232,263,517,517,390,403,362,390,313,350,506,495,285,291,216,204,622,418,364,364,245,230,344,404,244,91,0,
其他非流动资产(万元),34718,34718,33976,33976,34572,34572,33466,33217,33595,33504,37953,38166,37603,29328,22500,22500,7500,7500,--,--,--,--,--,--,--,--,--,--,600,
非流动资产合计(万元),109785,112356,113768,111402,106281,110700,136558,149180,180252,118083,115552,112071,113274,104508,74205,73049,51354,52019,19339,16828,12735,10867,9809,9723,8216,7475,7244,5080,4276,
资产总计(万元),353453,365096,351194,352339,356475,369933,354549,360400,353945,360356,342925,351593,356551,351555,315690,278950,284761,278809,246012,251073,246095,244484,227585,220276,86845,71044,65087,17034,10200,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),16817,16891,17011,16040,18937,18986,12225,13955,12880,14142,12628,12630,13539,11301,7376,5479,6805,7588,3626,3654,4857,4232,2539,2712,1590,1301,1321,343,115,
预收账款(万元),40688,42143,24887,25396,24283,21888,18411,16975,15149,18399,15127,14098,15758,16622,15526,13148,12301,13515,17363,13003,14819,15959,12706,11455,14465,11054,7048,1783,1395,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),911,1941,379,1020,772,2243,720,1071,691,2049,911,749,897,1416,665,857,1038,2019,570,893,662,1687,745,915,786,562,238,126,69,
应交税费(万元),1215,2373,832,1076,2920,4343,3092,2933,4033,3919,3417,2609,3214,4724,5738,4185,2407,2499,1456,1622,1819,2211,150,453,439,-636,-63,949,384,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),680,--,--,--,490,--,--,8293,230,--,3445,9964,--,--,--,--,--,90,90,15203,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2311,2764,2791,3704,3586,3955,5855,8135,5832,6758,7526,15008,16264,18025,28551,11662,12626,9500,1562,2324,2117,1669,1221,1454,907,1294,1474,590,3923,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,13,25,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,199,211,42,610,1690,1365,1183,1810,--,--,18,16,--,--,50,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),62621,66111,46101,47448,51031,52025,41994,52727,39997,47076,43054,55071,49716,52141,57856,35330,35227,35210,24668,36699,24275,25757,17361,16988,18188,13574,10017,3791,5886,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,20,52,32,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,77,77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),3266,3310,3173,3242,3537,3547,1517,1582,1592,1602,1634,1643,1652,1661,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1550,1550,1500,100,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),3266,3310,3173,3242,3537,3547,1517,1582,1668,1678,1634,1643,1652,1661,1550,1550,1500,100,0,20,52,32,0,0,0,0,0,0,0,
负债合计(万元),65887,69421,49273,50690,54567,55572,43510,54309,41666,48755,44688,56714,51368,53802,59406,36880,36727,35311,24668,36719,24327,25789,17361,16988,18188,13574,10017,3791,5886,
实收资本(或股本)(万元),110569,110569,110569,110569,110569,110569,110569,110569,110569,110569,110569,55285,55285,55285,55285,55285,27642,27642,27642,27642,27642,27642,27642,27642,20732,20732,20732,10000,1000,
资本公积(万元),74501,74501,74501,74501,74501,74501,74501,74501,74501,74501,74501,129785,129785,129785,124625,125338,153315,153965,150410,150410,150410,150410,150410,150410,23274,23274,23274,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),15625,15625,14517,14517,13533,14517,12723,12723,12723,12723,9695,9695,9695,9695,7122,7122,7122,7122,4444,4444,4444,4444,2303,2303,2303,825,825,585,636,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),69882,75669,69454,69951,69279,72812,71518,67163,76176,72299,63181,53767,58658,57903,45417,37074,45780,41275,33587,26714,35308,31870,25812,19470,19199,9954,8346,1926,2621,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-419,-245,-293,-290,-196,-247,-129,15,75,19,52,90,103,42,56,
归属于母公司股东权益合计(万元),272308,278488,271819,272353,270066,273395,271166,266774,273409,269464,258745,249490,255102,253548,232029,224574,233566,229714,215886,208962,217675,214380,206243,199845,65559,54875,53280,12554,4314,
少数股东权益(万元),15257,17186,30102,29296,31842,40966,39872,39317,38870,42137,39492,45389,50081,44206,24255,17495,14468,13785,5458,5391,4094,4314,3981,3443,3098,2595,1790,689,--,
所有者权益(或股东权益)合计(万元),287566,295674,301921,301649,301907,314361,311038,306091,312279,311601,298237,294878,305183,297753,256284,242069,248034,243499,221344,214354,221768,218694,210224,203288,68657,57470,55070,13244,4314,
负债和所有者权益(或股东权益)总计(万元),353453,365096,351194,352339,356475,369933,354549,360400,353945,360356,342925,351593,356551,351555,315690,278950,284761,278809,246012,251073,246095,244484,227585,220276,86845,71044,65087,17034,10200,		
  
