报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
应收利息(万元),--,--,8,0,8,0,10,32,43,7,95,63,86,14,60,58,319,234,147,73,374,319,244,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3167,3084,3493,2197,2350,2815,3520,1705,2640,2461,9407,9043,9486,9845,10563,10066,3347,2883,3621,3912,1465,582,1375,378,878,700,789,265,244,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),13825,14042,12659,10741,10812,11110,11014,9702,10758,13068,13236,11667,11619,11255,10130,8481,12323,10333,7976,6669,2256,2885,3100,3803,8492,6120,3570,1287,1770,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1384,1096,2141,1251,1826,1346,1888,3216,1962,1409,1295,428,221,3146,2577,2187,1101,558,282,216,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),85306,86934,89957,99496,97810,103828,111100,124707,123857,130409,120286,122248,116862,111353,103954,120108,73566,76279,68707,70686,58975,60180,60173,64213,69596,28314,25894,18673,10793,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),8230,8230,8130,8130,7730,7730,2230,2230,2230,2230,2230,2230,70,70,70,70,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),14091,13858,13054,13311,11213,9857,6046,4237,4152,4238,4064,2195,2173,1152,1200,--,--,--,1144,--,--,674,676,674,189,192,200,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),434,443,451,460,764,805,664,953,972,991,1010,1029,1049,1068,1087,1107,914,930,946,976,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,47225,--,54932,--,25338,--,30383,--,29615,--,22499,--,20730,--,19820,--,15300,--,14996,--,10899,--,10578,--,10016,6777,6255,1849,
累计折旧(万元),--,9062,--,10913,--,7972,--,9349,--,8535,--,7654,--,6887,--,5989,--,4119,--,3575,--,1732,--,1433,--,1074,920,651,574,
固定资产净值(万元),--,38163,--,44020,--,17366,--,21034,--,21079,--,14845,--,13843,--,13831,--,11181,--,11421,--,9168,--,9145,--,8942,5857,5604,1275,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),37826,38163,43595,44020,17069,17366,20818,21034,20992,21079,15323,14845,14389,13843,13702,13831,10921,11181,11180,11421,9014,9168,9258,9145,9021,8942,5857,5604,1275,
在建工程(万元),9852,9588,9058,8104,24547,23313,23595,22901,22407,22239,26799,23517,20503,20031,18278,16026,12716,9836,9281,4994,4022,1993,1602,956,217,40,401,89,2667,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,3,--,--,--,--,--,--,--,--,--,--,--,2,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),5883,5928,6776,6817,11788,11816,12667,12802,12745,12880,13125,13136,13274,13395,13537,13677,3567,3587,3608,3629,3558,3578,3599,3613,1779,1780,946,31,51,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),344,344,344,344,34757,34757,34757,34757,34649,35635,35635,35635,35575,32331,32331,32331,1466,1466,1083,1083,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,51,4,7,15,15,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),854,847,841,904,767,803,866,959,712,788,755,796,635,592,521,558,293,279,263,258,145,138,126,113,113,144,239,154,123,
其他非流动资产(万元),3589,3631,3132,1817,2236,912,2184,2101,1962,1843,1906,2166,1573,1187,1127,1012,296,336,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),81104,81031,85380,83906,110870,107359,103827,101973,100819,101924,100849,95550,89240,83669,81895,78664,30176,27623,27521,22377,16739,15551,15263,14502,11319,11099,7643,5878,4115,
资产总计(万元),166410,167964,175337,183402,208680,211187,214927,226680,224676,232333,221136,217797,206103,195021,185849,198772,103742,103902,96228,93063,75714,75731,75435,78714,80915,39413,33537,24551,14909,
短期借款(万元),17565,16600,14100,12000,15750,10800,14273,7600,12100,16850,15600,11950,14050,11900,11000,10800,10600,10800,11550,7850,100,1100,600,1300,4700,1875,1500,1400,2180,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,596,337,496,1973,906,1445,1025,1509,2806,6304,5504,5620,5417,1620,3475,5397,3766,3009,2761,1971,1500,1027,3124,4106,2628,368,--,--,
应付账款(万元),--,16995,15444,20482,16807,22773,25326,35089,35787,37213,33585,35721,26922,22361,18776,22460,10699,14275,10234,10920,4996,6392,5389,4982,6876,8059,6051,2662,2374,
预收账款(万元),1006,357,9086,8746,399,213,166,609,1050,986,637,638,1035,533,654,576,368,246,114,337,64,171,360,411,213,26,24,4,185,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),553,537,628,1151,619,610,597,1261,495,540,370,1119,465,495,400,1026,452,457,380,853,547,375,373,1217,961,674,733,235,371,
应交税费(万元),302,222,289,1035,141,1096,564,1787,763,605,983,1162,1020,624,596,1741,287,505,236,725,930,351,302,971,240,-442,1611,827,563,
应付利息(万元),--,--,--,--,--,--,17,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,528,528,528,528,528,528,528,528,528,528,528,528,835,835,1553,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),5394,4437,5781,6071,6035,6661,10529,12765,1076,2211,2251,2343,2427,703,1091,11308,373,548,220,228,99,151,104,391,575,50,16,26,3,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),11005,10731,15831,17211,8661,7205,2205,6300,5800,6264,1844,2119,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),51088,51003,62023,67719,50912,50791,55650,66981,59108,68003,62103,61083,52066,42866,34972,52939,28176,30596,25744,23674,8707,10041,8155,12395,17671,12870,10303,5154,5676,
长期借款(万元),8386,10041,10041,10041,13505,14066,6216,6216,7216,8408,12428,10489,9486,9486,8033,3052,2210,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,154,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,2000,2000,2000,2000,2000,2000,2000,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),630,840,1052,1266,1359,1452,1553,1641,1718,1747,1756,1756,2060,2063,2065,2068,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),359,363,366,370,511,549,549,568,588,609,653,653,676,698,721,745,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,245,445,2520,2413,215,533,344,346,549,551,--,156,161,274,586,
非流动负债合计(万元),9375,11244,11459,11677,15375,16067,8317,8425,11521,12764,16837,14899,14222,14246,13064,8309,4730,2413,215,533,344,346,549,551,154,156,161,274,586,
负债合计(万元),60463,62247,73482,79396,66287,66858,63968,75406,70630,80767,78939,75981,66287,57113,48037,61248,32906,33008,25959,24207,9050,10387,8704,12947,17824,13026,10464,5428,6262,
实收资本(或股本)(万元),41485,41485,41485,41485,41485,41530,16612,16612,16612,16612,16122,16122,16122,16122,16122,16122,13001,13001,13001,13001,13001,13001,8667,8667,8667,6500,6500,6500,5158,
资本公积(万元),76920,76920,76920,76920,74931,75240,103693,103693,101740,101740,92685,92685,92685,92685,91957,92688,36389,36389,36389,36389,36389,36389,40723,40723,40723,7460,7460,7460,2092,
减:库存股(万元),5412,5412,5412,5412,5412,5766,9545,9545,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2128,2128,2128,2128,2128,2128,2128,2128,2042,2042,2042,2042,2042,2042,2042,2042,1773,1773,1773,1773,1522,1522,1522,1522,1142,1142,1142,519,146,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),-9436,-9871,-13621,-11686,28831,30445,27673,28044,24211,22321,22272,22073,20393,18811,19670,18763,18481,18295,18150,16739,15752,14432,15820,14856,12559,11284,7971,4643,1250,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),105686,105250,101501,103435,141964,143577,140561,140932,144606,142716,133122,132923,131243,129661,129792,129615,69644,69457,69313,67901,66663,65344,66731,65768,63091,26386,23073,19123,8647,
少数股东权益(万元),261,467,355,570,429,751,10398,10343,9440,8851,9074,8893,8572,8247,8020,7909,1192,1436,956,954,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),105947,105717,101855,104006,142393,144329,150960,151275,154047,151566,142196,141816,139815,137908,137812,137524,70836,70893,70269,68856,66663,65344,66731,65768,63091,26386,23073,19123,8647,
负债和所有者权益(或股东权益)总计(万元),166410,167964,175337,183402,208680,211187,214927,226680,224676,232333,221136,217797,206103,195021,185849,198772,103742,103902,96228,93063,75714,75731,75435,78714,80915,39413,33537,24551,14909,		
  
