报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),165,165,165,166,166,166,166,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),69806,70643,72279,37580,30318,35550,36433,13217,14100,7400,7400,11850,6500,6500,0,0,0,
负债合计(万元),414980,382804,401968,274688,269840,217482,223668,88093,73567,66729,71187,62350,54270,50354,44481,31808,14341,
实收资本(或股本)(万元),60080,60080,60086,60121,60121,24049,24049,20377,20377,6670,6670,5000,5000,5000,5000,5000,5000,
资本公积(万元),152961,152786,152680,152677,152307,188118,187732,50890,50367,53795,53987,6066,6066,6066,6066,6066,6066,
减:库存股(万元),6821,6821,6889,7278,10226,10279,10279,10279,10279,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),5434,5434,5434,4686,4686,4686,4686,3335,3335,3335,3335,3042,3042,1980,1980,979,278,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),89836,79483,78302,65820,61712,53504,54245,44317,41751,40147,38566,34288,27820,26309,18125,8999,2637,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),301480,290921,289596,276020,268614,260109,260467,108654,105560,103943,102559,48396,41927,39355,31171,21044,13981,
少数股东权益(万元),1748,148,149,149,146,146,146,-0,-0,-0,53,62,68,66,51,41,33,
所有者权益(或股东权益)合计(万元),303228,291069,289744,276169,268760,260255,260613,108654,105560,103943,102611,48457,41995,39421,31222,21085,14013,
负债和所有者权益(或股东权益)总计(万元),718208,673873,691712,550857,538600,477736,484281,196747,179127,170672,173798,110807,96265,89774,75703,52892,28354,		
  
