报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),47615,48189,49125,49837,50028,50717,51696,52680,53442,54384,57831,58873,62765,63778,64931,65905,65515,65885,66794,47479,33889,34442,34711,29270,29331,29835,33559,29515,8608,
在建工程(万元),1632,1413,1484,1742,1994,1774,1778,1778,1798,1683,1561,1473,4033,3941,3033,2356,3972,3652,3050,21498,30839,28769,26976,26380,14681,9572,6362,3444,12031,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,11,10,61,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),27054,27262,27407,27613,27798,27992,28195,28405,28580,28783,28986,29189,29351,29424,29599,29779,31147,31294,31463,31602,31762,31726,31793,31873,30405,30586,24991,20189,20517,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,240,240,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,750,768,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),7053,6898,6872,6886,7113,6914,6984,6973,6640,6576,6607,6583,5946,6010,5986,5928,5400,5509,5675,5346,5077,4957,4945,4889,4309,4239,4239,3952,2691,
其他非流动资产(万元),415,480,643,480,167,170,170,169,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,502,--,--,--,
非流动资产合计(万元),90859,91436,92864,93961,94606,95178,96538,97823,98322,99389,100596,101803,102096,103154,103551,103969,106035,106341,106984,105928,101809,100136,99005,93012,79347,74887,69261,57938,44676,
资产总计(万元),247192,251801,249530,251893,253675,244119,239914,249899,260818,254129,250404,258654,272721,262469,263629,278186,291263,270399,265362,260685,261560,245377,248780,246932,253581,185708,177506,145550,133658,
短期借款(万元),--,--,--,--,--,--,--,0,--,--,--,0,10000,10000,--,10000,10000,10000,10000,--,--,--,--,--,--,9000,6000,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,18839,20775,20048,17306,15568,17911,23525,24425,20797,18835,21949,23764,23550,20635,20382,20320,18950,19195,18702,18232,8700,14741,14983,11891,9491,6925,4404,3644,
应付账款(万元),--,52302,45772,51302,52056,45530,41506,44429,45783,46287,49557,58149,58015,50396,46556,61271,61964,56144,45389,43279,36632,42982,37081,39815,36149,30686,34767,20884,17570,
预收账款(万元),20528,16698,22285,13224,16924,15159,18935,15055,26310,21036,24143,17433,26475,21716,35240,21600,49435,35410,41544,32469,49006,34605,36185,25484,47560,34668,29051,31085,28194,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),538,485,474,418,414,439,557,502,524,493,514,420,379,356,322,251,200,166,118,163,479,583,674,836,989,1085,1701,2028,1779,
应交税费(万元),1386,656,506,1251,1152,1382,751,1629,1890,2865,2593,1736,46,2725,1734,3390,1801,2695,-85,1899,1290,1878,720,1772,788,1890,2431,1997,1555,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,132,218,220,312,312,312,--,--,--,--,--,--,--,771,--,--,--,0,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2110,2174,1803,2333,1965,2114,3321,3517,3005,4580,3908,3776,1765,1594,1620,2598,1983,1845,1653,1904,1538,1281,922,881,1055,1351,1183,3156,3603,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,148,--,--,--,212,--,--,--,104,--,--,43,140,--,--,176,176,--,--,0,100,--,--,66,--,--,
流动负债合计(万元),95786,91155,91615,88724,89818,80192,82980,88868,102069,96276,99769,103879,120757,110649,106150,119632,145703,125211,117989,98592,107177,90801,90322,83870,98433,88171,82124,63554,56346,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10000,12500,12500,15000,15000,15000,15000,20000,20000,20000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),429,360,291,411,661,593,510,538,814,869,800,842,809,666,707,714,824,755,625,603,441,375,303,280,148,126,102,121,162,
长期递延收益(万元),15093,15461,15828,16189,16432,16789,17261,17618,17862,17225,17588,17951,18319,18690,--,19446,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),3,3,3,3,9,9,9,9,15,15,15,15,18,18,18,18,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,19068,--,19804,19644,20059,20452,20713,21041,23001,22734,23151,23573,21168,19949,18326,
非流动负债合计(万元),15525,15824,16122,16603,17101,17391,17779,18164,18691,18109,18403,18808,19146,19374,19792,20178,20628,20398,20684,31054,33654,33916,38304,38015,38299,38700,41271,40070,38489,
负债合计(万元),111311,106979,107737,105327,106919,97583,100759,107032,120760,114385,118172,122687,139903,130023,125942,139810,166331,145609,138673,129646,140831,124717,128627,121884,136732,126871,123394,103624,94834,
实收资本(或股本)(万元),104331,94846,94846,94846,94846,95631,95631,95631,95631,96222,96235,96235,96235,96235,53464,52370,52370,52370,40284,40284,40284,40284,30988,30988,30988,23238,23238,23238,15667,
资本公积(万元),2363,11848,11848,11848,12104,12635,12635,12635,13065,13292,13226,13065,13143,12881,54779,52306,51781,51781,63866,63866,63866,63866,73163,73163,73340,22510,22510,22510,350,
减:库存股(万元),--,--,--,--,--,1316,1316,1316,1221,2213,2213,2213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),276,284,241,145,181,187,195,87,257,216,127,79,283,232,176,75,356,338,269,172,251,250,203,139,--,--,--,--,--,
盈余公积(万元),7684,7684,7684,7684,7301,7301,7301,7301,6581,6581,6581,6581,5395,5395,5390,5395,3718,3718,3718,3718,2175,2175,2175,2175,1263,1263,1263,16,2493,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),21563,30368,27143,32298,32843,32693,25356,29107,26238,26129,18706,22685,18091,18044,24177,28585,17141,17080,19017,23378,14531,14386,13590,18550,11227,11792,7081,-3931,20302,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47,-59,-56,-31,-58,-5,34,32,32,34,20,93,11,
归属于母公司股东权益合计(万元),136331,145211,142181,146910,147315,147155,139818,143486,140625,140359,132747,136491,133225,132839,138014,138769,125413,125227,127099,131388,121051,120958,120153,125048,116850,58837,54112,41925,38823,
少数股东权益(万元),-450,-389,-387,-343,-559,-618,-663,-619,-567,-615,-515,-524,-407,-393,-326,-394,-480,-437,-410,-349,-322,-298,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),135881,144822,141793,146567,146756,146537,139155,142867,140058,139744,132232,135967,132818,132446,137687,138376,124932,124790,126690,131039,120729,120660,120153,125048,116850,58837,54112,41925,38823,
负债和所有者权益(或股东权益)总计(万元),247192,251801,249530,251893,253675,244119,239914,249899,260818,254129,250404,258654,272721,262469,263629,278186,291263,270399,265362,260685,261560,245377,248780,246932,253581,185708,177506,145550,133658,		
  
