报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
存货(万元),34294,36291,35893,32779,30734,28033,14717,14456,14064,14430,13609,14328,14128,15145,15697,15318,15768,16446,16848,16525,16413,16161,17111,17620,19214,17462,17351,17608,17709,16238,18271,16178,12127,11336,10039,9609,9427,8857,8670,9224,11306,10333,8198,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),5000,5000,--,--,--,--,--,--,--,--,--,--,--,--,4,4,4,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动资产(万元),2663,4108,3113,673,354,4032,4101,4299,379,1773,476,229,249,853,304,148,207,198,128,120,125,115,--,--,4,0,--,0,6,1,--,--,--,--,114,85,58,382,0,0,0,0,0,
流动资产合计(万元),98425,96518,96830,106744,109995,93666,60768,64213,56167,55961,58152,60796,57523,57164,64855,57008,57635,54197,59076,57983,61866,58185,69171,71026,77421,60359,67695,66719,66955,65271,79888,79137,80846,67270,66967,64838,60842,66581,70678,22303,23515,19874,16223,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
可供出售金融资产(万元),--,3284,3284,3284,3284,3284,3284,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,2314,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期股权投资(万元),7770,7530,7300,2800,--,--,--,--,5180,5282,5100,5196,5286,5403,5569,5629,5680,5742,5809,8183,8264,8330,7093,7093,15334,15334,14220,14220,14220,14220,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
投资性房地产(万元),1582,1610,1675,1717,1766,1814,1862,1911,1959,2008,2046,1381,1594,1021,523,530,305,309,314,318,263,266,266,281,281,281,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产原值(万元),--,88512,--,83153,--,66578,--,47913,--,46737,--,47004,--,46394,--,47795,--,49681,--,49960,--,49987,--,43812,--,43949,--,34434,--,32471,--,27871,--,25321,--,22656,--,22460,0,22066,21630,0,0,
累计折旧(万元),--,33666,--,32232,--,30504,--,23406,--,21825,--,22552,--,21110,--,21065,--,21116,--,19898,--,18628,--,16767,--,15674,--,14136,--,13521,--,11878,--,10841,--,9852,--,8929,0,8017,7078,0,0,
固定资产净值(万元),--,54846,--,50921,--,36074,--,24507,--,24912,--,24453,--,25284,--,26730,--,28565,--,30062,--,31359,--,27046,--,28275,--,20298,--,18950,--,15994,--,14480,--,12803,--,13531,0,14049,14552,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产(万元),--,54846,50995,50921,35420,36074,24025,24507,24797,24912,24061,24453,24477,25284,25712,26730,27646,28565,29200,30062,30862,31359,26631,27046,28102,28275,20257,20298,22369,18950,16184,15994,14539,14480,12813,12803,13160,13531,13654,14049,14552,14037,8904,
在建工程(万元),--,--,6216,3337,3658,3272,1883,1829,1992,1834,2369,3251,3296,2912,2546,1919,1713,412,494,523,536,564,6464,6189,6739,7003,13736,12969,5369,5682,5787,2811,2289,2066,2400,2348,2250,2095,1831,1747,1508,721,1492,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
无形资产(万元),11751,11987,11883,11922,12022,11984,6965,7005,7048,7068,7120,7146,7161,7668,7701,7818,7927,7967,8047,8091,8155,8156,8468,8518,8524,7833,4185,3694,3631,3626,2237,2847,2288,2233,2167,2170,2187,2204,2209,2233,2258,2339,2382,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
商誉(万元),80768,80768,80768,80768,80768,80768,872,872,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,742,742,742,742,828,828,135,135,--,0,--,0,0,0,0,0,0,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,5,4,11,18,14,25,24,12,--,--,--,--,--,--,--,--,0,--,0,90,91,114,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延所得税资产(万元),1535,1584,1405,1407,1425,1390,1072,1068,1078,1090,820,809,761,775,580,581,621,646,565,530,536,490,281,299,303,321,219,206,187,226,148,205,233,285,316,289,289,265,297,254,305,353,300,
其他非流动资产(万元),3085,2733,7755,3955,4017,3117,2502,1417,1803,1928,548,525,658,444,305,231,309,603,22,22,22,18,25,21,269,19,20,20,19,20,17,19,23,19,19,19,19,19,19,19,20,21,1,
非流动资产合计(万元),168468,167839,171281,160111,142359,141701,42466,40923,46779,47043,44984,45681,46153,46429,45857,46360,47122,47166,47376,48340,49249,49801,49855,50067,60185,59696,53392,52149,46540,43466,25201,22704,19506,19218,17715,17629,17905,18114,18101,18393,18756,17471,13079,
资产总计(万元),266894,264357,268111,266854,252354,235368,103233,105137,102947,103004,103136,106477,103676,103593,110712,103369,104757,101363,106453,106323,111115,107986,119026,121093,137605,120055,121087,118868,113494,108738,105089,101841,100353,86488,84683,82467,78747,84696,88779,40695,42271,37345,29302,
短期借款(万元),26000,26000,26000,24142,11967,14669,5200,6900,10751,11052,10943,15719,11641,12047,17995,10116,11261,3124,7509,9215,13049,13012,22793,18535,31236,22781,20183,20183,9245,8000,6000,6000,6000,--,--,0,--,2980,5780,8333,7538,5067,6452,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付票据(万元),--,--,--,1500,2226,2459,868,247,340,1302,2021,1618,1694,3074,2346,407,1957,2620,663,--,1435,1435,1360,1360,1650,2850,1950,1785,5035,4000,--,--,--,--,1000,1000,--,700,2725,2025,2211,2695,827,
应付账款(万元),--,--,--,16104,14920,12528,7067,6822,7245,7003,5983,6017,7593,6377,6619,9665,7331,7042,8480,8426,8259,6436,8481,5223,8091,7534,7775,6113,7614,5303,10828,9346,6114,5141,4892,4546,3911,2630,3253,2775,4039,4188,3274,
预收账款(万元),2043,1431,1707,2174,3142,2041,909,996,258,296,167,377,650,230,237,215,296,229,386,269,280,320,287,713,245,190,457,463,118,394,432,327,323,344,403,372,277,341,302,244,278,344,319,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付职工薪酬(万元),1796,1503,2271,1852,1644,2389,1216,1198,973,1225,871,846,829,990,713,640,569,665,891,691,554,671,548,587,625,728,742,778,852,795,695,669,548,465,550,536,349,322,337,355,249,700,1108,
应交税费(万元),1270,749,855,1041,324,889,714,1148,728,710,1072,674,768,504,928,843,692,710,844,970,962,483,652,1129,780,652,1434,1555,1431,2131,1259,953,1067,643,581,516,783,78,-166,-228,-1,573,54,
应付利息(万元),--,28,--,--,--,--,--,--,--,--,--,126,84,43,--,--,--,--,--,--,-1,--,-1,--,-2,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,90,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应付款(万元),--,--,1660,4764,6607,21229,816,1020,1088,718,1200,758,1071,1087,1315,999,369,742,722,652,550,534,813,857,8217,848,1094,913,1032,1065,435,624,229,927,269,270,285,316,857,164,202,167,367,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动负债(万元),--,343,688,992,1258,--,--,--,--,--,--,--,--,487,958,1402,1874,3990,4000,4000,--,--,--,6000,6000,6000,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,6,8,--,--,--,--,0,--,--,0,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
流动负债合计(万元),50372,49523,53605,52571,42087,56204,16789,18331,21383,22307,22268,26134,24331,24839,31111,24287,24348,19123,23494,24229,25096,22891,34934,34403,56841,41582,33635,31790,25327,21688,19649,17919,14281,7519,7695,7240,5603,7367,13089,13668,14517,13735,12492,
长期借款(万元),--,--,--,--,--,1634,1991,2371,--,--,--,--,--,--,--,--,--,2187,3097,3119,7119,7012,4000,7052,1503,0,6000,6000,6212,6000,6000,6000,6000,--,--,0,--,0,0,0,2000,2000,500,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,27,12,12,12,12,0,--,0,65,65,51,219,129,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期递延收益(万元),1207,987,1333,1115,1305,1104,491,494,583,536,891,842,569,572,75,78,81,254,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,
递延所得税负债(万元),634,646,659,671,695,695,--,--,--,--,--,1,--,--,7,34,--,--,--,--,--,--,3,3,14,4,8,8,8,8,58,13,13,13,18,19,19,19,40,23,23,25,126,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96,96,96,96,108,108,97,108,84,84,84,84,--,--,--,--,--,0,--,0,0,0,0,0,0,
非流动负债合计(万元),1841,1634,1991,1785,2000,3433,2482,2865,583,536,891,843,569,572,81,112,81,2441,3192,3215,7215,7108,4115,7163,1614,111,6092,6092,6304,6092,6085,6025,6025,25,30,19,19,19,105,88,2074,2244,755,
负债合计(万元),52213,51157,55597,54356,44087,59637,19271,21196,21966,22843,23159,26978,24899,25410,31192,24399,24429,21563,26687,27444,32311,29998,39049,41567,58455,41694,39727,37882,31631,27780,25735,23944,20306,7545,7725,7258,5622,7386,13193,13757,16591,15979,13247,
实收资本(或股本)(万元),43774,43774,43774,43774,43774,41315,33813,33813,33813,33813,33813,33813,33813,33813,33813,33813,22542,22542,22542,22542,22542,22542,22542,22542,22542,22542,22542,22542,22542,22542,22542,22542,17340,17340,17340,17340,17340,17340,17340,13000,13000,13000,4500,
资本公积(万元),144143,144143,144143,144143,144143,115054,30877,30877,30877,30877,30877,30877,30877,30877,30877,30877,42148,42148,42148,42148,42148,42148,42148,42148,42148,42148,42155,42129,42129,42129,42129,42129,47335,47331,47331,47331,47331,47331,47331,4698,4698,4698,554,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,
盈余公积(万元),3141,3141,3141,3141,3141,3141,2946,2946,2946,2946,2926,2926,2926,2926,2926,2926,2926,2926,2813,2813,2813,2813,2704,2704,2725,2725,2643,2643,2643,2643,2055,2055,2055,2055,1526,1526,1526,1526,1018,1018,1018,504,3837,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未分配利润(万元),22680,20924,19965,21804,18183,16684,16675,16291,13199,12785,12943,12837,12959,12571,13917,13489,14568,14166,14111,13094,12926,12346,14193,13743,12493,11949,14823,14477,14996,14252,13214,11549,13594,12424,11287,9379,7260,11446,10240,8566,7331,3289,7189,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1848,-1718,-1625,-1862,-1610,-1611,-758,-1002,-803,-1073,-713,-887,-886,-690,-585,-522,-527,-367,-332,-334,-343,-343,-367,-125,-26,
归属于母公司股东权益合计(万元),214681,213200,212514,212499,208268,175731,83962,83941,80980,80162,79977,79499,78777,78183,79520,78970,80329,79800,79766,78879,78804,77987,79977,79526,79150,78361,81360,80718,81598,80679,79053,77585,79738,78628,76957,75209,73125,77310,75586,26939,25680,21366,16055,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,267,266,278,301,311,309,315,--,0,--,0,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),214681,213200,212514,212499,208268,175731,83962,83941,80980,80162,79977,79499,78777,78183,79520,78970,80329,79800,79766,78879,78804,77987,79977,79526,79150,78361,81360,80986,81863,80957,79354,77896,80047,78943,76957,75209,73125,77310,75586,26939,25680,21366,16055,
负债和所有者权益(或股东权益)总计(万元),266894,264357,268111,266854,252354,235368,103233,105137,102947,103004,103136,106477,103676,103593,110712,103369,104757,101363,106453,106323,111115,107986,119026,121093,137605,120055,121087,118868,113494,108738,105089,101841,100353,86488,84683,82467,78747,84696,88779,40695,42271,37345,29302,		
  
