报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),658,1249,1166,1331,1118,751,784,567,527,343,343,104,82,71,--,--,--,--,--,72,--,--,--,--,--,--,--,--,--,30,--,--,--,0,--,0,0,0,
应收股利(万元),54,36,18,72,54,36,18,72,--,--,--,72,--,--,--,--,--,--,--,38,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),--,867,846,825,1364,1159,1445,1116,1504,1586,1860,1538,1953,3942,3415,2923,2478,1771,4042,3217,3341,2914,2222,2437,2496,2823,1982,2472,59493,853,33971,32673,4752,4844,3977,4234,4241,3287,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),88015,88674,90241,92098,186501,177849,184259,179968,159521,148599,142603,134498,121743,110206,103863,100076,98797,95248,94862,93894,91593,90948,90483,86031,85531,47601,47264,46802,677,718,674,665,678,535,457,408,1109,1108,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),1616,2360,2499,3079,13002,10800,9159,8708,6159,5120,4949,4813,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,--,--,--,--,0,--,0,0,0,
流动资产合计(万元),226033,219717,216334,211839,312838,286904,278595,261107,235754,215367,206939,189096,171903,158549,147680,132677,146356,139236,124595,121665,123795,113658,110068,111178,112848,84247,79615,73369,90071,97890,96295,91678,67199,64409,62626,62940,57254,71673,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),510,510,510,510,510,510,510,510,510,510,510,510,150,150,150,150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),123878,124872,120049,116580,119222,118796,113520,109864,113130,110235,105366,102291,100399,97704,93506,91837,102183,101155,97211,92194,66510,66489,66341,66397,33572,33634,33593,33876,13835,4486,1433,1706,75004,73427,73077,72648,72117,65969,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),7129,7177,7225,7273,6810,6855,6900,6945,942,949,957,964,972,979,987,994,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产原值(万元),--,254805,--,256029,--,255707,--,254632,--,255076,--,253142,--,253004,--,252224,--,247342,--,247176,--,246782,--,247826,--,229332,--,228903,--,227058,--,225185,--,219445,--,0,0,0,
累计折旧(万元),--,112358,--,107648,--,102249,--,97111,--,92305,--,86492,--,81144,--,75394,--,68939,--,66172,--,63037,--,59012,--,54448,--,50684,--,50631,--,48234,--,45533,--,0,0,0,
固定资产净值(万元),--,142447,--,148381,--,153458,--,157521,--,162771,--,166650,--,171861,--,176830,--,178402,--,181004,--,183746,--,188814,--,174884,--,178220,--,176427,--,176951,--,173912,--,0,0,0,
固定资产减值准备(万元),--,2052,--,2755,--,2429,--,2462,--,1830,--,1830,--,184,--,184,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产(万元),137893,140394,143289,145625,148166,151029,153415,155059,158208,160941,162546,164820,168950,171677,174066,176646,178023,178402,181378,181004,181165,183746,187992,188814,188146,174884,176508,178220,179054,176427,177401,176951,172910,173912,174477,175153,101462,113977,
在建工程(万元),--,--,--,--,83,83,57,999,4987,4973,4848,3873,3217,1420,1561,1559,142,86,44,44,2509,2409,2326,2316,--,75,1,--,20,--,--,--,20,0,--,0,44384,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),2596,2993,3434,3873,4315,4760,5205,5651,7844,8294,8745,9203,9640,10081,10041,8803,8621,8043,8248,6914,6119,6381,6646,6905,7175,7433,7693,7951,4160,4287,4436,4533,517,522,525,527,631,646,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期待摊费用(万元),716,747,779,811,842,874,906,937,969,1000,1032,1064,1095,1127,1184,1190,622,--,--,--,--,--,--,0,1058,1,--,2,--,0,38,118,1,2,3,4,7,6,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),852,852,852,852,803,803,803,803,490,490,490,490,348,348,348,348,60,60,60,60,57,57,57,57,88,88,88,88,34,34,34,34,429,429,429,429,640,209,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,133,
非流动资产合计(万元),273573,277545,276138,275524,280752,283711,281316,280769,287079,287393,284494,283215,284772,283485,281843,281528,289651,287746,286941,280216,256359,259081,263362,264489,230039,216115,217884,220136,197103,185234,183342,183341,248880,248292,248512,248761,219241,180941,
资产总计(万元),499606,497262,492472,487363,593590,570615,559912,541876,522833,502759,491433,472312,456675,442035,429523,414206,436007,426982,411536,401881,380154,372739,373430,375668,342887,300363,297500,293505,287174,283125,279637,275019,316079,312701,311137,311701,276496,252614,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1200,1200,5000,5000,8000,10000,3000,5000,5000,--,--,--,--,--,--,0,--,0,150,650,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付账款(万元),--,8398,10586,15056,6297,1778,9955,10231,1468,1865,673,2591,976,895,625,1824,2973,2027,2342,1756,1576,1688,1956,2142,3450,799,1108,2141,710,671,708,965,633,547,130,458,1036,1793,
预收账款(万元),19845,11216,9789,4881,131220,109770,93378,78255,55973,38826,36945,35548,32323,9659,5422,203,298,145,63,63,138,64,64,64,63,58,63,63,--,73,58,73,116,116,129,131,177,779,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付职工薪酬(万元),407,295,201,112,139,130,168,98,90,187,87,109,117,311,194,110,176,217,175,215,132,137,163,123,188,280,149,250,582,421,123,297,401,381,235,164,88,65,
应交税费(万元),1803,1344,2050,4338,1950,1448,2115,2160,2319,1646,2031,1912,-1393,-140,2805,2248,2129,1303,2533,2079,2643,2577,3876,3433,3333,2456,2413,4638,3575,3825,3618,4601,3072,2676,2298,3477,1439,1985,
应付利息(万元),--,--,--,--,--,--,--,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,25,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付股利(万元),--,10659,--,55,--,8685,--,--,--,8290,--,--,--,9211,--,--,3847,7237,--,--,--,656,--,--,597,--,--,--,--,2184,--,--,--,0,--,0,0,2024,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应付款(万元),46282,50891,53037,54766,55911,60355,62408,66705,24633,25231,25253,25557,24385,28542,25490,22820,22473,21615,19096,18229,39166,38497,37910,41279,15817,15373,15565,16540,18841,16951,18969,15149,54060,55608,58527,58916,45954,15553,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,3000,3000,52000,50000,50500,40500,40500,40500,40518,40518,50568,50568,50568,50568,--,--,--,--,--,--,--,--,--,--,--,--,5000,5000,5000,5000,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
流动负债合计(万元),76018,82803,75664,79208,195517,182165,171024,160456,136483,126044,115488,106218,96908,88978,75055,67723,82464,83113,75977,74110,48656,48619,51981,57067,26448,23966,24297,23633,23707,24124,23477,21086,63282,64328,66319,68145,48844,22849,
长期借款(万元),--,--,--,--,--,--,--,--,3000,2500,2500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应付款(万元),--,--,--,--,--,--,2250,2250,2250,2250,2250,2250,3870,3870,3870,2250,4950,4950,2700,2700,53268,50568,50568,50568,50568,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,17750,22750,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计非流动负债(万元),18,18,20,22,24,34,46,46,--,--,--,--,--,148,148,148,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期递延收益(万元),201,201,201,201,206,206,206,206,210,210,210,210,210,210,210,210,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税负债(万元),73,73,73,73,72,72,72,72,94,94,94,94,95,95,95,95,--,--,95,95,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,65,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
非流动负债合计(万元),291,291,293,295,302,312,2574,2574,5554,5054,5054,2554,4175,4323,4323,2703,4950,4950,2795,2795,53268,50568,50568,50568,50568,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,12750,17750,22815,
负债合计(万元),76309,83094,75957,79504,195819,182477,173598,163030,142038,131098,120542,108773,101084,93302,79378,70427,87414,88063,78772,76905,101924,99187,102549,107635,77016,36716,37047,36383,36457,36874,36227,33836,76032,77078,79069,80895,66594,45664,
实收资本(或股本)(万元),131588,131588,131588,131588,131588,131588,131588,131588,131588,131588,131588,131588,131588,131588,131588,131588,131588,131588,131588,131588,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,0,0,0,
资本公积(万元),122168,122168,122168,122168,122168,122168,122168,122168,122168,122168,122168,122168,122168,122168,122168,122168,126233,126233,126233,126233,110041,110041,110041,110041,110041,110041,110041,110041,109941,109941,109941,109941,109941,109941,109941,0,0,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
专项储备(万元),462,375,378,382,367,244,251,261,116,117,127,127,20,100,68,56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
盈余公积(万元),13499,13499,13499,13499,9662,9662,9662,9662,8562,8562,8562,8562,6817,6817,6817,6817,4953,4953,4953,4953,1818,1818,1818,1818,1162,1162,1162,1162,876,876,814,814,--,0,--,0,0,0,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未分配利润(万元),148627,140436,143234,134921,130796,120926,119064,111488,109689,100286,99371,91966,87332,80311,81748,75316,81482,71662,65245,57377,39910,35131,32423,29530,27942,25685,22459,19097,17426,12977,10218,7991,8770,4346,792,0,0,0,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
归属于母公司股东权益合计(万元),414675,406396,409196,400887,395089,385096,383241,375675,377211,367810,366904,359499,351233,344292,345697,339253,344256,334436,328019,320151,273089,268310,265602,262709,260464,258208,254982,251619,249563,245114,242292,240066,240031,235607,232052,230790,209726,206616,
少数股东权益(万元),8623,7772,7319,6973,2682,3041,3072,3171,3584,3851,3986,4040,4358,4441,4448,4526,4337,4483,4745,4825,5142,5242,5280,5324,5407,5438,5470,5503,1154,1137,1118,1116,16,16,16,16,175,334,
所有者权益(或股东权益)合计(万元),423297,414169,416515,407860,397771,388137,386314,378846,380795,371661,370891,363539,355591,348733,350145,343779,348593,338919,332764,324976,278230,273552,270881,268033,265871,263646,260452,257122,250717,246250,243410,241182,240047,235623,232068,230806,209901,206950,
负债和所有者权益(或股东权益)总计(万元),499606,497262,492472,487363,593590,570615,559912,541876,522833,502759,491433,472312,456675,442035,429523,414206,436007,426982,411536,401881,380154,372739,373430,375668,342887,300363,297500,293505,287174,283125,279637,275019,316079,312701,311137,311701,276496,252614,		
  
