报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-03-31,2007-12-31,2006-12-31,
其他应收款(万元),331269,325293,386448,517698,536897,442045,438161,381905,362750,287081,362736,399008,246160,199125,226548,202229,136068,159152,168272,160349,135615,147894,118299,117383,124444,98957,164378,121705,127293,101605,77648,85463,86875,67418,47024,43677,55751,55963,98801,76271,78321,62881,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
存货(万元),6968919,5522200,7347689,6755040,6408804,5441616,6925095,7007929,6621137,5978620,7679654,7478356,3897589,3066315,3032682,2764671,2574862,1772112,2638272,2191423,1961434,1877024,2051584,1792641,1722309,1784199,2148177,1910343,1766354,1773328,1682263,1356465,1252642,1141507,1244268,1067360,979603,838945,815329,587520,583956,529286,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
一年内到期的非流动资产(万元),1245050,1240519,764018,828213,828120,816681,445910,424938,445416,444049,377540,358844,154213,152054,101813,87833,63906,60070,12239,18695,15807,15807,10109,10896,2364,3115,--,3279,1165,1087,--,0,0,0,0,0,--,--,--,--,0,0,
其他流动资产(万元),443676,556438,796175,397003,517253,616826,554797,420879,521250,561775,455170,550455,277016,624161,154486,298492,138411,142490,77548,113867,59371,112897,31802,32657,100113,64552,21628,135016,20213,66606,19230,40860,21139,9339,0,0,--,30000,--,42500,0,0,
流动资产合计(万元),25190632,25547121,25672112,24173520,22547454,22058928,22852421,21760461,20733659,20517803,21832523,20544421,11185590,10366043,10573170,10189848,8934418,8295278,8050174,7165942,7074971,7226139,7341341,7144136,6879489,6360734,7466688,6699080,5952566,5012420,4822771,4540586,4068347,3640292,3823605,3403073,3235436,3102518,3212921,2025022,2179142,1695687,
发放贷款及垫款(万元),19762,19269,20195,20074,20542,20314,20789,20789,22987,17087,12721,12898,5339,2970,11000,3000,--,3000,--,3000,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
可供出售金融资产(万元),--,280586,448637,405822,402461,381916,423200,347592,324187,315651,207156,214442,124349,97245,109772,63135,68329,66993,65070,69325,76810,49355,39323,23520,23947,24420,23469,32597,256,256,272,520,808,808,1246,1317,897,775,942,1683,4916,439,
持有至到期投资(万元),--,142919,132499,125810,96477,96697,53079,38710,19686,19793,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
长期应收款(万元),1100330,1036533,1026023,1102480,1156241,1101236,1026055,1074946,1079109,1062352,948103,1053260,487712,507384,452286,316643,299868,231672,206094,103624,111958,95011,103611,94640,1041,1041,5126,2052,824,857,--,0,0,0,0,2759,--,--,--,--,0,0,
长期股权投资(万元),1140237,1121351,881398,874149,856837,847198,851982,845069,842188,361288,364071,352644,117856,261478,302515,318306,309536,299253,270161,262934,272849,260563,253591,234925,233310,209578,188394,176235,140170,113211,104895,93896,92318,88875,62592,61994,66162,59401,73934,66677,63256,70508,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
投资性房地产(万元),107421,102719,108215,104526,103896,98380,101429,94601,99626,95105,42602,38203,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
固定资产原值(万元),--,9463520,--,9227509,--,9035923,--,8404380,--,8272704,--,7738962,--,3793988,--,3292755,--,3149653,--,2918363,--,2854491,--,2585414,--,2502000,--,2166986,--,2071319,--,1738455,0,1596987,0,1335890,--,1210389,--,--,1015502,1136357,
累计折旧(万元),--,3705814,--,3550217,--,3307520,--,3093546,--,2887452,--,2669083,--,1220258,--,1084123,--,984020,--,927312,--,848333,--,782690,--,710717,--,649921,--,594400,--,555057,0,507497,0,471890,--,435213,--,--,379417,408006,
固定资产净值(万元),--,5757707,--,5677292,--,5728403,--,5310834,--,5385252,--,5069880,--,2573730,--,2208632,--,2165633,--,1991051,--,2006158,--,1802723,--,1791283,--,1517064,--,1476920,--,1183398,0,1089491,0,864000,--,775176,--,--,636086,728351,
固定资产减值准备(万元),--,34077,--,31215,--,34520,--,33289,--,35516,--,35809,--,13512,--,9034,--,9367,--,9870,--,9554,--,9130,--,9265,--,7416,--,7188,--,4774,0,4816,0,5667,--,5760,--,--,6272,6647,
固定资产(万元),5620559,5723630,5564520,5646077,5657256,5693884,5274262,5277546,5271286,5349736,5025646,5034070,2583364,2560217,2338634,2199598,2146808,2156267,2020009,1981181,1978989,1996604,1806252,1793593,1774858,1782018,1568064,1509648,1446123,1469732,1214870,1178624,1105794,1084674,910476,858333,772656,769416,645093,625889,629814,721704,
在建工程(万元),951320,864325,1044307,939953,956954,932780,1122763,1037723,941078,857657,987933,919530,354225,322539,415873,403274,390242,363793,406570,382978,339920,300452,420614,393358,383595,355415,395360,372629,313171,236841,387289,333992,305118,266246,308926,277442,270582,254794,209394,114434,76950,63365,
工程物资(万元),3355,3263,9481,9063,8398,7940,6455,10622,10324,8654,--,--,--,--,--,--,--,--,--,--,166,--,--,--,46,46,46,46,46,46,77,61,62,270,809,151,472,61,2421,3895,4391,3482,
固定资产清理(万元),782,574,1344,1713,1627,1807,2896,2309,2371,1924,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,760,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
无形资产(万元),1752736,1778265,1766895,1785782,1773663,1755166,1749540,1762584,1784952,1801305,1760263,1779310,608203,594113,571758,535605,534499,520130,513379,503820,499304,495913,500396,482333,485089,481404,498843,446560,437322,437437,409952,384279,368688,389372,344395,343804,343568,343240,310575,307379,309000,72504,
开发支出(万元),26402,23681,16922,13186,12167,11042,3419,2560,1752,1108,1907,1445,1691,1509,6263,6182,6197,6117,6234,5186,6187,5186,4742,4675,4971,4103,4285,1020,2832,712,621,1003,1143,1588,3359,4057,5595,4292,2469,1214,1060,0,
商誉(万元),121128,124249,126479,128149,129974,128676,129016,129352,126941,131523,133526,131083,69160,76387,61713,6144,6724,6139,10577,10577,9715,9715,5382,5354,5234,5397,4998,6513,5427,4888,5788,5748,5788,6117,6140,6293,5674,5674,872,1178,1178,1178,
长期待摊费用(万元),19970,18799,17434,17955,18937,19249,16057,16931,16969,17091,14337,13421,5896,5846,3386,3516,3759,3484,2877,2890,3033,3052,3020,2662,2652,2613,2310,2424,2052,2125,2190,2311,2399,2350,2177,2242,2528,2646,2447,940,903,947,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
递延所得税资产(万元),366600,369741,312493,312228,297787,300934,293575,304119,272347,274353,239855,232386,137572,115312,74332,65967,54533,58619,48560,52041,44948,46969,36797,42254,37480,36256,22739,31781,23407,28712,19963,20275,18453,18344,6683,6735,6158,6051,3390,4642,1977,8118,
其他非流动资产(万元),269915,360067,428845,406281,376975,374915,403296,347851,316818,336943,462996,419605,156741,145458,170501,119420,88834,102196,38238,38579,35682,32771,33888,50147,15802,15613,23264,11222,37672,49329,--,0,0,0,0,0,--,--,--,--,0,0,
非流动资产合计(万元),12048199,11969968,11905685,11893247,11870191,11772133,11477813,11313304,11132621,10651570,10201114,10202298,4652110,4690458,4518034,4040790,3909330,3817663,3587770,3416136,3379559,3295591,3207617,3127461,2968026,2917905,2736898,2592727,2409302,2344147,2145917,2020708,1900570,1858644,1646804,1565128,1474293,1446350,1252296,1127931,1093444,942244,
资产总计(万元),37238832,37517089,37577797,36066767,34417645,33831061,34330235,33073765,31866280,31169373,32033636,30746719,15837700,15056501,15091204,14230639,12843748,12112941,11637944,10582078,10454530,10521730,10548958,10271597,9847515,9278639,10203586,9291807,8361868,7356567,6968688,6561294,5968917,5498936,5470409,4968201,4709729,4548867,4465217,3152953,3272586,2637931,
短期借款(万元),2796556,3242895,3109817,2511287,2144318,2199438,1517021,1827375,1219902,736551,1726501,1863954,549297,273183,669049,1279134,580158,507573,727471,499998,498676,448725,503660,539486,858907,988917,1383237,1475683,853958,526142,191534,228568,239200,319040,547719,376421,331006,371358,394986,539403,543711,206898,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,5392,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
吸收存款及同业存放(万元),208668,348782,256006,118377,157327,271137,397445,77560,89637,186195,150333,75580,2484,13559,1917,7571,--,3316,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
拆入资金(万元),50000,--,--,120000,50000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
交易性金融负债(万元),39471,22524,344,--,843,1698,725,421,--,36,103,119,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,--,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
应付票据(万元),2319224,2329169,2059159,1706091,1875502,1979728,1852512,1541972,1813536,2279008,2330391,1815518,942792,1241935,1269774,1057425,1277634,1357496,842172,769813,975068,1294810,1235613,811544,633320,661655,849714,783232,670291,691276,745579,609525,529948,497539,550593,557869,447217,312713,278946,137199,161218,179516,
应付账款(万元),10353910,10435429,11216085,10374578,9488398,9194985,9459187,9287267,8703250,8317911,8129169,8056832,3996865,3823538,4341056,3931055,3361386,3179813,3077777,2792654,2684846,2671486,2992965,2686974,2276309,2123900,2947249,2462801,2371878,1797152,1859254,1655356,1621095,1367619,1384226,1045322,884878,841504,784433,656972,622987,588051,
预收账款(万元),2498529,2029042,2254791,2284152,2416272,2577348,2799329,2657563,3088285,2969313,2877648,3128277,2478203,2318458,1137971,945968,981842,714179,904694,715948,750645,727178,397842,433245,404688,740866,573572,558103,664305,816370,710518,737746,537950,517462,479714,520056,620573,625208,603850,439299,514888,175998,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
应付职工薪酬(万元),202011,215336,261174,217789,182423,193916,248341,223498,183238,191132,236015,214982,101593,113790,182280,95470,56308,76141,84591,64348,61822,59487,95441,86998,56354,47184,107174,111765,57341,43505,87970,69194,43249,46331,66678,69427,44385,46231,62619,64935,55876,166515,
应交税费(万元),162251,337997,221655,250867,157625,328119,297699,222054,191700,356423,207740,191861,100087,134064,114284,108765,103343,157413,57430,53849,72898,127507,83410,89506,98040,142655,89217,121222,121739,97953,47923,57369,51463,29768,-12329,-2990,-26840,-5839,-750,21908,9993,30352,
应付利息(万元),28774,36294,21770,14325,24355,36390,29269,16176,35099,42183,33350,20141,12871,12783,6753,10079,10710,12782,5116,9958,1538,7591,13112,30123,21544,21679,13168,9478,3839,8623,12222,8000,3946,488,0,0,--,--,1251,1232,0,0,
应付股利(万元),13667,20706,11836,643633,20754,19607,12406,461243,31498,29908,18022,43344,7599,7761,3209,150138,7954,7993,5171,145487,4817,4817,4142,268646,7612,7833,4272,20851,5063,6836,1884,59220,2495,4778,5786,47873,7175,5947,1507,--,2062,2133,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
其他应付款(万元),807628,856512,875745,917047,781029,805333,923601,808945,707194,699625,821900,717284,446555,385532,410299,449916,389248,341958,338904,261464,325097,313619,335243,279068,235521,301654,277421,198732,210499,183626,198800,177522,127645,166221,155327,142914,179102,142091,70142,135536,152040,144158,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,15411,14517,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,6619,6615,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,500000,400000,--,200000,--,300000,--,200000,--,500000,--,600000,--,150000,--,50000,--,0,0,0,0,0,--,--,--,--,79455,118196,
一年内到期的非流动负债(万元),851866,451396,444694,577399,481398,809488,786192,785261,499473,500806,311753,339785,252923,220697,197795,172338,116105,141357,43891,113207,80596,298622,432001,478703,449276,282151,39898,50530,47887,44752,91354,31378,37523,29026,17562,24024,16229,19751,2334,3656,4905,20088,
其他流动负债(万元),27824,22940,200000,218903,1341,5530,900000,600000,400000,600000,1371962,699188,--,--,--,--,400000,--,550000,--,500000,--,200000,--,600000,--,400000,--,51289,0,--,0,0,0,0,0,--,--,9408,--,0,0,
流动负债合计(万元),20360377,20349020,20933077,19954448,17781583,18422718,19223726,18509335,16962812,16909091,18214886,17166865,8891268,8545299,8839778,8607859,7284687,6700020,6637214,5726727,5956003,6153841,6293428,6204294,5641571,5918493,6684922,5942398,5058088,4266235,3947038,3633878,3194515,2978270,3195276,2780916,2503725,2358964,2208726,2022170,2168267,1631904,
长期借款(万元),438097,445954,336576,225232,210595,372150,634871,665111,676031,663369,465095,544996,362917,358244,194294,36626,63190,56851,74850,75414,71578,72738,88049,46989,38617,32510,23054,21723,20504,20372,24171,21116,16295,17187,18341,19270,35811,66500,171588,197305,208637,217956,
应付债券(万元),549615,912594,915867,920991,1075375,1074991,1058630,853688,1081866,768256,768055,767853,370000,370000,370000,370000,300000,300000,300000,300000,--,--,--,--,--,200000,400000,400000,400000,400000,400000,400000,400000,200000,0,0,--,--,--,--,0,0,
长期应付款(万元),28815,29430,25225,17981,24003,21268,26351,28182,26269,27592,22270,22495,25761,23501,29530,12841,--,--,1006,241,1030,1006,--,--,--,--,156,156,156,156,169,321,321,321,321,479,482,482,576,740,1020,3433,
专项应付款(万元),1104,1120,1286,1127,1244,1573,1380,551,515,484,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4036,4039,4256,4274,2611,2612,2612,2612,0,0,--,--,--,--,0,0,
预计非流动负债(万元),537183,541722,542943,515828,526711,522955,469316,464106,451963,435196,389577,423552,330062,187565,225741,150192,147667,114808,125149,103044,106766,97268,140742,113721,95420,83212,97535,62545,40993,41170,64235,34939,19472,14472,9315,9832,10158,8257,--,--,0,0,
长期递延收益(万元),569862,575661,604193,594803,601141,594476,582851,553435,558139,555635,490106,469088,187622,174267,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,27298,26848,0,
递延所得税负债(万元),17435,17588,20253,21204,24314,23584,21516,21630,23920,24198,23030,24657,10878,11681,12658,7132,10094,6121,8558,5020,4652,4543,1930,2227,2259,2679,931,1419,1423,1290,700,1467,1024,1190,1134,1127,1038,1007,739,2390,1052,0,
其他非流动负债(万元),40639,85209,69609,62686,70024,65255,68977,72056,102525,22650,21928,21766,33674,33674,429384,320317,322458,319678,357173,302690,259651,241349,254749,231890,259029,232954,246921,266742,279900,238995,238912,265695,249274,249274,282073,251372,259799,245907,278397,220694,225175,261547,
非流动负债合计(万元),2546749,2981128,2872528,2720623,2886968,3027882,3277771,3070605,3326187,2902825,2588089,2687955,1515396,1359029,1261607,897108,843408,797458,866736,786409,443677,416903,485470,394827,395324,551354,772633,756625,747231,706257,730798,726149,688997,485056,311185,282080,307289,322152,451300,448427,462732,482935,
负债合计(万元),22907126,23330148,23805605,22675071,20668551,21450600,22501497,21579940,20289000,19811916,20802975,19854820,10406664,9904328,10101385,9504967,8128095,7497478,7503950,6513136,6399681,6570744,6778898,6599122,6036896,6469847,7457555,6699022,5805319,4972492,4677836,4360027,3883512,3463326,3506461,3062996,2811014,2681116,2660026,2470596,2630999,2114839,
实收资本(或股本)(万元),2869886,2869886,2869886,2869886,2869886,2728876,2728876,2728876,2728876,2728876,2728876,2728876,1380300,1380300,1380300,1380300,1380300,1380300,1380300,1380300,1380300,1380300,1380300,1380300,1380300,1184000,1184000,1184000,1184000,1184000,1184000,1184000,1184000,1184000,1184000,1184000,1184000,1184000,1184000,700000,700000,0,
资本公积(万元),4063667,4063667,4070437,4068513,4069162,3016762,2997661,2996927,2996710,2996011,3097423,3097423,996165,996165,1036361,1017565,1027677,1028107,951554,937239,949851,934553,924675,932568,940851,264697,260593,269085,268697,268555,271701,271568,284494,284494,285060,284411,284551,283964,285062,-265287,-265404,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
专项储备(万元),4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
盈余公积(万元),282156,282156,227381,227381,227381,227381,180168,180168,180168,180168,112331,112331,112331,112331,104398,104398,104398,104398,76600,76600,76600,76600,49660,49660,49660,49660,28866,28866,28866,28866,14975,14975,14975,14975,5905,5905,5905,5905,--,--,0,0,
一般风险准备(万元),55127,55127,55127,55127,55127,55127,33969,33969,33969,33969,21740,22970,13667,13667,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
未分配利润(万元),5034628,4903600,4559440,4247501,4598122,4482923,4173738,3901211,4029899,3831121,3795241,3467843,1632940,1535768,1421683,1230503,1225756,1148539,1025712,908481,967737,886567,797806,704425,868162,761016,677110,599849,539821,445269,386689,316422,288964,253376,198616,157265,151803,132519,106072,36755,0,0,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-8217,-3651,-5257,-5354,-4615,-4336,-2499,-2478,-2501,-3117,-3170,-3210,-3088,-2047,-2386,-2271,-1311,-1369,-677,-334,-233,-10,-593,-781,--,--,0,0,
归属于母公司股东权益合计(万元),12274205,12155859,11761603,11445776,11810991,10485661,10041046,9760318,9868600,9690032,9673005,9400250,4143374,4051053,3934526,3729115,3732874,3655990,3429551,3298284,3371990,3275543,3149939,3063835,3235802,2256163,2147481,2079753,2018998,1924418,1856054,1785597,1771756,1736511,1673348,1631571,1625666,1605607,1575134,471468,434596,330773,
少数股东权益(万元),2057501,2031081,2010589,1945920,1938103,1894801,1787692,1733507,1708680,1667426,1557656,1491649,1287662,1101120,1055292,996557,982779,959473,704442,770658,682860,675443,620120,608640,574817,552629,598550,513032,537551,459656,434798,415670,313650,299098,290600,273635,273049,262145,230057,210889,206991,192319,
所有者权益(或股东权益)合计(万元),14331706,14186940,13772192,13391696,13749094,12380462,11828738,11493825,11577280,11357457,11230661,10891899,5431037,5152173,4989819,4725672,4715653,4615463,4133994,4068942,4054850,3950986,3770060,3672475,3810619,2808792,2746031,2592784,2556549,2384075,2290852,2201267,2085405,2035609,1963948,1905206,1898715,1867752,1805191,682357,641587,523092,
负债和所有者权益(或股东权益)总计(万元),37238832,37517089,37577797,36066767,34417645,33831061,34330235,33073765,31866280,31169373,32033636,30746719,15837700,15056501,15091204,14230639,12843748,12112941,11637944,10582078,10454530,10521730,10548958,10271597,9847515,9278639,10203586,9291807,8361868,7356567,6968688,6561294,5968917,5498936,5470409,4968201,4709729,4548867,4465217,3152953,3272586,2637931,		
  
