报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
流动资产合计(万元),440789,382601,385795,390397,372074,367184,351716,279662,332718,361154,351480,382118,302163,258103,222672,204879,216559,199199,178922,164492,163304,171628,216653,288064,307035,357868,292106,259329,256126,266128,119521,112228,88605,104305,68220,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),1602,1617,1662,1691,3118,3118,3118,3119,3119,3096,3142,200,200,200,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),533,515,573,675,718,783,770,781,788,817,555,555,--,--,2,200,200,467,650,983,1274,1596,1773,2323,2514,2450,2466,2943,2248,2176,2143,1870,2138,2770,2628,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),604457,--,602946,--,589005,--,578820,--,550979,--,531299,--,430667,--,384430,--,349542,--,322833,--,157691,--,143768,--,128094,--,122801,--,113642,--,92125,75002,71153,37510,32582,
累计折旧(万元),257440,--,233262,--,212004,--,188025,--,163350,--,139291,--,119092,--,98294,--,82248,--,65975,--,56609,--,49541,--,43616,--,37799,--,32288,--,27190,25260,19537,13613,9810,
固定资产净值(万元),347017,--,369684,--,377001,--,390795,--,387630,--,392008,--,311576,--,286137,--,267294,--,256858,--,101082,--,94227,--,84478,--,85002,--,81354,--,64935,49742,51616,23896,22772,
固定资产减值准备(万元),59,--,59,--,59,--,59,--,59,--,59,--,59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),346958,356529,369625,366999,376942,380328,390736,368603,387571,380836,391949,336724,311516,293097,286137,259654,267294,257619,256858,99787,101082,103012,94227,88481,84478,84022,85002,83805,81354,80372,64935,49742,51616,23896,22772,
在建工程(万元),67081,49727,41914,42770,45702,44066,38580,40668,40849,35579,39129,53781,93597,84814,73054,56067,44219,46890,41716,157522,146405,139127,138901,102962,90853,51701,41159,15536,8778,6019,5818,14173,3194,30002,3157,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,1529,1055,788,2341,1706,680,2314,2083,951,1192,1638,1558,4638,6040,4096,2367,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,232,35,52,--,-102,-11,--,--,-128,--,40,--,-4,--,40,0,0,0,0,0,
生产性生物资产(万元),386,393,404,415,428,439,444,618,616,582,436,425,428,437,445,447,423,387,335,200,144,10,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),80008,83215,83549,76706,75789,75838,73984,64625,64365,62469,61584,61878,54035,54216,47459,47109,45316,45380,45425,33520,30436,30672,27097,26816,26533,19913,19914,20039,20073,20204,17681,14588,14565,9280,5831,
开发支出(万元),--,--,--,--,--,--,--,1030,387,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),6150,6150,6150,7550,7550,7550,7550,7550,7550,7550,7550,6785,6785,6704,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),12372,12568,12218,13822,13410,14321,11579,8912,8897,8536,6938,5507,4862,5805,4821,4461,4811,4873,1711,1122,822,728,750,446,340,350,361,391,59,64,69,21,35,291,322,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),7819,8226,7835,6745,6024,4013,3363,3027,2709,3051,3135,3670,2756,2867,2882,2645,3178,1855,1986,2233,1499,1621,1637,1375,938,749,798,250,672,174,177,119,83,689,60,
其他非流动资产(万元),25471,24037,20300,31865,26410,19730,20405,48573,21219,28111,20679,51298,35579,33812,27545,55219,45021,41483,27106,20084,21769,19288,21441,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),548380,542977,544229,549237,556092,550186,550527,547506,538070,530636,535098,522351,510814,482741,444886,427740,411176,401321,377869,316300,304611,297692,287384,226912,211695,163321,152068,122960,113184,109049,90821,80513,71631,66930,34772,
资产总计(万元),989169,925579,930024,939635,928166,917370,902244,827168,870788,891790,886578,904469,812976,740844,667558,632618,627735,600521,556790,480792,467914,469321,504038,514976,518730,521188,444174,382289,369310,375177,210342,192741,160236,171235,102992,
短期借款(万元),397891,332006,300870,326910,338353,342400,256385,273550,328584,273177,208386,235760,298389,222926,149255,125485,139297,106927,72000,43975,54000,49000,50600,78600,75000,68878,87189,93989,85997,64897,58117,58618,35625,60746,14800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),36000,50377,76472,45572,42880,74443,50421,22000,19036,61765,96095,101173,47328,55181,71670,62782,38253,46129,36530,58009,44408,31126,46201,51805,62564,64993,37842,9500,12885,29004,28652,30076,27282,18162,14245,
应付账款(万元),56917,44503,58967,52833,72594,56391,54524,52952,50142,68750,58486,56597,53652,48521,38481,47283,67499,51154,41165,26248,27135,27712,23176,37558,37655,25762,30614,15463,10779,14382,16695,10227,8811,9308,5870,
预收账款(万元),35547,60769,57641,57806,19707,20043,39093,21790,20957,15659,34031,12608,26145,32527,34306,21674,16196,29312,49333,18948,11475,22980,47004,13244,15475,26987,36621,18003,18491,18278,19936,17393,17974,18806,19895,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),1642,2049,1645,2026,1578,1776,1511,1550,1222,1306,1155,1541,891,928,762,779,728,868,615,633,496,806,693,637,575,682,505,503,541,732,497,459,467,363,290,
应交税费(万元),2774,2615,4813,3895,4090,1072,3665,3895,5097,3814,3722,4389,2995,3026,3028,2426,1630,5781,5276,2634,1593,4377,5300,-724,-709,4047,4521,3219,2909,3217,2077,460,227,970,1811,
应付利息(万元),2550,2003,1544,200,--,304,4789,3632,1861,390,4789,3319,1862,306,4789,3319,1819,379,4789,3319,1849,379,4789,3319,1849,379,--,--,--,--,0,0,0,0,0,
应付股利(万元),8083,--,--,1766,9947,--,--,--,2075,1868,1868,1868,6774,--,--,70,237,167,167,167,464,167,167,1630,1977,9906,1683,1580,1463,1463,1463,1625,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),14397,9449,12075,39017,30946,32026,33061,15142,14875,33768,49101,60378,9670,7939,2650,4818,3619,2311,15606,2393,2783,2689,2636,2919,2597,2974,2508,2802,3269,11237,1040,983,1149,1942,6129,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),3435,3435,3441,3435,3435,5315,85283,5310,5310,5310,5310,5310,3750,3750,3750,3000,3000,3000,3000,--,--,--,--,2000,200,200,--,2000,4000,10000,8000,8000,0,1870,0,
其他流动负债(万元),39887,31642,29975,61853,61095,30436,30115,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),599124,538849,547442,595313,584625,564204,558848,399822,449159,465806,462942,482943,451456,375104,308692,271635,272280,246028,228482,156327,144206,139237,180565,190988,197183,204809,201481,147058,140334,153210,136476,127841,91534,112167,63041,
长期借款(万元),2376,2379,3136,15017,15799,15795,16576,18430,19210,21085,21865,23740,17500,19375,19375,25000,25000,20340,--,3000,3000,3000,3000,3000,4800,4800,5000,3000,3000,1000,0,0,7000,0,1870,
应付债券(万元),19904,19894,19884,--,--,--,--,79923,79879,79835,79791,79748,79705,79661,79620,79580,79537,79499,79461,79424,79386,79349,79313,79279,79244,79210,--,--,--,--,0,0,0,0,0,
长期应付款(万元),39373,29810,29802,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1558,1558,1694,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计非流动负债(万元),1246,2423,2009,2163,2289,1989,1285,1111,340,329,1784,2587,545,1190,400,959,572,814,847,613,323,492,583,922,732,494,1385,1802,1294,--,0,0,0,0,0,
长期递延收益(万元),10009,10532,11071,11146,11454,11938,8844,9204,9607,9999,10361,8812,8339,8212,8256,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),539,511,521,988,868,770,867,858,867,934,932,989,945,937,926,904,951,952,964,1151,1115,1162,1187,1283,1262,1439,1442,1249,1347,1237,1113,1144,1187,1333,1012,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8386,7591,7456,7165,3486,3032,2115,2199,1565,1633,1684,1458,469,500,500,500,549,169,0,0,
非流动负债合计(万元),73447,65549,66424,29314,30410,30492,27572,109527,109903,112182,114733,115876,107034,109375,108578,114829,113651,109061,88437,89231,88414,87813,86282,86048,87671,87628,9286,6520,6141,2737,1613,1694,8356,1333,2882,
负债合计(万元),672571,604398,613866,624628,615035,594697,586420,509349,559063,577988,577675,598819,558490,484479,417270,386465,385931,355089,316918,245557,232620,227050,266848,277036,284854,292437,210767,153578,146475,155946,138089,129534,99890,113501,65923,
实收资本(或股本)(万元),101010,101010,101010,101010,101010,101010,101010,101010,101010,101010,101010,101010,33104,33104,33104,33104,33104,33104,33104,33104,33104,33104,33104,33104,33104,33104,33104,33104,16552,16552,12352,12352,12352,12352,11658,
资本公积(万元),113133,113133,113133,113638,113638,113638,113638,113638,113638,113638,113638,113893,128322,128322,128322,128322,128157,128157,128354,127933,127933,127951,127951,127929,127929,127929,127929,127936,144481,144488,11255,10202,10202,10202,3982,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),899,689,745,1658,1097,543,398,482,411,119,735,1420,1238,1301,1322,1569,1692,1716,1727,1663,1593,1665,1473,1524,1472,1405,1146,1145,1124,1080,853,813,561,382,185,
盈余公积(万元),11304,8876,8876,7937,7937,7937,8423,7970,7970,7970,7970,7155,7155,7155,7155,4706,4706,4706,4706,4706,4706,4706,4706,3623,3623,3623,3623,2426,2426,2426,2426,1602,1602,993,534,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),81618,88122,83045,81363,80325,88257,81141,83535,78317,80519,75402,72167,65164,67411,62779,62746,59897,64888,60491,57315,55268,62539,58276,60239,57072,52515,55394,52496,46736,44780,39457,32839,29977,29061,14602,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-7,-1,0,0,0,-2,-0,2,0,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),307945,311809,306790,305584,303433,310820,304035,305977,300679,302574,298124,295601,234973,237284,232674,230439,227556,232572,228383,224721,222602,229965,225512,226420,223201,218577,221197,217108,211319,209326,66343,57808,54694,52990,30960,
少数股东权益(万元),8652,9372,9368,9423,9698,11854,11789,11842,11047,11227,10778,10050,19513,19081,17614,15714,14249,12860,11489,10514,12692,12306,11678,11520,10674,10175,12210,11603,11516,9905,5911,5399,5652,4745,6109,
所有者权益(或股东权益)合计(万元),316597,321180,316158,315007,313131,322674,315823,317819,311725,313802,308903,305650,254486,256365,250288,246153,241804,245432,239872,235235,235294,242271,237190,237940,233875,228752,233407,228711,222835,219231,72254,63207,60346,57734,37069,
负债和所有者权益(或股东权益)总计(万元),989169,925579,930024,939635,928166,917370,902244,827168,870788,891790,886578,904469,812976,740844,667558,632618,627735,600521,556790,480792,467914,469321,504038,514976,518730,521188,444174,382289,369310,375177,210342,192741,160236,171235,102992,		
  
