报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
其他非流动资产(万元),31,53,893,18,3055,3063,3063,2834,2807,2807,2828,2828,2807,2807,2807,2807,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,0,--,159,
非流动资产合计(万元),11765,11707,11662,10607,77917,78685,79418,79963,81966,83403,78365,77865,79455,80119,74849,63167,15922,15501,15651,15635,16718,16388,15253,14615,10900,11425,38527,39045,43828,44825,45795,46713,48253,49120,49651,50458,50541,50919,51572,52340,57801,58578,58432,59670,
资产总计(万元),52309,52592,52411,58412,91056,91797,97253,97850,101070,99904,92499,92160,92860,97841,99214,91669,104835,95605,98037,97403,98785,99114,87584,74921,74642,75257,107347,106847,108925,110115,113886,114078,109532,109589,111520,112558,111176,110831,111714,112276,121948,120891,120326,123734,
短期借款(万元),--,--,--,--,--,--,--,--,500,1100,1500,1500,6500,6500,10000,5000,--,--,--,--,--,--,--,--,--,--,21,1051,1081,1098,1108,1118,1118,1128,1128,128,1128,1128,1300,300,3164,3164,4464,4464,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,0,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,2900,7900,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
应付账款(万元),779,1230,1010,1248,14016,13415,13865,14592,16467,18317,9911,9177,8319,7785,6858,6477,5354,5379,6287,6211,6644,5753,7089,7171,6903,5951,7563,6314,9292,8971,9414,8456,8613,7811,6917,7285,9552,8942,9201,8985,13374,13260,12334,13327,
预收账款(万元),69,171,163,163,2793,1587,1495,1226,1109,865,784,733,1313,1166,669,709,915,2433,3650,1903,1353,2921,5466,2741,1939,2985,6758,6226,3754,5802,9410,10121,2923,4731,8501,10008,3938,5027,6013,7876,4359,4800,5328,6776,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
应付职工薪酬(万元),137,204,103,177,2118,2125,2157,2175,2112,2019,2006,1995,2116,2075,2061,2050,1672,1607,1531,1535,1485,1659,1724,1718,1623,1633,1643,1625,1965,1876,1429,1907,2135,1827,1488,1499,1774,1656,1593,1596,600,263,435,2783,
应交税费(万元),180,118,416,383,1798,1822,1719,1784,1598,1594,1579,1581,-4153,-3694,-931,1466,1326,1382,1141,1375,1591,1508,1462,1609,1594,1730,1921,1713,1538,1310,1419,1476,1553,1474,1233,1550,1162,1093,1212,1649,2185,2279,2215,2349,
应付利息(万元),--,--,--,--,--,--,--,7,--,--,--,10,--,0,9,9,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
应付股利(万元),--,--,--,--,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,813,813,813,813,846,846,853,853,853,853,853,853,853,853,853,853,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
其他应付款(万元),2912,2925,2920,8762,5099,6505,8323,3845,3558,1982,2962,3182,1819,1775,3832,3836,3756,1149,1231,1149,1637,1622,1096,1026,1471,1651,991,1577,1888,1891,2061,2005,2751,2729,2604,2637,3106,2957,2850,2590,6757,6375,5403,4491,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,3500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,376,376,376,376,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
流动负债合计(万元),4077,4648,4612,10732,25902,25532,27636,27207,25421,25955,18821,18256,18892,23586,27577,19626,13100,12029,13918,12251,12787,13542,16916,14344,13608,14027,18976,18584,20331,21761,25654,25895,19939,20545,22723,23960,21512,21656,23021,23850,31668,31369,31407,35419,
长期借款(万元),--,--,--,--,--,--,--,--,3500,3500,3500,3500,--,--,--,--,10000,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,25,0,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,171,0,--,--,--,0,611,--,456,484,426,0,
预计非流动负债(万元),--,--,--,--,196,196,196,196,192,192,192,192,353,353,353,353,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
长期递延收益(万元),--,--,--,--,45,47,49,50,--,53,--,56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),1,1,1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,52,--,55,--,58,60,61,63,789,790,292,293,333,335,338,338,380,380,380,356,451,395,395,395,388,559,533,533,438,653,0,559,2,0,--,426,
非流动负债合计(万元),1,1,1,1,241,243,245,247,3744,3745,3747,3748,411,413,415,416,10789,790,292,293,333,335,338,338,380,380,380,356,451,395,395,395,559,559,533,533,438,653,611,559,484,484,426,426,
负债合计(万元),4078,4649,4613,10733,26144,25775,27881,27453,29165,29700,22567,22004,19304,23999,27991,20042,23889,12819,14210,12545,13120,13877,17254,14682,13988,14407,19356,18940,20782,22156,26049,26290,20498,21104,23256,24493,21950,22309,23632,24409,32152,31853,31833,35845,
实收资本(或股本)(万元),23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,
资本公积(万元),54636,54636,54636,54636,54636,54636,54636,54636,54636,54636,54636,54636,54636,54636,51136,51136,51136,51136,51136,51136,51136,51136,51136,51136,51136,51136,51136,51136,51136,51136,51136,51136,51051,51051,51036,51036,51335,51036,51036,51036,51067,51067,51067,51067,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3741,3717,3717,3717,3717,3700,3700,3700,3700,3661,3661,3661,3661,3653,3653,3653,3607,
一般风险准备(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-17690,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
未分配利润(万元),-33925,-34151,-34240,-34316,-37103,-35961,-34126,-33268,-32761,-34543,-34797,-34662,-31777,-31573,-30826,-30499,-21218,-19502,-18463,-17482,-16698,-17129,--,-17731,-17223,-17027,10115,10030,10290,10106,9984,9935,11283,10734,10528,10328,11230,10825,10386,10170,11848,11091,10545,9988,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,0,--,0,
归属于母公司股东权益合计(万元),47451,47226,47136,47061,44273,45416,47250,48109,48615,46833,46579,46715,49599,49803,47051,47378,56658,58375,59414,60395,61178,60748,60186,60146,60654,60849,87991,87906,88143,87959,87837,87788,89034,88485,88264,88064,89226,88522,88082,87867,89569,88811,88266,87662,
少数股东权益(万元),780,718,661,618,20639,20606,22122,22288,23290,23370,23352,23441,23957,24038,24172,24249,24288,24412,24414,24463,24487,24489,10144,94,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,227,227,227,227,
所有者权益(或股东权益)合计(万元),48231,47943,47797,47679,64913,66022,69372,70397,71905,70203,69931,70156,73556,73842,71223,71627,80946,82786,83827,84858,85665,85237,70331,60240,60654,60849,87991,87906,88143,87959,87837,87788,89034,88485,88264,88064,89226,88522,88082,87867,89796,89038,88493,87889,
负债和所有者权益(或股东权益)总计(万元),52309,52592,52411,58412,91056,91797,97253,97850,101070,99904,92499,92160,92860,97841,99214,91669,104835,95605,98037,97403,98785,99114,87584,74921,74642,75257,107347,106847,108925,110115,113886,114078,109532,109589,111520,112558,111176,110831,111714,112276,121948,120891,120326,123734,		
  
