报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
短期借款(万元),12576,11066,11190,9090,7490,6600,4600,3850,1400,500,700,900,4525,4125,3925,2200,2050,700,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1493,1798,1666,1136,1329,2334,2835,1922,950,2180,3438,2258,1773,1458,1026,523,--,--,
应付账款(万元),11837,11434,11793,11857,11305,9375,9698,8658,8430,7850,8700,8264,8410,7456,8343,6978,5104,4273,
预收账款(万元),3799,3719,3226,2883,4963,3542,3692,5251,1275,860,869,2307,1317,1130,1129,1584,2793,2757,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),909,576,1352,895,553,329,1161,676,209,1,439,342,172,2,443,513,361,536,
应交税费(万元),1361,1432,2256,1398,628,991,1051,522,64,-128,636,89,105,144,650,742,524,769,
应付利息(万元),--,4,0,14,4,2,1,0,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1159,723,593,1695,939,405,444,368,209,175,59,166,660,65,71,62,37,53,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),2339,172,179,186,193,155,209,217,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),35473,30925,32254,29155,27405,23732,23690,21464,12537,11438,14840,14325,16961,14380,15587,12602,10869,9088,
长期借款(万元),1325,3532,3553,3850,2071,123,123,151,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,3,22,40,59,94,94,111,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1430,1462,1494,1519,1546,1572,1597,1624,345,470,470,--,--,--,--,--,--,--,
递延所得税负债(万元),1366,1403,1440,1476,1262,1293,1324,1355,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),4122,6400,6509,6888,4938,3082,3138,3241,345,470,470,0,0,0,0,0,0,0,
负债合计(万元),39594,37325,38763,36043,32342,26815,26829,24705,12882,11908,15310,14325,16961,14380,15587,12602,10869,9088,
实收资本(或股本)(万元),55275,55275,55275,55275,29686,29686,29686,29686,24000,8000,8000,8000,8000,6000,6000,6000,6000,6000,
资本公积(万元),61303,61303,61303,61313,60296,60296,60296,60296,6429,22429,22429,22429,22429,7053,7053,7053,7053,7053,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),210,144,159,167,265,216,198,212,69,20,16,5,11,12,13,--,--,--,
盈余公积(万元),2060,2060,2060,2000,2000,2000,2000,1779,1779,1779,1779,1448,1448,1448,1448,1085,657,272,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),22526,21631,21061,20795,20286,19964,19456,16205,14702,15188,14832,13388,12698,12255,11849,9361,6201,2759,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-25,
归属于母公司股东权益合计(万元),141379,140413,139859,139538,112533,112150,111622,108165,46965,47397,47037,45247,44556,26738,26333,23469,19886,16060,
少数股东权益(万元),268,291,313,333,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),141647,140703,140171,139871,112533,112150,111622,108165,46965,47397,47037,45247,44556,26738,26333,23469,19886,16060,
负债和所有者权益(或股东权益)总计(万元),181241,178029,178935,175914,144876,138965,138451,132870,59847,59305,62347,59573,61517,41118,41919,36071,30755,25147,		
  
