报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
存货(万元),105510,118419,99120,105905,89403,101529,81175,84753,81851,96292,62723,66711,59908,73931,66462,79071,80261,89881,80369,79316,79733,79565,--,70086,60991,72648,56426,42807,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),12666,12668,17805,16551,20993,21270,17820,9686,59146,88735,88122,89391,79002,28529,67029,54339,59858,20081,58112,34413,51139,11803,--,30239,4624,2100,200,2498,
流动资产合计(万元),422211,441568,450358,433712,420838,433096,454282,428714,436663,348613,370385,321682,322926,290627,325217,317476,296883,278941,315479,295303,268414,191013,--,205453,157582,181233,164026,141291,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),6852,6742,6130,5921,5825,5753,5709,3779,3706,3680,3593,3518,1991,1975,1942,1832,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1695,1717,1661,1682,1702,1723,1873,1895,1917,1939,1961,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,297026,--,278954,--,270162,--,228752,--,219276,--,211995,--,203183,--,193689,--,193111,--,184006,--,181389,--,166753,165416,--,--,--,
累计折旧(万元),--,114115,--,104556,--,95113,--,86479,--,79224,--,78894,--,76433,--,74635,--,71347,--,67331,--,61401,--,60773,58882,--,--,--,
固定资产净值(万元),--,182910,--,174398,--,175049,--,142273,--,140052,--,133100,--,126750,--,119054,--,121764,--,116675,--,119988,--,105980,106535,--,--,--,
固定资产减值准备(万元),--,80,--,82,--,95,--,101,--,102,--,106,--,113,--,121,--,147,--,165,--,183,--,212,249,--,--,--,
固定资产(万元),--,182831,174921,174315,173864,174955,167849,142172,139183,139950,133945,132995,125367,126638,124289,118933,121205,121617,117471,116509,118624,119806,--,105769,106285,87239,79125,68816,
在建工程(万元),--,16791,20968,16775,12668,9412,5199,19521,16415,13967,11056,9245,13113,9844,6554,10680,8242,5647,7755,5383,3952,1398,--,2980,1999,11676,7202,921,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),47072,47350,47575,25510,25097,25119,25208,25298,25372,25510,25603,25927,26253,26517,19021,19262,19383,18794,18875,19042,19225,19308,--,19552,19719,18365,15507,15678,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),6293,6753,6399,4464,4351,3826,2975,2569,2472,2422,2306,2549,2365,2257,2384,2215,2483,2579,1965,1768,1001,830,--,609,608,249,275,196,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2529,2651,3099,2764,1994,1764,2149,1870,1989,2203,2795,2743,2617,2809,2776,2362,4590,5747,4934,3784,4448,4240,--,3253,3582,3190,1068,528,
其他非流动资产(万元),6424,6690,6963,27821,10613,9624,5868,7785,6405,5229,4370,5130,3737,2300,13133,13194,3841,4568,5455,5110,1080,1109,--,366,293,--,--,--,
非流动资产合计(万元),271066,271525,267716,259253,236114,232175,216830,204888,197459,194899,185630,182106,175443,172340,170099,168478,159743,158951,156456,151596,148331,146690,--,132528,132486,120720,103176,86139,
资产总计(万元),693276,713093,718074,692966,656952,665271,671112,633601,634122,543513,556015,503788,498369,462967,495316,485954,456626,437893,471935,446899,416745,337703,383045,337981,290068,301952,267203,227430,
短期借款(万元),52343,33438,48543,49027,39844,--,13274,8387,30329,--,50734,60168,78856,10898,51361,82405,71209,24420,68542,88358,60429,17805,--,62506,21828,22962,24639,15300,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),59,3324,5693,3962,--,--,--,--,--,--,--,53,121,763,--,--,--,--,--,--,212,--,--,--,--,--,218,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,145996,--,146094,138873,155767,156619,132053,112656,136136,120331,99214,84709,107420,106982,91649,83772,100377,92846,75944,75105,98973,--,74838,79363,103176,91225,68374,
应付账款(万元),--,79061,--,66480,60468,87146,81836,83489,85732,91941,79907,65063,53810,61523,65428,57873,45234,57632,61887,42904,42302,54960,--,52945,38079,44235,38035,44481,
预收账款(万元),11874,10234,11381,9723,9431,8766,13684,12076,12455,10969,10761,9821,13173,16417,12423,11767,12543,10568,11117,9046,11884,9654,--,8085,11741,5426,4288,2929,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),18098,24499,19156,16604,12970,23471,17961,16634,15228,20794,18769,14931,12989,15279,13861,13417,9951,13631,11641,8611,7448,11089,--,8262,9243,7802,7477,6529,
应交税费(万元),3545,6988,6890,4081,2375,2099,7808,5285,4154,5825,7956,3857,3119,4499,5380,1367,2174,4540,3842,3235,2316,3640,--,2236,2954,-507,-2810,-902,
应付利息(万元),290,290,--,310,50,--,21,16,84,--,88,83,57,27,16,68,132,48,261,369,206,65,--,356,10,--,--,--,
应付股利(万元),--,--,--,16874,--,--,--,9292,--,--,--,3127,--,--,--,--,--,--,--,4081,--,--,--,--,--,--,912,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,17529,17105,15821,14702,13922,13366,13583,11667,11336,11591,10144,9855,8769,9301,8572,8790,8271,7794,8061,7549,7853,--,6530,6707,4927,4374,2251,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1384,1384,1384,1372,--,--,--,4000,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),293595,321358,332824,328975,278712,291170,304568,280817,272305,277002,300137,266461,256689,225594,264753,267118,233804,219485,259312,241993,208836,205411,--,215757,169925,192021,168359,138962,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1414,1414,1800,4000,4000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),6,6,131,89,104,35,29,10,10,10,10,10,10,10,11,514,316,121,182,107,13,189,--,300,92,380,35,46,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,267,1870,--,--,
非流动负债合计(万元),6,6,131,89,104,35,29,10,10,10,10,10,10,10,11,514,316,121,186,107,13,189,--,1714,1773,4050,4035,4046,
负债合计(万元),293601,321364,332955,329065,278815,291205,304597,280827,272315,277012,300147,266471,256700,225605,264764,267632,234120,219606,259499,242100,208849,205600,--,217472,171699,196071,172394,143009,
实收资本(或股本)(万元),80147,81344,81344,81344,81344,81344,81344,81344,62572,57460,57460,57460,44200,44200,44200,44200,44200,44200,44200,44200,44200,36600,--,36600,36600,36600,36600,36600,
资本公积(万元),113919,122722,122722,122722,122722,122722,122722,122722,141494,57803,57803,57803,71064,71064,71041,71041,71057,71057,71057,71057,71057,5141,--,5141,5141,5141,6412,6406,
减:库存股(万元),--,8985,551,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),29389,29389,25011,25011,25011,25011,21627,21627,21627,21627,18038,18038,18038,18038,15673,15673,15673,15673,13568,13568,13568,13568,--,11790,11790,10262,9069,7281,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),174224,165332,155252,133262,148149,143843,139583,125768,134711,128325,121511,103048,106363,102075,98293,86180,90346,87137,83327,75909,79011,76747,--,66924,64795,53835,42702,34063,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68,66,61,47,--,55,43,43,15,3,
归属于母公司股东权益合计(万元),397974,390286,383726,362518,377068,373039,365505,351822,360895,265749,255158,236656,239867,235600,229366,217143,221348,218117,212219,204799,207896,132103,127424,120509,118369,105881,94797,84352,
少数股东权益(万元),1701,1444,1393,1383,1068,1027,1010,952,912,752,710,661,1802,1762,1186,1179,1158,169,217,--,--,--,--,--,--,--,12,69,
所有者权益(或股东权益)合计(万元),399676,391729,385119,363901,378137,374065,366515,352774,361807,266501,255868,237317,241669,237362,230552,218322,222506,218286,212436,204799,207896,132103,127424,120509,118369,105881,94809,84421,
负债和所有者权益(或股东权益)总计(万元),693276,713093,718074,692966,656952,665271,671112,633601,634122,543513,556015,503788,498369,462967,495316,485954,456626,437893,471935,446899,416745,337703,383045,337981,290068,301952,267203,227430,		
  
