报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
固定资产(万元),43666,43963,43959,44063,44690,45277,44864,41328,42507,42614,42078,27151,27442,27871,28032,23277,18878,19182,19530,18207,17351,17498,17354,17011,16656,13405,13519,11459,11314,11381,11025,11060,11013,11084,10934,9302,
在建工程(万元),2755,2045,1407,970,945,922,922,2980,2977,2166,1112,14642,13530,12065,10865,9619,13231,12910,11212,10558,10104,8182,7668,4771,2539,1289,146,1674,1376,1221,1168,63,135,0,9,1065,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
无形资产(万元),7186,7226,7377,7483,7630,7779,7927,8059,8214,8370,8523,7806,7968,8120,8287,7283,7432,7536,7687,7868,8024,8051,8207,8327,8473,7333,6098,4737,4838,4939,2233,2245,2256,2279,2325,1556,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
商誉(万元),3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,3024,320,320,320,320,320,--,--,0,0,0,0,
长期待摊费用(万元),399,381,347,211,84,55,58,61,64,67,71,33,36,38,41,4,5,5,6,7,21,9,10,11,12,7,7,7,8,8,--,--,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税资产(万元),660,640,566,753,739,743,698,668,739,712,728,542,457,405,387,396,344,317,295,311,325,312,299,269,272,190,180,213,211,208,183,194,177,167,153,51,
其他非流动资产(万元),1508,1614,972,875,805,727,767,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
非流动资产合计(万元),72503,69222,68159,67197,67511,68017,67456,65084,66428,66116,64404,62487,61373,60368,59049,50965,49983,49586,48058,46492,45206,43062,42247,39317,36841,28122,25589,23521,23086,22736,19036,17824,17621,17832,17690,15800,
资产总计(万元),220068,213116,221144,212302,206067,197481,193440,191403,185848,175713,181014,174702,171988,165046,165536,123877,122738,118176,117751,114904,110681,105922,104712,104096,105914,93977,93565,93133,92248,86955,80269,78972,37277,36236,31673,28516,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,700,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5000,5000,8500,6800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付票据(万元),2607,1607,2041,1896,1777,1468,2248,2843,1509,1549,2458,2566,2374,1988,1772,1807,2096,1467,1537,1153,954,57,244,460,648,648,--,--,--,--,--,--,0,0,0,0,
应付账款(万元),26109,22586,23370,25019,22663,22028,17425,19261,18416,16919,17805,17282,17988,16117,17063,12516,13235,12197,12257,11540,10044,8717,8152,7705,8064,6666,7411,8281,8502,6642,4757,5116,5040,6097,3724,3691,
预收账款(万元),15018,16483,26437,23908,22251,19615,19446,18193,15785,12183,14273,10305,9956,11442,11194,8342,7721,7490,8442,7825,6819,5838,5574,5566,5329,1905,2086,2277,2618,1801,856,769,774,291,357,990,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付职工薪酬(万元),3352,4024,4986,2743,2886,2901,3775,2108,2464,2181,3648,2754,1756,1484,2253,1598,1267,979,1066,780,1154,968,1190,1061,1292,869,1352,1271,1306,975,1581,1469,1678,2235,2219,785,
应交税费(万元),1468,1439,1186,1290,1492,1407,1664,1474,1929,1393,1849,1318,1734,1632,1199,959,518,534,477,168,-247,124,43,534,329,550,473,598,587,353,422,341,715,344,-205,1012,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付股利(万元),1834,--,0,250,250,250,250,709,1166,340,551,1073,1299,580,714,419,1108,--,--,254,691,--,--,--,699,--,--,--,--,--,--,--,0,0,0,1038,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应付款(万元),3657,5391,4138,1897,1572,1480,1430,1814,2123,2083,2240,3713,3381,2046,2463,1124,1592,1299,1077,1705,1511,1436,1487,1778,4141,597,588,839,1405,368,335,699,417,501,585,718,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,120,--,--,--,--,--,--,--,--,0,0,0,0,
流动负债合计(万元),54044,51531,62158,57003,52891,49148,46238,46402,43391,36649,42823,39012,38487,35290,37358,26764,27536,23966,24856,23425,20926,17140,16690,17103,20503,11235,11910,13265,14418,10140,7951,8396,13623,14468,15181,15035,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,1000,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项应付款(万元),-995,-544,-656,-578,1296,-556,-382,-278,23,-795,-536,-474,-119,190,11,-174,-15,-177,-143,148,37,61,162,132,9,183,64,186,--,38,75,757,668,643,1129,1084,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期递延收益(万元),2716,2719,2726,2727,2731,2967,2970,2774,2778,2852,3055,3045,3049,2853,2856,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税负债(万元),150,157,175,194,212,230,249,265,284,303,323,336,358,379,401,420,442,463,485,502,525,548,571,594,617,362,375,390,403,417,--,--,0,0,0,4,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2772,2776,2780,2783,2787,2791,2795,2798,2802,2806,2810,2813,2817,2820,2823,2826,2828,2831,2837,1614,889,
非流动负债合计(万元),1871,2332,2245,2342,4239,2641,2837,2760,3085,2360,2842,2907,3288,3422,3268,3019,3202,3066,3125,3437,3352,3403,3531,3528,3432,3354,3252,3393,3223,3277,2900,3585,4499,4480,2742,1978,
负债合计(万元),55916,53862,64403,59345,57130,51789,49075,49163,46476,39009,45665,41919,41775,38711,40626,29783,30738,27032,27981,26862,24278,20544,20221,20631,23935,14589,15162,16659,17641,13417,10851,11981,18123,18948,17923,17012,
实收资本(或股本)(万元),59076,59076,59076,59076,59076,39384,39384,39384,39384,26256,26256,26256,26256,20197,20197,15600,15600,15600,15600,15600,15600,12000,12000,12000,12000,12000,12000,12000,12000,8000,8000,8000,6000,6000,6000,6000,
资本公积(万元),20225,20225,20225,19478,19478,39170,39170,39178,39178,52306,52306,51949,51949,58008,58008,49269,49269,48910,48910,48432,48432,48288,48288,48298,48298,48298,48298,48298,48298,48298,48298,47688,2685,2685,1523,1458,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),271,147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
盈余公积(万元),17972,16191,16191,15301,15301,14817,14817,14575,14575,14241,14241,14074,14074,13561,13561,10813,10813,10141,10141,9805,9805,8962,8962,8541,8541,7380,7380,6800,6800,5784,5784,5276,5276,3726,3339,1901,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未分配利润(万元),55164,53124,50806,49058,45842,42892,41205,39637,37273,34819,33578,31414,29144,26394,25236,10059,8557,9148,8174,7432,6157,10080,9158,8678,7396,7939,6911,5577,4154,8312,7336,6027,5193,4876,2888,2146,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),152082,148138,145673,142270,139053,135620,133933,132129,129766,126965,125724,123118,120848,117601,116444,85741,84239,83799,82825,81269,79994,79330,78407,77517,76234,75618,74590,72676,71253,70395,69418,66991,19155,17288,13749,11504,
少数股东权益(万元),12071,11115,11069,10688,9883,10073,10432,10111,9606,9738,9624,9666,9365,8734,8467,8352,7760,7345,6945,6773,6409,6048,6084,5947,5745,3771,3813,3799,3355,3143,--,--,0,0,0,0,
所有者权益(或股东权益)合计(万元),164152,159253,156742,152957,148937,145692,144364,142240,139372,136703,135348,132783,130213,126335,124910,94094,91999,91144,89770,88042,86403,85379,84491,83464,81979,79388,78403,76475,74607,73537,69418,66991,19155,17288,13749,11504,
负债和所有者权益(或股东权益)总计(万元),220068,213116,221144,212302,206067,197481,193440,191403,185848,175713,181014,174702,171988,165046,165536,123877,122738,118176,117751,114904,110681,105922,104712,104096,105914,93977,93565,93133,92248,86955,80269,78972,37277,36236,31673,28516,		
  
