报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),142066,151656,129729,116941,123598,118420,104043,93215,39800,13610,--,--,--,--,--,--,
流动资产合计(万元),228520,227725,221661,219367,223550,223671,216431,217472,224237,225990,82639,79676,55075,39161,35579,45359,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),4402,4402,4402,4402,4402,4402,2002,2002,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),78,88,120,130,140,153,--,--,--,--,--,--,--,--,--,2086,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),20196,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,43239,--,19012,--,13897,--,13311,--,9247,8864,8683,7786,7117,6279,2928,
累计折旧(万元),--,5656,--,4862,--,4292,--,4181,--,4196,3758,3402,2740,2172,1631,1457,
固定资产净值(万元),--,37583,--,14150,--,9606,--,9130,--,5051,5106,5281,5047,4945,4648,1471,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),17180,37583,15020,14150,9283,9606,9090,9130,4838,5051,5106,5281,5047,4945,4648,1471,
在建工程(万元),3006,1213,23132,22319,25036,23937,21211,19967,20310,19104,13547,6966,6313,862,410,2851,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3048,3627,3679,3731,3793,3853,3513,3422,3467,3513,3438,1801,1460,1174,1084,2330,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),19,21,25,29,34,39,44,49,162,174,80,94,122,56,--,93,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),942,1094,1009,944,818,738,944,675,475,575,445,424,460,300,513,--,
其他非流动资产(万元),3054,620,--,--,--,--,--,--,--,--,--,--,--,--,--,11525,
非流动资产合计(万元),51924,48648,47386,45705,43508,42727,36804,35245,29252,28417,22616,14566,13401,7338,6655,--,
资产总计(万元),280445,276373,269047,265072,267057,266398,253235,252717,253489,254408,105254,94243,68476,46499,42234,66116,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,1000,1000,3040,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,1000,2300,2230,2100,1200,350,--,384,--,
应付账款(万元),10975,13369,10499,9766,11265,13476,11131,13335,13082,16483,11520,8973,10038,4177,4182,6630,
预收账款(万元),3629,3188,2903,2295,3054,1832,1656,2408,2921,3089,3729,2724,828,1582,3740,27,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),74,267,71,2,22,172,865,3,12,4,3,5,--,--,30,--,
应交税费(万元),885,981,593,128,185,2152,1252,710,825,2417,1032,3639,2712,1692,556,425,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),943,943,943,943,406,406,406,406,--,--,--,--,--,--,5586,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),744,863,397,813,572,1045,781,1100,404,904,198,450,255,245,108,497,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3447,
流动负债合计(万元),17249,19611,15405,13947,15504,19082,16090,18961,19544,25127,18582,16992,15182,8696,17627,11126,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),299,151,110,141,178,214,251,288,309,362,439,278,200,--,--,--,
递延所得税负债(万元),76,75,81,80,87,92,83,92,87,94,61,33,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),376,227,191,220,264,306,334,381,397,456,501,311,200,0,0,70,
负债合计(万元),17625,19837,15597,14168,15768,19389,16425,19341,19941,25583,19083,17303,15382,8696,17627,11196,
实收资本(或股本)(万元),16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,12000,12000,12000,12000,12000,3000,
资本公积(万元),134548,134473,134398,134323,134274,134173,134174,134174,134174,134174,10747,10747,10747,10747,10747,1118,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),9596,9596,9596,9596,9596,9596,6616,6616,6616,6616,4670,4670,2952,1550,245,8508,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),100120,94407,91383,88891,89212,85041,80020,76585,76758,72034,58754,49523,27396,13505,1615,42293,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),260265,254477,251378,248810,249082,244810,236811,233376,233548,228824,86171,76940,53094,37803,24607,54919,
少数股东权益(万元),2555,2059,2072,2094,2207,2199,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),262820,256536,253450,250904,251289,247009,236811,233376,233548,228824,86171,76940,53094,37803,24607,54919,
负债和所有者权益(或股东权益)总计(万元),280445,276373,269047,265072,267057,266398,253235,252717,253489,254408,105254,94243,68476,46499,42234,66116,		
  
