报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),11386,11539,11703,11523,1172,1180,222,79,82,89,97,104,121,51,42,13,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),939,943,952,964,987,974,840,736,785,547,546,346,267,249,284,317,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1732,1690,1603,1511,1219,1215,856,817,829,752,973,873,872,296,171,85,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),70556,63169,93935,66648,43544,26267,7700,6963,6612,4183,3425,3096,3143,2680,2816,2977,
资产总计(万元),294142,268556,275577,257195,237465,217478,200764,192097,187093,176962,173654,176643,129698,99021,65914,49085,
短期借款(万元),63995,49995,51495,58475,42510,38010,27510,27520,28605,20575,16262,18942,13847,18688,5078,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),16203,12587,8518,13266,13356,7426,7430,7135,4899,2324,2886,6239,6946,6410,5537,977,
应付账款(万元),34067,33877,56873,31987,30992,32401,22375,22099,21431,23447,21484,21611,28626,19694,8911,8051,
预收账款(万元),7699,6539,6600,7098,15686,5354,5763,3971,5024,4118,2877,3020,3038,2567,2675,3809,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),725,1273,754,666,580,1144,790,753,611,856,487,443,632,641,521,401,
应交税费(万元),2545,2743,2623,2415,359,1191,2824,4423,4611,5672,6430,5884,6426,4218,2626,1925,
应付利息(万元),136,102,61,70,58,50,39,48,55,49,58,59,58,37,16,10,
应付股利(万元),--,--,--,--,--,--,--,2400,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2171,2596,2346,3898,1847,1335,987,816,1249,1241,746,1096,593,417,457,1039,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,2000,2000,4000,4500,11000,14500,6000,450,1100,--,
其他流动负债(万元),159,129,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),127699,109841,129269,117875,105387,86912,69719,71166,70485,62782,62230,71794,66165,53121,26921,16212,
长期借款(万元),11000,5000,--,--,--,--,5000,7000,4000,4000,4000,--,9500,--,2100,4700,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),3274,3274,3375,7552,7552,7552,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),14274,8274,3375,7552,7552,7552,5000,7000,4000,4000,4000,0,9500,0,2100,4700,
负债合计(万元),141973,118115,132644,125427,112939,94464,74719,78166,74485,66782,66230,71794,75665,53121,29021,20912,
实收资本(或股本)(万元),24750,24750,24798,24800,24800,24800,24800,12000,12000,12000,12000,12000,9000,9000,9000,9000,
资本公积(万元),53583,53449,53493,53069,52629,52188,51468,56160,56160,56160,56472,56390,12705,12705,12705,12705,
减:库存股(万元),3274,3274,3767,7552,7552,7552,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),8303,8152,7485,6790,5862,5755,5378,4991,4437,4362,3367,3367,3367,2466,1489,651,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),68808,67365,60923,54661,48788,47823,44399,40780,40011,37658,35585,33092,28961,21729,13699,5817,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),152169,150442,142933,131768,124526,123014,126045,113931,112607,110180,107424,104849,54033,45900,36892,28173,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),152169,150442,142933,131768,124526,123014,126045,113931,112607,110180,107424,104849,54033,45900,36892,28173,
负债和所有者权益(或股东权益)总计(万元),294142,268556,275577,257195,237465,217478,200764,192097,187093,176962,173654,176643,129698,99021,65914,49085,		
  
