报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,20,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),486,492,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,88953,--,89027,--,87862,--,84098,--,82187,--,69890,--,44993,--,39376,--,30526,29523,29016,25895,--,22652,--,--,--,
累计折旧(万元),--,26508,--,24272,--,21866,--,19523,--,16742,--,13934,--,8785,--,7530,--,6480,6013,5518,4713,--,2665,--,--,--,
固定资产净值(万元),--,62445,--,64755,--,65996,--,64574,--,65445,--,55955,--,36209,--,31846,--,24047,23510,23498,21182,--,19987,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),61306,62445,63618,64755,66046,65996,64659,64574,65701,65445,55248,55955,35579,36209,31759,31846,24699,24047,23510,23498,21182,19740,19987,18658,8171,4254,
在建工程(万元),19011,15854,14054,11805,10528,7793,8120,3694,3245,2409,11149,10430,6852,4850,5626,4642,10362,8843,6559,4426,2648,--,--,--,1920,2,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),13094,13273,13455,13605,13753,13934,14112,11837,11378,11534,11706,11836,7639,7608,7579,7606,7672,7731,7759,7771,7806,3869,3910,1351,807,826,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),33355,33355,33493,33493,33493,33493,33487,33487,33487,31506,31506,31506,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),109,136,162,188,206,231,257,283,308,335,361,386,412,438,464,490,279,165,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2737,2662,2222,2219,2142,2160,1808,1715,1707,1592,1680,1758,919,965,971,947,902,872,865,592,527,461,710,336,209,136,
其他非流动资产(万元),530,187,515,512,564,2606,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),140048,137823,136807,135929,127295,126777,122707,115655,115890,112821,111649,111872,51401,50069,46399,45532,43912,41658,38693,36288,32163,24070,24606,20345,11133,5239,
资产总计(万元),391464,395548,340786,327855,294979,288109,274817,257144,249669,238637,244460,235317,139674,143593,134673,130254,133414,107623,102483,96239,75217,55365,50728,42017,23863,14542,
短期借款(万元),35600,29600,30400,27800,14800,12800,9000,8000,--,--,7270,7300,5800,5500,1500,1500,5000,3000,--,--,4480,7975,7475,1500,1980,2680,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),15045,19526,19783,19630,15620,13928,13841,9841,10968,8600,6671,3693,510,624,624,--,--,--,--,--,--,320,300,--,--,--,
应付账款(万元),41682,42653,37447,31716,29506,31201,28070,28847,28104,29614,27415,30654,25954,26831,24105,22517,19421,17751,19193,17984,11273,8765,9948,10401,6443,3286,
预收账款(万元),28296,31084,24153,22131,11473,8218,9216,8231,3919,5863,10791,13867,12193,14945,17350,20353,24478,34045,33076,33425,22664,8902,6148,6370,5617,2628,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3914,4252,3234,3044,2719,2892,2961,3190,3140,2461,2685,3098,1962,2920,3382,3818,3866,3027,2323,2685,1649,996,1086,819,458,324,
应交税费(万元),551,798,1314,1067,1182,1709,1529,890,684,1475,1910,1532,813,1693,1229,1050,1598,285,1148,431,784,547,1449,561,290,208,
应付利息(万元),217,217,217,217,217,217,217,217,--,217,217,217,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),167,167,1598,2856,2110,2110,2110,2110,--,--,4453,4453,4453,1937,2154,2154,--,--,--,--,--,--,--,--,--,80,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),19341,22780,34997,35998,35981,35713,37962,31270,31308,28080,28385,74802,3080,3103,3066,1593,1523,1197,2061,1933,630,576,434,1026,1483,1857,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,6300,6300,6300,6300,--,--,--,--,--,--,--,--,--,1000,1000,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),144814,151077,153142,144459,113608,108787,104904,92595,84422,82610,96097,145915,54764,57553,53410,52985,55886,59304,57801,56457,41480,29082,27840,20678,16271,11063,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600,2800,3000,5480,2000,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),5900,6000,6000,6000,6000,6000,6025,6024,6060,136,271,384,--,--,--,--,--,--,--,--,--,--,--,--,--,211,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),523,480,444,428,399,770,578,709,812,814,799,850,871,945,883,824,795,759,770,738,564,379,339,342,182,129,
长期递延收益(万元),5176,5307,5467,5522,4434,4557,3918,2909,2896,2252,2033,2063,1740,1798,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),785,812,840,868,895,922,951,979,1007,884,1387,1427,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1856,1914,1972,2030,2088,506,540,608,642,45,--,--,
非流动负债合计(万元),12383,12599,12752,12818,11727,12250,11472,10621,10775,4087,4490,4724,2611,2743,2739,2738,2767,2789,2858,1244,1704,3787,3981,5867,2182,341,
负债合计(万元),157197,163676,165894,157277,125335,121037,116377,103216,95198,86697,100587,150639,57376,60295,56149,55723,58653,62093,60659,57701,43184,32869,31821,26545,18453,11404,
实收资本(或股本)(万元),48015,48015,44015,44633,44633,44633,44633,44637,27898,27772,26629,23360,23360,11680,11680,11680,7300,6600,6600,6600,6600,6600,6600,6600,1000,1000,
资本公积(万元),122903,122903,73242,80033,80033,80033,78397,78443,92459,90180,68171,15955,15955,27635,27635,27635,32015,7718,7718,7718,7718,7718,7718,7718,--,--,
减:库存股(万元),14636,14636,14636,22006,22006,22006,24184,24235,24235,21830,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),7882,7882,6675,6675,6675,6675,5814,5814,5814,5814,4690,4690,4690,4690,3814,3814,3121,3121,1771,1771,1771,818,115,115,456,242,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),70102,67708,65595,61243,60308,57736,53780,49269,52535,50003,44383,40673,38293,39292,35395,31402,32324,28091,25735,22449,15943,7360,4473,1039,3950,1902,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),234267,231872,174892,170579,169643,167071,158440,153928,154472,151940,143873,84678,82299,83298,78524,74531,74761,45530,41824,38539,32032,22496,18907,15472,5406,3143,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,-5,
所有者权益(或股东权益)合计(万元),234267,231872,174892,170579,169643,167071,158440,153928,154472,151940,143873,84678,82299,83298,78524,74531,74761,45530,41824,38539,32032,22496,18907,15472,5410,3138,
负债和所有者权益(或股东权益)总计(万元),391464,395548,340786,327855,294979,288109,274817,257144,249669,238637,244460,235317,139674,143593,134673,130254,133414,107623,102483,96239,75217,55365,50728,42017,23863,14542,		
  
