报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
流动负债合计(万元),334621,322565,251000,218245,295559,265489,222601,224287,173024,166859,171266,122688,107914,109146,115890,77291,57575,55339,44562,35991,17060,13470,7612,7562,32874,32544,16728,8691,
长期借款(万元),210531,253152,270809,271985,152435,61046,58765,66312,64612,73248,78880,89259,89185,75692,66262,48730,37651,21461,922,--,--,--,--,13384,16418,16432,2100,3050,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,817,1761,2704,3643,4814,6001,7199,8410,--,--,--,--,--,--,--,--,--,--,--,--,--,1502,
专项应付款(万元),65,65,65,65,65,65,65,65,65,82,97,47,47,86,1586,56,56,97,58,58,58,148,98,245,245,195,15,30,
预计非流动负债(万元),--,--,--,--,517,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),41069,14823,7893,8349,8806,9262,9718,10132,9383,9776,10966,11974,12333,7706,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),7410,7135,7077,6983,7084,6814,6737,6661,1107,967,1642,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1730,1803,1876,1948,1130,1203,1567,1639,1712,1785,1858,1930,--,--,
非流动负债合计(万元),259075,275175,285845,287383,168906,77187,76101,84932,77870,87716,96399,107280,108764,91895,69579,50589,39582,23507,2110,1261,1625,1787,1810,15413,18521,18557,2115,4582,
负债合计(万元),593696,597739,536845,505628,464465,342675,298702,309219,250894,254575,267665,229967,216678,201041,185469,127880,97157,78846,46672,37252,18684,15257,9422,22976,51395,51101,18843,13273,
实收资本(或股本)(万元),84229,84229,84099,84099,83568,83568,83568,67500,67500,67500,67500,67500,45000,45000,45000,30000,30000,30000,30000,20000,20000,20000,20000,20000,15000,15000,10012,6420,
资本公积(万元),222243,221621,220198,219691,216950,216950,216950,233034,81887,81887,81887,81887,104387,104387,104387,119387,119387,119387,119387,129387,129387,129387,129387,129387,42132,42132,37353,5496,
减:库存股(万元),4115,4115,3156,3156,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4494,4494,2105,2105,2982,2105,2105,2105,2105,2105,2105,2105,2105,2105,1749,1749,1599,1749,1749,1749,1749,1749,1247,1247,1247,1247,1124,6,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),100374,86089,75430,59870,51205,42446,29832,21044,14337,15727,26217,26580,23916,25323,24071,21003,19178,16589,18470,18879,21181,19450,15428,14928,13971,11219,10113,50,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),408209,392497,378741,362745,354839,345633,332916,325219,165511,166936,177373,179184,175408,176815,175207,172139,170164,167725,169606,170015,172317,170586,166062,165561,72349,69597,58602,11971,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),408209,392497,378741,362745,354839,345633,332916,325219,165511,166936,177373,179184,175408,176815,175207,172139,170164,167725,169606,170015,172317,170586,166062,165561,72349,69597,58602,11971,
负债和所有者权益(或股东权益)总计(万元),1001905,990237,915586,868373,819304,688309,631617,634438,416405,421511,445038,409152,392086,377856,360676,300019,267322,246570,216278,207268,191001,185843,175483,188537,123743,120698,77444,25244,		
  
