报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
无形资产(万元),143449,141421,140926,138794,140610,125565,128123,127720,126878,124271,125552,124633,125701,114306,111198,107199,104087,66515,55303,41730,42015,39743,34014,31811,28362,13479,10962,11037,11074,10122,9844,5632,5658,3653,3651,3678,3706,3554,2030,2063,1272,571,
开发支出(万元),8896,8119,4416,3946,2848,5552,4421,5067,4210,13097,10932,6954,5647,8270,7349,4894,3887,6722,4899,2997,2116,4568,3569,3040,2044,3848,3367,2668,2056,3245,2579,1567,1284,--,0,0,0,--,0,0,--,--,
商誉(万元),19070,40583,40583,40583,40583,40583,39940,39940,39103,39175,39175,38223,36753,23547,22745,22745,22745,19651,2330,2330,2330,2330,2330,2330,2330,72,72,72,72,116,116,--,--,--,0,0,0,--,0,0,--,--,
长期待摊费用(万元),2311,2419,2629,1764,1449,1724,1534,2070,2095,1291,857,1279,1028,1609,1957,1867,1880,13357,2153,2157,2208,767,844,933,1102,1383,1522,1582,1689,1827,1716,475,371,362,94,41,45,54,54,9,5,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
递延所得税资产(万元),10316,8426,8185,7853,7208,6996,5221,5061,4005,4481,4161,3547,3423,2806,3115,3113,2859,3173,3099,2895,2755,1317,1265,1246,1135,801,785,753,849,720,630,515,605,357,211,79,79,52,53,54,33,--,
其他非流动资产(万元),54617,56985,44759,34086,29075,52489,57211,42639,43679,37677,25974,18997,16647,35693,27699,25019,17981,28802,25087,17145,17099,--,--,51,--,17,--,--,--,--,1,1,--,--,0,--,0,--,0,0,--,--,
非流动资产合计(万元),1184001,1170591,1116597,1095814,1087947,1033643,1008173,986674,964993,929055,910119,885285,818154,764386,730049,690196,656678,555266,478340,449707,441343,376318,364188,354604,329375,265561,247867,220144,210185,172073,144922,118783,107137,75074,65775,54710,51893,41416,38731,32332,17148,6817,
资产总计(万元),2495983,2566815,2342897,2279892,2225051,2140524,1955860,1898609,1907228,1814793,1800772,1693760,1593932,1374352,1270828,1177635,1158682,1019241,1000886,786189,773661,721345,694207,656259,635034,471263,416684,398142,392825,282698,265652,212867,192642,167126,151207,144066,78280,62730,61065,48243,29389,14227,
短期借款(万元),714806,751248,667085,590465,559337,540528,520683,453904,432148,399158,411895,324169,317454,352053,367086,310100,281178,231656,243775,222830,205920,226076,220684,200156,195225,158786,113970,94288,92234,94658,91161,64591,48107,40730,31361,18587,21383,10500,11500,7800,4600,2500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
交易性金融负债(万元),--,107,--,--,660,--,--,121,113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应付票据(万元),--,--,31408,38250,31970,71791,48632,48663,56989,45507,69977,75056,52239,39095,17614,25110,34224,11715,2486,15371,18373,10856,9136,136,--,1388,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应付账款(万元),--,--,78098,63546,64942,50827,52864,66098,44137,54029,53120,43261,41347,62929,59713,45297,51326,31668,35608,21582,22457,14399,15315,12899,14082,4424,6214,5849,7104,5748,6999,4523,3624,3746,2040,731,1306,544,890,476,234,559,
预收账款(万元),13762,20592,24076,42956,33187,22224,15075,23888,19810,14690,10517,8135,8881,6087,8412,5794,7439,5544,4240,2197,16771,3317,2172,2869,3150,1349,2202,3273,1667,1939,526,931,561,925,633,819,2819,616,1533,1077,1706,1139,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
应付职工薪酬(万元),9147,6266,5259,2280,6939,4141,3117,2507,4834,2596,1936,1842,3284,2307,2117,2074,2975,1905,1267,1162,1955,943,846,960,2138,494,522,621,1156,739,561,486,833,302,314,127,462,154,149,130,101,195,
应交税费(万元),9781,10363,10472,13597,14294,8901,10031,7938,7748,5908,5974,3527,5406,3235,2814,1892,3476,3139,1920,2218,1958,-9678,-10286,-7531,-8667,-4439,-5162,-5674,-5634,-6246,-6545,-4425,-4751,-4088,-2803,-166,-56,673,385,418,423,216,
应付利息(万元),5461,--,12457,9486,6090,7701,9858,5766,3550,4791,5367,2887,268,4687,3109,1676,327,4349,3244,1662,160,4277,2913,1608,224,--,--,99,99,65,65,65,40,--,0,--,0,--,0,0,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,0,--,922,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
其他应付款(万元),--,67710,63440,66250,66295,65173,63580,60409,64575,57248,54906,55238,82861,16650,11734,16271,13031,5671,8173,4256,3537,8663,6179,5043,5018,2745,4956,3307,4805,4373,3758,3297,5838,240,506,576,604,190,1192,1190,1036,825,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
一年内到期的非流动负债(万元),85838,78887,141920,128874,91796,102848,59251,75598,94298,106448,101449,100900,72750,81500,51242,50790,45990,62290,44320,43820,28804,21294,33994,26500,25500,14400,9400,11900,11400,4000,6500,6300,5900,1900,1900,1200,1200,1200,1200,1200,321,200,
其他流动负债(万元),3693,3854,97333,116356,113346,51797,1707,1499,53856,52897,83364,80852,31603,907,972,628,1178,1033,1054,1054,1069,--,--,--,--,--,--,--,--,--,--,86,--,--,0,0,0,--,0,0,--,--,
流动负债合计(万元),1080846,1122055,1131547,1072061,988856,925932,784798,746392,782058,743273,798505,695868,616094,569451,524812,459634,441143,358971,346089,316153,301004,280148,280951,242641,236670,179147,132102,113663,112829,105275,103025,75854,60151,43754,33951,21874,27718,13876,16849,12291,8421,6555,
长期借款(万元),60192,92115,69779,89708,94081,81666,85759,80345,75627,89439,101601,114913,142625,157338,156650,137002,136892,89892,115962,107762,114782,95192,72192,75288,63788,59890,59292,59192,56692,56882,47230,27300,24300,19200,15700,20500,20500,21100,18100,11700,7116,--,
应付债券(万元),259481,259380,259281,259184,288975,298067,288248,288093,287963,238647,158923,159483,129852,129432,79410,79387,79365,79344,79323,79302,79281,79261,79242,79242,79202,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
长期应付款(万元),--,42802,28999,30821,32401,36021,18330,19406,19418,20515,21315,8715,9305,10720,10720,11520,11970,12998,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,690,690,816,690,783,783,783,783,853,783,783,783,1238,1233,1103,1103,844,843,812,812,199,
预计非流动负债(万元),--,275,272,265,265,251,251,256,250,236,259,236,236,287,287,287,287,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
长期递延收益(万元),17979,20175,21133,22361,24336,20748,12666,13981,13021,13720,13954,15458,14745,13035,12786,13792,13416,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,521,521,420,481,--,
递延所得税负债(万元),5568,5691,5710,4641,6485,8586,8616,8646,8668,5980,6005,8305,2741,2526,1833,2032,1877,2190,1778,1702,1724,1746,1769,1791,1813,--,--,--,0,180,180,--,--,--,0,0,0,--,0,0,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8483,6523,11807,11626,4459,4948,4614,3899,6169,3737,2837,2786,3372,2935,1937,1945,701,709,712,640,--,0,0,--,--,
非流动负债合计(万元),392771,420438,385175,406979,446542,445339,413870,410727,404946,368538,302057,307110,299505,313338,261687,244021,243807,192908,203586,200573,207413,181349,158840,161751,149392,66842,63812,62812,60261,61287,51128,30020,27028,21139,17642,22315,22243,22465,19464,12932,8409,199,
负债合计(万元),1473616,1542493,1516722,1479041,1435398,1371271,1198668,1157118,1187004,1111811,1100562,1002977,915599,882789,786498,703655,684950,551879,549674,516726,508417,461497,439790,404392,386062,245989,195914,176475,173090,166561,154154,105874,87179,64893,51592,44189,49961,36340,36313,25223,16830,6754,
实收资本(或股本)(万元),415093,415217,381591,381591,381591,381591,381591,293532,291087,291087,291087,145543,145543,120099,120099,92384,92384,92384,92384,75346,75346,75346,75346,57958,57958,57958,57958,28979,28979,24263,24263,12132,12132,12132,12132,9332,6999,6999,6999,6999,6036,5200,
资本公积(万元),350855,351794,204989,203850,203729,203302,202874,290078,283673,281949,281949,427441,431156,238847,238847,266562,266562,266525,266534,109682,109682,109682,109682,127070,127070,128552,128552,157531,157531,62247,62247,74379,74379,73423,73423,76222,8201,7901,7901,7901,2537,1052,
减:库存股(万元),5833,343,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
盈余公积(万元),4841,3505,3505,3505,3505,3127,3127,3127,3127,2941,2941,2941,2941,2937,2937,2937,2937,2530,2530,2530,2530,2113,2113,2113,2113,1244,1244,1244,1244,832,832,832,832,515,515,515,515,300,300,300,182,17,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
未分配利润(万元),219357,199441,188783,174692,157583,135678,124190,110021,99857,93506,90860,83178,76575,80011,74358,66518,67163,62040,56480,49874,46465,44179,39615,37590,35369,33571,29169,30416,28570,25921,22215,19630,18109,16163,13545,13807,12603,11189,9552,7820,3805,354,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-181,-185,-182,-178,-174,-139,-127,-10,-31,-38,-29,-32,11,20,10,--,0,--,0,--,0,0,--,--,
归属于母公司股东权益合计(万元),987763,973309,782717,762674,752229,732753,721812,707176,688232,672485,669535,658976,656170,442020,436337,428175,428914,423313,417747,237249,233842,231141,226582,224593,222383,221315,216892,218133,216296,113231,109569,106993,105463,102233,99614,99876,28319,26390,24752,23021,12560,6623,
少数股东权益(万元),34604,51013,43458,38178,37424,36500,35380,34315,31992,30497,30676,31806,22163,49543,47992,45805,44818,44049,33465,32214,31402,28706,27835,27274,26589,3959,3877,3534,3439,2905,1930,--,--,--,0,--,0,--,0,0,--,849,
所有者权益(或股东权益)合计(万元),1022366,1024323,826175,800851,789653,769253,757192,741491,720224,702983,700211,690782,678333,491563,484329,473980,473731,467362,451212,269463,265244,259848,254417,251867,248972,225274,220769,221667,219734,116136,111498,106993,105463,102233,99614,99876,28319,26390,24752,23021,12560,7472,
负债和所有者权益(或股东权益)总计(万元),2495983,2566815,2342897,2279892,2225051,2140524,1955860,1898609,1907228,1814793,1800772,1693760,1593932,1374352,1270828,1177635,1158682,1019241,1000886,786189,773661,721345,694207,656259,635034,471263,416684,398142,392825,282698,265652,212867,192642,167126,151207,144066,78280,62730,61065,48243,29389,14227,		
  
