报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收利息(万元),--,2461,1765,1208,2385,1065,1523,722,2474,1352,1004,276,478,1099,1142,631,56,--,31,38,24,14,102,51,110,145,1076,767,662,279,1059,792,528,200,--,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应收款(万元),75645,50080,46118,43316,44476,38031,38081,38111,37337,33526,26120,25641,23109,15891,36392,15350,15522,14718,14453,16175,14332,12423,13325,11088,11949,11036,11266,6885,7265,7571,6150,5391,4927,3793,3779,3455,3865,2953,2771,2745,3787,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
存货(万元),3812,3449,3615,2726,7112,5779,3449,2058,2733,1935,1669,1270,3851,5725,3644,1740,8571,3634,1988,3169,702,731,1761,938,1573,1232,715,2353,826,1270,878,969,1867,1702,1616,1805,1507,1507,1514,1751,1486,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动资产(万元),125309,149375,101830,151930,51279,100803,141887,80844,168669,60310,80274,71190,53110,63010,85364,110348,396,251,180,53,--,--,--,--,--,--,--,--,--,--,--,9,123,224,315,178,24,30,41,0,0,
流动资产合计(万元),915329,890351,738028,838937,775212,773104,731112,697022,843869,610021,607097,542995,556193,571717,527731,482246,521745,387423,365471,326501,292682,248613,248154,222978,218929,194283,183005,180755,173983,163705,159108,156445,147912,141014,140862,141224,45831,39041,36908,30815,28773,
发放贷款及垫款(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
可供出售金融资产(万元),3647,3647,3647,3647,3647,3647,3647,3647,3647,3459,3459,3459,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
持有至到期投资(万元),20000,20000,20000,20567,20698,20698,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期股权投资(万元),5468,5468,5174,5174,5130,4895,4634,4634,4560,4096,3958,3958,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,18,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
投资性房地产(万元),4713,4755,4796,4838,4879,4921,4963,5004,5046,5087,5129,5170,--,249,253,256,262,264,268,272,276,280,284,287,291,295,299,303,307,311,157,159,--,0,--,0,0,0,0,0,0,
固定资产原值(万元),--,70134,--,69903,--,67002,--,36426,--,32549,--,32341,--,30481,--,30073,--,29466,--,27238,--,21481,--,14070,--,8744,--,7483,--,3016,--,2894,--,3084,--,2915,0,2766,2629,0,0,
累计折旧(万元),--,13416,--,11913,--,56651,--,9116,--,8216,--,7286,--,5495,--,4684,--,3907,--,3255,--,2643,--,2202,--,1900,--,1635,--,1490,--,1493,--,1618,--,1502,0,1377,1297,0,0,
固定资产净值(万元),--,56719,--,57990,--,10352,--,27310,--,24333,--,25055,--,24986,--,25390,--,25559,--,23982,--,18838,--,11868,--,6844,--,5849,--,1526,--,1401,--,1466,--,1412,0,1388,1332,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产(万元),102544,56719,57181,57990,55823,56651,26846,27310,23939,24333,24679,25055,25051,24986,25077,25390,25390,25559,23846,23982,18653,18838,18535,11868,6904,6844,5816,5849,2328,1526,1636,1401,1493,1466,1439,1412,1442,1388,1332,1521,1682,
在建工程(万元),57519,13428,12635,13383,14510,13095,12836,12518,11380,11240,9180,9119,10180,9349,9193,9061,3892,3857,3851,3784,9382,5581,5296,9869,11264,10320,9292,8463,7820,7104,6565,6303,5172,4492,4108,3531,3273,3099,1026,102,337,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
无形资产(万元),36418,25677,25876,25869,25535,25636,19422,19578,18904,19077,19146,19283,18599,6559,6568,6627,6686,6745,6804,6848,6026,6050,6083,2801,2815,2833,2851,2868,2884,2902,2705,2722,2735,2753,2770,2787,2804,2821,2855,2799,2548,
开发支出(万元),6897,5858,5021,2848,2362,504,164,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
商誉(万元),57031,45478,45478,45478,49610,49610,49610,49610,53543,53543,53543,53543,26522,3504,3504,3504,1659,1659,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期待摊费用(万元),2280,1168,986,983,1041,1061,1085,1146,543,600,658,698,578,896,776,539,--,--,--,--,--,--,--,--,583,646,610,425,179,76,94,112,130,148,166,184,202,220,256,328,350,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延所得税资产(万元),4725,4825,3768,4942,4412,4580,3833,4117,3872,3818,3369,3380,3241,3087,3165,2676,2913,2585,2391,2104,3086,2462,2359,1914,1787,1516,1370,1239,1151,1093,984,891,737,650,604,492,276,276,289,192,148,
其他非流动资产(万元),77352,75802,89010,94296,71176,118602,76214,94943,55038,30704,8786,6969,--,10983,10984,10983,11238,11231,4396,4396,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
非流动资产合计(万元),378595,262824,273574,280016,258822,303899,203253,222507,180472,155957,131906,130633,86170,59613,59520,59036,52039,51901,41556,41386,37423,33210,32556,26739,23645,22455,20238,19147,14669,13012,12142,11588,10268,9508,9087,8406,7997,7804,5757,4942,5084,
资产总计(万元),1293924,1153175,1011602,1118953,1034034,1077003,934365,919529,1024342,765977,739003,673629,642363,631330,587251,541282,573783,439324,407027,367888,330105,281823,280710,249717,242574,216738,203243,199902,188652,176716,171249,168033,158179,150522,149948,149630,53829,46845,42665,35756,33857,
短期借款(万元),282283,255574,163402,200553,143442,181624,138760,118744,162992,122528,88227,76883,31613,44512,25000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,4000,4000,4000,4000,4450,3000,1700,
向中央银行借款(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,5000,5000,5000,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,4831,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付票据(万元),--,9484,7193,7965,6740,6540,7870,6275,4205,4889,6769,8280,8791,8111,7435,7384,2594,765,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付账款(万元),--,224802,191916,188079,203043,221039,159100,171776,227050,197709,187914,173305,178328,190537,181348,163514,210706,178412,162087,133495,121505,92380,88233,66652,67061,48228,44562,33859,36192,34294,35682,39683,31715,30132,27461,29234,16055,12273,10674,10032,11132,
预收账款(万元),23058,3957,8273,7786,4347,4458,3405,5839,3271,4189,2705,3423,3622,261,702,641,10580,11322,1348,1533,10163,11200,16167,16658,17640,19419,9975,23132,15816,14896,13041,9325,12168,9543,8686,7819,6413,7026,6764,7064,10320,
卖出回购金融资产款(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付职工薪酬(万元),2558,1842,1460,3524,1684,1949,1721,3680,1310,1551,1572,2294,1279,1073,605,1405,910,610,702,1586,620,777,586,1487,506,604,409,1171,453,457,454,835,423,375,434,674,426,416,394,213,191,
应交税费(万元),2760,2747,2769,2701,4045,3910,5303,4585,25158,22120,25133,24137,21194,18476,19071,17774,19017,15709,15264,15134,16645,12285,13583,10741,10421,7686,8214,7644,6475,4965,5880,5741,4616,3757,3462,3261,2619,2089,1584,1422,1942,
应付利息(万元),--,--,207,207,--,35,50,174,--,--,--,--,313,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付股利(万元),--,2583,86,86,88,2490,6,6,6,6,55,55,55,4054,48,48,50,50,51,51,51,51,49,49,49,57,--,--,--,--,--,--,--,279,--,0,0,450,0,0,87,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应付款(万元),62302,60985,54797,57998,32675,35236,19040,18635,20148,20519,34332,30579,26873,24428,15388,21474,13038,12515,14297,12611,7195,7974,7259,5156,4874,5226,5021,3802,3207,8123,2492,1084,1056,1310,1320,1778,1743,464,507,712,1046,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动负债(万元),15062,14146,8162,10369,1962,4959,2041,2051,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动负债(万元),69264,43370,41909,117207,112086,112010,86488,97064,83926,54911,54980,25447,54202,37589,37823,37847,21192,20920,20513,20106,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
流动负债合计(万元),707869,619492,480173,596477,515112,579250,428783,433829,532897,428420,401687,344404,326270,329040,287419,250088,278087,240303,214262,184517,156179,124667,125875,100743,100550,81221,68181,69609,62143,62736,57550,56668,49978,45396,45363,46766,31257,26717,24373,22442,26417,
长期借款(万元),36548,20428,26091,24347,23929,20936,23934,23929,23939,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付债券(万元),114546,114924,114114,113305,112495,111691,110901,110111,109279,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应付款(万元),4126,6620,5323,7148,15517,2350,2783,3307,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,37,0,
长期递延收益(万元),662,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,60,60,60,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,1757,3750,3750,3750,3750,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
非流动负债合计(万元),155883,141972,145528,144800,152001,135038,137678,139165,136968,3750,3750,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,37,0,
负债合计(万元),863752,761464,625702,741277,667112,714289,566461,572994,669865,432170,405437,348154,326270,329040,287419,250088,278087,240303,214262,184517,156179,124667,125875,100743,100550,81221,68181,69609,62143,62736,57550,56668,49978,45396,45363,46766,31257,26717,24373,22479,26417,
实收资本(或股本)(万元),124944,125031,125031,124871,124384,124384,124450,120185,120185,120185,100154,100154,100154,80123,80123,80123,80156,70556,70556,70454,70454,69056,46037,46037,46037,46050,23025,23025,23025,22500,15000,15000,15000,15000,12000,12000,9000,9000,9000,9000,3000,
资本公积(万元),93068,92548,92277,91395,88996,88154,87061,74862,75257,74947,94797,94719,94485,114226,114082,113865,113106,38115,37568,36613,35498,29230,52036,51823,51414,51022,73598,73148,72506,66289,73605,73605,73605,73605,76605,76605,1489,1489,1489,1489,17,
减:库存股(万元),16129,12762,16464,18057,16464,16464,196,196,468,3181,3373,3373,2682,5365,5518,5518,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3685,2345,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
盈余公积(万元),17497,17497,17497,17497,15983,15983,15983,15983,14689,14689,14689,14689,11441,11441,11441,11441,8749,8749,8749,8749,6107,6107,6107,6107,3997,3997,3997,3997,2630,2630,2630,2630,1660,1660,1660,1660,969,969,969,468,626,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未分配利润(万元),148734,145578,142718,137079,138430,135234,132388,127356,136569,128087,127899,119376,112733,102110,99708,90879,89597,78829,75891,67555,61867,52763,50654,45007,40575,34448,34442,30122,28348,22561,22465,20130,17936,14862,14320,12600,11113,8669,6834,2321,3580,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
归属于母公司股东权益合计(万元),377746,377528,370691,362416,360961,356923,369319,347822,355864,334727,334166,325565,316131,302535,299836,290790,295292,198594,192765,183371,173926,157156,154835,148974,142024,135517,135062,130293,126509,113980,113700,111365,108201,105127,104585,102865,22571,20128,18292,13278,7223,
少数股东权益(万元),52426,14184,15210,15260,5960,5791,-1414,-1286,-1387,-920,-600,-91,-38,-246,-3,404,403,426,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,217,
所有者权益(或股东权益)合计(万元),430172,391711,385900,377676,366922,362714,367904,346535,354477,333807,333566,325475,316092,302289,299833,291194,295696,199020,192765,183371,173926,157156,154835,148974,142024,135517,135062,130293,126509,113980,113700,111365,108201,105127,104585,102865,22571,20128,18292,13278,7439,
负债和所有者权益(或股东权益)总计(万元),1293924,1153175,1011602,1118953,1034034,1077003,934365,919529,1024342,765977,739003,673629,642363,631330,587251,541282,573783,439324,407027,367888,330105,281823,280710,249717,242574,216738,203243,199902,188652,176716,171249,168033,158179,150522,149948,149630,53829,46845,42665,35756,33857,		
  
