报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,2004-12-31,
其他应收款(万元),--,24429,43274,2906,13106,20733,20954,26699,39280,28566,8273,12588,43042,37460,29657,30509,28940,34183,33857,32683,56504,54499,6122,22208,42643,70867,19317,25899,30354,28150,70772,62278,30482,28046,22594,30936,17430,19382,21614,18572,16205,13752,15002,7087,4902,3338,0,1014,555,200,5261,4671,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
存货(万元),3162,3893,46060,168642,--,161227,77423,57838,46926,31365,54553,30487,50026,9716,27656,8802,10862,21945,5561,19392,12972,3723,14587,17865,15175,9454,28050,36628,21495,41291,25817,23457,22406,16960,9863,11266,11283,10258,10381,8065,10268,6081,14755,13910,5613,1509,0,2694,750,933,20,3,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
其他流动资产(万元),9437,15108,73695,76806,86170,79124,33637,32986,32010,39420,2821,2120,3550,1029,880,1283,1283,6401,901,724,754,2511,9100,6256,5272,12276,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
流动资产合计(万元),1312315,1411122,1863563,1891781,1912249,1811923,1795287,1809350,1746333,1640545,1765198,1908880,2024702,2013238,1979796,1575087,1670971,1689033,1984071,1853761,1580068,1244590,1289552,1261216,1134823,979309,729638,747233,771029,729767,711388,570737,516680,449773,321203,319776,341761,273680,189777,156344,93367,98611,95124,54512,67327,35725,20997,20315,15477,13843,18845,10969,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
长期股权投资(万元),182593,182478,178406,9599,9112,8110,7709,5837,5705,5440,5218,4909,4787,4747,4561,4458,18647,--,1494,1491,1514,1503,2500,--,--,--,--,--,--,--,--,--,500,--,0,0,--,0,--,0,--,--,351,0,--,0,0,--,0,0,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
投资性房地产(万元),--,--,--,231392,231392,231392,219176,219176,219176,219176,23008,23087,22912,23151,19245,19044,10086,10205,10498,10617,10740,10865,11002,11139,11277,11414,11604,11794,11985,12176,12368,12560,12753,12946,12641,12806,12980,13298,13389,13708,14039,14346,14860,15372,15883,16395,0,16155,16552,12215,10711,2376,
固定资产原值(万元),--,3552,--,29256,--,29075,--,29796,--,31596,--,15968,--,15668,--,19116,--,7933,--,7979,--,8147,--,8104,--,8012,--,5109,--,5095,--,5375,--,5276,0,3468,--,3085,--,2140,--,1787,--,1461,--,759,0,555,0,2137,--,--,
累计折旧(万元),--,2897,--,6662,--,6302,--,5799,--,6409,--,5877,--,5242,--,4967,--,4133,--,3664,--,3282,--,2721,--,2182,--,1922,--,1595,--,1838,--,1430,0,1112,--,809,--,640,--,480,--,355,--,273,0,224,0,1159,--,--,
固定资产净值(万元),--,655,--,22594,--,22773,--,23998,--,25187,--,10091,--,10426,--,14148,--,3799,--,4315,--,4865,--,5383,--,5830,--,3187,--,3500,--,3536,--,3846,0,2356,--,2277,--,1501,--,1307,--,1105,--,486,0,331,0,977,--,--,
固定资产减值准备(万元),--,--,--,67,--,67,--,67,--,426,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,0,--,0,--,0,0,--,0,0,--,--,
固定资产(万元),--,655,23126,22527,21767,22706,23400,23931,24428,24762,9882,10091,10284,10426,14251,14148,3521,3799,4030,4315,4596,4865,5103,5383,5683,5830,3191,3187,3342,3500,3345,3536,3674,3846,4023,2356,2363,2277,1543,1501,1424,1307,1213,1105,1070,486,0,331,921,977,807,973,
在建工程(万元),--,3610,2934,1379,1134,1104,685,527,7735,8508,148,148,148,137,113,113,113,111,111,111,111,111,300,111,111,96,1134,312,310,100,--,--,--,--,0,0,--,0,148,157,89,62,54,95,58,13,0,354,366,351,2940,3041,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
无形资产(万元),17563,18906,20339,18471,19397,19988,22394,23168,17079,17948,96,90,36,33,25,23,26,36,84,132,179,227,269,316,188,410,486,534,582,631,681,667,723,761,811,851,785,730,24,29,31,26,27,29,4,5,0,5,2,0,0,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
商誉(万元),43997,43997,47012,47012,47012,47012,46844,46844,46844,46844,2848,2848,2848,2848,2844,2844,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
长期待摊费用(万元),1882,2095,2570,4081,3213,2971,3576,3303,2407,1250,928,882,537,495,167,205,228,261,305,339,375,412,330,303,348,356,247,159,196,232,262,262,307,354,309,337,362,245,68,56,63,63,--,0,46,48,0,216,77,87,--,312,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
递延所得税资产(万元),206,196,3242,3573,4103,3492,3893,4250,3576,4016,2221,3084,2970,2417,2043,1934,2303,2228,1289,1115,1253,1253,1227,1187,1285,1681,2605,2298,2597,2797,1117,776,990,990,315,301,343,345,335,295,239,239,72,44,103,65,0,8,7,26,63,15,
其他非流动资产(万元),2278,2278,30,30,30,141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
非流动资产合计(万元),253177,254215,277659,338064,337158,336916,327677,327036,326951,327944,44349,45138,44521,44253,43250,42769,34924,16641,17811,18119,18767,19236,20730,18440,18892,19788,19266,18283,19012,19435,17772,17802,18947,18898,18098,16652,16832,16894,15507,15745,15884,16043,16577,16645,17165,17011,0,17070,17925,13657,14522,6717,
资产总计(万元),1565492,1665337,2141222,2229845,2249408,2148839,2122964,2136386,2073283,1968489,1809547,1954018,2069223,2057491,2023047,1617856,1705894,1705674,2001882,1871881,1598835,1263825,1310282,1279656,1153715,999097,748904,765517,790040,749203,729160,588539,535627,468671,339301,336428,358593,290574,205284,172090,109252,114654,111700,71157,84492,52736,37911,37385,33402,27500,33367,17686,
短期借款(万元),566179,444512,276757,266761,264800,227145,311593,279597,248053,121841,172069,173757,236402,354246,259795,273959,603453,849738,948445,955370,679310,477050,469894,460105,399367,284320,277117,220660,241375,309091,269721,197966,188649,206583,194347,201940,231731,160885,111309,95372,32880,30994,35863,13802,19832,17007,0,11765,6900,6100,5020,4285,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
交易性金融负债(万元),--,--,--,1495,3525,4919,373,--,--,305,396,7144,5095,5735,2447,26,340,2108,449,--,35,1810,1461,1535,453,493,3864,3776,3648,4147,737,151,168,874,129,194,--,280,--,0,0,21,0,0,--,0,0,--,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
应付票据(万元),--,536676,--,1105975,1097927,1009728,1022021,1061837,1043602,930446,1045838,1332435,1309368,1298625,1321474,1152379,921455,689068,903435,786374,734388,621694,688061,655181,582805,501330,357193,428070,416959,312524,365141,296444,248835,149700,71727,65504,50464,47164,25849,7179,9766,10602,9222,5359,3149,1172,0,--,0,0,--,--,
应付账款(万元),--,32298,--,36695,64853,85539,27910,27836,29417,47396,92943,28211,69573,27941,31142,3966,29209,20352,13260,17608,75627,58839,24407,37587,23716,62808,17036,9068,19894,26150,12626,12450,15264,37512,4923,6826,14547,16920,5440,6122,1256,3092,8265,1643,5321,1776,0,1504,1995,2062,15647,4018,
预收账款(万元),6015,6140,31139,65890,72689,49908,35824,32280,32719,150525,93774,54893,96253,34310,80732,72515,36005,37308,42951,25084,24888,25110,50421,54344,44527,41963,25497,40580,37131,28880,15968,12884,12801,6339,12407,5877,4986,9940,5025,9733,12932,19127,10464,1304,5611,3957,0,1915,2607,2470,2832,1868,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
应付职工薪酬(万元),396,685,832,706,628,1026,734,683,607,1018,522,501,524,745,429,212,199,323,182,174,166,249,178,177,178,251,183,193,180,261,205,226,239,239,155,175,168,225,148,174,144,177,129,112,98,82,0,98,64,211,197,124,
应交税费(万元),689,919,1637,2228,2731,2416,5113,2882,6212,3763,3976,2675,5037,4448,3040,2037,4180,4097,3734,2856,4140,4151,1627,-293,796,5397,5299,2649,7407,6573,-2807,1763,3454,2336,760,210,-567,-112,-730,-1035,-2248,-3226,-7515,-5550,-3538,-193,0,224,925,1569,646,170,
应付利息(万元),24778,9323,--,7310,5931,4491,3558,6030,2901,3340,2544,1692,1973,2860,3120,2703,13283,18452,12549,6022,2443,1947,4175,4171,2985,1684,2220,1747,1408,1273,1452,1244,225,1486,797,655,760,828,218,169,--,109,201,82,58,30,0,--,0,0,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,200,--,0,--,864,164,364,--,0,--,0,0,--,0,0,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
其他应付款(万元),--,207886,255024,4108,5500,7783,6029,9132,16912,15343,4666,11424,19591,20030,15790,8891,11814,3315,644,1148,1404,2498,2841,2581,35737,41394,1607,1071,3303,4231,1289,1349,2793,1336,1182,1661,3481,3054,4812,714,815,910,1981,1724,687,1910,0,583,787,807,1900,1243,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
一年内到期的非流动负债(万元),174021,173705,421,54040,257,53859,20499,12022,12240,24300,28,28,16,16,--,--,--,--,--,--,--,--,--,--,--,--,1242,1283,1325,1367,--,--,--,1770,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
其他流动负债(万元),1698,13777,223,224,--,29688,192,--,--,9692,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
流动负债合计(万元),1341134,1425920,1470815,1545432,1570942,1476503,1433847,1432299,1392661,1307969,1416756,1612760,1743832,1748957,1717968,1516689,1619940,1624761,1925650,1794636,1522401,1193348,1243066,1215390,1090563,939639,691257,709097,732630,694495,664332,524476,472428,408176,286428,283242,305571,239184,152072,119293,55709,62171,58610,18476,31217,25741,15325,16088,13278,13219,26241,11708,
长期借款(万元),36908,36908,173896,136448,137326,138570,174090,183604,166096,154444,91541,91218,77176,65600,64260,12727,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2210,3085,3085,3520,4390,4825,5260,5260,5695,6130,6850,7420,0,7690,8095,3440,--,--,
应付债券(万元),--,--,49419,49243,49067,48892,48728,48565,48401,48238,48081,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12828,12749,12669,12590,4043,4043,4017,3990,3965,3939,3945,3888,3864,3907,3850,3793,0,--,0,0,--,--,
长期应付款(万元),--,2457,3976,57,16,16,29,36,43,49,57,64,37,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,72,72,72,72,131,131,131,260,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
长期递延收益(万元),491,713,2733,175,180,185,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,
递延所得税负债(万元),--,--,134,54614,54606,54448,50171,50197,50274,50183,144,336,823,128,94,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,14,14,--,0,--,0,0,--,1,0,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
非流动负债合计(万元),39459,40077,230158,240536,241195,242111,273018,282402,264815,252915,139823,91619,78035,65770,64426,12798,72,72,131,131,131,261,0,0,0,0,0,0,0,0,12828,12749,12669,12590,6253,7128,7102,7510,8355,8764,9219,9162,9559,10037,10700,11213,0,7690,8096,3440,--,--,
负债合计(万元),1380593,1465997,1700972,1785969,1812137,1718614,1706864,1714700,1657476,1560884,1556578,1704379,1821868,1814727,1782394,1529487,1620011,1624832,1925781,1794767,1522532,1193609,1243066,1215390,1090563,939639,691257,709097,732630,694495,677160,537225,485097,420766,292681,290370,312673,246694,160426,128057,64928,71333,68169,28513,41918,36955,0,23778,21374,16659,26241,11708,
实收资本(或股本)(万元),165288,165288,165288,165288,165288,165288,165288,97228,97228,97228,97228,97228,74791,74791,74791,59670,39780,39780,39780,39780,39780,39780,39780,39780,39780,39780,39780,39780,30600,30600,30600,30600,30600,30600,30600,30600,20400,20400,20400,20400,13600,13600,13600,13600,13600,10100,0,10100,9600,9600,4300,4300,
资本公积(万元),50084,50084,34088,34088,34088,34088,34088,102148,102148,102148,112159,112159,134597,134597,134597,1091,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,15269,15269,15269,15269,22069,22069,22069,22069,22069,182,0,182,57,57,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
盈余公积(万元),9316,9316,15697,9316,9316,9316,8195,8195,8195,8195,6435,6435,6435,6435,5088,5088,5088,5088,3753,3753,3753,3753,2798,2798,2798,2778,2241,2241,2241,2241,1308,1308,1308,1308,952,952,952,952,932,932,932,932,494,494,494,494,0,85,85,85,328,220,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,8715,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--,0,0,--,0,0,--,--,
