报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),1443,--,336,722,381,732,279,826,495,934,563,375,--,369,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应收款(万元),--,16737,11718,12479,11483,15680,9067,6957,6237,9349,7574,6522,8280,7688,6004,8700,7373,33995,6072,8524,5358,9718,7388,6143,7495,8221,6594,8130,7346,9308,8012,6089,4454,4936,4358,4506,3703,5830,5022,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
存货(万元),235519,268061,352395,300700,393764,297499,306667,338012,268383,384827,190539,283604,297056,422679,331051,209443,226811,280970,495067,589943,434709,237133,306031,277986,234460,153644,131922,207000,222843,189849,142223,156038,91806,82797,151901,158527,101307,45334,18954,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他流动资产(万元),48483,114968,49453,59248,76693,19290,20568,14421,19030,53136,10419,14651,20357,37011,32973,32425,16703,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
流动资产合计(万元),888312,1365668,1138652,1019832,1029372,1169621,1121672,899054,826359,1252749,739055,848433,923893,1139762,976376,797906,840537,1103983,1282870,1429264,1168742,967165,926537,758866,719239,517809,455156,539722,630864,514790,460827,449106,438753,455787,512648,339211,271972,137794,97444,
发放贷款及垫款(万元),91931,127171,128116,102142,114618,87394,50206,16217,19631,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
可供出售金融资产(万元),21666,51409,94685,81776,83836,86190,102583,109794,96775,99673,71563,71085,68111,26124,25158,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期股权投资(万元),3274,3164,3026,3053,3033,2967,5087,5654,5872,6319,6436,6553,6907,7436,7637,7615,7700,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
固定资产原值(万元),8039,--,7930,--,7911,--,7731,--,7957,--,8382,--,10230,--,10398,--,10452,--,10433,--,9133,--,8739,--,8113,--,7066,--,6088,--,5472,--,4684,--,3859,0,3552,3077,--,
累计折旧(万元),6461,--,6465,--,6275,--,6164,--,6046,--,6016,--,7207,--,6978,--,6590,--,6350,--,5325,--,4606,--,3793,--,3568,--,3044,--,2695,--,2335,--,2076,0,1860,1496,--,
固定资产净值(万元),1578,--,1465,--,1636,--,1567,--,1910,--,2366,--,3023,--,3420,--,3862,--,4083,--,3808,--,4133,--,4320,--,3498,--,3044,--,2776,--,2349,--,1783,0,1691,1581,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,--,35,--,35,--,35,--,35,0,35,41,--,
固定资产(万元),1578,1562,1465,1543,1636,1462,1567,1726,1910,2079,2366,2564,3023,3300,3420,3887,3862,3821,4083,3948,3808,4076,4133,4105,4320,3635,3463,3334,3009,2614,2741,2480,2314,1951,1749,1646,1656,1540,1240,
在建工程(万元),--,--,374,329,256,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
无形资产(万元),2560,2831,2666,2780,2877,2910,3025,3160,3263,3862,4024,4054,4468,4350,4660,3965,3772,5494,5806,5900,3254,3286,1918,511,539,556,568,521,272,225,157,79,87,94,116,136,163,228,108,
开发支出(万元),--,--,--,--,--,--,--,--,--,3680,3583,3530,3474,4472,3845,4200,3239,3295,2266,1148,--,--,523,1736,1476,655,382,280,--,16,--,--,--,--,0,0,0,0,--,
商誉(万元),367,367,367,366,221,1121,12218,12218,12218,16155,16155,16155,16155,14739,14739,16155,16155,16313,16313,16076,--,--,--,--,--,1073,1073,1073,1073,--,--,--,--,--,0,0,0,0,--,
长期待摊费用(万元),896,665,670,725,700,581,593,651,749,921,1597,1635,1791,2146,2495,2840,3062,3241,3703,3808,3428,2796,3116,3123,3454,3274,3379,3264,3407,2600,2368,2152,1685,800,651,682,657,749,214,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税资产(万元),12338,14786,10818,10424,9751,12133,9277,8071,10006,14114,14546,14686,15847,14169,13527,14856,14295,13993,13092,9637,8662,4572,9129,14364,16599,4495,6812,6874,5655,4709,4100,3857,4267,4788,4360,3273,3273,2454,2965,
其他非流动资产(万元),1800,1800,1800,1800,1800,1800,1800,1800,12700,2700,1300,12521,1800,9620,--,--,--,--,--,--,4900,--,--,--,--,--,--,--,--,--,--,--,--,1,1,8,0,0,--,
非流动资产合计(万元),136411,203755,243988,204940,218729,196557,186356,159292,163125,149503,121569,132783,121577,86357,75482,53518,52085,46157,45263,40517,24053,14730,18820,23840,26388,13687,15677,15346,13416,10164,9366,8569,8354,7635,6876,5745,5750,4971,4528,
资产总计(万元),1024723,1569423,1382640,1224772,1248100,1366178,1308028,1058346,989484,1402252,860624,981216,1045470,1226119,1051857,851424,892622,1150141,1328133,1469781,1192795,981895,945357,782706,745627,531497,470833,555068,644281,524955,470193,457674,447107,463422,519524,344956,277722,142765,101972,
短期借款(万元),363697,296519,183830,227468,198297,337171,324592,188175,123677,332379,169974,237498,300106,349805,322527,288403,223719,270170,239880,255838,255316,216721,234900,191923,118160,38800,38500,54350,99784,30200,--,--,--,4500,27500,13000,6000,0,5000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付票据(万元),--,--,307299,56097,--,170946,267391,163137,134744,302119,65059,18079,315,146091,194721,61671,86469,330484,518681,640244,304672,216435,214073,134572,185418,36344,12967,11781,57655,34155,17302,24600,5500,14000,79000,162000,115000,39000,45819,
应付账款(万元),17625,--,121953,170719,285548,34861,12527,37022,57247,86203,42378,146537,164681,182369,39705,21463,97179,79324,104753,81895,111212,45317,52937,45014,13888,35450,9860,21614,25177,9761,15759,19353,20500,25930,28334,21472,17211,14539,12727,
预收账款(万元),51498,95856,64765,67283,66937,120943,57007,38132,42171,60997,35904,43234,45756,61249,37042,32610,39238,29977,32626,33973,41119,40927,29598,21575,45260,25612,11818,13883,14484,20813,13446,9909,12093,14175,10465,9699,9683,7460,9444,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付职工薪酬(万元),5428,4489,4231,3522,9393,7064,3881,2913,8309,5857,3533,3300,7712,4265,4282,4056,6605,3591,4006,2978,18137,7309,3852,2623,5163,775,2143,817,5249,1008,2818,510,6236,3174,4069,210,5588,5470,3406,
应交税费(万元),9435,15692,8583,6225,6347,12802,10013,4318,14552,3057,5256,4257,6927,3352,384,-3774,2611,-5835,-32406,-34047,-19505,-6011,-18212,-24533,-21984,-3906,-5807,-12483,-13233,-5147,-2658,-4486,5447,10858,-3119,-2323,1419,1986,1041,
应付利息(万元),1590,--,5485,3722,1841,3989,2677,1555,690,3698,2620,1688,869,464,372,346,309,281,267,428,751,278,314,195,158,--,--,--,307,--,--,--,--,--,0,0,0,0,9,
应付股利(万元),--,--,--,--,--,--,15491,--,--,--,300,300,300,300,--,--,--,188,14987,--,--,--,--,--,--,--,--,3000,--,--,--,--,--,--,0,0,0,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应付款(万元),--,10079,7036,11387,10556,9166,8463,6422,6124,6814,6899,9998,10944,33401,10469,5037,3578,4541,4423,17999,2914,3376,3530,3242,2328,679,2356,21244,3063,544,2039,487,1116,678,2832,2523,1571,1917,1088,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动负债(万元),--,50264,50231,50198,50165,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,361,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
流动负债合计(万元),453491,979147,753413,596621,629084,696942,702042,441673,387514,801484,331923,464889,537608,781296,609502,409813,459708,712720,887217,999308,714615,524353,520993,374611,348390,133754,71836,114205,192486,91334,48706,50374,50891,73314,149080,206581,156471,70372,78534,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,9000,9000,9000,9000,9000,0,
应付债券(万元),59925,59896,59869,59842,59815,119610,59781,59739,59698,59658,59619,59580,59541,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
预计非流动负债(万元),124,--,--,--,--,--,40,40,40,1,1,1,1,1,1,377,377,20,--,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期递延收益(万元),--,667,667,667,667,1233,1233,1247,1247,602,602,36,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税负债(万元),275,77,5943,3689,3793,4054,5553,450,450,458,458,528,528,--,--,5,5,359,406,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
非流动负债合计(万元),60324,60641,66479,64198,64275,124898,66607,61476,61435,60719,60680,60145,60106,1,1,382,382,379,406,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,9000,9000,9000,9000,0,
负债合计(万元),513815,1039787,819892,660818,693359,821839,768648,503149,448948,862204,392603,525034,597714,781297,609503,410194,460090,713099,887623,999319,714615,524353,520993,374611,348390,133754,71836,114205,192486,91334,48706,50374,50891,82314,158080,215581,165471,79372,78534,
实收资本(或股本)(万元),123928,123928,123928,103273,103273,103273,103273,103273,103273,103273,99138,99138,99138,99740,99740,99740,99477,99910,99910,99910,99910,99910,99910,99910,99910,99910,99910,99910,99910,49330,49330,49330,49330,49330,49330,44330,44330,34100,11000,
资本公积(万元),162182,162182,162182,182837,182837,182840,182818,182818,182818,182818,147684,147684,147684,153022,153022,153022,149860,152291,154691,157241,172391,174207,169733,169733,169733,171861,171861,170236,170236,209382,209382,209382,209382,208450,208450,179,179,179,8443,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
盈余公积(万元),26472,24684,24684,24684,24684,23123,23123,23123,23123,22585,22585,22585,22585,22161,22161,22161,22161,18583,18583,18583,18583,13341,13341,13341,13341,13341,13341,14106,13341,14247,12059,11692,11692,10648,9348,8163,8163,3707,707,
一般风险准备(万元),1678,1473,1473,1473,1473,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
未分配利润(万元),177675,207031,204329,218834,209594,201526,190506,198956,190223,186065,181103,177695,171987,169103,166389,163711,158347,163863,164611,178911,168233,150905,123890,107759,98027,96007,97217,140324,148985,145001,134760,123233,114707,101979,87515,73049,58540,25403,3272,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,--,
归属于母公司股东权益合计(万元),492181,512313,545127,547024,538638,529042,525298,541449,527099,527548,455631,455188,446858,444089,441315,438643,429837,434645,437795,454645,459117,438363,406873,390743,381011,381119,382329,424576,432471,417959,405531,393636,385111,370407,354642,125721,111212,63389,23422,
少数股东权益(万元),18727,17323,17621,16929,16104,15297,14081,13747,13436,12501,12389,994,899,733,1039,2586,2695,2397,2715,15817,19062,19178,17491,17352,16226,16624,16668,16287,19323,15661,15956,13664,11105,10701,6802,3655,1039,5,16,
所有者权益(或股东权益)合计(万元),510908,529636,562748,563953,554741,544339,539380,555197,540535,540049,468021,456182,447756,444822,442354,441229,432532,437042,440510,470461,478179,457541,424364,408095,397237,397743,398996,440863,451795,433621,421487,407301,396216,381108,361444,129375,112251,63394,23438,
负债和所有者权益(或股东权益)总计(万元),1024723,1569423,1382640,1224772,1248100,1366178,1308028,1058346,989484,1402252,860624,981216,1045470,1226119,1051857,851424,892622,1150141,1328133,1469781,1192795,981895,945357,782706,745627,531497,470833,555068,644281,524955,470193,457674,447107,463422,519524,344956,277722,142765,101972,		
  
