报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
流动资产合计(万元),91002,91935,93144,87126,65155,69561,57720,56210,56149,53836,56850,52767,24915,24183,22792,18561,18043,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,0,315,315,315,315,315,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),176,176,174,172,174,174,390,407,425,445,235,190,197,123,130,131,131,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,23365,--,19226,--,14320,--,10397,--,9522,--,8956,8851,8762,7823,7603,7252,
累计折旧(万元),--,6554,--,6316,--,4780,--,4298,--,3927,--,3635,3332,3238,2826,2310,1805,
固定资产净值(万元),--,16811,--,12910,--,9540,--,6099,--,5594,--,5321,5519,5524,4997,5293,5447,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),16741,16811,16779,12910,9584,9540,6497,6099,5446,5594,5384,5321,5519,5524,4997,5293,5447,
在建工程(万元),1869,1776,182,222,233,170,3125,1601,620,620,697,273,95,15,225,--,66,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),5917,6080,6236,6333,4789,4772,4852,4958,5087,5185,2116,2126,2159,2164,2196,2264,509,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),52077,52077,52077,52077,609,609,579,579,579,579,--,--,--,--,--,--,--,
长期待摊费用(万元),84,82,114,17,90,25,7,9,12,13,20,17,21,36,52,104,155,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1153,1073,836,737,624,718,746,655,554,488,293,263,201,242,171,159,151,
其他非流动资产(万元),6622,6817,8469,10210,11705,11468,11058,3785,2590,1215,--,--,--,--,--,--,--,
非流动资产合计(万元),84640,84893,84868,82679,27808,27476,27253,18094,15312,14138,9060,8506,8508,8420,8086,7952,6460,
资产总计(万元),175642,176828,178011,169806,92962,97037,84973,74303,71461,67974,65910,61273,33423,32603,30878,26513,24503,
短期借款(万元),6000,6000,5500,7200,5200,10200,4348,--,--,--,--,--,--,--,2000,2400,4400,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2037,7357,4767,3616,3982,4151,3502,2452,2845,3171,2512,1287,1098,555,557,50,--,
应付账款(万元),7491,5684,9719,8972,9392,9565,8882,7983,6653,4425,5282,4670,2199,1888,1197,1502,1549,
预收账款(万元),433,414,309,415,575,1473,352,739,993,1017,638,858,792,517,181,121,82,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),394,2023,1549,1057,450,1989,2094,1537,1044,1979,1665,1090,930,1010,789,702,661,
应交税费(万元),1769,1004,2229,1094,1381,479,1136,1046,661,179,430,717,135,1006,241,177,450,
应付利息(万元),7,7,7,9,7,7,3,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),6,6,12,12,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1685,1698,29327,29243,3219,3359,332,300,341,551,402,305,182,185,182,165,250,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),19822,24193,53419,51619,24206,31222,20651,14056,12535,11322,10929,8926,5337,5161,5147,5117,7391,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),847,727,414,491,491,685,616,616,--,616,--,564,541,--,377,248,--,
递延所得税负债(万元),352,352,382,382,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,646,--,724,--,--,595,--,--,135,
非流动负债合计(万元),1198,1079,796,873,491,685,616,616,646,616,724,564,541,595,377,248,135,
负债合计(万元),21020,25272,54215,52492,24697,31907,21266,14672,13181,11937,11653,9489,5878,5756,5524,5365,7526,
实收资本(或股本)(万元),31292,31292,29955,29955,16322,16322,16200,16200,8100,8100,8100,8100,6075,6075,6075,6075,6075,
资本公积(万元),73990,73845,48926,48560,15364,14999,11930,11902,19973,19973,19973,19973,973,973,973,973,973,
减:库存股(万元),1413,1413,2826,2826,2826,2826,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4566,4566,3727,3727,3727,3727,2831,2831,2831,2831,2141,2141,2141,1660,1660,1251,858,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),44691,41632,42509,36558,34492,31823,32332,28439,27192,24844,24042,21569,18357,18139,16646,12849,9071,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),153126,149923,122292,115975,67081,64046,63293,59372,58096,55748,54257,51783,27546,26847,25354,21148,16977,
少数股东权益(万元),1496,1632,1504,1339,1184,1084,414,259,184,289,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),154621,151555,123796,117314,68265,65130,63707,59631,58280,56037,54257,51783,27546,26847,25354,21148,16977,
负债和所有者权益(或股东权益)总计(万元),175642,176828,178011,169806,92962,97037,84973,74303,71461,67974,65910,61273,33423,32603,30878,26513,24503,		
  
