报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
固定资产净值(万元),--,73081,--,71303,--,73289,--,19089,--,18546,--,18027,--,17976,--,--,--,21081,20674,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),72973,73081,73537,71303,72420,73289,27960,19089,18162,18546,18641,18027,17938,17976,19450,19970,--,21081,20674,19864,13325,15281,
在建工程(万元),3342,615,444,2005,1778,1778,29241,22113,17170,15720,13216,9809,8324,8170,6242,1850,--,1395,492,177,108,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),19968,9607,9683,9747,9817,9885,9123,9189,9246,9312,8602,8666,8298,8361,8424,8485,--,8325,8442,8573,294,302,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期待摊费用(万元),506,502,298,132,108,114,39,42,44,47,--,--,0,0,35,35,--,1,2,3,4,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),417,410,334,334,328,328,267,267,267,267,323,323,323,323,320,549,--,324,274,120,61,13,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,110,110,110,--,
非流动资产合计(万元),97690,84702,85118,84350,85285,86235,67477,51553,45749,44757,41497,37609,35736,35752,34471,30889,--,31126,29994,28848,13901,15596,
资产总计(万元),112478,112445,114352,103571,104026,111502,104841,87587,89503,90542,96394,80643,82891,83504,87051,45449,46288,47915,43198,37815,29286,24531,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3000,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),6859,8410,8524,9877,10701,12835,2602,1146,247,122,672,929,275,269,481,652,--,482,981,232,435,42,
预收账款(万元),92,119,325,129,79,44,62,62,71,42,111,76,37,68,80,96,--,72,85,1,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3437,4563,2979,3085,2330,4150,2893,2259,2558,2930,1850,1910,3080,3225,1721,1145,--,2253,2364,1588,792,504,
应交税费(万元),253,407,2923,377,226,639,3134,179,319,308,4379,420,257,287,3822,423,--,258,261,829,292,501,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,266,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),4248,3452,3762,3142,2789,3198,3309,646,815,566,426,401,547,389,390,207,--,338,429,693,313,347,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),47,47,47,47,47,47,46,46,46,46,25,25,--,25,25,25,--,25,16,16,--,--,
流动负债合计(万元),14936,16998,18560,16656,16173,20914,12046,4339,4057,4014,7464,3760,4196,4263,6519,2546,--,3427,4135,6625,1831,1394,
长期借款(万元),5169,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,20,20,20,20,20,20,--,151,180,171,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),422,422,470,470,470,470,539,539,--,539,--,564,--,564,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,74,30,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,539,--,564,--,589,--,520,526,--,539,470,293,--,--,
非流动负债合计(万元),5591,422,470,470,470,470,539,539,539,539,584,584,609,584,540,546,--,690,724,494,0,0,
负债合计(万元),20527,17421,19030,17126,16642,21383,12585,4878,4597,4553,8048,4344,4805,4847,7059,3093,4388,4117,4860,7119,1831,1394,
实收资本(或股本)(万元),26667,26667,26667,26667,26667,26667,26667,26667,26667,26667,26667,26667,26667,26667,26667,20000,--,20000,20000,20000,20000,1000,
资本公积(万元),28556,28556,28556,28556,28556,28556,28556,28556,28556,28556,28556,28556,28556,28556,28561,7738,--,7738,7738,7738,7422,5401,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),909,792,878,939,906,832,1066,970,858,746,1571,1463,1251,1252,1174,1091,--,926,572,320,219,165,
盈余公积(万元),5425,5425,4684,4684,4684,4684,3834,3834,3834,3834,2790,2790,2790,2790,1991,1991,--,1991,1378,622,75,1879,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),30394,33586,34538,25599,26571,29380,32133,22683,24992,26186,28762,16822,18822,19392,21599,11536,--,13142,8649,2015,-261,14693,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),91951,95025,95322,86445,87384,90119,92256,82709,84906,85989,88346,76299,78086,78657,79992,42356,41900,43797,38338,30695,27455,23137,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),91951,95025,95322,86445,87384,90119,92256,82709,84906,85989,88346,76299,78086,78657,79992,42356,41900,43797,38338,30695,27455,23137,
负债和所有者权益(或股东权益)总计(万元),112478,112445,114352,103571,104026,111502,104841,87587,89503,90542,96394,80643,82891,83504,87051,45449,46288,47915,43198,37815,29286,24531,		
  
