报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
其他流动资产(万元),54,31,21,42,262,263,201,208,--,--,373,373,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),51161,47400,48523,48671,45598,44401,45688,50120,46284,42992,45187,46314,40815,39919,41062,42944,41250,41382,41750,24215,20837,21186,20119,16135,7599,5897,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),5075,5075,5075,5075,5075,5075,2575,2575,--,--,--,--,791,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2339,2368,2744,2735,3530,3540,3609,3489,5727,5157,4994,1881,959,977,976,991,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,1917,--,5518,--,5436,--,5342,--,5253,--,5004,--,4770,--,4322,--,3205,--,3038,2990,2943,2830,2647,2587,--,
累计折旧(万元),--,3183,--,2937,--,2639,--,2341,--,2171,--,1880,--,1639,--,1456,--,1354,--,1214,1223,1157,1030,827,631,--,
固定资产净值(万元),--,-1266,--,2581,--,2797,--,3001,--,3082,--,3124,--,3131,--,2866,--,1851,--,1824,1766,1785,1801,1820,1957,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),2311,2354,2453,2581,2692,2797,2927,3001,3138,3082,3097,3124,3136,3131,2900,2866,1840,1851,1760,1824,1766,1785,1801,1820,1957,2033,
在建工程(万元),--,--,--,--,--,--,--,0,--,--,255,133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),144,150,178,196,218,242,265,272,300,318,360,354,363,387,410,415,73,80,77,83,89,91,99,2,--,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),423,423,423,423,423,423,423,423,1794,1371,1371,1371,1371,1371,1371,1371,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),258,273,299,325,346,335,358,382,340,341,87,87,26,22,23,24,25,22,24,21,14,2,5,18,40,66,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),395,413,371,332,336,281,255,222,267,305,300,282,391,387,374,247,79,75,74,73,92,96,76,52,49,30,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,71,71,--,37,37,31,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),10945,11057,11543,11667,12621,12693,10413,10363,11566,10574,10536,7303,7036,6313,6092,5945,2017,2027,1935,2001,1962,1974,1981,1892,2046,2129,
资产总计(万元),62106,58457,60066,60338,58219,57094,56101,60484,57850,53566,55723,53617,47850,46232,47154,48889,43267,43409,43684,26216,22798,23160,22100,18027,9645,8026,
短期借款(万元),5000,3000,2000,2000,4000,4000,2998,4998,4000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1400,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1092,--,--,--,--,108,--,--,69,--,--,
应付账款(万元),--,428,528,604,533,545,467,417,711,1094,662,380,216,415,401,414,444,835,910,738,410,308,534,373,19,1,
预收账款(万元),6654,5982,7060,6797,5435,5228,4785,6875,4291,4005,4638,4318,2828,1778,1212,2006,1084,1007,1248,1019,982,519,417,545,518,1253,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),5263,4517,6200,5876,4993,5043,5661,5256,3974,3130,4431,3642,2461,1960,2506,2093,1803,1455,1582,1543,1400,1206,1242,960,306,119,
应交税费(万元),451,602,228,1292,536,461,337,315,32,141,314,441,248,261,257,236,46,-27,-251,143,13,253,401,338,538,371,
应付利息(万元),--,--,2,2,7,7,7,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,495,--,--,--,--,--,--,--,600,--,--,--,1225,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),117,211,153,166,322,145,363,163,204,155,139,119,162,177,165,688,230,522,763,528,515,521,519,32,133,83,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),463,438,616,243,484,484,379,327,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),18341,15178,16789,16981,16309,15913,14996,18359,13213,9020,10185,8900,5915,4592,4541,6528,3608,4391,4251,3969,3428,4032,3113,2317,1514,3226,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,16,32,76,56,--,--,
非流动负债合计(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,32,76,56,0,0,
负债合计(万元),18341,15178,16789,16981,16309,15913,14996,18359,13213,9020,10185,8900,5915,4592,4541,6528,3608,4391,4251,3975,3444,4063,3189,2373,1514,3226,
实收资本(或股本)(万元),13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,13744,6872,6872,6872,6872,6872,6000,6000,6000,6000,6000,745,745,
资本公积(万元),14326,14326,14326,14326,14314,14314,14314,14314,14691,14314,14314,14314,14314,14314,21186,21186,21186,21186,21186,5111,5111,5111,5111,5111,71,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2235,2229,2229,2229,2062,2062,2062,2062,1666,2043,2043,2043,1775,1775,1775,1775,1314,1314,1314,1314,868,868,868,387,415,415,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),11166,10412,10367,10095,9164,8305,8232,8996,11633,11716,12624,12338,11461,11173,12116,11842,10288,9646,10061,9817,7375,7118,6932,4156,6900,3364,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),41471,40710,40666,40394,39284,38426,38352,39116,41735,41818,42725,42440,41294,41005,41949,41675,39660,39018,39433,22241,19354,19097,18911,15654,8131,4524,
少数股东权益(万元),2294,2568,2611,2963,2625,2755,2753,3008,2902,2728,2814,2277,642,635,664,686,--,--,--,--,--,--,--,--,--,276,
所有者权益(或股东权益)合计(万元),43765,43279,43277,43357,41910,41181,41105,42124,44637,44546,45539,44717,41935,41640,42613,42361,39660,39018,39433,22241,19354,19097,18911,15654,8131,4799,
负债和所有者权益(或股东权益)总计(万元),62106,58457,60066,60338,58219,57094,56101,60484,57850,53566,55723,53617,47850,46232,47154,48889,43267,43409,43684,26216,22798,23160,22100,18027,9645,8026,		
  
