报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,
流动资产合计(万元),2493760,2324921,2356231,2363264,2347177,2253715,2295015,2269057,2055158,2010220,2430861,2578734,2699535,2738813,2780879,2808099,2843321,2920274,2642176,2624341,2537603,2522407,2558175,2591600,2619203,2621597,2616422,2430591,2441762,2432939,2137665,2118524,1945248,1912876,1924050,1894624,2003999,1519217,1541641,1522737,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),631,631,631,631,380,380,380,380,380,380,402,402,402,402,402,402,402,402,402,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,17983,18169,18405,18694,31051,41503,41836,40885,54272,60945,60492,55765,--,--,--,--,49583,49583,49167,49167,74044,77432,81297,86984,91456,91931,95191,95191,0,0,
长期股权投资(万元),9704,9704,10351,10351,7136,7136,7095,7095,7286,7286,4493,4493,4829,4810,3129,3129,2217,2217,2175,1477,1477,1477,1418,1418,1477,1477,2198,2196,2221,2221,2247,1548,1558,1558,1579,1579,1579,1579,380,380,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),173,178,153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,1153644,--,1028692,--,1022923,--,1035682,--,1037392,--,1041844,--,1037897,--,1071659,--,1066740,--,1060870,--,1049414,--,1040549,--,1014237,--,934918,--,887670,--,743084,--,682376,--,596133,0,583016,437670,409040,
累计折旧(万元),--,457631,--,439622,--,420927,--,411162,--,390724,--,374502,--,364829,--,346505,--,323919,--,352472,--,334994,--,320074,--,296368,--,283585,--,256033,--,242100,--,217063,--,205401,0,190381,180624,168152,
固定资产净值(万元),--,696013,--,589070,--,601995,--,624519,--,646669,--,667342,--,673068,--,725154,--,742822,--,708398,--,714420,--,720475,--,717869,--,651333,--,631638,--,500984,--,465314,--,390732,0,392635,257045,240888,
固定资产减值准备(万元),--,5684,--,5684,--,5684,--,7559,--,7565,--,7547,--,7547,--,2156,--,2156,--,2156,--,2156,--,3918,--,3918,--,14,--,14,--,14,--,14,--,14,0,14,15,15,
固定资产(万元),--,690329,645525,583386,588128,596311,602105,616960,624566,639104,650649,659795,620857,665521,676075,722997,731994,740665,746149,706242,702143,712263,707325,716557,702588,713951,648155,651319,649189,631624,489231,500970,492186,465300,413446,390718,413192,392622,257030,240873,
在建工程(万元),--,142503,197146,266293,248253,225951,208712,197481,189988,183132,185159,173184,211766,169148,154153,105890,103465,102189,91996,112951,117198,103487,97797,92201,101423,96167,115008,106602,114016,130122,217728,204790,196560,194609,157579,142906,102234,117673,155891,120760,
工程物资(万元),--,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100,2,10,--,0,0,0,0,0,
固定资产清理(万元),--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),147642,149448,142122,143472,144249,145941,137511,138911,140631,142500,123311,125108,126456,128261,130058,131864,133587,135352,133223,135036,136889,138534,137957,139733,133683,134629,132280,133645,126545,124306,118575,116085,115288,115267,114156,112597,113368,114175,115782,60204,
开发支出(万元),9825,8880,14559,12403,13621,11779,5425,5281,4600,3914,6192,5832,6005,6701,6371,5404,4746,3875,11547,1334,1334,1334,2051,2035,8274,8274,7794,7694,7542,6440,7151,--,--,--,--,0,0,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1811,--,--,0,0,0,0,0,
长期待摊费用(万元),711,443,320,340,361,380,400,420,440,460,879,901,924,1068,759,794,838,869,924,955,988,1020,1055,1070,1117,1135,1485,1390,1418,1205,898,954,974,962,961,980,1000,1020,1060,1100,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),16031,16031,17882,15522,15931,15671,14520,14514,14064,14064,47069,36399,36219,36235,33095,32284,30952,31004,32350,32777,33113,33326,37954,39350,42041,41212,38641,38395,38736,38825,34986,34688,35359,35359,48770,48770,46682,47193,34105,36537,
其他非流动资产(万元),46930,61656,55769,58429,67265,80687,65194,55898,50246,40636,34418,33542,36035,36934,42135,40636,19181,20641,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),1055268,1079812,1084458,1090827,1085324,1084238,1041341,1036939,1032201,1031475,1070744,1058014,1062087,1067964,1077418,1085095,1069408,1078290,1073228,1051905,1053824,1047397,985747,992553,990794,997036,995334,991015,989024,984099,945053,936757,925036,900049,827947,789481,773246,769452,564249,459854,
资产总计(万元),3549028,3404733,3440689,3454090,3432501,3337952,3336356,3305996,3087359,3041695,3501606,3636748,3761622,3806777,3858296,3893194,3912730,3998564,3715404,3676246,3591427,3569804,3543922,3584153,3609997,3618633,3611756,3421606,3430787,3417038,3082719,3055281,2870284,2812926,2751997,2684105,2777245,2288669,2105890,1982592,
短期借款(万元),627172,583821,694024,688784,723149,670910,853904,855904,714040,714040,638905,604692,637022,586295,499783,543645,565145,600145,443645,397945,307515,300415,448115,473415,472945,470345,427945,461745,488729,487427,529028,555192,439095,387445,392351,387351,367351,797125,614742,547759,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,85696,--,69041,128238,118445,103364,88900,27687,32719,33537,37896,136599,132575,52882,70056,53263,60094,58201,59272,56208,60796,68428,60913,56505,75668,97504,114987,136568,129355,110665,77740,60096,63344,58291,46513,45108,57094,98425,107810,
应付账款(万元),--,507557,--,510321,474602,441621,447688,387427,336221,336663,330358,357201,290795,363562,411943,369324,356593,369953,391995,404463,408441,398434,381619,388532,393030,385391,395033,395299,385579,383989,389242,365448,334098,321501,283679,246117,247741,258037,251325,246232,
预收账款(万元),180656,153586,230387,204223,137274,129101,140175,128325,147022,117007,70148,70553,97543,88029,91560,72199,60844,72789,122744,188725,165843,151061,163092,170089,178197,167388,178485,192796,199127,198960,225918,213785,193137,173060,189593,197750,247392,219316,274465,329661,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),32010,32736,27937,28283,28010,32873,26080,26386,27629,29883,24361,24815,24902,26003,24474,25258,24070,25139,21866,21231,20814,24357,17509,16309,15967,21677,16262,15664,14718,17952,11748,11235,10028,14503,10467,10505,9867,12911,9061,8360,
应交税费(万元),5827,13841,7303,11079,9318,15776,13623,11012,12621,9300,7511,6705,5842,14308,8083,10088,20410,21848,202,706,-5080,8461,-2661,-4209,-3143,-81,-11317,-20754,-30505,-8857,-12658,-10513,-478,18784,10848,-4614,258,18800,14863,10261,
应付利息(万元),3261,2688,673,7229,4787,4375,1897,11427,8654,5861,11009,18188,11798,5562,12182,17814,11697,5241,16657,22246,14664,5731,11707,17982,11726,5182,11057,6873,3660,448,--,--,633,172,785,0,0,11,230,86,
应付股利(万元),124,124,124,124,124,124,124,124,124,124,124,124,127,127,124,121,126,126,111,634,111,111,86,925,86,86,64,2773,64,64,--,--,--,--,--,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),--,140265,--,166971,159263,159074,155726,146441,163814,146225,93655,96032,93327,93067,154426,147667,159603,152062,180725,183430,189898,188008,163865,161142,154761,152318,151291,162983,164173,142676,52937,58139,51623,55744,64060,62765,22939,25976,38537,30070,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),81087,84268,80801,58884,93870,128946,164500,575381,540716,506442,481861,310938,350785,385806,190682,180767,140125,106002,--,20000,40000,40000,--,--,--,--,--,11500,11500,11000,8500,--,--,--,--,20010,48010,66200,40300,58100,
其他流动负债(万元),72355,97355,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),1774848,1701938,1724720,1744941,1758636,1701245,1907081,2231327,1978529,1898264,1691469,1527145,1648739,1695335,1446139,1436939,1391875,1413401,1236146,1298651,1198412,1177373,1251761,1285096,1280073,1277975,1266325,1343865,1373613,1363013,1315380,1271026,1088233,1034552,1010073,966398,988665,1455473,1341948,1338340,
长期借款(万元),575000,516500,517000,522000,487000,452000,416500,55500,90500,125500,151000,322000,287200,252500,217000,227000,267500,302500,257500,157000,137000,102000,42000,42000,42000,42000,42000,22000,2000,2000,2000,8500,7500,7500,4500,3500,2500,176500,232500,196000,
应付债券(万元),19992,19992,19991,19990,19989,19988,19987,19987,20005,19984,269788,269721,269711,269583,519218,499084,498950,498817,498687,498559,498432,498306,498182,498061,497940,497820,497702,248875,248816,248758,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),--,--,1500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,1428,1854,2681,3470,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,259,--,--,--,1486,409,36824,35530,22848,50489,
预计非流动负债(万元),11306,11506,21800,21814,21907,21996,8070,15606,15993,16013,10,10,21,145,75,174,174,204,76970,77750,78572,79544,84063,84847,85791,86740,90791,91646,92414,93420,94122,95150,96708,97623,98287,100223,101107,101932,102609,128031,
长期递延收益(万元),17631,19744,23462,17317,17379,17388,17996,18029,18091,18124,18444,18470,18768,18801,19283,19306,19452,19503,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20046,19990,20108,20141,20454,20551,20760,20799,21104,21100,20844,18774,16637,16526,16698,16449,16303,16332,16502,16530,16708,16906,
非流动负债合计(万元),667420,598530,618972,613709,579553,545144,497068,144137,179564,214478,499103,670542,636796,602955,821181,811775,853653,888600,853203,753298,734112,699991,644698,645459,646491,647359,651597,383621,364074,362952,113018,120176,120906,121572,120577,120463,158361,332346,377346,394896,
负债合计(万元),2442268,2300467,2343693,2358649,2338189,2246389,2404149,2375464,2158094,2112742,2190572,2197687,2285535,2298290,2267320,2248714,2245528,2302001,2089349,2051949,1932523,1877364,1896459,1930555,1926564,1925334,1917922,1727486,1737687,1725965,1428398,1391203,1209139,1156124,1130650,1086861,1147026,1787818,1719294,1733236,
实收资本(或股本)(万元),685778,685778,685778,685778,685778,685778,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,653800,453800,453800,0,
资本公积(万元),961817,961817,964911,964911,964911,964911,842889,842889,842889,842889,841515,841515,841515,841515,841515,841515,841515,841515,841515,841515,841515,841515,841500,841500,841500,841500,841500,841500,841500,841500,841500,841500,841500,841500,843135,843461,841168,-79044,-79044,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),933,763,775,584,519,363,535,635,427,272,191,348,200,130,498,516,266,51,115,161,249,75,448,784,616,404,280,280,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,12569,11474,11474,11474,11474,848,844,844,844,0,0,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),-572710,-575091,-577675,-583359,-585264,-587962,-592235,-594420,-595784,-596380,-218280,-90826,-54894,-22979,52214,105572,128395,157299,98744,96084,130143,163335,117884,123233,153107,162465,164573,165505,165977,163650,132576,136557,138196,136045,114217,97742,76906,67695,44,0,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,31,34,30,30,93,48,47,91,91,7,-13,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),1095364,1092812,1093383,1087481,1085868,1083014,924898,922799,921228,920476,1294918,1422528,1458312,1490156,1571600,1624981,1647539,1676232,1606785,1604160,1638309,1671323,1626231,1631980,1661640,1670784,1672813,1673745,1673853,1671506,1639351,1643331,1644971,1642820,1612000,1595848,1572718,443295,374800,247324,
少数股东权益(万元),11396,11453,3614,7961,8444,8550,7309,7733,8038,8477,16115,16533,17776,18331,19377,19499,19663,20331,19270,20137,20594,21117,21232,21618,21793,22515,21021,20376,19246,19567,14970,20747,16174,13982,9347,1397,57501,57556,11796,2032,
所有者权益(或股东权益)合计(万元),1106760,1104266,1096997,1095441,1094312,1091564,932207,930532,929266,928953,1311033,1439061,1476087,1508487,1590977,1644481,1667202,1696563,1626055,1624297,1658904,1692440,1647463,1653598,1683434,1693299,1693834,1694120,1693099,1691073,1654320,1664079,1661145,1656801,1621347,1597244,1630219,500851,386596,249356,
负债和所有者权益(或股东权益)总计(万元),3549028,3404733,3440689,3454090,3432501,3337952,3336356,3305996,3087359,3041695,3501606,3636748,3761622,3806777,3858296,3893194,3912730,3998564,3715404,3676246,3591427,3569804,3543922,3584153,3609997,3618633,3611756,3421606,3430787,3417038,3082719,3055281,2870284,2812926,2751997,2684105,2777245,2288669,2105890,1982592,		
  
