报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,
应收利息(万元),13385,13541,12346,13264,11131,11468,8225,10648,18022,23201,22705,17225,14441,21596,17351,11820,9846,8727,11303,7534,4366,2858,7973,5862,4415,2758,8677,6659,160,2069,6082,4130,3095,908,831,582,
应收股利(万元),0,1144,0,0,0,--,64,64,64,64,683,683,64,64,530,64,64,64,64,43,43,43,43,562,43,43,462,160,4619,161,161,161,0,199,2,2,
其他应收款(万元),290692,229611,282470,267097,344350,277096,361523,314476,392705,320476,361291,342663,351478,265414,281539,267696,297451,237032,242398,261737,222742,215681,126017,136333,164929,138420,92902,101646,94934,86683,201634,219273,133685,108711,117591,103132,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),1619872,1589122,1848745,1897980,1903969,1823082,--,1854188,2023195,1848704,1893323,1862710,1974157,1805002,1853843,1692710,1477135,1285846,1345851,1182271,1027394,854197,797612,719917,637083,538527,548909,475819,381593,362856,292940,323913,307681,269567,252683,311619,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),0,--,0,--,0,--,1871570,--,--,--,--,--,--,--,0,--,22373,22188,0,4540,13520,23269,24448,31919,40408,46318,34877,23914,34174,44454,21706,21706,34866,50194,77495,77696,
其他流动资产(万元),100657,154845,169641,206585,181414,195959,200325,244530,439390,458606,498607,539293,532735,451056,346000,321000,250000,230000,0,0,--,--,--,--,--,--,--,--,--,--,--,0,350,0,0,300,
流动资产合计(万元),7020633,7054308,6901400,6864069,6834035,6786237,6692908,6522132,6701024,6644410,6681618,6636693,6580272,6619145,6440350,6319173,6051359,6066790,5705751,5585302,5183378,4937392,4624038,4334253,3873590,3742357,3238919,2911143,2760182,2721439,2767438,2616389,2528745,2515179,1924321,1846826,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),138898,136159,125386,136882,120492,120748,134815,131547,132836,78007,73133,91504,77062,76200,75814,1686,1764,1694,1913,1915,2219,1990,2085,1717,1467,1574,1882,2119,2798,2600,2529,2001,2731,2713,2058,1118,
持有至到期投资(万元),0,--,0,--,0,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),60132,77506,36373,35595,21602,23525,7550,7590,7828,8483,22349,26027,57621,89548,87135,87671,101777,81956,99079,90381,73670,103568,49784,67485,62986,56050,77162,47548,67445,53877,84677,89282,88108,88108,91172,91545,
长期股权投资(万元),44610,37455,24048,22396,22098,19018,18498,17579,16876,16579,16419,15999,16481,16331,16075,89656,89837,89862,89439,89691,89559,89501,90397,90279,74584,74427,74094,71296,71503,69039,68305,42594,42223,34942,27507,26321,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),94204,94968,26317,26547,24090,25153,25046,25273,25499,25726,25850,26743,18727,18867,6676,6750,6957,7033,7109,7046,7120,7194,7267,7342,6505,7491,8382,8408,8435,8461,8704,8730,8757,8783,2142,1493,
固定资产原值(万元),--,1322643,--,1212537,--,1178998,--,1136095,--,1110552,--,1052632,--,1061100,--,718465,--,712936,--,705233,--,698569,--,579855,--,571841,--,537163,--,490838,--,419312,--,404710,384491,374675,
累计折旧(万元),--,445090,--,419017,--,387090,--,356367,--,325583,--,298415,--,272087,--,256018,--,237374,--,227925,--,209980,--,192732,--,177851,--,163435,--,147460,--,135682,--,124586,111966,99200,
固定资产净值(万元),--,877553,--,793520,--,791908,--,779729,--,784969,--,754217,--,789013,--,462447,--,475561,--,477308,--,488589,--,387124,--,393990,--,373727,--,343378,--,283630,--,280124,272525,275475,
固定资产减值准备(万元),--,22706,--,104,--,104,--,104,--,104,--,104,--,104,--,104,--,105,--,105,--,105,--,106,--,106,--,106,--,106,--,112,--,112,150,152,
固定资产(万元),839609,854847,779528,793416,780146,791804,769270,779625,769322,784865,740517,754113,771507,788909,791035,462343,469165,475457,472079,477203,483497,488484,460598,387017,391767,393884,390089,373621,342228,343271,283305,283518,280988,280012,272375,275324,
在建工程(万元),249473,235598,362126,343670,362038,354328,397714,385159,378584,347739,388796,371777,359044,259419,237720,271462,198164,177006,105167,58867,58510,38017,37701,104713,97921,89006,77544,59993,49449,44438,65429,53099,43398,40130,34661,24530,
工程物资(万元),73,73,74,73,355,73,73,254,427,537,537,254,254,254,254,254,0,--,5,5,5,5,5,5,5,5,6,6,5,--,166,0,594,0,0,0,
固定资产清理(万元),54,58,1941,1927,1674,1754,3128,3053,3021,3016,3078,271,287,0,60,67,34,--,340,60,60,60,--,--,9,--,30,-3,-2,2,61,40,1,1,3,0,
生产性生物资产(万元),0,--,0,--,0,--,--,--,--,--,0,0,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),0,--,0,--,0,--,--,--,--,--,0,0,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),191124,192687,211494,208310,204470,206769,209999,214353,212416,227346,221844,224377,226620,234809,232314,232698,212433,213801,202256,203306,194253,205920,197959,192190,169418,170678,164453,158237,159473,159997,157115,157777,159073,160183,130664,133942,
开发支出(万元),0,--,0,0,0,--,--,--,--,--,15,0,--,--,--,--,0,--,0,0,--,--,--,--,259,--,2073,891,481,239,544,494,153,0,10210,6279,
商誉(万元),0,--,0,0,0,--,--,--,--,--,0,0,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),800,806,931,1046,1062,1170,1166,1148,1293,1433,921,1041,1183,1304,1096,1167,1238,1343,1464,1506,1629,1691,1788,1891,68,78,4358,81,70,66,1370,545,515,520,549,355,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),56955,57709,54777,54846,52343,52884,39915,39802,30574,30561,27989,27830,27547,27966,21185,21190,21556,22166,21831,21772,22525,22438,19783,19745,21305,21373,20732,19594,19268,19252,26309,27184,26893,26868,29376,30191,
其他非流动资产(万元),6077,5958,5358,3947,4541,4955,5777,5995,5654,5940,6076,6480,7940,7282,7000,6771,7075,7797,11235,8753,8690,8848,6834,7321,8191,8702,3687,3727,3357,3499,3115,2911,2932,2687,5885,6766,
非流动资产合计(万元),1682009,1693825,1628352,1628656,1594912,1602180,1612952,1611376,1584331,1530232,1527523,1546417,1564273,1520887,1476366,1181716,1110000,1078114,1011916,960504,941736,967716,874201,879705,834486,823267,824493,745518,724508,704741,701631,668175,656366,644949,606603,597864,
资产总计(万元),8702643,8748133,8529752,8492725,8428946,8388417,8305859,8133508,8285355,8174642,8209142,8183109,8144545,8140032,7916716,7500890,7161359,7144905,6717667,6545807,6125115,5905107,5498240,5213958,4708076,4565623,4063412,3656661,3484690,3426180,3469068,3284565,3185111,3160128,2530924,2444691,
短期借款(万元),67979,48783,67411,62275,66335,49937,56631,69631,40600,38600,35954,63600,42500,29600,31465,75506,69927,41700,0,0,3000,23000,10814,15888,18548,8548,8809,5824,--,17610,33114,39410,40458,51088,49500,115977,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),0,--,0,--,0,--,--,--,--,--,--,0,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付票据(万元),118095,131803,121912,91155,97880,102853,106295,117782,152531,119733,75529,80951,81172,62271,41525,23877,24596,28209,19796,17992,16017,17823,22739,15212,25527,30829,23232,14006,11094,14279,10673,8263,7491,17409,18783,30865,
应付账款(万元),2262969,2500014,2346849,2358350,2347768,2524487,2355373,2338524,2212365,2484458,2197983,2230845,1996313,2075066,1858483,1737886,1506453,1569764,1512005,1430700,1181294,1319706,1168818,1069195,921838,974626,920347,837235,720670,751886,627339,613749,536226,582652,495131,452281,
预收账款(万元),1737630,1576805,1606897,1616484,1672438,1458025,1605166,1490607,1768861,1519797,2032862,1988735,2355113,2405570,2637154,2431002,2558414,2643620,2472766,2432867,2448390,2059306,2020193,1863554,1637137,1447692,1173008,908817,878512,800800,971866,860457,908486,845061,1001202,931475,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),31270,41213,33032,33653,37226,46876,32516,31208,29005,43217,32151,30908,30017,49161,36676,34819,29345,41867,25209,25462,38574,37787,25637,22398,21793,30135,28699,32952,30470,33601,22944,21133,14798,25985,19957,26402,
应交税费(万元),67914,71688,29967,25259,30259,50972,23505,25463,34617,62167,35780,37413,35212,50512,-24459,6591,14938,40394,33950,34876,40268,73300,42530,45659,34440,45211,21559,36767,41608,54800,34719,23571,27471,34568,28727,36631,
应付利息(万元),2768,2945,2426,1856,1667,1042,1132,950,2270,1438,1257,961,145,139,363,35,3,5,1843,0,--,--,--,--,--,--,--,--,--,--,--,0,9,9,0,201,
应付股利(万元),0,--,74,54279,0,--,74,42991,--,--,39,51836,--,--,0,49330,147,213,0,32065,--,--,--,24802,137,137,10058,14648,137,137,137,176,0,227,234,222,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应付款(万元),551476,533948,503476,491790,488325,488487,490213,429254,455481,412630,438078,416839,409179,375813,328932,287034,324493,304397,307699,310073,215654,254766,204809,245972,229159,258556,219237,192060,200018,185979,268471,289785,215988,184188,176654,177534,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动负债(万元),36322,54765,0,9272,9272,16226,--,1989,1938,1948,--,--,4283,4283,28777,14075,18316,22558,0,26929,41394,41497,32402,33351,47639,47639,20137,24607,41631,45147,12138,25373,45057,59845,44160,78346,
其他流动负债(万元),2445,5594,1231,1223,1363,1363,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,527,0,0,0,
流动负债合计(万元),4878867,4967558,4713273,4745597,4752533,4740268,4670903,4548400,4697669,4683988,4849632,4902087,4953933,5052415,4938916,4660155,4546631,4692727,4373267,4310963,3984590,3827185,3527941,3336031,2936219,2843373,2425085,2066916,1924140,1904239,1981400,1881917,1796511,1801033,1834348,1849934,
长期借款(万元),556845,543720,599314,620318,561471,571455,577463,587308,589845,525844,486127,474832,466753,415191,389521,329729,164675,82376,63639,40057,40591,40697,62899,63867,49780,45096,77093,77469,83744,84954,127203,76198,98076,98133,153113,88509,
应付债券(万元),0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),6977,8977,8977,8977,977,977,30525,33148,35747,38312,40835,43326,977,977,98196,100943,104722,105979,101506,103556,107204,108218,91701,92978,95522,96709,88133,85928,94112,88966,100310,104824,102726,107799,110450,115461,
专项应付款(万元),2850,2786,19860,18052,9714,12572,420,370,381,381,391,391,402,402,1052,1052,1214,1107,1117,1107,1107,1107,1219,1119,1169,1169,1961,1961,1992,1421,1334,1412,1704,1080,929,761,
预计非流动负债(万元),43426,43426,38726,38726,38726,38726,29821,29821,29821,29821,29821,29821,29821,29821,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期递延收益(万元),33860,30846,16553,15866,19336,14712,15063,14381,12966,12768,8012,3232,2804,2777,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1100,1100,
递延所得税负债(万元),2036,2083,2290,2188,2158,2225,2150,2146,2327,2823,3422,4859,2356,2250,2231,2187,2262,2212,3387,3446,3606,3546,1845,1816,1816,1841,995,730,825,766,2661,626,785,771,520,406,
其他非流动负债(万元),6290,6290,5976,5976,5661,5661,5347,5347,5032,5032,4718,4718,4403,4403,5615,5665,5470,5470,5265,5375,5005,5000,4555,4555,4290,4290,4025,4025,3760,3760,3495,3495,3230,3230,944,629,
非流动负债合计(万元),738137,724753,768602,788601,719169,728790,747640,760155,764392,704700,676146,663238,610182,560197,496614,439575,278342,197145,174913,153541,157513,158568,162218,164334,152576,149105,172207,170113,184432,179867,235003,186555,206521,211013,267056,206866,
负债合计(万元),5617004,5692311,5481875,5534198,5471702,5469059,5418544,5308555,5462061,5388688,5525778,5565326,5564115,5612612,5435530,5099730,4824974,4889872,4548180,4464503,4142104,3985753,3690159,3500365,3088795,2992478,2597292,2237029,2108572,2084106,2216403,2068473,2003032,2012047,2101403,2056801,
实收资本(或股本)(万元),493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,493300,370000,370000,
资本公积(万元),551729,552197,552197,551339,551339,551339,551339,551339,551339,551339,550632,551592,544133,544133,545377,544964,545030,544969,545110,545114,536563,536368,531263,530987,530789,530720,528148,527022,527185,527185,508383,507982,508548,508535,-24930,-26829,
减:库存股(万元),0,--,0,--,0,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
专项储备(万元),15172,11527,12960,12946,11111,9265,9568,9317,7167,5524,8221,6367,3595,2605,7620,6280,4615,1774,5927,5811,565,--,789,1121,317,--,76,76,--,--,--,0,9,14,110,0,
盈余公积(万元),55738,55738,46484,46484,46484,46484,38891,38891,38891,38891,29457,29457,29457,29457,21186,21186,21186,21186,11640,11640,11640,11640,5431,5431,5431,5431,2073,2073,2073,2073,6,6,6,6,6,6,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未分配利润(万元),1809011,1768996,1751798,1707306,1706858,1675832,1650643,1590732,1587534,1549303,1462838,1387928,1379593,1326355,1266528,1189458,1126704,1058666,981473,890429,826471,764470,683383,608554,539649,497839,400987,356102,314264,282257,217458,183743,149198,118428,61693,20512,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-14267,-13646,-12503,-14300,-13140,-8646,-7498,-7210,-6397,-6090,-4265,-4623,-3378,-2075,-1627,-2690,-1188,-2205,-1035,-2982,-4578,-5912,
归属于母公司股东权益合计(万元),2875493,2834367,2822465,2778122,2776818,2747098,2715430,2654726,2651191,2614006,2515415,2451524,2419936,2364822,2319743,2241542,2178331,2105594,2024310,1937648,1861041,1798568,1707769,1633303,1565220,1522666,1421206,1376498,1335194,1302124,1217960,1182826,1150026,1117301,402300,357776,
少数股东权益(万元),210146,221455,225412,180405,180427,172260,171886,170227,172104,171949,167949,166260,160494,162599,161443,159618,158054,149439,145176,143655,121969,120786,100311,80290,54060,50480,44914,43134,40924,39950,34705,33266,32052,30781,27220,30114,
所有者权益(或股东权益)合计(万元),3085639,3055822,3047876,2958527,2957245,2919359,2887316,2824952,2823294,2785954,2683364,2617784,2580430,2527420,2481186,2401160,2336385,2255033,2169486,2081303,1983011,1919354,1808081,1713593,1619280,1573146,1466120,1419632,1376118,1342074,1252665,1216092,1182078,1148082,429520,387890,
负债和所有者权益(或股东权益)总计(万元),8702643,8748133,8529752,8492725,8428946,8388417,8305859,8133508,8285355,8174642,8209142,8183109,8144545,8140032,7916716,7500890,7161359,7144905,6717667,6545807,6125115,5905107,5498240,5213958,4708076,4565623,4063412,3656661,3484690,3426180,3469068,3284565,3185111,3160128,2530924,2444691,		
  
