报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
流动负债合计(万元),7167,7416,6661,6680,6067,6241,5982,7035,5212,4789,4241,6881,4048,5924,4880,4967,4650,4346,4928,3960,5522,5879,8848,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,300,300,300,300,300,300,300,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1019,1060,1095,1131,1175,1220,1247,1296,1351,1407,1444,1493,1541,1602,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,303,
非流动负债合计(万元),1019,1060,1095,1131,1175,1220,1247,1296,1351,1407,1744,1793,1841,1902,300,300,300,0,9,0,0,0,303,
负债合计(万元),8187,8476,7756,7811,7242,7461,7229,8331,6563,6196,5985,8674,5889,7826,5180,5267,4950,4346,4937,3960,5522,5879,9151,
实收资本(或股本)(万元),33734,33734,33734,33734,22489,22489,22489,22380,22380,22380,22380,22380,22380,22380,16785,16785,16785,16785,16785,16785,16785,16785,5475,
资本公积(万元),46915,46864,46189,46189,57434,57434,57053,56207,56207,56207,56207,56207,56207,56207,28717,28717,28717,28717,28717,28717,28717,28717,526,
减:库存股(万元),567,567,567,956,956,956,956,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),6509,6509,5452,5452,5452,5452,4590,4590,4590,4590,3831,3831,3831,3831,3203,3203,3203,2439,2439,2439,1563,217,2710,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),45404,42949,40757,37425,36966,35474,33402,31502,31762,30480,30052,27853,37088,35205,34010,32773,29364,27811,26558,22304,13879,1621,19823,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),131996,129489,125566,121845,121386,119894,116580,114679,114939,113658,112470,110271,119507,117623,82716,81479,78070,75752,74500,70246,60944,47340,28535,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1393,
所有者权益(或股东权益)合计(万元),131996,129489,125566,121845,121386,119894,116580,114679,114939,113658,112470,110271,119507,117623,82716,81479,78070,75752,74500,70246,60944,47340,29928,
负债和所有者权益(或股东权益)总计(万元),140182,137965,133321,129656,128628,127356,123809,123009,121502,119854,118455,118945,125396,125449,87895,86745,83020,80098,79436,74206,66466,53220,39079,		
  
