报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),19705,22865,24085,19199,19144,19006,22391,15507,15878,17674,13459,11949,14272,15583,13249,12594,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,800,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),939,976,763,800,800,800,800,800,800,800,--,800,800,800,800,--,
递延所得税负债(万元),198,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,400,
非流动负债合计(万元),1137,976,763,800,800,800,800,800,800,800,800,800,800,800,800,400,
负债合计(万元),20842,23841,24848,19999,19944,19806,23191,16307,16678,18474,14259,12749,15072,16383,14049,12994,
实收资本(或股本)(万元),13776,13776,13776,13776,13776,13776,13776,13776,13776,13776,13776,6888,5166,3690,3690,3690,
资本公积(万元),19802,19802,19802,19802,19802,19802,19802,19802,19802,19802,19802,26690,6108,6846,6846,6846,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3229,3229,2816,2816,2816,2816,2303,2303,2303,2303,1854,1854,1854,1347,858,359,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),24769,22010,20510,19829,19343,18864,18419,17223,15214,14520,13257,12923,11767,9859,5986,1734,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),61576,58817,56904,56223,55737,55258,54300,53104,51095,50401,48689,48354,24895,21742,17380,12630,
少数股东权益(万元),14,110,136,26,54,77,41,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),61590,58927,57040,56249,55792,55335,54341,53104,51095,50401,48689,48354,24895,21742,17380,12630,
负债和所有者权益(或股东权益)总计(万元),82432,82767,81888,76248,75735,75141,77532,69411,67774,68875,62948,61104,39967,38125,31429,25624,		
  
