报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,4500,6500,6500,6500,5500,4000,5000,5000,3500,3500,4500,7000,8500,3000,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),71459,65331,67349,67930,71363,67972,49222,39332,39771,43022,39298,34448,38581,36217,40457,33796,
长期借款(万元),4500,4500,--,--,--,--,2000,3500,2500,2500,4000,8000,7000,8500,7000,13500,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,30000,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),20521,20957,21513,21295,21567,15229,9565,9837,--,10382,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),30000,30000,30000,30000,30000,30000,--,--,10109,--,10624,10892,11430,3930,3289,337,
非流动负债合计(万元),55021,55457,51513,51295,51567,45229,41565,13337,12609,12882,14624,18892,18430,12430,10289,13837,
负债合计(万元),126479,120788,118861,119225,122930,113201,90787,52669,52380,55904,53922,53341,57011,48647,50745,47632,
实收资本(或股本)(万元),42888,42888,42890,42890,21395,21402,20800,20800,20800,20800,20800,20800,15600,15600,15600,15600,
资本公积(万元),49408,49107,48393,47667,67766,67201,58653,59312,59312,59857,56006,56006,25385,20245,20237,20182,
减:库存股(万元),5890,5890,8991,8991,8333,8431,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4499,4499,3795,3795,3795,3795,3189,3189,3376,3189,2897,2818,2420,1611,1081,336,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),35399,32759,28412,27322,25786,23046,18826,16697,18595,15988,13441,12681,14033,12939,9637,2803,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),126305,123364,114498,112682,110408,107012,101468,99999,102083,99835,93145,92305,57438,50395,46554,38920,
少数股东权益(万元),218,157,222,220,199,198,198,2016,2144,2212,2011,2045,2096,1873,1742,--,
所有者权益(或股东权益)合计(万元),126522,123521,114720,112902,110607,107210,101666,102014,104227,102047,95155,94351,59534,52268,48295,38920,
负债和所有者权益(或股东权益)总计(万元),253002,244309,233582,232127,233537,220411,192453,154683,156607,157951,149077,147692,116545,100915,99041,86552,		
  
