报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
应收利息(万元),8162,14049,15597,8277,7867,9483,9035,8468,24509,32495,18884,21638,18804,16604,26791,29567,34624,29866,20765,18263,14505,10980,18168,17440,16163,16777,--,4467,0,0,0,0,0,0,--,48,618,182,1527,202,193,0,0,
应收股利(万元),2584,2224,3312,5970,3721,3960,12702,13692,683,683,3394,1582,154,94,4459,7290,1510,1609,6081,10085,13610,13610,1512,984,55,716,1906,1416,981,750,66,66,2172,2500,17,17,17,701,380,154,8,50,64,
其他应收款(万元),6965827,5554728,6249838,6522252,4771933,4948945,3898831,4090088,3629610,3417690,2708027,2688297,2635737,2499488,2820220,2378995,2343357,1845945,1895736,1934993,1997646,1654837,1830372,1634711,1267548,970458,1228326,1331089,1175286,951398,1406174,1387930,1221108,955509,1399799,1273647,1117586,1062250,1096150,855069,945276,885348,723307,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11700,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
存货(万元),60002004,53588723,58928240,55459714,53730142,49426889,52480966,39771982,39853794,38758944,40956940,38492581,37936597,34827335,38869489,36404480,34932219,32238225,33238919,30792483,27235507,25438205,25703470,24344412,15580193,15034214,13901553,12460098,11410469,11567858,11327826,10699271,7966170,5864948,5832423,5568241,8529143,5710446,8577815,5203087,4319378,2689143,1851297,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
一年内到期的非流动资产(万元),5072649,4854277,4582092,4546116,4269330,4131048,3409512,3396248,2868966,3385091,1931811,2133329,1574848,1749910,1251172,1259077,959313,1056063,1065975,1077966,829985,828532,499807,594566,536865,544331,427105,411805,365885,319929,300134,327754,257821,249036,502366,224764,153654,195308,40000,133891,92659,63938,58566,
其他流动资产(万元),3813855,3457233,3458148,2993681,2481810,2433970,1569018,1332868,1215777,846875,1080476,913018,779637,704819,977218,935810,954580,731357,1015001,825364,459279,425469,715234,476343,445611,451056,270869,286545,293519,275727,179954,241386,135485,101825,112493,85613,52872,77155,31635,48186,33658,27220,23288,
流动资产合计(万元),118397294,114015074,116624556,114099415,108359497,110994573,106932228,90850687,83713799,83246661,81442724,78180209,72009347,71737657,72638319,68708516,62932936,61653737,60892467,60183269,54149994,52198141,49746950,47311935,42535806,40940059,39271166,36547653,32965260,32515726,32011709,30482161,27808347,25212576,24860401,19326298,17805364,17492022,16673585,15499705,14201634,10105915,8110948,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
可供出售金融资产(万元),1041602,1044688,1141169,1061676,1047479,1037116,762565,527669,608934,584897,600089,563524,634229,496860,390189,125682,273070,132022,129602,123056,133187,138903,118355,126740,127282,134137,132214,134329,137586,132892,140799,50166,61741,49671,70264,48767,41347,31111,34592,39527,75263,46858,16461,
持有至到期投资(万元),0,--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,33,33,33,25,4113,
长期应收款(万元),24539745,22582217,19106574,16613466,14505859,13739953,13521294,12330739,12575812,12537645,12852688,12406346,11313130,10006912,10387037,9205078,8851797,8239245,7051084,6362440,5585198,5615209,5059461,4151907,3859292,3816367,4497706,3265069,2509255,2302416,1656220,1628786,1323177,1261732,591299,577763,585125,593055,584188,713608,460405,251751,264548,
长期股权投资(万元),5459136,4991048,4118701,3849418,3376816,3347656,2973120,2860112,2734932,2632610,2470946,2370518,2334608,2331098,2377885,2430700,2215747,2135357,2155987,2044757,2302513,2302604,2201002,2146815,2101907,2113442,2027585,1920678,1898548,1565826,1287805,906590,719425,438358,452959,408042,439950,344398,432082,413722,335432,245842,261081,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
投资性房地产(万元),5754340,5711303,5025672,5076330,3468861,3493571,3268539,3254583,3195249,3059787,2899252,2862016,2487931,2526795,2031808,1999236,1778247,1693948,1246606,1177527,1166058,1156544,908131,873352,941830,813342,722531,700849,705936,822500,519558,497436,503688,442109,422369,442884,446500,253446,150325,148123,138504,92645,103653,
固定资产原值(万元),--,6159121,--,5713661,--,5327541,--,4604626,--,4423343,--,4164402,--,3914554,--,3589040,--,3397698,--,2999021,--,2790104,--,2494072,--,2129457,--,1983758,0,1809491,0,1736553,0,1617865,--,1331701,0,1277605,0,1136194,1082483,942449,896203,
累计折旧(万元),--,2693762,--,2530793,--,2319463,--,2150612,--,1973369,--,1829788,--,1620527,--,1499827,--,1333197,--,1228127,--,1095868,--,1031755,--,835571,--,768648,0,686351,0,621986,0,560836,--,499043,0,445783,0,401592,370523,393995,363568,
固定资产净值(万元),--,3465358,--,3182868,--,3008078,--,2454014,--,2449974,--,2334614,--,2294027,--,2089213,--,2064501,--,1770893,--,1694236,--,1462318,--,1293886,--,1215110,0,1123141,0,1114567,0,1057029,--,832659,0,831822,0,734602,711961,548453,532636,
固定资产减值准备(万元),--,25830,--,25849,--,5475,--,5631,--,5633,--,5648,--,5654,--,7323,--,7297,--,7386,--,7796,--,6387,--,6211,--,6197,0,6263,0,4839,0,4841,--,1993,0,2246,0,1487,1508,2723,5418,
固定资产(万元),3378584,3439528,3175529,3157019,3044483,3002603,2756153,2448383,2451034,2444341,2301046,2328966,2277449,2288373,2107068,2081891,2051916,2057204,1884649,1763508,1697374,1686439,1472217,1455931,1284977,1287675,1207727,1208913,1117934,1116878,1125396,1109728,1046005,1052188,871425,830666,824850,829576,740770,733116,710453,545731,527218,
在建工程(万元),823213,774493,1116416,1067853,1258883,1127481,1121926,1089958,1067964,1013682,761432,717513,709145,670413,772076,755650,628936,568528,473874,474677,422330,400072,435119,381615,342748,299453,294999,281023,308896,305392,150569,137957,119330,105880,139027,128805,98121,306284,110352,74623,139623,146997,44716,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,220,2,8,2,7,6,1187,921,940,962,915,909,791,785,764,1392,1296,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,265,--,--,--,0,0,0,0,49,0,5,0,0,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
无形资产(万元),1119058,1122286,1121364,1126884,1213154,1212213,1244407,902354,874812,891303,882524,900590,927087,923854,894463,901292,901394,904222,845792,835589,825034,822327,803484,787574,721112,657445,629217,621994,597871,602815,478847,451622,422020,423112,381664,329008,310670,315387,304579,321264,309353,85155,75194,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
商誉(万元),214995,214995,214234,217928,221956,224307,506536,217225,211533,212605,209304,201408,203020,202240,204602,204894,191121,189545,188107,188688,196137,191727,193326,192732,198204,143413,143364,146128,147954,149421,153359,155465,167433,159499,156836,159711,167115,160265,139289,148814,160737,56303,0,
长期待摊费用(万元),44660,41907,38330,35690,34032,32878,37749,38275,31535,38887,46132,49467,60822,61220,61705,66755,80009,80835,83493,89687,73793,103648,15534,13591,13837,13395,15334,14237,12924,12659,16984,16574,13957,12929,13447,13131,12418,13029,12977,13416,12308,9753,8842,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
递延所得税资产(万元),1065228,1026618,930468,946510,841827,879174,840859,789328,724188,713734,650657,650802,592920,602121,549970,554500,497426,483149,492777,490666,455601,440929,360115,337386,315945,302243,231863,216757,184565,173441,129034,121255,110205,99441,86842,82096,91957,77298,77003,60751,49400,55379,53362,
其他非流动资产(万元),209047,134173,97709,137202,106789,103804,344392,105306,91557,114340,90206,88955,47993,63079,61180,60397,33487,244317,84328,59312,146070,112872,58297,56849,55311,61956,29863,53536,57387,53944,103132,85848,497,0,--,0,0,0,0,0,0,0,0,
非流动资产合计(万元),43649606,41083257,36086166,33289974,29120136,28200755,27377538,24563930,24567549,24243829,23764276,23140105,21588333,20172964,19837984,18386073,17503150,16728373,14636298,13609907,13003295,12971276,11625041,10524492,9962708,9642866,9932623,8563514,7678862,7238186,5761710,5161432,4488715,4045839,3187079,3021834,3018970,2924756,2586981,2667782,2392273,1537832,1360484,
资产总计(万元),162046900,155098331,152710723,147389389,137479633,139195328,134309765,115414616,108281348,107490490,105207001,101320314,93597680,91910622,92476303,87094589,80436085,78382110,75528765,73793176,67153289,65169417,61371991,57836427,52498514,50582925,49203788,45111168,40644123,39753912,37773420,35643593,32297062,29258416,28047479,22348132,20824334,20416777,19260567,18167487,16593908,11643747,9471432,
短期借款(万元),4376124,3103164,4334086,3567462,3077019,3231886,2881773,3030806,2473851,2560297,2763817,4546127,2757249,2171454,2853242,2835018,2633787,2179409,2723010,3264149,3099689,2770995,2704884,3274247,2841220,2573367,2635062,1931574,1328645,1061151,1361478,1973439,1903917,590591,355577,1166404,1232527,1396919,1669520,1670803,1250846,743370,891321,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3155,3145,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
交易性金融负债(万元),5003,5003,1412,1412,284,284,0,--,--,--,0,--,1944,1944,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
应付票据(万元),2392201,1597253,1947301,2157792,2069681,1917331,1760859,1720580,1752802,1421825,1471431,1684405,1624835,1251426,1705835,1577003,1407135,1112273,1485382,1501839,1334226,1108047,1446728,1299698,1107569,1050470,1224375,1012358,754751,504478,787579,726077,563828,441127,470447,485834,443456,327755,372346,345541,226521,179631,189096,
应付账款(万元),40829747,43332969,44357275,43864192,36134619,40241965,36791171,35048183,28999919,32000108,29605417,27591996,23977734,26843162,25340443,23657160,19581395,21494801,19769251,19691303,15977762,18256298,15994725,14989338,12642942,13631259,12265461,11646212,9404445,10045538,8952795,8345164,6639864,7225789,6140461,5894233,4993907,5421844,4932185,4791246,4757209,3741590,3099940,
预收账款(万元),20587231,18874983,19455413,17647330,20039158,18022690,18650116,12368455,13986315,11451951,14400929,11531509,11776054,10634458,12709762,11327929,12946264,11314359,11394274,10639047,10058313,8083663,8009275,6592751,5250802,4571096,5355794,4801111,4474085,4379768,4666475,4343205,4653630,3809040,4665301,3642067,3757378,2830588,3555089,2280171,2089559,1421268,1021350,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
应付职工薪酬(万元),593673,772170,516278,616970,542554,715775,529565,540365,479700,586748,359036,380985,307296,422859,289844,345360,294020,402212,292906,317450,269446,373822,259707,282247,207830,268829,212315,210371,176219,232782,175343,179268,145070,166277,131346,144612,121730,158201,119340,122982,153381,284461,248953,
应交税费(万元),3706825,3897406,3310582,3090990,3053746,3148000,2847254,3023246,3700326,3924460,3457628,3346380,3510750,3693923,3334389,3220825,3157644,3187232,2950638,2730610,2643936,2610121,2543225,2422264,2418313,2399917,2182391,1948397,1816297,1880391,1403429,1315738,1182288,1125158,923070,894372,821159,843914,750931,775396,732018,473864,350992,
应付利息(万元),308602,290346,227349,272809,234707,240824,235141,265242,280307,248905,191280,227376,264144,234640,270195,178650,155126,161863,124939,142174,128557,117150,91708,113639,69955,60533,60551,65976,48380,23537,2726,5435,6352,5583,22038,17853,12599,5592,31856,5510,6361,10251,6578,
应付股利(万元),16636,103636,291185,341687,138234,129052,173807,165348,40742,134239,87000,140691,46305,46925,9661,40293,46121,46112,40409,357070,49945,7254,11202,7013,4333,6669,6611,7460,5187,8034,1331,7222,6173,5981,4492,2016,2573,2286,2453,2049,2937,3296,3081,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
其他应付款(万元),8324924,7252989,6476575,6364612,4744993,5208181,4147194,4999679,4011944,4040840,3884481,3902470,3351559,3412938,3474766,3411594,3668242,3362338,2835112,2926692,2754798,2589617,3051094,3046930,2422778,2222515,2533881,1891576,2023939,1700490,1533422,1622135,946493,1335934,1139966,1116264,1093215,1143675,1299974,1241861,1318735,1019581,774654,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,200000,0,
一年内到期的非流动负债(万元),6226065,6783184,5881703,7123283,5320250,5565354,8008365,4646553,3486304,3931735,3227530,4021613,3863313,4864852,4074030,4437140,2570950,2372354,2996761,2632787,2380747,2235370,1391490,1928072,1476616,1497838,1353491,1262368,1183028,1326775,1303364,981050,958636,789709,791853,773923,691048,634367,523705,469515,355387,163065,197842,
其他流动负债(万元),2857764,2628166,1911774,2099143,1409706,1540451,642013,589590,560712,723989,376379,446015,421645,298477,1047554,1363865,1004235,1060301,374714,571126,565929,420623,89942,64068,9710,8767,3595,3981,3900,2580,7489,1862,13037,2348,10234,7290,177304,12498,12770,6104,10124,19138,26688,
流动负债合计(万元),90224794,88641269,88710931,87147683,76764950,79961792,76667257,66398048,59772922,61025098,60348783,58363276,52489816,54463851,55538891,52394835,47464921,46693253,44987393,44774246,39263350,38572959,35593980,34020266,29828798,29531144,28948996,25837709,22302077,22118356,21097216,20336907,17926497,16249981,15393603,14816577,13346898,13369649,13270168,12200638,11326028,8625007,7251791,
长期借款(万元),21177017,18585281,17190397,15161477,15057242,14366687,13936182,9962679,10564443,9832486,10644632,9833028,8924516,7612468,8326151,7735814,7835122,7767737,8630693,7968860,7457033,6698419,6376469,5476469,5169243,4588205,4467280,4227487,3735026,3368430,3425100,3436605,3194406,2343141,2294062,2311314,2455546,2286007,2035334,1927503,1568171,902529,513383,
应付债券(万元),10112290,9794575,10952681,10683412,12063127,12123247,11690125,10831662,10361446,10117247,9129899,8329932,8075639,8006476,8568601,7859582,6758965,6219515,5329590,4977523,4774450,4675097,4978462,4666283,4064255,3588037,3584901,3392530,3399002,2806241,2153471,1155231,1152671,1147570,1141986,1136367,1130141,1124607,505625,502032,523723,231097,238247,
长期应付款(万元),2100885,1734349,2159734,1563249,1339612,1446524,1294779,1426255,1200830,1357071,1115011,1189456,1227784,1170849,958972,1021871,968975,995364,899409,978289,1019456,1089686,959484,886498,905139,795901,684917,621595,664030,533980,682987,579576,856642,585989,560052,541681,461360,514089,430089,565210,538155,567417,597205,
专项应付款(万元),64178,64091,55416,60855,56073,59545,7497,7087,5032,5169,4022,4680,5188,4732,5780,5758,5647,3615,6104,4532,3875,4028,4930,4831,6051,1970,8655,6229,2094,1946,7093,7464,7431,7192,4423,4423,8046,4475,1474,4684,4446,6059,6301,
预计非流动负债(万元),51870,52827,54798,54711,49302,49954,49978,44436,41195,45261,45856,44016,29722,29786,30102,27343,25225,25483,29120,29429,29114,35277,40054,38511,6676,7097,10501,19376,20083,20111,4717,5023,5596,4506,2053,2635,4776,3722,9682,8551,11823,9604,8079,
长期递延收益(万元),96440,97715,93470,89463,87048,86718,89027,87331,88205,89172,81362,81031,79350,79089,74992,--,--,--,0,--,63267,--,--,--,202879,154810,100341,99807,98843,98238,16249,16126,16320,16207,13595,13568,--,10839,0,0,0,0,0,
递延所得税负债(万元),492176,473070,549373,547262,510693,502497,472667,106379,119691,120852,112250,117301,123234,119775,142549,140630,154120,152246,139167,146015,78258,74358,72743,76934,72689,70740,70414,73893,36256,378020,459037,474308,111821,69572,35288,48432,41893,31485,34116,33953,18782,15158,11786,
其他非流动负债(万元),1243734,1274076,1249013,1282173,1270355,1283811,1234499,1208512,1168051,793545,740326,730962,524964,499348,--,74600,68675,68547,65099,64761,1047,64176,241513,207236,1438,1438,1615,1615,1660,102544,2576,2576,1554,1554,540,540,5627,540,1252,1252,751,0,0,
非流动负债合计(万元),35540866,32284143,32513208,29652194,30643807,30133655,28959997,23892174,23772843,22587120,22098245,20556434,19221283,17755422,18338647,16865599,15816728,15232506,15099181,14169409,13426499,12641041,12673655,11356762,10428370,9208198,8928624,8442533,7956995,7309509,6751231,5676908,5346438,4175730,4051999,4058960,4107388,3975763,3017571,3043186,2665851,1731864,1375001,
负债合计(万元),125765659,120925411,121224139,116799877,107408757,110095447,105627254,90290222,83545765,83612218,82447028,78919709,71711099,72219274,73877539,69260434,63281649,61925758,60086575,58943655,52689849,51214000,48267635,45377029,40257168,38739342,37877620,34280241,30259072,29427864,27848447,26013814,23272936,20425711,19445603,18875537,17454286,17345412,16287740,15243823,13991879,10356871,8626792,
实收资本(或股本)(万元),3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,1800000,1800000,1800000,1800000,1800000,1800000,0,0,
资本公积(万元),2488328,2488328,2458741,2468850,2433588,2442608,1529999,2365488,2352876,2352607,2370460,2370592,2884280,2868044,2897315,2882666,2885782,2938028,2954872,2946157,3022814,3029763,3002403,2945688,2998222,2998205,2995549,3001354,3004031,3001088,2911124,2908728,3030416,3058151,3113719,-595773,-599212,-607368,-624927,-609902,-577225,0,0,
减:库存股(万元),127328,127328,127328,127328,127328,127328,748,748,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
专项储备(万元),5539,5539,8161,4806,6228,3660,4069,3272,2895,2474,3723,2952,2492,2249,3305,4576,2705,3237,5256,4321,3237,3874,5743,4235,1678,1624,1147,1288,1264,1174,3329,3837,3201,3520,--,0,--,0,0,0,0,0,0,
盈余公积(万元),552249,552249,497888,497888,497888,497888,292001,292001,292001,292001,216870,216870,216870,216870,157388,157388,157388,157388,102358,102358,102358,102358,72095,72095,72095,72095,40715,40715,40715,40715,24849,24849,24849,24849,7604,7604,7604,7604,11,11,11,0,0,
一般风险准备(万元),51073,51073,47386,47386,47386,47386,16163,16163,16163,16163,8416,8416,8416,8416,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,400626,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
未分配利润(万元),14624667,13810208,13155045,12380600,12029509,11321161,11804222,10070335,9908581,9270578,8664242,8126580,7937770,7375287,6878991,6368268,6080399,5617807,4982684,4519629,4312576,3955683,3481956,3134413,2992963,2737103,2378253,2073680,1825928,1606811,1440506,1247939,969632,831849,643386,511376,26089,316365,308185,238196,49463,0,0,
