报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1609,1456,7719,2227,2867,453,248,450,379,319,1351,147,129,94,53,162,91,109,77,108,157,141,84,133,129,173,124,116,223,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),25368,26430,22744,22120,26473,25667,25442,26550,28612,27724,27418,19221,19762,21041,20862,20302,21072,21458,20980,20948,20994,21450,22102,22238,22389,20102,18795,16184,11367,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,318,304,187,174,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),176407,219011,205509,193285,191480,199459,195399,1,8,8,8,12130,15130,12030,13700,14000,6500,6000,25,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),301579,344596,343216,356478,342200,343926,336599,315942,306070,306999,305302,62150,62112,65834,63957,63136,63220,63754,63064,63174,64536,66464,66886,66749,66371,31565,30108,23988,16471,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),11746,11746,10546,--,--,--,--,5746,5746,5746,5746,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,285,112,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),11393,11438,2459,--,--,--,--,1250,--,--,4231,450,490,525,578,594,--,--,--,--,--,--,--,--,--,--,--,300,300,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),62772,--,62564,--,65450,--,64812,--,60784,--,58722,--,18454,--,18267,--,18068,--,18191,--,14872,--,14399,--,13573,--,13094,11838,11424,
累计折旧(万元),19366,--,17987,--,19906,--,18522,--,17489,--,15951,--,7215,--,6739,--,6255,--,5890,--,5847,--,5441,--,5089,--,4751,4173,3602,
固定资产净值(万元),43406,--,44577,--,45544,--,46290,--,43295,--,42772,--,11239,--,11529,--,11813,--,12301,--,9025,--,8958,--,8484,--,8343,7665,7822,
固定资产减值准备(万元),19,--,20,--,389,--,390,--,390,--,390,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),43377,44109,44557,44819,45155,45678,45901,42491,42906,43309,42382,11019,11239,11354,11529,11583,11813,12056,12301,9333,9025,9131,8958,8536,8484,8470,8343,7665,7822,
在建工程(万元),15034,9858,9833,8663,4452,2929,3061,4884,4002,2735,2277,--,--,--,--,--,--,--,--,2251,2024,172,167,17,--,--,--,4,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),7192,7327,7510,4510,4693,4875,5057,5239,5425,5611,5150,2039,2061,1973,1989,1960,1975,1989,2004,2019,1987,1999,2012,2024,2036,2049,2061,2098,2176,
开发支出(万元),14369,12166,10140,2864,2559,3502,2197,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),4740,4740,4740,4740,4740,4740,4740,4325,5066,4325,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),452,462,515,30,32,32,18,18,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),8149,7678,7678,5002,5002,5002,5002,4368,4368,4368,4368,137,126,106,114,97,96,81,82,65,62,65,54,50,44,43,41,39,33,
其他非流动资产(万元),20322,14297,9834,3800,3800,1200,1200,--,--,--,--,--,24,147,202,143,142,130,116,887,585,1469,523,--,--,--,--,--,--,
非流动资产合计(万元),136774,123821,107810,74429,70432,67959,67175,68320,67530,66093,64154,13645,13940,14105,14412,14662,14137,14257,14503,14555,13684,12836,11713,10626,10564,10561,10446,10106,10332,
资产总计(万元),438353,468417,451027,430906,412631,411885,403774,384263,373600,373092,369456,75796,76052,79939,78369,77798,77357,78011,77566,77729,78219,79300,78599,77375,76935,42126,40554,34094,26802,
短期借款(万元),--,--,--,--,--,--,--,--,500,5500,5000,--,--,2000,--,--,--,--,--,--,--,--,--,--,0,6000,7700,4970,700,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),3703,1960,3256,4695,4926,2636,4199,1871,497,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),6680,7349,4911,4107,7505,10502,8235,8702,7823,8254,6740,1771,2402,2500,2948,3202,3646,3633,3964,3815,4964,5050,5500,5217,5553,5664,4849,6197,3965,
预收账款(万元),6783,4053,4375,5070,7204,4895,5214,3635,3010,3471,5875,908,856,2278,2193,1087,1117,1237,860,1496,1381,2210,1566,1569,1808,3114,1933,1553,1179,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),76,336,1294,695,87,114,956,41,158,124,1089,--,--,31,140,193,193,193,412,412,285,134,550,544,399,225,616,377,--,
应交税费(万元),2636,5275,4912,2685,3079,2512,3908,3065,613,1876,2357,174,135,152,166,194,197,116,37,201,500,460,397,368,414,816,326,475,1547,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,15,--,--,
应付股利(万元),--,--,--,2810,2965,--,--,--,14541,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,1000,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),34162,38640,37353,34888,28055,19706,19524,22622,14886,15304,16118,789,814,830,845,990,948,960,960,897,926,922,917,993,1019,1018,1022,1134,2245,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,550,550,550,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,2800,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),54040,57612,56101,54950,53821,40366,42585,40485,42578,34528,37179,3642,4207,7790,6292,5665,6102,6139,6234,6820,8056,8775,8930,8691,9193,16838,16459,17706,12436,
长期借款(万元),--,--,--,--,--,--,--,--,--,550,550,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2604,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),2,2,2,2,2,2,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,112,--,--,--,--,--,110,--,--,--,--,--,--,--,--,--,--,--,--,--,800,800,800,800,800,800,600,300,
预计非流动负债(万元),--,--,--,--,--,--,--,63,63,63,63,289,304,311,319,339,357,365,388,383,382,386,449,352,446,479,548,313,300,
长期递延收益(万元),6389,6533,6536,2075,2085,2152,2194,2210,2348,2328,2188,723,650,690,689,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),822,822,822,728,728,728,728,788,788,788,788,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,761,304,313,322,555,570,--,--,--,--,--,--,--,--,
非流动负债合计(万元),7213,7469,7360,2806,2815,2883,2925,3171,3199,3729,3589,1011,954,1001,1008,1100,662,678,710,938,952,1186,1249,1152,1246,1279,1348,913,3204,
负债合计(万元),61253,65081,63461,57756,56636,43249,45510,43656,45777,38257,40768,4654,5161,8791,7300,6765,6763,6817,6944,7759,9008,9962,10180,9843,10439,18117,17808,18619,15640,
实收资本(或股本)(万元),97369,97369,97369,97369,97369,96939,96939,96939,96939,48470,48470,13600,13600,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,6000,6000,6000,5000,
资本公积(万元),103864,102900,102900,101640,101640,98389,98389,97530,98389,146000,146858,39407,39407,45007,45007,45007,45007,45007,45007,45007,45007,45007,45007,45007,45007,6666,6666,6666,166,
减:库存股(万元),1670,3326,3326,3326,3326,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,212,189,165,150,148,130,108,81,63,47,26,12,--,--,--,--,--,--,
盈余公积(万元),4245,4245,4245,4245,4245,4245,4245,3489,3489,3489,3489,2386,2386,2386,2386,2244,2244,2244,2244,1887,1887,1887,1887,1199,1199,1199,1199,471,607,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),170743,200207,184482,171496,154281,167382,156936,141756,128023,135848,129746,15537,15310,15590,15527,15634,15213,15835,15291,15014,14270,14419,13514,13326,12291,10144,8882,2337,5390,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),374551,401396,385671,371424,354209,366954,356509,339715,326840,333806,328563,71142,70891,71148,71070,71034,70594,71194,70622,69970,69211,69338,68420,67532,66497,24009,22746,15474,11162,
少数股东权益(万元),2549,1940,1894,1726,1786,1681,1755,892,983,1028,125,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),377100,403336,387565,373150,355995,368636,358264,340607,327823,334835,328688,71142,70891,71148,71070,71034,70594,71194,70622,69970,69211,69338,68420,67532,66497,24009,22746,15474,11162,
负债和所有者权益(或股东权益)总计(万元),438353,468417,451027,430906,412631,411885,403774,384263,373600,373092,369456,75796,76052,79939,78369,77798,77357,78011,77566,77729,78219,79300,78599,77375,76935,42126,40554,34094,26802,		
  
