报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-03-31,2006-12-31,2005-12-31,2004-12-31,
固定资产减值准备(万元),--,1300,--,200,--,1300,--,200,--,200,--,1300,--,200,--,200,--,200,--,--,--,2,--,2,--,2,--,--,--,--,--,0,--,1086,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
固定资产(万元),1634800,1579900,1442000,534600,1196300,1159900,952800,433400,881800,444100,791700,760000,737900,494500,635200,465500,596000,474500,544500,425100,539614,302367,441615,290409,432531,294125,221605,192132,220798,201449,195589,192853,189123,193553,175155,158169,170147,153483,149071,149116,149251,151911,154143,141435,145206,143308,156252,189442,191553,166023,146812,
在建工程(万元),--,--,--,791400,--,--,--,484200,--,429300,--,--,--,218800,--,117500,--,130100,--,114400,--,217675,--,148189,--,74819,--,24929,--,10478,--,6640,--,--,0,19999,0,19999,0,0,0,0,0,87,0,87,0,0,--,--,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
无形资产(万元),55300,55700,56500,57000,57300,57800,58300,58700,59200,59700,60100,60400,60300,60800,61100,61600,61900,62300,62700,53400,53796,54712,52191,52493,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
递延所得税资产(万元),1479600,1288400,1270900,1199300,1258000,1213800,1073500,999300,960000,844800,686100,642100,565600,507300,445700,417300,423400,362000,333500,327400,361142,385596,303050,251536,221992,215653,160692,119111,136863,142085,128363,113615,107320,99662,68714,69222,66689,78201,74094,59128,11177,8544,55393,102178,78219,86183,82400,89037,109170,117858,140250,
其他非流动资产(万元),958100,727500,983500,809800,753700,700000,754000,700500,746200,640100,631300,635700,510100,474100,439900,535500,407500,391800,330800,501600,355553,276615,324996,307618,436870,213433,216384,178682,177191,140635,171449,123709,160276,120430,161432,192856,191725,136870,246801,148121,135506,253665,184003,366463,502436,452041,362598,95132,81081,113322,138747,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
资产总计(万元),263750100,257286500,253269300,248563700,239295200,232980500,227522600,223916700,217445900,211633900,204284300,197140800,190505600,184490900,178779900,162422800,152786000,152443700,149065300,147560600,138959064,133676385,120753427,120245182,115095558,111996893,111815324,110101589,100126619,95649868,86252128,81580151,73424145,73321050,68975897,64611286,56523387,53346932,50167978,47810022,44176180,41702102,40295856,36335295,36344746,35422294,30675266,26398118,27296889,23304382,20293998,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
向中央银行借款(万元),5563400,6411200,6652000,5352000,5950000,5350000,4802000,4801100,5152100,4302100,1203100,2402000,4603000,1003500,2002500,2003500,3001000,2011500,11500,8500,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
吸收存款及同业存放(万元),185678500,174693500,171611400,169800700,162317000,156699800,156648000,158619600,148280100,149701400,148809600,145675900,138857600,141200900,141567800,128294100,125398800,123601600,123521100,122614600,118509937,114957833,99866425,101326927,97162244,95497221,94821982,91586867,83338146,78228505,71097408,64850918,61196706,61280961,55414650,54616569,49969584,47246720,43714240,41788340,37320210,35211193,32638115,30025744,28692699,27640454,25893619,23614190,24351006,21211152,18458303,
拆入资金(万元),6388200,6855200,5164200,5089100,4669900,4953300,4520100,3526100,4695200,3476900,4803900,3759700,3578100,3846900,2178700,1616000,1479200,2408300,1807400,2364800,1572673,2189657,2182677,1883696,2457790,2148924,1666714,1240124,2001083,2039777,1419500,2488980,1239529,1602470,1563443,657492,198974,161728,375103,137900,270770,191262,464096,601969,470867,252596,199736,293774,86234,19420,37324,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,38170,34235,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
衍生金融负债(万元),20200,15400,22000,38800,34400,13700,19300,15700,23800,23000,23200,29400,16800,9600,7000,9400,6400,3100,4000,5200,5685,10387,7355,8047,4664,3286,4461,4204,1328,1954,2947,1846,952,1192,2764,2003,874,852,970,1417,2152,2676,6430,8153,2938,5918,4094,1242,1768,3300,770,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
应付账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
卖出回购金融资产款(万元),912700,2133400,1497100,1522700,1774400,3117200,3641900,1133900,4354500,5113900,5149600,2501200,1585400,4660800,4858800,3464600,1238200,5952700,6714900,6624100,4796297,2985270,5144985,2158468,1297077,3893599,5150371,7109437,5112876,7209465,5951324,6688135,3520251,3974175,5595185,3070100,357068,350000,605683,200000,1092598,1142678,2130257,1747701,3049600,3268450,739680,229418,879625,470000,1084352,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
应付职工薪酬(万元),295400,293100,339600,300100,283200,276200,245100,216700,203900,190900,155000,110700,108400,115100,76300,30200,25600,38900,43200,22200,25598,33293,24564,27400,30819,49682,23004,26924,48272,59675,31799,21854,40894,39832,35990,26517,19246,11966,9771,18012,24624,38538,37083,35549,35795,23756,76,4697,76,12173,13767,
应交税费(万元),276200,219900,236100,179500,366200,305500,271100,231300,458400,335600,265900,197700,287000,222400,164500,154500,207200,152900,125800,119300,159797,121755,133147,120168,172172,123980,77568,51888,132532,114069,67330,52283,46987,23791,42042,40646,45125,34663,45141,36303,80950,49942,66422,55006,95989,68813,109165,142726,101535,62886,54076,
应付利息(万元),--,2095800,2158800,1926800,1908300,1861100,1878400,1545900,1441200,1489100,1499100,1360000,1291000,1427400,1405600,1264300,1261000,1377500,1349100,1266600,1096645,1100983,1053463,953245,854485,790354,816036,723734,684397,583124,553952,472730,457218,346300,375976,332696,289290,236848,241384,248253,233690,213945,240752,194290,172228,148247,169984,121005,103423,74990,55826,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
应付债券(万元),39393000,40560200,42160200,41354200,40233600,39834000,36516300,35224500,33903000,30176500,25271800,24057100,24301900,17463900,13012000,12037100,7905900,5678300,4803400,4725200,3990326,3989800,3989262,4988541,4990459,1997225,1996972,1996719,1996468,1996217,1995964,1995710,1995996,1647074,1347511,1347299,1347090,1346882,1346670,1346458,1346248,1346039,1345828,350000,350000,350000,350000,350000,350000,350000,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
预计非流动负债(万元),467800,2400,2400,2500,2400,2400,6600,6600,6600,6600,6500,2300,2300,2300,2300,2300,2100,2300,2300,2300,2306,3911,3903,4285,4100,3942,3957,3987,4093,3931,3939,3953,3977,4041,4031,4077,4110,4132,4228,4305,5183,7889,13470,13875,15944,15678,10870,7991,7991,3224,6469,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,1,1,1,1,--,0,2,2,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
其他非流动负债(万元),4817100,4593000,4461100,4603700,3419300,2895900,3566300,3623200,4067000,2440000,2804400,4517600,3673900,2856700,2694100,3196500,2210600,1602200,1474400,1034800,433480,452885,545507,1121817,471175,319610,242638,600714,251285,369798,305183,398773,409286,144524,327167,453060,301138,195364,180298,490477,282807,116577,226278,430754,613847,981589,584374,600983,431202,313069,235609,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
负债合计(万元),243812500,237873100,234304900,230170100,220958700,215309100,212115100,208944600,202585800,197256000,189992100,184613600,178305400,172809500,167969600,152072500,142736000,142829300,139857100,138787600,130592742,125845774,112951288,112630764,107479218,104827821,104803704,103344599,93570482,90606515,81429345,76975180,68911799,69064362,64708757,60550457,52532497,49589155,46523489,44271464,40659233,38320739,37168729,33463039,33499906,32755500,28061599,25366025,26312860,22520214,19946494,
实收资本(或股本)(万元),2114300,2114300,2114300,2114300,2114300,2114300,1824800,1520600,1520600,1520600,1520700,1267200,1267200,1267200,1267200,1056000,1056000,1056000,1056000,880000,880016,880016,880016,880016,880016,880016,880016,733347,733347,622756,622756,622756,622756,622756,622756,622756,622756,622756,622756,622756,622756,622756,622756,622756,622756,622756,622756,502756,502756,502756,353886,
资本公积(万元),4388500,4388500,4387400,4388500,4388500,4388500,2623600,2623600,2623600,2623600,2623600,2623600,2612800,2612800,2612800,2612800,2612800,2612800,2511600,2450800,2321370,2238248,2454179,2587878,2616438,2582450,2595577,2698294,2653986,1590507,1487215,1536778,1570491,1566927,1663034,1661281,1660336,1636477,1647285,1688285,1696618,1711246,1561776,1455598,1484096,1465605,1554358,205847,205847,205847,75191,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,
