报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
其他非流动资产(万元),54124,55621,58361,20482,15907,15767,1064,1122,1139,1087,957,962,1066,1263,1009,15321,1211,173636,1932,2293,18071,11907,3044,--,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
资产总计(万元),8683707,7778075,6996145,6639556,7006627,7263342,6881515,6965670,7671423,7318124,7312115,8960184,5722975,4260715,3547283,2724678,2167578,2104209,2097190,1148447,1925460,1580444,703601,1027123,
短期借款(万元),253658,133746,308152,240595,268362,408697,344822,301772,401772,401772,461772,563000,503000,503000,453000,453000,513000,603000,603000,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),773000,389000,270000,105000,5000,155000,5000,15000,5000,135000,223000,356700,293700,243700,198700,4600,34600,155000,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,37,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),11085,4153,1336,--,752,275,106,153,5,218,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),55614,29708,47683,34953,34752,33724,32300,33828,40567,29139,17935,15654,75011,53314,13202,--,9271,--,8745,10625,--,--,--,35583,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
卖出回购金融资产款(万元),1256971,1060767,734263,362581,747338,943445,942630,1372324,1846078,1575039,1371034,1772472,1170640,1034739,765656,445940,243209,177387,332798,--,277669,117254,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),104818,111696,98138,84868,111022,116237,87015,90706,128314,132763,120049,111066,67992,68427,63370,44479,51981,19837,24150,17619,28642,29904,18950,13858,
应交税费(万元),9588,3978,7700,15557,11420,9870,597,8161,24402,20439,19881,27127,17652,13594,3309,1023,8126,119,685,-73,3797,7132,1426,28524,
应付利息(万元),70808,64689,36422,23362,59598,57180,55433,33672,82215,62738,62312,29862,8467,12131,10579,6581,2533,1498,1966,762,792,103,58,156,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),1011929,934253,1009739,1191565,1144628,1214725,1135270,1440954,1492645,1602075,1776760,2689928,1612566,1082343,798374,633205,513192,549903,585701,566074,1187874,1134578,457823,782026,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15000,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80000,80000,--,--,--,
应付债券(万元),2105981,2113271,1915764,1919471,1804826,1590044,1750335,1620000,1500000,1220000,1270000,1220000,200000,200000,150000,290000,66000,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,2340,2340,--,--,1524,1530,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),389,3973,217,271,1925,2750,2957,4489,4144,14212,4232,16655,17767,14649,11451,5234,2770,5304,2710,--,782,129,--,--,
其他非流动负债(万元),775677,732541,662473,789968,938845,893547,697758,737831,548792,471671,300097,252233,207125,191286,223061,181602,637,9409,535,452,33452,31880,23368,--,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
负债合计(万元),6735137,5852746,5091885,4768190,5130807,5427834,5054222,5658890,6328458,5959595,6057072,7664734,4463919,3517184,2850701,2065664,1562318,1521458,1560290,675460,1613008,1320981,501625,860147,
实收资本(或股本)(万元),275796,275796,275796,275796,275796,275796,275796,250400,250400,250400,250400,250400,250400,200400,200400,200400,200400,200400,200400,200400,150400,150400,150400,150400,
资本公积(万元),976208,976208,976208,976208,976208,976208,976208,529931,529852,529852,529852,529852,529852,132475,132475,146582,132475,148367,132475,126557,2345,388,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),112262,112262,94012,94012,94012,94012,73915,73915,73915,73915,39500,39500,39500,39500,30006,30006,30006,24183,24183,20172,15970,10867,5158,1658,
一般风险准备(万元),188210,188210,155460,155460,155460,155460,127196,127196,127196,127196,78999,78999,78999,78999,60012,30006,60012,24183,48365,40344,15970,10867,5158,1658,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),422180,394446,407204,370974,386129,355884,378651,344994,359438,331463,386451,361020,317872,249746,245766,222014,174167,161436,124787,85514,111798,76074,36103,11603,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),1945319,1921898,1899353,1866755,1871417,1831846,1823658,1305760,1342052,1358501,1255015,1295427,1259033,743509,696559,659014,605260,582751,536899,472987,312452,259463,201976,166976,
少数股东权益(万元),3251,3431,4907,4610,4403,3661,3635,1021,913,27,28,22,22,22,22,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),1948570,1925328,1904260,1871366,1875820,1835508,1827292,1306781,1342965,1358528,1255043,1295450,1259055,743531,696581,659014,605260,582751,536899,472987,312452,259463,201976,166976,
负债和所有者权益(或股东权益)总计(万元),8683707,7778075,6996145,6639556,7006627,7263342,6881515,6965670,7671423,7318124,7312115,8960184,5722975,4260715,3547283,2724678,2167578,2104209,2097190,1148447,1925460,1580444,703601,1027123,		
  
