报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
其他应付款(万元),854,1102,260,381,223,354,158,94,90,734,97,94,127,165,321,1321,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),58,--,--,--,--,--,--,--,--,--,--,--,--,--,2182,3588,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),229997,249371,218844,206586,198009,195790,174698,167153,154288,192058,175651,157758,172470,145203,97545,54415,
长期借款(万元),--,74,89,104,123,133,147,161,180,193,215,227,239,--,--,7282,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),1000,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1163,1197,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),2163,2271,89,104,123,133,147,161,180,193,215,227,239,0,0,7282,
负债合计(万元),232160,251641,218933,206689,198132,195923,174845,167314,154468,192251,175866,157985,172710,145203,97545,61697,
实收资本(或股本)(万元),22500,22500,22500,22500,22500,22500,22500,22500,22500,22500,18000,18000,18000,18000,18000,18000,
资本公积(万元),72404,72404,72988,72526,72064,71602,71504,70879,70670,70670,22057,22057,22057,22057,22057,22057,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),8054,8054,6437,6437,6437,6437,5389,5389,5389,5389,4254,4254,4254,2934,1788,645,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),78977,74839,74543,68467,66666,62599,62313,58810,58009,54076,49630,47079,42176,28602,17072,6129,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),181929,177761,176471,169931,167669,163140,161705,157577,156568,152635,93942,91391,86487,71593,58918,46831,
少数股东权益(万元),4667,4692,2578,2706,1228,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),186596,182454,179048,172637,168897,163140,161705,157577,156568,152635,93942,91391,86487,71593,58918,46831,
负债和所有者权益(或股东权益)总计(万元),418757,434095,397982,379327,367030,359063,336550,324891,311036,344886,269807,249375,259197,216795,156463,108528,		
  
