报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,61,103,822,2650,1548,2963,556,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),4017,7538,17211,23832,19098,45668,46887,12228,6479,40924,51319,42028,26215,50815,40037,42762,40223,51559,25618,9492,41951,10390,--,
应付账款(万元),122862,98473,97838,99642,99751,94323,112346,107876,100973,123042,134962,106433,134776,105172,138129,147903,165268,134348,74183,95036,105074,114740,74587,
预收账款(万元),375,432,440,467,472,402,407,429,438,501,5,5,407,161,323,511,650,1576,--,--,--,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),974,2410,617,723,838,1195,467,583,683,1455,343,588,717,1539,407,454,619,394,318,1256,298,311,308,
应交税费(万元),2927,5398,5811,2111,2096,2858,3523,1390,1951,2383,1980,1002,664,1419,1911,299,314,864,1544,1436,5253,4366,2660,
应付利息(万元),2567,2338,1914,1434,1260,1273,1254,1161,1126,1199,1331,1264,1296,1406,1326,1217,1227,1216,1276,1049,1028,635,539,
应付股利(万元),11905,6541,6541,6541,7268,8519,--,--,1667,--,--,--,--,--,--,--,--,--,--,6640,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),9380,1921,2088,1196,1644,1920,1685,1297,680,332,701,897,809,716,1001,1252,558,708,847,314,900,5857,4866,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),260889,227357,231535,224017,96984,86899,86899,86931,86931,80456,80456,70608,73599,72917,73917,63417,60167,50309,47171,41708,37508,18002,15310,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),415895,352409,364056,360065,230234,245706,255016,214859,201484,250291,346406,273134,288790,234144,257053,257814,269025,240974,150958,156931,192013,154300,98271,
长期借款(万元),845152,866898,823005,847601,900608,846440,793732,806710,772595,748356,714728,748310,718492,696259,641731,654055,650774,600987,558701,540547,509620,438210,372762,
应付债券(万元),30000,30000,30000,30000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,9730,10266,10505,10502,10651,10111,10265,9969,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),25083,25616,26149,26731,27262,27793,28259,28769,29299,29796,30326,30857,31387,31892,32403,--,--,--,--,--,--,--,--,
递延所得税负债(万元),1998,1983,2092,160,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32892,32859,33858,35316,36136,37049,36988,31893,
非流动负债合计(万元),902232,934227,891512,914998,938373,884884,832101,845744,811862,778153,745054,779167,749878,728151,674134,686947,683633,634846,594017,576683,546669,475198,404655,
负债合计(万元),1318127,1286636,1255569,1275063,1168606,1130590,1087118,1060603,1013346,1028444,1091460,1052300,1038668,962294,931187,944760,952658,875820,744975,733614,738681,629497,502926,
实收资本(或股本)(万元),415556,415556,415556,415556,415556,207778,207778,207778,207778,207778,207778,177778,177778,177778,177778,177778,160000,160000,160000,160000,160000,160000,160000,
资本公积(万元),117248,117248,117248,117248,117248,325026,325026,325026,325026,325026,325026,60418,60418,60418,60418,60418,45340,45340,45340,45340,45340,45340,40946,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),12490,12490,12490,10320,10320,10320,10320,8244,8244,8244,8244,6745,6745,6745,6745,4956,4956,4956,3284,1773,1773,559,1069,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),137118,141246,121617,112288,106851,93838,92404,89012,90608,92081,84970,80694,80959,80702,74329,67102,68390,66697,57503,56906,39801,24901,15711,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),680897,684613,668382,658433,652440,638600,635248,629508,631397,633129,626018,325635,325900,325642,319269,310254,278686,276993,266128,264019,246914,230800,217726,
少数股东权益(万元),70389,73970,71288,69283,68402,73610,71863,68773,68609,66858,64225,62366,61769,63740,61895,59891,60113,62696,63715,61702,63544,59841,56076,
所有者权益(或股东权益)合计(万元),751286,758583,739669,727716,720842,712210,707111,698282,700005,699987,690243,388001,387669,389382,381164,370145,338799,339689,329843,325721,310458,290641,273801,
负债和所有者权益(或股东权益)总计(万元),2069413,2045220,1995238,2002779,1889448,1842800,1794229,1758885,1713351,1728431,1781703,1440302,1426337,1351676,1312350,1314906,1291457,1215509,1074817,1059335,1049139,920139,776728,		
  
