报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),8743,6984,8155,7626,8902,8035,9201,8566,11037,10830,9940,9369,9949,10114,12084,11089,12847,14343,7711,8381,6829,13436,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),6033,7421,4901,6326,4900,5771,4627,4523,4627,5031,5361,3749,5361,5361,--,--,--,--,--,--,--,--,
流动资产合计(万元),248284,237391,255809,247106,261374,252700,311622,281747,291160,294356,314454,293915,298698,280092,291380,242011,263971,266223,249373,242048,219737,289414,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),7249,7249,10238,10235,9921,8762,8654,8513,9599,9599,9743,10229,8763,8763,4634,4270,4537,3720,3920,4316,6061,5813,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14106,100,
长期应收款(万元),--,--,3100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),50404,49409,44464,43650,42654,40815,30765,30733,23179,20909,17430,17512,17596,17596,18845,1455,1455,2250,2170,1570,1185,953,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),5769,6170,5991,6018,6093,5103,4820,4845,5100,5147,3711,3745,3075,2533,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,542086,--,504610,--,504569,--,458003,--,451836,--,386303,--,380597,--,375348,372898,346307,317565,299149,--,--,
累计折旧(万元),--,220094,--,211412,--,200637,--,191041,--,181041,--,172720,--,163383,--,155145,145390,126642,116396,109410,--,--,
固定资产净值(万元),--,321992,--,293197,--,303932,--,266962,--,270795,--,213584,--,217214,--,220203,227507,219666,201169,189738,--,--,
固定资产减值准备(万元),--,3948,--,3948,--,3948,--,2051,--,2139,--,2127,--,2127,--,1218,1299,1218,1218,1218,--,--,
固定资产(万元),314268,318044,283887,289249,294282,299985,263271,264911,266959,268656,210954,211457,216600,215087,215438,218985,226208,218448,199950,188520,165456,146218,
在建工程(万元),164811,148377,184631,176319,170741,157990,185686,179969,166346,152631,178873,175901,165802,157918,151182,133679,100226,60004,56928,53701,60392,48073,
工程物资(万元),2754,2420,2663,2757,2425,1884,2105,1725,2114,1804,2478,2524,2779,2201,3444,2830,1968,2320,470,1690,48,106,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),29738,29134,28537,27923,28526,28004,25711,26109,26031,26493,25979,25223,26082,25378,25075,22849,19275,18237,18117,18109,14834,12199,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,7229,9822,10192,
长期待摊费用(万元),28,19,16,8,8,8,8,9,9,9,11,11,12,13,14,14,35,21,4,6,256,28,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),15422,15407,13773,14041,6140,6055,4590,4919,4435,4303,4951,5649,2709,5213,4247,5286,2532,3612,3771,3504,2238,1430,
其他非流动资产(万元),3100,3459,--,--,--,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),600773,586918,584530,577428,568017,555869,532838,528960,511000,496780,461357,459480,450647,441930,430107,396596,363464,315839,292557,278644,274399,225112,
资产总计(万元),849057,824309,840339,824534,829391,808569,844460,810707,802160,791136,775811,753396,749345,722022,721487,638607,627436,582062,541930,520692,494136,514526,
短期借款(万元),8600,10350,10000,10000,10000,8000,15490,15490,19500,20000,8000,8000,4000,4000,4000,4000,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,384,--,--,--,--,--,
应付账款(万元),35502,31457,30757,29884,27495,30822,37053,34254,31202,30269,22676,21248,18788,19797,23164,20630,20207,14079,9568,13322,9785,1954,
预收账款(万元),126734,121946,137723,129387,130128,123150,136578,134122,118760,126304,130651,120748,117062,111037,116971,99753,95757,76659,61183,56330,53193,44228,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),10626,9711,16096,13267,9374,8476,14606,13244,10838,8295,12091,12786,9675,7523,10171,10500,6637,13320,15646,9808,9143,6265,
应交税费(万元),4193,4235,1601,1698,1053,2444,2037,722,-2389,2476,2364,3371,6553,5268,-4894,-698,-4181,-1249,1097,-1063,1809,10674,
应付利息(万元),--,--,--,--,--,--,--,--,--,16,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60,17,--,163,3246,482,42113,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),33598,24319,24652,29180,27288,22967,29223,25134,26918,19916,26573,24279,27019,20239,28720,22717,22116,32076,24655,17034,21578,23578,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),1010,859,1846,1420,1057,886,2568,3522,2400,3203,2077,2475,800,2477,2370,2247,866,1095,1195,1218,1175,1068,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),220262,202877,222676,214837,206394,196746,237556,226488,207229,210480,204433,192906,183897,170341,180500,159208,141802,135980,113506,99895,97165,129880,
长期借款(万元),17638,17370,17732,18573,19203,18714,21706,20703,19725,17671,20343,19167,21596,19967,22092,24021,24562,27019,30016,31130,32283,30342,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),173,173,173,2354,173,173,173,173,173,173,173,173,173,173,178,178,178,538,1619,1619,2029,1972,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),183611,187670,186833,188481,191967,192279,193051,190374,186938,186170,183127,180615,176238,174430,--,--,--,--,--,--,--,--,
递延所得税负债(万元),848,848,902,901,860,860,819,798,986,986,907,1074,709,709,536,478,521,570,603,665,810,821,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,169857,166962,162886,143612,132753,123350,110810,96922,
非流动负债合计(万元),202270,206060,205640,210309,212203,212026,215749,212048,207822,205001,204550,201028,198715,195279,192662,191639,188146,171740,164991,156764,145933,130058,
负债合计(万元),422532,408937,428315,425146,418597,408772,453305,438536,415051,415481,408983,393934,382613,365620,373162,350847,329949,307720,278497,256660,243098,259938,
实收资本(或股本)(万元),155600,155600,155600,155600,155600,155600,155600,155600,155600,155600,155600,155600,155600,155600,155600,140000,140000,140000,140000,140000,121612,121612,
资本公积(万元),100819,100819,100823,100821,100823,100823,99251,99202,99251,99251,99349,99300,99349,99349,101839,70375,70652,71187,71360,72180,92339,92116,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),4575,3289,5411,4234,5027,3405,5232,3610,5155,3367,4545,3305,4159,2667,3802,2304,1998,149,124,--,--,--,
盈余公积(万元),21404,21404,18273,18273,18273,18273,15101,15101,15101,15101,12221,12221,12221,12221,7541,7541,7541,4424,4558,4072,577,9365,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),104485,93771,91414,79373,90291,80787,75164,67346,79668,70177,62789,56514,64184,55794,53837,42878,52516,33243,23418,24329,17908,12636,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),389842,378579,375455,362189,373627,362501,353829,344291,359105,347826,339039,331794,339265,329384,322619,263098,272706,249003,239460,240582,232436,235729,
少数股东权益(万元),36683,36793,36568,37200,37167,37296,37327,27880,28003,27830,27790,27668,27467,27018,25706,24662,24781,25339,23972,23451,18602,18859,
所有者权益(或股东权益)合计(万元),426525,415372,412024,399388,410794,399797,391155,372172,387108,375656,366829,359461,366732,356402,348324,287760,297487,274342,263433,264033,251038,254588,
负债和所有者权益(或股东权益)总计(万元),849057,824309,840339,824534,829391,808569,844460,810707,802160,791136,775811,753396,749345,722022,721487,638607,627436,582062,541930,520692,494136,514526,		
  
