报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
长期股权投资(万元),9476,9469,9455,9432,9435,9436,9413,9890,9878,9879,9872,9375,9407,9291,9274,9189,9214,9135,9134,8831,8850,8768,8741,--,--,--,--,--,--,--,--,270,270,270,270,270,270,270,270,270,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
投资性房地产(万元),--,129,130,1450,1460,2403,2426,2449,2471,3317,3346,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
固定资产原值(万元),217296,--,222072,--,213700,--,209772,--,208016,--,211029,--,203980,--,203472,--,187174,--,196543,--,196936,--,196968,--,167088,--,160292,--,144188,--,128959,--,94497,--,92562,79856,79703,75427,0,--,
累计折旧(万元),79559,--,76892,--,73269,--,70539,--,65970,--,63224,--,58990,--,53792,--,49029,--,46544,--,44234,--,38649,--,34568,--,30330,--,27096,--,23813,--,20998,--,18275,17156,15999,14000,0,--,
固定资产净值(万元),137736,--,145181,--,140432,--,139233,--,142047,--,147805,--,144990,--,149679,--,138145,--,149999,--,152702,--,158319,--,132520,--,129962,--,117092,--,105146,--,73499,--,74288,62700,63704,61427,0,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,--,0,0,0,0,0,--,
固定资产(万元),137736,140816,145181,139225,140432,143148,139233,139875,142047,145266,147805,142631,144990,146907,149679,140066,138145,147017,149999,149932,152702,155535,158319,130194,132520,132498,129962,115217,117092,102602,105146,72221,73482,73058,74288,62700,63704,61427,60473,48620,
在建工程(万元),8836,4501,2440,10377,10463,8867,14891,24671,24725,22248,18695,22360,21677,22004,21605,30915,29713,22085,21486,13556,13172,12025,11184,39045,37047,36694,37158,49809,45665,52050,43249,69056,60748,53581,45509,45940,35324,20926,8518,7585,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
固定资产清理(万元),--,--,--,4510,4510,4510,9700,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,-14,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
无形资产(万元),15277,15265,15363,16028,16060,16164,16269,16277,16268,16376,18803,19294,19423,19560,19697,20178,17994,18115,18243,18361,18481,18604,18729,18804,18901,19022,19121,19244,19365,20924,21021,13685,13679,13761,13845,13927,14010,14151,14417,8848,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,297,297,--,0,0,0,0,0,--,
长期待摊费用(万元),2604,2644,2653,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,1,7,18,28,38,49,59,70,80,91,111,0,52,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
递延所得税资产(万元),1568,1632,1614,1366,1354,1261,1223,1238,1191,1112,1083,1006,945,898,892,810,795,781,774,693,667,660,661,464,448,401,392,390,388,376,362,334,327,294,283,247,247,220,348,193,
其他非流动资产(万元),212,208,244,149,149,235,1195,2360,2362,3535,4271,4271,4271,4224,4211,12579,12578,19626,19672,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
非流动资产合计(万元),175710,174664,177078,182537,183862,186025,194350,196761,198944,201734,203875,198938,200714,202884,205358,213737,208438,216759,219306,191373,193873,195592,197635,188507,188915,188615,186633,184661,182517,175969,169806,155901,148852,141023,134265,123165,113646,97106,84026,65554,
资产总计(万元),400306,402088,410845,437347,414270,412300,407075,404451,419278,391110,387882,417219,402197,395058,404124,421886,452499,434805,435105,436230,433524,417449,412551,397366,387556,376517,367306,355169,347663,333812,324056,311330,318710,325959,230901,230499,200957,193909,164151,131560,
短期借款(万元),58000,74000,75000,99000,89400,83000,85000,89000,109000,85000,75000,99000,85000,79000,82000,71000,89500,92000,82000,89000,79000,74200,82200,71000,65000,61500,60800,52800,49800,44800,37000,35000,38300,54780,64441,53841,49481,48200,23644,13216,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付票据(万元),26600,16439,20636,13672,20589,21127,17241,13288,3836,900,6527,8742,2715,6310,610,30102,41292,13700,10678,12970,21589,13996,6791,5899,4096,6576,4915,4820,5415,2576,7458,1799,8882,18433,22715,36824,31060,20979,15467,13825,
应付账款(万元),22321,20356,22506,28287,21427,22913,21611,19622,21802,19762,21080,22908,25338,22898,24306,19755,23282,22387,26049,21571,19756,18438,22647,22846,19122,20177,21065,23603,23397,15845,14796,14102,14484,16640,15241,14797,13348,10097,11760,17241,
预收账款(万元),11033,8277,8094,8400,3949,6213,4376,5470,4327,4123,4120,4499,4132,3832,4031,6543,4677,5505,6570,6750,6261,6116,7401,6308,8572,7186,9319,9215,7634,6897,4845,5050,4425,5029,4372,6461,7272,10278,8974,6612,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付职工薪酬(万元),1964,1763,2494,2373,2698,2308,2812,2015,3111,2513,2608,3301,3285,2987,3044,3583,4888,3653,4625,5207,4904,3908,4506,4253,3975,4290,3871,4612,3424,2510,2763,3197,2976,2166,3184,2847,2238,2941,1653,2120,
应交税费(万元),188,645,524,32,647,1423,1438,396,1574,1758,1224,321,897,808,1140,502,571,330,149,-676,-120,-400,-1204,-2267,-1852,-1621,-628,-3337,-3368,68,-868,304,438,1041,326,167,1149,1743,1482,2074,
应付利息(万元),140,30,168,0,30,30,151,0,--,9,12,5,12,3,25,19,138,63,158,32,41,31,53,46,58,46,57,26,25,55,112,230,102,100,132,389,258,241,0,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
其他应付款(万元),617,456,1108,979,1088,998,1454,1492,1348,984,1013,1683,1666,1519,1946,1670,1337,1221,1065,903,1083,1041,1390,1274,936,1089,1167,1199,991,650,998,1137,1301,1042,798,733,832,749,1259,1860,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
一年内到期的非流动负债(万元),4000,3000,4000,23000,23000,23000,23000,0,3300,28300,29599,29572,29223,4228,13224,13538,19638,44638,43015,39022,39027,14040,6043,3051,3049,18044,18045,18053,17171,2183,2193,2205,2219,2224,2224,2224,1025,1025,0,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,153,
流动负债合计(万元),124864,124966,134530,175743,162828,161011,157082,131283,148297,143351,141184,170032,152266,121586,130326,146713,185324,183496,174308,174778,171541,131369,129826,112410,102956,117288,118612,110991,104490,75585,69297,63023,73126,101454,113434,118284,106662,96253,64240,57101,
长期借款(万元),23000,23000,23000,--,--,--,0,23000,23000,--,0,--,3300,28300,29524,29531,22531,7530,17739,18067,20180,45221,44857,48205,50295,25277,17911,15266,17454,32517,33229,33631,34912,19944,20628,20970,7173,20360,12500,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
长期应付款(万元),3000,5000,5000,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,12500,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,50,0,0,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
长期递延收益(万元),8386,8495,8603,7765,7855,7945,8035,7792,5798,5847,5895,5944,5992,6040,6088,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,4670,4694,4742,4411,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6035,6081,6127,6174,6220,6266,6313,6359,6427,6466,6505,6544,6328,6362,6750,6785,5063,5090,5117,5144,0,0,0,0,--,
非流动负债合计(万元),34386,36495,36603,17765,7855,7945,8035,30792,28798,5847,5895,5944,9292,34340,35612,35565,28611,13658,23912,24287,26447,51534,51216,54632,56761,31782,24455,21594,23816,39267,40014,38694,40002,25060,25772,25640,11917,25102,16911,12500,
负债合计(万元),159251,161461,171133,193507,170683,168956,165116,162075,177095,149197,147079,175976,161558,155926,165938,182278,213935,197154,198221,199065,197987,182903,181042,167041,159717,149070,143067,132585,128305,114851,109312,101717,113128,126515,139206,143924,118579,121355,81151,69601,
实收资本(或股本)(万元),96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,48000,48000,48000,48000,48000,48000,48000,35000,35000,35000,35000,35000,32000,
资本公积(万元),67299,67299,67299,67299,67299,67299,67299,67770,67770,67770,67770,67330,67330,67330,67330,67330,67330,67330,67330,67041,67041,67041,67041,67041,67041,67041,67041,115041,115041,115041,115041,115191,115191,115191,12381,9338,9338,9338,8670,8291,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
盈余公积(万元),12085,12085,12085,12085,12085,12085,12085,11862,11862,11862,11862,11607,11607,11607,11607,11251,11251,11251,11251,10490,10490,10490,10490,9189,9189,9189,9189,7424,7424,7424,7424,5546,5546,5546,5546,4276,4276,4276,2720,1207,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
未分配利润(万元),65832,65377,64518,68521,68249,68030,66618,66836,66639,66370,65258,66406,65816,64302,63375,65146,64105,63190,62428,63760,62140,61142,58089,58208,55742,55326,52123,52167,48880,48496,44281,40876,36845,30708,38768,37961,33763,23940,22094,6124,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-119,-122,-119,-124,-126,-136,-128,-112,-114,-133,-109,-115,-48,14,-0,-1,--,0,--,0,0,0,0,0,--,
归属于母公司股东权益合计(万元),241055,240628,239712,243840,243587,243344,241959,242376,242183,241913,240803,241244,240639,239131,238186,239608,238564,237652,236884,237165,235536,234546,231509,230324,227839,227447,224238,222583,219358,218961,214744,209613,205582,199445,91695,86575,82377,72554,68484,47621,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,14517,14338,
所有者权益(或股东权益)合计(万元),241055,240628,239712,243840,243587,243344,241959,242376,242183,241913,240803,241244,240639,239131,238186,239608,238564,237652,236884,237165,235536,234546,231509,230324,227839,227447,224238,222583,219358,218961,214744,209613,205582,199445,91695,86575,82377,72554,83001,61959,
负债和所有者权益(或股东权益)总计(万元),400306,402088,410845,437347,414270,412300,407075,404451,419278,391110,387882,417219,402197,395058,404124,421886,452499,434805,435105,436230,433524,417449,412551,397366,387556,376517,367306,355169,347663,333812,324056,311330,318710,325959,230901,230499,200957,193909,164151,131560,		
  
