报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
流动资产合计(万元),173134,168569,154519,176929,194283,199698,188810,203222,226260,254015,234765,218309,248484,256632,238224,268914,273933,333873,368464,416342,447188,433700,383068,415463,442838,312858,290429,333263,353839,337783,330480,144865,113739,95939,112268,137275,75855,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
可供出售金融资产(万元),1073,2345,2345,2345,5600,5600,5600,5600,5600,6087,6087,6087,6087,6087,487,487,487,487,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
长期股权投资(万元),3027,2835,2835,2708,2708,2544,2544,2451,2451,2451,--,29814,29814,29814,29814,29814,29814,29814,30301,30301,30301,30301,487,487,487,30668,5897,5897,5897,5867,267,267,137,137,137,137,137,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
固定资产原值(万元),454318,--,448150,--,429905,--,419563,--,413137,--,389432,--,342105,--,325362,--,316843,--,250203,--,200957,--,180448,--,179404,--,162031,--,162837,--,113629,112136,95619,65665,--,0,0,
累计折旧(万元),120052,--,112047,--,103675,--,97142,--,89023,--,82437,--,74880,--,69704,--,63378,--,56738,--,52474,--,48642,--,44627,--,42330,--,39437,--,26501,24507,20953,19331,--,0,0,
固定资产净值(万元),334266,--,336103,--,326229,--,322422,--,324114,--,306995,--,267224,--,255659,--,253465,--,193465,--,148483,--,131806,--,134777,--,119700,--,123399,--,87128,87629,74667,46334,--,0,0,
固定资产减值准备(万元),59,--,59,--,59,--,59,--,59,--,59,--,59,--,59,--,59,--,59,--,59,--,59,--,59,--,92,--,92,--,109,111,123,103,--,0,0,
固定资产(万元),334207,335757,336044,325162,326170,322048,322363,324533,324056,306831,306936,300083,267165,253132,255600,258975,253406,233314,193406,147509,148424,130055,131747,133732,134718,127014,119609,121160,123308,105077,87019,87518,74543,46231,31442,30853,48203,
在建工程(万元),--,36197,33266,42145,37602,31438,26631,25000,20665,23949,23343,25044,49895,46342,42043,32748,35993,25215,20739,15823,12379,17910,13572,12601,6449,17817,17957,14409,9970,19782,13943,10779,13335,7784,18318,520,10242,
工程物资(万元),--,--,--,--,--,--,--,--,--,1,1,1,1,76,1,3,3,5,3,3,3,11,16,23,7,4,--,--,--,--,--,--,--,0,5,0,14,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
无形资产(万元),64937,65467,65997,66527,67057,67585,68148,68684,69220,72397,72945,46373,46736,47549,47921,48299,48868,45924,46281,46641,45029,39031,46172,47489,49007,37870,32886,26115,26156,25770,23939,25118,19891,20131,20044,5174,4514,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
长期待摊费用(万元),6888,7041,8145,8871,9135,6659,7592,8515,9181,7335,8118,7981,8721,6785,7011,9178,9489,7402,5996,6803,7664,6408,7203,8020,8677,5484,5591,6003,6362,2104,1954,2230,2512,2105,2451,2620,3697,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
递延所得税资产(万元),7272,7372,7392,7544,7594,7551,7458,7767,8089,8230,8091,8420,8354,7826,7443,7259,7225,6990,5789,5566,5348,3686,3369,3457,3161,1862,1603,2022,2129,1716,1109,1214,1010,836,1060,947,793,
其他非流动资产(万元),1770,1659,1532,1183,581,581,504,504,428,--,--,27121,26331,22100,22100,22100,22100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
非流动资产合计(万元),456717,458672,457556,456485,456448,444007,440840,443055,439689,427279,425520,450925,443104,419711,412420,408863,407385,349150,302515,252647,249147,227402,202564,205808,202505,220719,183542,175607,173822,160315,128230,127127,111428,77223,73455,40251,67599,
资产总计(万元),629851,627241,612074,633414,650731,643704,629651,646277,665949,681294,660284,669234,691587,676343,650643,677777,681318,683023,670979,668988,696335,661102,585631,621271,645343,533577,473971,508870,527661,498098,458710,271992,225168,173162,185724,177526,143454,
短期借款(万元),--,--,--,--,--,5000,0,--,15000,15000,15000,15000,15000,32443,32443,32443,23365,25000,30000,--,10000,10300,300,300,300,300,300,300,800,300,300,300,300,0,500,18500,17500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
应付票据(万元),--,--,12030,15093,21428,19622,17859,19016,19224,20239,26556,26400,16967,17685,17448,22585,25014,33251,26971,22630,33675,31919,20961,28797,27578,22453,15350,18825,23738,26621,26846,28606,27001,21234,23060,21566,17202,
应付账款(万元),--,--,37863,45205,46874,40202,36761,41019,47830,44366,36232,40075,47715,44649,39945,52604,56550,61910,59401,51096,67623,51339,43693,48664,51793,46961,32863,40307,56086,52139,45314,51155,45717,35112,39050,38973,33785,
预收账款(万元),72906,81900,73409,81774,76575,87945,77029,84594,80669,103470,90486,94474,88691,87560,91841,109881,112513,131249,130723,152005,158722,157391,125880,125969,112067,90425,68390,76001,74292,69146,54127,60353,45645,30045,28141,16291,7079,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
应付职工薪酬(万元),2915,2108,2308,2519,2522,2875,2791,2816,2686,2664,2644,2609,2477,2500,2441,2434,2259,2298,2260,2228,2369,2805,2766,2690,2607,2579,2532,2519,2424,2452,2340,2249,2165,2666,3198,3216,5480,
应交税费(万元),14057,11960,12482,13165,14049,11806,12331,13075,15344,5262,3185,2720,5948,4586,-524,2686,6742,2548,-4082,-357,6029,3302,-2314,161,7080,11114,877,5251,14390,10181,3786,10459,6215,1147,5975,5803,9116,
应付利息(万元),--,--,--,--,--,6,0,--,20,18,18,43,25,172,111,33,57,42,50,--,18,18,1,1,71,1,1,1,2,0,0,0,1,0,1,35,30,
应付股利(万元),--,--,--,--,--,--,0,--,97,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,40,40,--,--,60,920,1315,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他应付款(万元),--,25387,26690,25895,47988,44232,47962,57637,65565,78223,78204,79441,111563,84423,70218,41353,52881,37134,43951,43369,33504,32250,28749,33830,38236,19665,19214,18352,22605,18350,13441,13598,8986,7286,5150,6943,12385,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,17000,--,--,--,--,--,--,--,--,0,--,0,0,
其他流动负债(万元),2636,2227,1705,2852,2852,2093,1550,2840,2840,1992,1463,3129,3129,2412,1699,2613,2613,1924,1353,2414,2414,1701,1219,2255,2255,1554,1123,1887,1958,1933,1352,2107,1416,1079,1373,597,302,
流动负债合计(万元),176331,178451,166486,186502,212287,213780,196283,220998,249275,271235,253787,263890,291515,276429,255622,266631,281993,295356,290628,273385,314354,291024,221254,242666,258987,195050,140650,163442,196294,181162,147545,168827,137448,98628,107368,113239,102880,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,18000,--,--,--,--,--,--,--,--,0,--,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
预计非流动负债(万元),153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
长期递延收益(万元),147,151,154,158,162,165,169,172,176,180,183,187,190,194,198,201,205,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
递延所得税负债(万元),3298,3330,3373,3426,3466,3511,3556,3608,3699,3809,3889,3953,4004,4066,4182,4328,4437,4738,4812,4856,4924,4955,4955,4955,4955,0,--,--,--,116,2,0,--,0,--,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,208,212,216,219,223,226,230,234,303,424,245,248,266,269,277,291,298,305,91,0,
非流动负债合计(万元),3598,3481,3527,3584,3628,3677,3725,3781,3875,3989,4073,4139,4195,4260,4379,4530,4641,4947,5024,5072,5143,5177,5181,5185,23188,303,424,245,248,383,272,277,291,298,305,91,0,
负债合计(万元),179930,181932,170013,190087,215915,217457,200008,224778,253150,275224,257860,268030,295710,280689,260001,271161,286634,300303,295652,278457,319497,296201,226435,247850,282175,195354,141074,163687,196542,181545,147817,169104,137739,98926,107673,113330,102880,
实收资本(或股本)(万元),184800,184800,184800,184800,184800,184800,184800,184800,184800,184800,184800,184800,184800,184800,184800,73920,73920,73920,73920,73920,73920,73920,73920,49280,49280,49280,49280,49280,49280,49280,49280,38280,38280,38280,38280,38280,13371,
资本公积(万元),84218,84189,84158,84117,84088,84054,84020,83981,83913,83830,83770,83723,83684,81662,81576,192346,192265,192039,191983,191950,191899,191877,191877,216517,216517,205381,205381,205381,205381,206003,205887,3266,3266,3266,3266,3266,1077,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
盈余公积(万元),42651,39162,39162,39162,39162,35083,35083,35083,35083,31560,31560,31560,31560,27735,27735,27735,27735,23329,23329,23329,23329,18555,18555,18555,18555,14314,14314,14314,14314,10530,10027,10027,6467,3828,3828,728,6467,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
未分配利润(万元),139255,138145,134909,136220,127756,123288,126704,118602,109551,106301,102689,101452,96138,101663,96689,112706,100852,93387,86007,101165,87500,80288,74479,88686,78449,68849,63481,75640,61564,50060,45026,50589,38777,28303,32031,21208,18873,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
归属于母公司股东权益合计(万元),450924,446296,443029,444299,435806,427225,430607,422467,413347,406491,402819,401535,396182,395860,390800,406707,394772,382674,375239,390364,376648,364640,358831,373038,362801,337823,332455,344615,330539,315873,310220,102162,86789,73677,77405,63481,39787,
少数股东权益(万元),-1003,-987,-968,-972,-990,-978,-964,-968,-549,-421,-395,-331,-304,-206,-158,-91,-88,46,88,168,189,261,365,383,366,400,442,568,580,680,673,726,640,559,646,715,787,
所有者权益(或股东权益)合计(万元),449921,445309,442061,443327,434816,426247,429643,421499,412799,406070,402424,401204,395878,395655,390642,406616,394684,382720,375327,390532,376838,364901,359196,373421,363168,338223,332897,345182,331119,316553,310893,102888,87429,74236,78050,64196,40574,
负债和所有者权益(或股东权益)总计(万元),629851,627241,612074,633414,650731,643704,629651,646277,665949,681294,660284,669234,691587,676343,650643,677777,681318,683023,670979,668988,696335,661102,585631,621271,645343,533577,473971,508870,527661,498098,458710,271992,225168,173162,185724,177526,143454,		
  
