报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他流动资产(万元),417371,815079,492931,496858,367932,121272,196356,161936,112257,109761,85015,106455,78838,101480,103969,117570,93385,107465,119671,118810,153989,137548,313,230,28,2428,7500,--,--,10000,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
流动资产合计(万元),6064560,5311523,4935853,4646344,4443698,4404538,4501189,4424582,4546931,3889097,3829605,3680273,3613041,3614258,3865901,3968070,3743069,3760074,3929386,3869659,3860926,3650364,3568418,3571285,3323344,3341301,3243944,3148614,2996100,2857478,2695569,2198305,1947458,1842430,1690256,1616703,1485689,1344246,1213934,1240709,1027996,744842,473064,319962,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),255490,260930,297110,254593,224777,163601,101796,104854,103095,58962,58168,12600,1000,1000,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,0,0,--,
持有至到期投资(万元),--,13000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期应收款(万元),40000,126000,40000,30000,116000,116000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期股权投资(万元),91710,32789,33669,25732,25588,13248,5684,1457,--,--,--,--,--,--,--,1000,1000,1000,500,500,500,500,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,4105,3970,19472,384,261,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
投资性房地产(万元),177103,179046,169495,171322,184576,186538,188689,190613,192657,194512,187361,187238,118802,120060,102029,103213,101304,104918,103648,104804,103204,84397,44955,45362,45768,46175,46582,46988,47395,47802,18353,18522,18691,18861,19030,19199,19368,19537,19706,19875,20069,20238,11572,7123,
固定资产原值(万元),--,70467,--,69928,--,70213,--,68229,--,67250,--,66565,--,65920,--,64704,--,63996,--,61845,--,61448,--,59165,--,58123,--,17870,--,16863,--,16130,--,15850,--,15661,--,15408,--,14844,0,14753,13912,--,
累计折旧(万元),--,46955,--,45272,--,44037,--,40501,--,37178,--,33715,--,30324,--,27418,--,24113,--,21050,--,18020,--,15360,--,12562,--,10025,--,9310,--,8481,--,7637,--,6826,--,6143,--,5346,0,4567,3351,--,
固定资产净值(万元),--,23512,--,24656,--,26176,--,27729,--,30072,--,32850,--,35596,--,37286,--,39883,--,40795,--,43429,--,43805,--,45560,--,7845,--,7554,--,7649,--,8213,--,8835,--,9265,--,9498,0,10186,10561,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,0,0,0,
固定资产(万元),22859,23512,24048,24656,24868,26176,27211,27729,28535,30072,31114,32850,33843,35596,45952,37286,38635,39883,39780,40795,42056,43429,42663,43805,45075,45560,7877,7845,7533,7554,7456,7649,7918,8213,8584,8835,9077,9265,9266,9498,9523,10186,10561,9722,
在建工程(万元),48,61,11,11,168,152,37266,465,295,68,204,18,11,11,175,223,162,72,725,698,653,17,1710,1141,1292,210,32302,25939,21281,17907,14398,11894,10738,9213,9250,11,25,10,169,1010,3841,850,190,58,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
无形资产(万元),14354,14461,11371,11471,11581,11681,11787,11892,12033,12144,12242,12342,12546,12646,12035,12897,13049,13148,13274,13400,13552,13651,13749,13855,14010,14102,13852,13940,14050,14149,14273,14361,14473,14575,13841,13940,14040,14140,14248,14340,14441,14541,14052,14373,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
商誉(万元),59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,32,32,32,32,32,36,
长期待摊费用(万元),2677,2286,2068,2156,250,1085,109,55,149,53,10,171,164,216,203,249,300,350,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,33,--,0,0,0,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
递延所得税资产(万元),64422,60764,56656,41717,33376,31405,32033,38605,40380,38055,25241,30163,38450,40732,41572,40166,43661,36977,33836,33549,43660,42926,34031,33485,32248,31438,23880,22002,24700,24041,8177,7935,7758,7740,6966,6422,6253,6162,6047,5827,6585,6740,2763,1338,
其他非流动资产(万元),--,--,71100,--,30000,--,30000,20000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
非流动资产合计(万元),668722,712910,705587,561718,651243,549945,434635,395728,377203,333925,314400,275441,204875,210320,203026,195093,198169,196409,191822,193806,204684,185978,138167,138707,139453,138544,125552,117773,116019,112512,62716,60421,59639,58661,57730,48466,48822,49174,49502,54688,58462,72060,39555,32912,
资产总计(万元),6733282,6024433,5641440,5208062,5094941,4954483,4935825,4820310,4924134,4223022,4144005,3955714,3817916,3824577,4068927,4163163,3941238,3956482,4121208,4063464,4065609,3836342,3706584,3709992,3462797,3479845,3369496,3266388,3112119,2969990,2758285,2258726,2007097,1901091,1747986,1665169,1534511,1393419,1263436,1295397,1086458,816902,512619,352874,
短期借款(万元),70000,46667,--,--,40000,40000,--,--,--,--,--,--,--,--,--,--,--,--,5000,5000,5000,--,95000,95000,67000,62000,15000,25000,20000,20000,20000,0,--,0,--,0,--,--,--,--,0,0,0,4000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付账款(万元),130396,238830,141126,150757,181772,207728,113937,110709,149105,134540,130325,114337,121701,166126,161716,179156,137102,170244,118184,176941,84016,114231,59340,31364,36766,44341,21855,21897,28640,43990,59744,54658,46479,51624,50273,49447,49390,53153,54501,61193,37631,67151,61950,13886,
预收账款(万元),2522698,2557948,2808069,2336554,2331045,1986300,2123364,2131724,1885769,1759935,1801245,1444767,1295016,1346993,1467952,1572875,1506169,1684279,1902401,1813233,1967781,1728276,1873752,1829956,1512811,1471352,1694447,1654528,1410941,1244383,1262446,823098,819024,715965,643056,755086,521898,426014,302421,382982,424153,389885,280983,176800,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付职工薪酬(万元),694,6969,728,708,624,11196,3003,870,497,9167,475,422,350,8279,429,358,176,6264,480,378,384,6182,366,401,257,5011,261,110,141,3958,133,103,153,2259,53,40,54,1504,58,49,35,181,399,294,
应交税费(万元),62172,59629,62803,61412,63317,78775,47556,59664,91024,91192,39822,68874,88112,87700,97688,99726,85603,93416,89426,92435,120461,113479,-100887,-101001,-92220,-72126,-140458,-131819,-55068,11405,-70511,-77837,-49822,-40682,-54201,-65982,-44343,-23148,-21693,-31033,-34258,-29049,-17081,-12967,
应付利息(万元),11666,12766,10912,9990,7478,3654,5249,4059,1713,1703,1713,1458,1739,1590,2840,2351,1818,1850,1498,1807,1762,1806,1885,1818,1841,1646,1410,969,1024,986,927,885,631,643,473,503,500,753,811,725,160,426,168,203,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,20280,--,--,--,--,--,--,--,--,--,--,1257,1257,1257,1257,982,982,982,982,--,0,--,0,--,0,--,--,--,--,0,0,2889,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他应付款(万元),872009,565403,326629,254960,176286,316262,382106,318505,526076,494972,471172,581969,604682,600895,516311,465047,408091,238878,260828,213806,229411,261197,462378,508318,528503,569762,517695,498534,531834,451698,440057,438735,340471,337826,360498,285925,286894,249123,223756,215387,187702,26755,26312,19153,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
一年内到期的非流动负债(万元),93100,93100,16134,75234,70300,72600,90170,69574,13413,17752,169256,188317,103456,237956,480817,500456,392444,392444,141219,218024,101988,199724,137694,177694,89694,140694,214794,170694,102694,52694,68694,67694,50694,4694,44222,42250,137250,137250,95000,18000,13000,13000,70000,56482,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,16839,16839,19207,19207,4302,2097,
流动负债合计(万元),3762735,3581311,3366402,2889615,2870822,2716515,2765385,2695106,2667597,2509260,2614007,2420424,2215054,2449539,2727752,2819969,2531404,2587376,2519036,2521624,2510803,2424895,2530785,2544807,2145909,2223935,2325987,2240894,2041189,1830096,1781491,1307337,1207630,1072329,1044375,1067268,951644,844647,671693,664142,647630,487555,429924,259948,
长期借款(万元),455763,194965,176486,165166,119167,311938,313757,582735,737513,530200,486574,526774,597374,453263,442541,456601,517181,518292,722503,709439,764736,642836,474477,492213,631624,580660,418196,397627,488738,541474,517085,510621,361432,409168,335251,262959,235098,203306,246167,321778,287389,198000,32000,60000,
应付债券(万元),778220,560109,508237,508135,508033,297933,297682,90000,90000,90000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期应付款(万元),50010,51967,52708,53707,54602,54805,52413,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期递延收益(万元),--,--,--,--,--,--,19,22,22,26,34,66,184,742,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,
递延所得税负债(万元),--,33,--,86,--,--,236,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,2000,2000,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
非流动负债合计(万元),1283992,807074,737431,727093,681802,664677,664107,672757,827535,620226,486608,526840,597559,454005,444541,458601,519181,520292,722503,709439,764736,642836,474477,492213,631624,580660,418196,397627,488738,541474,517085,510621,361432,409168,335251,262959,235098,203306,246167,321778,287389,198000,32000,60000,
负债合计(万元),5046727,4388385,4103833,3616709,3552625,3381191,3429492,3367863,3495132,3129486,3100615,2947264,2812613,2903544,3172294,3278571,3050585,3107668,3241539,3231063,3275539,3067731,3005262,3037020,2777533,2804595,2744183,2638521,2529927,2371570,2298576,1817958,1569062,1481497,1379626,1330227,1186742,1047953,917860,985920,935019,685555,461924,319948,
实收资本(或股本)(万元),311144,311144,311144,311144,311144,311144,311144,311144,311144,270400,270400,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,135200,104000,104000,104000,52000,46000,46000,42000,6000,
资本公积(万元),233432,233432,236573,236573,233779,233779,233779,233779,233779,2402,2402,56482,56482,56482,56482,56482,56482,56482,56462,56462,56842,56842,66699,66699,66699,66699,74586,74586,74586,74586,74586,74586,74586,74586,74586,74586,74586,74586,74524,126501,15600,15600,0,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,
盈余公积(万元),91317,91317,73119,73119,73119,73119,69736,69736,69736,69736,67600,67600,67600,67600,61988,61988,61988,61988,43608,43608,43608,43608,29718,29718,29718,29718,17665,17665,17665,17665,11023,11023,11023,11023,11023,11023,11023,11023,2900,2900,2900,2900,0,1262,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
未分配利润(万元),826001,791565,748815,730664,702830,659780,624910,590704,571902,533544,503874,568344,565674,536794,516426,504546,511030,474373,470912,444952,379289,364449,288680,260256,269817,259584,206097,208215,222336,202702,157436,137753,138407,119484,92291,57864,101605,99004,107141,79787,48170,46949,4249,24229,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
归属于母公司股东权益合计(万元),1457622,1427869,1370483,1354216,1321839,1279454,1240406,1206729,1186764,876479,843742,827626,824957,796076,770097,758216,764700,728043,706182,680222,614939,600100,520297,491872,501433,491201,433548,435666,449787,430154,378245,358562,359216,340293,313100,278673,291214,288614,288565,261188,112670,111449,46249,31491,
少数股东权益(万元),228932,208179,167125,237137,220477,293838,265927,245719,242238,217057,199648,180824,180346,124958,126536,126376,125953,120771,173487,152179,175131,168511,181026,181100,183830,184050,191765,192200,132405,168266,81464,82206,78819,79301,55259,56269,56555,56852,57011,48290,38768,19897,4446,1435,
所有者权益(或股东权益)合计(万元),1686555,1636048,1537607,1591353,1542316,1573292,1506333,1452448,1429002,1093536,1043391,1008450,1005303,921033,896633,884592,890653,848815,879669,832401,790070,768611,701323,672972,685264,675250,625313,627866,582192,598420,459709,440768,438035,419594,368360,334942,347769,345466,345576,309478,151438,131346,50695,32926,
负债和所有者权益(或股东权益)总计(万元),6733282,6024433,5641440,5208062,5094941,4954483,4935825,4820310,4924134,4223022,4144005,3955714,3817916,3824577,4068927,4163163,3941238,3956482,4121208,4063464,4065609,3836342,3706584,3709992,3462797,3479845,3369496,3266388,3112119,2969990,2758285,2258726,2007097,1901091,1747986,1665169,1534511,1393419,1263436,1295397,1086458,816902,512619,352874,		
  
