报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),298599,425585,378839,351521,312368,349425,285780,215022,201403,185878,172159,173793,172797,148955,145806,166282,132606,129806,113124,94023,61217,54691,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),24023,11050,17765,14713,15493,6337,4124,4953,2949,3928,4608,6125,6422,--,--,--,3123,--,--,--,--,--,
流动资产合计(万元),795794,833496,842724,792269,729420,657689,598397,460018,447674,425218,405541,434958,534656,389320,379505,387221,352674,352849,312104,263544,172491,156074,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),6500,6500,6500,4120,4120,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),13393,25751,25751,25571,25571,22667,22667,22386,22386,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),3070,3024,3024,3024,3024,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2457,2729,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),4717,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10422,--,--,--,--,--,--,
固定资产原值(万元),318669,--,323821,--,321752,--,272003,--,252234,--,239172,--,236455,--,235218,--,237120,--,66728,64860,--,--,
累计折旧(万元),56485,--,51779,--,45251,--,38326,--,32765,--,27628,--,22950,--,18624,--,14486,--,19354,17600,--,--,
固定资产净值(万元),262184,--,272043,--,276501,--,233678,--,219469,--,211544,--,213505,--,216594,--,222634,--,47374,47261,--,--,
固定资产减值准备(万元),116,--,117,--,125,--,125,--,125,--,125,--,125,--,163,--,163,--,1474,1474,--,--,
固定资产(万元),262069,268832,271925,275153,276377,232539,233553,219305,219345,212109,211419,210974,213380,214864,216431,220099,222471,49735,45900,45787,38610,38358,
在建工程(万元),--,1123,1065,1054,2176,27441,26805,38397,35695,40368,39778,19423,16918,10568,6875,5899,4207,12896,6770,5227,928,409,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),17454,17555,17705,17853,18002,16086,16183,16277,16122,16214,16304,16399,16494,16585,16681,16776,27357,19357,13776,9280,8036,8304,
开发支出(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),26181,26181,26181,26181,26181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),229,243,258,272,287,163,134,135,136,137,138,139,139,140,141,189,143,153,144,262,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3391,3316,3354,3430,3417,2446,2477,2481,2490,2442,2448,2451,2486,1948,2349,1624,1624,1587,1753,1585,1097,780,
其他非流动资产(万元),1066,1369,1680,1933,2069,2236,4992,4588,6549,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),338697,353895,357443,358592,361223,303579,306810,303569,302723,271269,270086,249386,249418,244105,242477,255009,255803,83729,68343,62141,51128,50580,
资产总计(万元),1134492,1187391,1200167,1150861,1090643,961268,905207,763586,750396,696487,675627,684344,784074,633425,621982,642230,608477,436578,380446,325685,223619,206654,
短期借款(万元),310821,332342,334184,372629,358787,289065,264065,244115,222615,189450,171450,147650,193250,160200,154500,146700,119700,121700,118300,97800,38800,34300,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,167958,87269,60441,36413,45720,42636,51657,45547,41042,51811,60679,57207,47607,40102,35584,40471,42293,13839,11385,12920,
应付账款(万元),--,--,164466,180388,154281,147881,123722,68234,72578,70361,70886,70832,83690,76982,83785,104347,80238,70447,61440,75709,47096,45709,
预收账款(万元),145355,123806,104179,97431,85145,113982,93747,66716,48393,37003,30359,36197,35823,45284,47836,62449,68492,61310,49878,42862,36385,28550,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),5340,3635,3538,3994,5289,3204,3067,3260,6443,2807,2782,2755,4105,2548,3044,3995,4603,2261,2289,2040,2301,2518,
应交税费(万元),2290,406,574,721,1540,297,910,197,296,488,1351,452,393,1065,2292,-5528,396,-1997,270,2804,2652,1054,
应付利息(万元),654,552,414,229,92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,--,1666,2063,10836,2180,3553,3325,5164,6577,6382,10520,26177,32213,36293,120518,138424,23202,13246,3819,574,430,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),44412,1000,4250,4250,6750,1000,3500,3500,6000,--,--,--,5200,100,--,210,280,70,2640,4780,1280,3280,
其他流动负债(万元),489,129,254,387,518,106,212,317,423,77,10155,10232,17883,17622,7686,236,256,185,171,354,180,270,
流动负债合计(万元),877110,776410,781484,749361,683678,594127,538495,432300,413569,352312,334407,330449,427200,393220,383044,473029,447974,317649,290528,244006,140653,129030,
长期借款(万元),25000,50000,46000,30000,30000,30000,30000,--,--,0,--,--,700,5900,5000,5210,5210,5645,645,645,6925,8205,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,10442,10489,10489,10489,16239,16242,16242,16242,17250,19750,19750,21000,21000,21000,21000,11000,10000,--,--,--,959,
专项应付款(万元),--,--,12,12,12,12,12,12,12,--,--,--,--,--,--,--,--,--,--,--,42,--,
预计非流动负债(万元),--,157,157,157,157,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),3965,3954,3995,3996,3999,3985,3880,4051,4056,3534,3534,3534,3534,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),19301,19358,19418,19470,19521,17840,17893,17988,18040,19120,19212,19300,19354,19724,19829,8010,8010,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,2817,2817,2817,2817,8344,8294,3809,2474,1947,
非流动负债合计(万元),64013,83911,80070,64124,64179,68076,68027,38293,38350,39904,42496,42584,44588,49441,48646,37037,27037,23990,8940,4454,9442,11111,
负债合计(万元),941123,860321,861554,813484,747857,662203,606522,470593,451919,392216,376903,373033,471788,442661,431690,510067,475012,341639,299467,248461,150095,140142,
实收资本(或股本)(万元),105150,105150,105150,105150,105150,102542,102542,102542,102542,102542,102542,102542,102542,94585,94585,59116,59116,59116,49116,49116,49116,49116,
资本公积(万元),147253,146691,146691,146691,147253,119621,119621,119621,119621,119621,119621,119621,119621,4457,4457,4457,4457,4457,1496,1496,1496,1496,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),43,7,10,4,15,25,22,35,10,10,27,92,80,108,136,136,158,155,174,159,172,--,
盈余公积(万元),11433,11433,11433,11433,11433,11388,11388,11388,11388,11388,11388,11388,11388,5792,5792,5792,5792,2320,2320,2320,1716,1303,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),-86644,48360,59930,59418,64746,65489,65112,59408,64917,65711,65146,77669,78656,85821,85321,62662,63941,28891,27873,24134,19800,13492,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),177236,311642,323215,322697,328597,299065,298685,292994,298478,299271,298724,311311,312286,190764,190292,132163,133465,94939,80979,77224,72300,65407,
少数股东权益(万元),16133,15427,15398,14679,14190,--,--,--,--,5000,--,--,--,--,--,--,--,--,--,--,1224,1106,
所有者权益(或股东权益)合计(万元),193369,327069,338613,337377,342786,299065,298685,292994,298478,304271,298724,311311,312286,190764,190292,132163,133465,94939,80979,77224,73524,66512,
负债和所有者权益(或股东权益)总计(万元),1134492,1187391,1200167,1150861,1090643,961268,905207,763586,750396,696487,675627,684344,784074,633425,621982,642230,608477,436578,380446,325685,223619,206654,		
  
